西元年,行業代碼,行業名稱,生產總額_當期_百萬元,中間消費_當期_百萬元,GDP_當期_百萬元,GDP_連鎖實質_百萬元,GDP_平減指數
2021,CV,汽車及其零件製造業,531114.0,379502.0,151612.0,151612.0,100.0
2021,CW,其他運輸工具及其零件製造業,529637.0,394292.0,135345.0,135345.0,100.0
2021,CX,家具製造業,107800.0,82670.0,25130.0,25130.0,100.0
2021,CY,其他製造業,576032.0,396554.0,179478.0,179478.0,100.0
2021,D,電力及燃氣供應業,759947.0,552555.0,207392.0,207392.0,100.0
2021,E,用水供應及污染整治業,259580.0,146782.0,112798.0,112798.0,100.0
2021,F,營建工程業,2177169.0,1548694.0,628475.0,628475.0,100.0
2021,G,批發及零售業,4212102.0,1196881.0,3015221.0,3015221.0,100.0
2021,GDP,GDP,,,21773291.0,21773291.0,100.0
2021,H,運輸及倉儲業,1546569.0,741258.0,805311.0,805311.0,100.0
2021,I,住宿及餐飲業,920599.0,497066.0,423533.0,423533.0,100.0
2021,ICT,ICT產業,10009645.0,5143886.0,4865759.0,4865759.0,100.0
2021,J,出版影音及資通訊業,1151298.0,479732.0,671566.0,671566.0,100.0
2021,K,金融及保險業,2096735.0,670213.0,1426522.0,1426522.0,100.0
2021,L,不動產及住宅服務業,2228279.0,547704.0,1680575.0,1680575.0,100.0
2021,M,專業、科學及技術服務業,856371.0,357819.0,498552.0,498552.0,100.0
2021,N,支援服務業,471206.0,147763.0,323443.0,323443.0,100.0
2021,O,公共行政及國防；強制性社會安全,1679745.0,495870.0,1183875.0,1183875.0,100.0
2021,P,教育業,907696.0,155792.0,751904.0,751904.0,100.0
2021,Q,醫療保健及社會工作服務業,1044877.0,381978.0,662899.0,662899.0,100.0
2021,R,藝術、娛樂及休閒服務業,194674.0,76054.0,118620.0,118620.0,100.0
2021,S,其他服務業,602930.0,213898.0,389032.0,389032.0,100.0
2021,加值型營業稅,加值型營業稅,402790.0,,402790.0,402790.0,100.0
2021,合計,合計,45447981.0,24302060.0,21145921.0,21145921.0,100.0
2021,總計(生產面),總計(生產面),46075351.0,24302060.0,21773291.0,21773291.0,100.0
2021,進口稅,進口稅,224580.0,,224580.0,224580.0,100.0
2022,A,農、林、漁、牧業,660924.0,339561.0,321363.0,302351.0,106.29
2022,B,礦業及土石採取業,24582.0,12850.0,11732.0,12514.0,93.75
2022,C,製造業,25145767.0,16804627.0,8341140.0,8097569.0,103.01
2022,CA,食品及飼品製造業,979432.0,800070.0,179362.0,180920.0,99.14
2022,CB,飲料及菸草製造業,162120.0,51270.0,110850.0,108463.0,102.2
2022,CC,紡織業,382679.0,277576.0,105103.0,93620.0,112.27
2022,CD,成衣及服飾品製造業,193091.0,147575.0,45516.0,44109.0,103.19
2022,CE,皮革、毛皮及其製品製造業,54804.0,31510.0,23294.0,21497.0,108.36
2022,CF,木竹製品製造業,55379.0,41489.0,13890.0,12699.0,109.38
2022,CG,紙漿、紙及紙製品製造業,275300.0,205461.0,69839.0,68591.0,101.82
2022,CH,印刷及資料儲存媒體複製業,124895.0,81341.0,43554.0,44584.0,97.69
2022,CI,石油及煤製品製造業,1498368.0,1407531.0,90837.0,183762.0,49.43
2022,CJ,化學材料及肥料製造業,2134156.0,1767717.0,366439.0,428080.0,85.6
2022,CK,其他化學製品製造業,366279.0,262940.0,103339.0,95780.0,107.89
2022,CL,藥品及醫用化學製品製造業,158476.0,82908.0,75568.0,74643.0,101.24
2022,CM,橡膠製品製造業,129223.0,79528.0,49695.0,45314.0,109.67
2022,CN,塑膠製品製造業,547275.0,381816.0,165459.0,156537.0,105.7
2022,CO,非金屬礦物製品製造業,434700.0,309757.0,124943.0,112584.0,110.98
2022,CP,基本金屬製造業,2118508.0,1748514.0,369994.0,401860.0,92.07
2022,CQ,金屬製品製造業,1331525.0,922348.0,409177.0,350712.0,116.67
2022,CR,電子零組件製造業,7910024.0,3849992.0,4060032.0,3835393.0,105.86
2022,CS,電腦、電子產品及光學製品製造業,2366593.0,1530655.0,835938.0,791125.0,105.66
2022,CT,電力設備及配備製造業,908500.0,668667.0,239833.0,228464.0,104.98
2022,CU,機械設備製造業,1166707.0,846529.0,320178.0,299749.0,106.82
2022,CV,汽車及其零件製造業,539050.0,380150.0,158900.0,150412.0,105.64
2022,CW,其他運輸工具及其零件製造業,591159.0,439598.0,151561.0,145324.0,104.29
2022,CX,家具製造業,103960.0,78471.0,25489.0,24097.0,105.78
2022,CY,其他製造業,613564.0,411214.0,202350.0,199250.0,101.56
2022,D,電力及燃氣供應業,857101.0,1024440.0,-167339.0,215402.0,
2022,E,用水供應及污染整治業,280671.0,161877.0,118794.0,121044.0,98.14
2022,F,營建工程業,2432160.0,1731389.0,700771.0,633048.0,110.7
2022,G,批發及零售業,4601694.0,1324648.0,3277046.0,3066814.0,106.86
2022,GDP,GDP,,,22820430.0,22357584.0,102.07
2022,H,運輸及倉儲業,1696463.0,828640.0,867823.0,856508.0,101.32
2022,I,住宿及餐飲業,1119653.0,595322.0,524331.0,488320.0,107.37
2022,ICT,ICT產業,11222194.0,5726557.0,5495637.0,5215297.0,105.38
2022,J,出版影音及資通訊業,1241056.0,506538.0,734518.0,721295.0,101.83
2022,K,金融及保險業,2069894.0,665852.0,1404042.0,1368705.0,102.58
2022,L,不動產及住宅服務業,2320011.0,584481.0,1735530.0,1703936.0,101.85
2022,M,專業、科學及技術服務業,968613.0,424306.0,544307.0,533278.0,102.07
2022,N,支援服務業,520831.0,160904.0,359927.0,357329.0,100.73
2022,O,公共行政及國防；強制性社會安全,1828923.0,594110.0,1234813.0,1189984.0,103.77
2022,P,教育業,938301.0,163909.0,774392.0,755543.0,102.49
2022,Q,醫療保健及社會工作服務業,1147580.0,423858.0,723722.0,714490.0,101.29
2022,R,藝術、娛樂及休閒服務業,252587.0,94131.0,158456.0,155023.0,102.21
2022,S,其他服務業,672933.0,248430.0,424503.0,416818.0,101.84
2022,加值型營業稅,加值型營業稅,440355.0,,440355.0,427042.0,103.12
2022,合計,合計,48779744.0,26689873.0,22089871.0,21709971.0,101.75
2022,總計(生產面),總計(生產面),49458827.0,26689873.0,22768954.0,22367023.0,101.8
2022,進口稅,進口稅,238728.0,,238728.0,230010.0,103.79
2023,A,農、林、漁、牧業,685813.0,334426.0,351387.0,299756.0,117.22
2023,B,礦業及土石採取業,24208.0,12677.0,11531.0,11777.0,97.91
2023,C,製造業,23220257.0,15168832.0,8051425.0,7507180.0,107.25
2023,CA,食品及飼品製造業,1026776.0,820688.0,206088.0,189961.0,108.49
2023,CB,飲料及菸草製造業,165942.0,52666.0,113276.0,107755.0,105.12
2023,CC,紡織業,308138.0,212315.0,95823.0,77135.0,124.23
2023,CD,成衣及服飾品製造業,170493.0,129239.0,41254.0,38835.0,106.23
2023,CE,皮革、毛皮及其製品製造業,47329.0,27676.0,19653.0,19981.0,98.36
2023,CF,木竹製品製造業,51052.0,38165.0,12887.0,11874.0,108.53
2023,CG,紙漿、紙及紙製品製造業,252247.0,187556.0,64691.0,67016.0,96.53
2023,CH,印刷及資料儲存媒體複製業,123126.0,77215.0,45911.0,43817.0,104.78
2023,CI,石油及煤製品製造業,1377498.0,1209504.0,167994.0,218257.0,76.97
2023,CJ,化學材料及肥料製造業,1718215.0,1425047.0,293168.0,410362.0,71.44
2023,CK,其他化學製品製造業,341866.0,240167.0,101699.0,92459.0,109.99
2023,CL,藥品及醫用化學製品製造業,173113.0,89879.0,83234.0,78748.0,105.7
2023,CM,橡膠製品製造業,110650.0,62270.0,48380.0,39545.0,122.34
2023,CN,塑膠製品製造業,503037.0,320882.0,182155.0,150105.0,121.35
2023,CO,非金屬礦物製品製造業,443454.0,311784.0,131670.0,98937.0,133.08
2023,CP,基本金屬製造業,1795055.0,1486254.0,308801.0,383844.0,80.45
2023,CQ,金屬製品製造業,1178691.0,789798.0,388893.0,326876.0,118.97
2023,CR,電子零組件製造業,7227120.0,3548664.0,3678456.0,3390666.0,108.49
2023,CS,電腦、電子產品及光學製品製造業,2503645.0,1524687.0,978958.0,815312.0,120.07
2023,CT,電力設備及配備製造業,862629.0,620938.0,241691.0,217241.0,111.25
2023,CU,機械設備製造業,1052595.0,744669.0,307926.0,273885.0,112.43
2023,CV,汽車及其零件製造業,561122.0,392967.0,168155.0,150715.0,111.57
2023,CW,其他運輸工具及其零件製造業,506809.0,372376.0,134433.0,118931.0,113.03
2023,CX,家具製造業,95305.0,69380.0,25925.0,22712.0,114.15
2023,CY,其他製造業,624350.0,414046.0,210304.0,195282.0,107.69
2023,D,電力及燃氣供應業,940784.0,920389.0,20395.0,216229.0,9.43
2023,E,用水供應及污染整治業,288623.0,169207.0,119416.0,131868.0,90.56
2023,F,營建工程業,2397005.0,1637208.0,759797.0,628636.0,120.86
2023,G,批發及零售業,4607819.0,1314440.0,3293379.0,3041552.0,108.28
2023,GDP,GDP,,,23598348.0,22600156.0,104.42
2023,H,運輸及倉儲業,1502798.0,775014.0,727784.0,1160103.0,62.73
2023,I,住宿及餐飲業,1360807.0,695005.0,665802.0,576536.0,115.48
2023,ICT,ICT產業,10734122.0,5429366.0,5304756.0,4820382.0,110.05
2023,J,出版影音及資通訊業,1311081.0,521718.0,789363.0,753601.0,104.75
2023,K,金融及保險業,2127383.0,686975.0,1440408.0,1429912.0,100.73
2023,L,不動產及住宅服務業,2404835.0,580426.0,1824409.0,1748310.0,104.35
2023,M,專業、科學及技術服務業,1071415.0,479337.0,592078.0,562277.0,105.3
2023,N,支援服務業,573128.0,172695.0,400433.0,384514.0,104.14
2023,O,公共行政及國防；強制性社會安全,1881133.0,609302.0,1271831.0,1200391.0,105.95
2023,P,教育業,957873.0,171295.0,786578.0,753021.0,104.46
2023,Q,醫療保健及社會工作服務業,1189181.0,435155.0,754026.0,754371.0,99.95
2023,R,藝術、娛樂及休閒服務業,313336.0,107685.0,205651.0,194499.0,105.73
2023,S,其他服務業,695919.0,249614.0,446305.0,422276.0,105.69
2023,加值型營業稅,加值型營業稅,468885.0,,468885.0,443342.0,105.76
2023,合計,合計,47553398.0,25041400.0,22511998.0,21770194.0,103.41
2023,總計(生產面),總計(生產面),48285294.0,25041400.0,23243894.0,22419022.0,103.68
2023,進口稅,進口稅,263011.0,,263011.0,205777.0,127.81
2024,A,農、林、漁、牧業,709830.0,335881.0,373949.0,296770.0,126.01
2024,B,礦業及土石採取業,25682.0,13347.0,12335.0,11688.0,105.54
2024,C,製造業,25586752.0,16434274.0,9152478.0,8287130.0,110.44
2024,CA,食品及飼品製造業,1047532.0,831256.0,216276.0,200847.0,107.68
2024,CB,飲料及菸草製造業,168254.0,52945.0,115309.0,103279.0,111.65
2024,CC,紡織業,332976.0,228635.0,104341.0,81757.0,127.62
2024,CD,成衣及服飾品製造業,185728.0,143171.0,42557.0,40925.0,103.99
2024,CE,皮革、毛皮及其製品製造業,50613.0,29238.0,21375.0,19413.0,110.11
2024,CF,木竹製品製造業,52748.0,39434.0,13314.0,13182.0,101.0
2024,CG,紙漿、紙及紙製品製造業,253001.0,187536.0,65465.0,75788.0,86.38
2024,CH,印刷及資料儲存媒體複製業,130225.0,82313.0,47912.0,43406.0,110.38
2024,CI,石油及煤製品製造業,1334204.0,1205418.0,128786.0,233345.0,55.19
2024,CJ,化學材料及肥料製造業,1747677.0,1448946.0,298731.0,436673.0,68.41
2024,CK,其他化學製品製造業,368388.0,261340.0,107048.0,97436.0,109.86
2024,CL,藥品及醫用化學製品製造業,164171.0,84939.0,79232.0,71748.0,110.43
2024,CM,橡膠製品製造業,112150.0,64343.0,47807.0,38867.0,123.0
2024,CN,塑膠製品製造業,529517.0,338576.0,190941.0,155194.0,123.03
2024,CO,非金屬礦物製品製造業,465142.0,326365.0,138777.0,101258.0,137.05
2024,CP,基本金屬製造業,1831135.0,1512317.0,318818.0,381801.0,83.5
2024,CQ,金屬製品製造業,1247017.0,847009.0,400008.0,329854.0,121.27
2024,CR,電子零組件製造業,8582483.0,4167966.0,4414517.0,3942302.0,111.98
2024,CS,電腦、電子產品及光學製品製造業,3259777.0,1978141.0,1281636.0,950712.0,134.81
2024,CT,電力設備及配備製造業,899740.0,641463.0,258277.0,221639.0,116.53
2024,CU,機械設備製造業,1084686.0,762093.0,322593.0,285308.0,113.07
2024,CV,汽車及其零件製造業,538556.0,367276.0,171280.0,151164.0,113.31
2024,CW,其他運輸工具及其零件製造業,471903.0,345202.0,126701.0,112704.0,112.42
2024,CX,家具製造業,104831.0,77376.0,27455.0,23508.0,116.79
2024,CY,其他製造業,624298.0,410976.0,213322.0,195808.0,108.94
2024,D,電力及燃氣供應業,1070165.0,808888.0,261277.0,219806.0,118.87
2024,E,用水供應及污染整治業,302866.0,178715.0,124151.0,139627.0,88.92
2024,F,營建工程業,2546253.0,1731177.0,815076.0,658041.0,123.86
2024,G,批發及零售業,4931647.0,1473641.0,3458006.0,3127990.0,110.55
2024,GDP,GDP,,,25737088.0,23790526.0,108.18
2024,H,運輸及倉儲業,1690936.0,847975.0,842961.0,1216023.0,69.32
2024,I,住宿及餐飲業,1403621.0,717785.0,685836.0,567119.0,120.93
2024,ICT,ICT產業,12887596.0,6521802.0,6365794.0,5518168.0,115.36
2024,J,出版影音及資通訊業,1366654.0,553007.0,813647.0,758210.0,107.31
2024,K,金融及保險業,2448069.0,788750.0,1659319.0,1650755.0,100.52
2024,L,不動產及住宅服務業,2583396.0,621287.0,1962109.0,1822605.0,107.65
2024,M,專業、科學及技術服務業,1174338.0,527423.0,646915.0,598369.0,108.11
2024,N,支援服務業,620337.0,193045.0,427292.0,403204.0,105.97
2024,O,公共行政及國防；強制性社會安全,1953584.0,627164.0,1326420.0,1212658.0,109.38
2024,P,教育業,983734.0,174601.0,809133.0,750908.0,107.75
2024,Q,醫療保健及社會工作服務業,1277865.0,468412.0,809453.0,789303.0,102.55
2024,R,藝術、娛樂及休閒服務業,338782.0,118803.0,219979.0,202356.0,108.71
2024,S,其他服務業,728409.0,254615.0,473794.0,435390.0,108.82
2024,加值型營業稅,加值型營業稅,507885.0,,507885.0,472725.0,107.44
2024,合計,合計,51742920.0,26868790.0,24874130.0,23147039.0,107.46
2024,總計(生產面),總計(生產面),52525977.0,26868790.0,25657187.0,23860792.0,107.53
2024,進口稅,進口稅,275172.0,,275172.0,237057.0,116.08
2025,A,農、林、漁、牧業,,,409134.0,291619.0,140.3
2025,B,礦業及土石採取業,,,13258.0,12242.0,108.3
2025,C,製造業,,,10911808.0,9653036.0,113.04
2025,CA,食品及飼品製造業,,,,,
2025,CB,飲料及菸草製造業,,,,,
2025,CC,紡織業,,,,,
2025,CD,成衣及服飾品製造業,,,,,
2025,CE,皮革、毛皮及其製品製造業,,,,,
2025,CF,木竹製品製造業,,,,,
2025,CG,紙漿、紙及紙製品製造業,,,,,
2025,CH,印刷及資料儲存媒體複製業,,,,,
2025,CI,石油及煤製品製造業,,,,,
2025,CJ,化學材料及肥料製造業,,,,,
2025,CK,其他化學製品製造業,,,,,
2025,CL,藥品及醫用化學製品製造業,,,,,
2025,CM,橡膠製品製造業,,,,,
2025,CN,塑膠製品製造業,,,,,
2025,CO,非金屬礦物製品製造業,,,,,
2025,CP,基本金屬製造業,,,,,
2025,CQ,金屬製品製造業,,,,,
2025,CR,電子零組件製造業,,,,,
2025,CS,電腦、電子產品及光學製品製造業,,,,,
2025,CT,電力設備及配備製造業,,,,,
2025,CU,機械設備製造業,,,,,
2025,CV,汽車及其零件製造業,,,,,
2025,CW,其他運輸工具及其零件製造業,,,,,
2025,CX,家具製造業,,,,,
2025,CY,其他製造業,,,,,
2025,D,電力及燃氣供應業,,,360838.0,219424.0,164.45
2025,E,用水供應及污染整治業,,,119899.0,142908.0,83.9
2025,F,營建工程業,,,895208.0,685534.0,130.59
2025,G,批發及零售業,,,3647043.0,3340540.0,109.18
2025,GDP,GDP,,,28698415.0,25854635.0,111.0
2025,H,運輸及倉儲業,,,832656.0,1240674.0,67.11
2025,I,住宿及餐飲業,,,715974.0,569886.0,125.63
2025,ICT,ICT產業,,,,,
2025,J,出版影音及資通訊業,,,860052.0,795127.0,108.17
2025,K,金融及保險業,,,1837304.0,1742764.0,105.42
2025,L,不動產及住宅服務業,,,1981389.0,1804680.0,109.79
2025,M,專業、科學及技術服務業,,,681477.0,612605.0,111.24
2025,N,支援服務業,,,462738.0,429041.0,107.85
2025,O,公共行政及國防；強制性社會安全,,,1387206.0,1228013.0,112.96
2025,P,教育業,,,829089.0,752028.0,110.25
2025,Q,醫療保健及社會工作服務業,,,879075.0,815693.0,107.77
2025,R,藝術、娛樂及休閒服務業,,,253516.0,226810.0,111.77
2025,S,其他服務業,,,493371.0,443121.0,111.34
2025,加值型營業稅,加值型營業稅,,,485428.0,446096.0,108.82
2025,合計,合計,,,27571035.0,25036031.0,110.13
2025,總計(生產面),總計(生產面),,,28312100.0,25786997.0,109.79
2025,進口稅,進口稅,,,255637.0,297273.0,85.99
