西元年,月,日,峰値負載_MW,備轉容量_MW,備轉容量率_pct
2023,9,16,3232.7,695.6,21.52
2023,9,17,3158.6,341.0,10.80
2023,9,18,3715.7,529.1,14.24
2023,9,19,3754.0,513.4,13.68
2023,9,20,3776.2,529.4,14.02
2023,9,21,3745.1,567.9,15.16
2023,9,22,3835.7,525.7,13.71
2023,9,23,3674.3,572.5,15.58
2023,9,24,3237.5,355.4,10.98
2023,9,25,3809.2,593.8,15.59
2023,9,26,3742.4,650.7,17.39
2023,9,27,3804.1,612.5,16.10
2023,9,28,3801.2,477.8,12.57
2023,9,29,3177.1,877.2,27.61
2023,9,30,3087.1,699.3,22.65
2023,10,1,3049.8,593.8,19.47
2023,10,2,3548.4,775.2,21.85
2023,10,3,3449.4,919.5,26.66
2023,10,4,3428.9,566.6,16.52
2023,10,5,3024.2,741.9,24.53
2023,10,6,3461.6,504.5,14.57
2023,10,7,3017.4,813.3,26.95
2023,10,8,2817.7,566.5,20.11
2023,10,9,2755.6,760.6,27.60
2023,10,10,2880.0,648.8,22.53
2023,10,11,3271.1,802.8,24.54
2023,10,12,3284.8,1010.4,30.76
2023,10,13,3331.7,940.3,28.22
2023,10,14,2909.6,922.6,31.71
2023,10,15,2773.9,600.3,21.64
2023,10,16,3204.2,671.3,20.95
2023,10,17,3228.2,677.3,20.98
2023,10,18,3378.5,458.3,13.57
2023,10,19,3422.8,527.0,15.40
2023,10,20,3378.3,673.6,19.94
2023,10,21,2786.7,578.6,20.76
2023,10,22,2742.9,513.2,18.71
2023,10,23,3303.1,629.7,19.06
2023,10,24,3407.8,558.9,16.40
2023,10,25,3455.7,521.7,15.10
2023,10,26,3427.7,576.7,16.82
2023,10,27,3241.0,694.1,21.42
2023,10,28,2773.6,593.3,21.39
2023,10,29,2679.2,678.0,25.31
2023,10,30,3199.7,950.5,29.71
2023,10,31,3224.6,916.7,28.43
2023,11,1,3287.0,708.4,21.55
2023,11,2,3317.5,665.9,20.07
2023,11,3,3320.0,660.1,19.88
2023,11,4,2907.4,421.4,14.49
2023,11,5,2837.6,314.6,11.09
2023,11,6,3385.3,446.0,13.17
2023,11,7,3230.7,749.3,23.19
2023,11,8,3350.3,632.7,18.88
2023,11,9,3375.0,558.7,16.55
2023,11,10,3402.3,617.3,18.14
2023,11,11,2840.1,597.6,21.04
2023,11,12,2677.3,563.8,21.06
2023,11,13,2968.5,709.0,23.88
2023,11,14,3013.9,780.3,25.89
2023,11,15,3059.5,742.9,24.28
2023,11,16,3116.3,758.0,24.32
2023,11,17,2891.9,1047.7,36.23
2023,11,18,2630.9,665.4,25.29
2023,11,19,2569.0,559.1,21.76
2023,11,20,2926.0,481.0,16.44
2023,11,21,3006.9,531.5,17.68
2023,11,22,3040.4,728.2,23.95
2023,11,23,3040.1,809.6,26.63
2023,11,24,2951.0,999.7,33.88
2023,11,25,2692.3,558.2,20.73
2023,11,26,2634.0,465.8,17.68
2023,11,27,2983.1,396.1,13.28
2023,11,28,3002.5,753.3,25.09
2023,11,29,3028.8,604.0,19.94
2023,11,30,3021.1,762.0,25.22
2023,12,1,2917.2,765.6,26.24
2023,12,2,2674.8,493.4,18.45
2023,12,3,2631.6,477.2,18.13
2023,12,4,2999.5,510.2,17.01
2023,12,5,2999.8,566.8,18.89
2023,12,6,3005.6,554.1,18.44
2023,12,7,2950.9,542.7,18.39
2023,12,8,3006.8,471.4,15.68
2023,12,9,2740.4,284.2,10.37
2023,12,10,2714.8,332.3,12.24
2023,12,11,3123.6,459.8,14.72
2023,12,12,3075.8,721.5,23.46
2023,12,13,3067.3,559.3,18.23
2023,12,14,3137.7,379.9,12.11
2023,12,15,3149.2,456.1,14.48
2023,12,16,2657.8,498.6,18.76
2023,12,17,2610.7,492.3,18.86
2023,12,18,2923.5,392.2,13.42
2023,12,19,2974.0,696.7,23.43
2023,12,20,2939.1,734.7,25.00
2023,12,21,2927.5,467.2,15.96
2023,12,22,2883.2,580.2,20.12
2023,12,23,2751.5,498.6,18.12
2023,12,24,2671.8,555.4,20.79
2023,12,25,2849.9,523.6,18.37
2023,12,26,2903.2,420.1,14.47
2023,12,27,2888.2,545.6,18.89
2023,12,28,2923.6,697.7,23.86
2023,12,29,2802.3,620.9,22.16
2023,12,30,2667.8,340.7,12.77
2023,12,31,2503.5,612.2,24.45
2024,1,1,2532.8,543.1,21.44
2024,1,2,2870.3,409.7,14.27
2024,1,3,2899.6,521.2,17.97
2024,1,4,2933.7,425.9,14.52
2024,1,5,2894.6,498.4,17.22
2024,1,6,2667.9,483.8,18.13
2024,1,7,2601.3,553.3,21.27
2024,1,8,2896.7,509.6,17.59
2024,1,9,2945.3,414.5,14.07
2024,1,10,2881.5,456.9,15.86
2024,1,11,2906.6,498.3,17.14
2024,1,12,2876.6,767.3,26.67
2024,1,13,2630.2,631.7,24.02
2024,1,14,2611.7,471.0,18.03
2024,1,15,2898.7,703.4,24.27
2024,1,16,2919.5,474.2,16.24
2024,1,17,2975.5,297.6,10.00
2024,1,18,2974.6,496.1,16.68
2024,1,19,2967.6,905.5,30.51
2024,1,20,2709.2,496.1,18.31
2024,1,21,2594.0,609.7,23.50
2024,1,22,2932.9,380.4,12.97
2024,1,23,3007.3,306.6,10.20
2024,1,24,3007.5,291.4,9.69
2024,1,25,3031.6,313.9,10.35
2024,1,26,2904.8,504.4,17.36
2024,1,27,2757.3,423.0,15.34
2024,1,28,2718.2,400.4,14.73
2024,1,29,2900.9,355.0,12.24
2024,1,30,2951.1,528.2,17.90
2024,1,31,2983.1,437.4,14.66
2024,2,1,2975.3,523.6,17.60
2024,2,2,2941.3,670.5,22.80
2024,2,3,2729.9,438.6,16.07
2024,2,4,2685.2,326.9,12.17
2024,2,5,2897.4,672.4,23.21
2024,2,6,2832.2,839.1,29.63
2024,2,7,2686.5,957.3,35.63
2024,2,8,2421.4,489.5,20.22
2024,2,9,2305.5,430.6,18.68
2024,2,10,2276.0,366.2,16.09
2024,2,11,2234.6,557.6,24.95
2024,2,12,2291.2,345.1,15.06
2024,2,13,2364.9,393.0,16.62
2024,2,14,2464.8,421.7,17.11
2024,2,15,2826.4,836.1,29.58
2024,2,16,2802.4,646.2,23.06
2024,2,17,2771.4,260.4,9.40
2024,2,18,2635.4,400.1,15.18
2024,2,19,3057.0,740.7,24.23
2024,2,20,3129.2,553.8,17.70
2024,2,21,3144.4,645.9,20.54
2024,2,22,3096.1,703.7,22.73
2024,2,23,2970.1,520.0,17.51
2024,2,24,2664.1,398.3,14.95
2024,2,25,2614.4,463.7,17.74
2024,2,26,2928.9,396.2,13.53
2024,2,27,2934.2,723.7,24.66
2024,2,28,2780.0,460.4,16.56
2024,2,29,2969.4,695.8,23.43
2024,3,1,2916.9,664.8,22.79
2024,3,2,2753.1,354.8,12.89
2024,3,3,2686.5,282.8,10.53
2024,3,4,3001.0,562.2,18.73
2024,3,5,3112.8,615.1,19.76
2024,3,6,3056.7,858.4,28.08
2024,3,7,2960.9,743.4,25.11
2024,3,8,2919.1,841.9,28.84
2024,3,9,2695.8,510.0,18.92
2024,3,10,2672.7,347.7,13.01
2024,3,11,3012.4,245.1,8.14
2024,3,12,2965.1,733.7,24.74
2024,3,13,2980.4,749.2,25.14
2024,3,14,3012.1,562.3,18.67
2024,3,15,3025.9,560.8,18.53
2024,3,16,2741.0,378.9,13.82
2024,3,17,2702.0,407.4,15.08
2024,3,18,3022.7,675.5,22.35
2024,3,19,2991.4,644.2,21.54
2024,3,20,2944.5,730.0,24.79
2024,3,21,2985.2,480.1,16.08
2024,3,22,3062.2,439.6,14.36
2024,3,23,2836.7,315.0,11.10
2024,3,24,2816.9,262.4,9.32
2024,3,25,3322.9,488.8,14.71
2024,3,26,3217.7,898.4,27.92
2024,3,27,3140.3,828.5,26.38
2024,3,28,3278.2,433.7,13.23
2024,3,29,3224.8,686.2,21.28
2024,3,30,2864.7,298.8,10.43
2024,3,31,2827.9,455.0,16.09
2024,4,1,3252.2,641.8,19.73
2024,4,2,3414.4,821.9,24.07
2024,4,3,3336.9,738.5,22.13
2024,4,4,2862.3,321.1,11.22
2024,4,5,2673.0,427.1,15.98
2024,4,6,2761.4,229.2,8.30
2024,4,7,2770.3,411.4,14.85
2024,4,8,3282.3,568.0,17.30
2024,4,9,3113.5,746.5,23.98
2024,4,10,3193.8,721.7,22.60
2024,4,11,3259.4,738.4,22.65
2024,4,12,3346.7,543.1,16.23
2024,4,13,2966.0,589.3,19.87
2024,4,14,2937.0,247.3,8.42
2024,4,15,3527.5,569.4,16.14
2024,4,16,3567.1,497.6,13.95
2024,4,17,3547.1,627.9,17.70
2024,4,18,3410.4,916.5,26.87
2024,4,19,3484.3,693.3,19.90
2024,4,20,3077.4,1098.8,35.71
2024,4,21,2950.1,366.0,12.41
2024,4,22,3529.9,410.3,11.62
2024,4,23,3407.9,417.7,12.26
2024,4,24,3317.1,527.1,15.89
2024,4,25,3301.8,635.0,19.23
2024,4,26,3258.8,410.9,12.61
2024,4,27,2899.5,454.7,15.68
2024,4,28,2840.1,477.9,16.83
2024,4,29,3439.1,821.2,23.88
2024,4,30,3613.2,568.5,15.73
2024,5,1,2947.1,765.9,25.99
2024,5,2,3231.8,1173.9,36.32
2024,5,3,3306.9,935.7,28.30
2024,5,4,3028.3,1025.7,33.87
2024,5,5,2975.2,383.9,12.90
2024,5,6,3553.2,713.3,20.07
2024,5,7,3573.6,818.0,22.89
2024,5,8,3521.9,833.5,23.67
2024,5,9,3305.6,1193.6,36.11
2024,5,10,3429.1,829.2,24.18
2024,5,11,3030.4,1067.8,35.24
2024,5,12,2976.2,329.4,11.07
2024,5,13,3225.0,1112.1,34.48
2024,5,14,3172.6,1018.1,32.09
2024,5,15,3292.5,999.7,30.36
2024,5,16,3250.3,970.5,29.86
2024,5,17,3326.5,827.5,24.88
2024,5,18,2949.7,835.2,28.31
2024,5,19,2890.5,444.7,15.38
2024,5,20,3393.0,519.6,15.31
2024,5,21,3489.1,568.4,16.29
2024,5,22,3485.3,603.6,17.32
2024,5,23,3498.3,608.4,17.39
2024,5,24,3459.5,477.1,13.79
2024,5,25,3120.0,818.9,26.25
2024,5,26,2974.2,423.7,14.25
2024,5,27,3488.6,641.6,18.39
2024,5,28,3299.6,740.3,22.44
2024,5,29,3362.8,1042.3,31.00
2024,5,30,3564.1,597.6,16.77
2024,5,31,3652.4,648.5,17.76
2024,6,1,3253.9,538.1,16.54
2024,6,2,2905.7,506.4,17.43
2024,6,3,3256.6,855.6,26.27
2024,6,4,3337.7,616.1,18.46
2024,6,5,3306.6,604.9,18.29
2024,6,6,3369.6,501.1,14.87
2024,6,7,3465.6,810.3,23.38
2024,6,8,3127.5,956.9,30.60
2024,6,9,2998.4,284.5,9.49
2024,6,10,3102.4,356.4,11.49
2024,6,11,3686.2,663.4,18.00
2024,6,12,3761.9,705.5,18.75
2024,6,13,3779.3,630.1,16.67
2024,6,14,3723.4,507.1,13.62
2024,6,15,3453.7,1004.8,29.09
2024,6,16,3259.5,420.8,12.91
2024,6,17,3842.4,780.8,20.32
2024,6,18,3840.6,756.5,19.70
2024,6,19,3886.1,746.4,19.21
2024,6,20,3965.0,666.4,16.81
2024,6,21,4063.3,625.8,15.40
2024,6,22,3644.4,895.7,24.58
2024,6,23,3438.7,1202.2,34.96
2024,6,24,4054.8,675.2,16.65
2024,6,25,4047.5,515.5,12.74
2024,6,26,4028.7,595.3,14.78
2024,6,27,4041.3,634.2,15.69
2024,6,28,4057.5,722.4,17.80
2024,6,29,3509.9,1236.3,35.22
2024,6,30,3374.0,476.0,14.11
2024,7,1,4027.9,825.7,20.50
2024,7,2,4118.1,662.9,16.10
2024,7,3,4087.6,381.1,9.32
2024,7,4,4104.6,542.4,13.21
2024,7,5,4109.2,440.1,10.71
2024,7,6,3664.6,542.7,14.81
2024,7,7,3386.1,650.4,19.21
2024,7,8,4005.3,549.4,13.72
2024,7,9,3927.7,664.0,16.91
2024,7,10,3968.1,792.6,19.97
2024,7,11,3991.7,747.6,18.73
2024,7,12,4054.1,733.9,18.10
2024,7,13,3612.4,955.9,26.46
2024,7,14,3419.6,319.1,9.33
2024,7,15,4103.3,549.3,13.39
2024,7,16,4106.7,577.1,14.05
2024,7,17,4105.7,446.5,10.88
2024,7,18,4099.9,497.4,12.13
2024,7,19,4132.0,476.3,11.53
2024,7,20,3676.8,722.0,19.64
2024,7,21,3456.6,966.7,27.97
2024,7,22,4119.1,574.2,13.94
2024,7,23,4142.1,534.4,12.90
2024,7,24,3159.3,669.4,21.19
2024,7,25,2853.7,789.4,27.66
2024,7,26,3415.6,538.0,15.75
2024,7,27,3255.7,943.8,28.99
2024,7,28,3229.0,413.2,12.80
2024,7,29,3778.2,604.5,16.00
2024,7,30,3853.9,590.3,15.32
2024,7,31,3880.1,666.0,17.16
2024,8,1,3978.3,778.4,19.57
2024,8,2,3984.7,750.6,18.84
2024,8,3,3606.6,919.0,25.48
2024,8,4,3459.8,232.8,6.73
2024,8,5,4053.3,591.2,14.59
2024,8,6,3912.0,313.2,8.01
2024,8,7,3940.0,595.0,15.10
2024,8,8,3890.1,711.5,18.29
2024,8,9,3848.6,577.7,15.01
2024,8,10,3311.7,995.1,30.05
2024,8,11,3289.4,489.9,14.89
2024,8,12,3869.5,714.2,18.46
2024,8,13,3982.4,509.7,12.80
2024,8,14,3931.3,652.5,16.60
2024,8,15,3746.2,381.0,10.17
2024,8,16,3784.1,722.4,19.09
2024,8,17,3216.0,898.4,27.94
2024,8,18,3167.5,529.9,16.73
2024,8,19,3709.2,690.7,18.62
2024,8,20,3851.3,600.7,15.60
2024,8,21,3902.9,918.1,23.52
2024,8,22,3888.1,846.9,21.78
2024,8,23,3932.6,728.3,18.52
2024,8,24,3485.5,732.2,21.01
2024,8,25,3252.4,442.4,13.60
2024,8,26,3866.3,708.9,18.34
2024,8,27,3969.7,761.8,19.19
2024,8,28,4009.9,656.6,16.37
2024,8,29,4006.6,638.6,15.94
2024,8,30,3969.1,662.3,16.69
2024,8,31,3553.7,898.7,25.29
2024,9,1,3391.0,478.1,14.10
2024,9,2,4019.6,780.1,19.41
2024,9,3,3993.6,719.3,18.01
2024,9,4,4047.4,378.2,9.34
2024,9,5,4023.7,331.9,8.25
2024,9,6,4099.5,415.9,10.15
2024,9,7,3379.3,865.8,25.62
2024,9,8,3180.2,1063.6,33.44
2024,9,9,3850.1,626.5,16.27
2024,9,10,3900.5,628.2,16.11
2024,9,11,3983.9,536.4,13.46
2024,9,12,3931.1,410.2,10.43
2024,9,13,3924.7,621.4,15.83
2024,9,14,3220.8,980.2,30.43
2024,9,15,3190.2,261.3,8.19
2024,9,16,3704.2,688.2,18.58
2024,9,17,3354.1,976.1,29.10
2024,9,18,3892.8,708.8,18.21
2024,9,19,3939.1,440.1,11.17
2024,9,20,3891.3,452.9,11.64
2024,9,21,3262.7,525.4,16.10
2024,9,22,3024.3,697.4,23.06
2024,9,23,3690.8,807.2,21.87
2024,9,24,3739.7,701.3,18.75
2024,9,25,3740.5,631.1,16.87
2024,9,26,3716.8,806.4,21.70
2024,9,27,3717.7,621.6,16.72
2024,9,28,3203.2,1183.9,36.96
2024,9,29,3136.7,369.6,11.78
2024,9,30,3643.5,617.8,16.96
2024,10,1,3500.8,601.8,17.19
2024,10,2,2797.1,1126.0,40.26
2024,10,3,2583.5,971.5,37.60
2024,10,4,3258.1,964.7,29.61
2024,10,5,3099.6,913.6,29.47
2024,10,6,3029.5,332.0,10.96
2024,10,7,3529.1,787.8,22.32
2024,10,8,3447.1,924.4,26.82
2024,10,9,3373.6,944.8,28.01
2024,10,10,2897.9,1236.8,42.68
2024,10,11,3155.5,897.0,28.43
2024,10,12,2955.3,1190.8,40.29
2024,10,13,2934.9,420.8,14.34
2024,10,14,3543.2,236.1,6.66
2024,10,15,3633.7,327.8,9.02
2024,10,16,3632.2,581.7,16.02
2024,10,17,3661.4,438.9,11.99
2024,10,18,3699.4,451.7,12.21
2024,10,19,3244.8,642.7,19.81
2024,10,20,2937.2,523.2,17.81
2024,10,21,3537.1,793.7,22.44
2024,10,22,3538.2,755.5,21.35
2024,10,23,3356.6,701.5,20.90
2024,10,24,3264.2,411.2,12.60
2024,10,25,3501.4,495.0,14.14
2024,10,26,3160.7,648.0,20.50
2024,10,27,3018.4,337.4,11.18
2024,10,28,3348.5,488.1,14.58
2024,10,29,3354.7,894.6,26.67
2024,10,30,3382.6,727.5,21.51
2024,10,31,2713.1,691.5,25.49
2024,11,1,3322.1,321.1,9.67
2024,11,2,2929.6,925.9,31.60
2024,11,3,2837.7,458.9,16.17
2024,11,4,3312.5,652.9,19.71
2024,11,5,3273.6,437.0,13.35
2024,11,6,3165.6,642.8,20.31
2024,11,7,3166.6,687.6,21.71
2024,11,8,3156.4,576.9,18.28
2024,11,9,2909.8,446.4,15.34
2024,11,10,2800.3,453.9,16.21
2024,11,11,3264.7,677.1,20.74
2024,11,12,3305.5,382.9,11.58
2024,11,13,3407.4,587.9,17.25
2024,11,14,3424.7,345.1,10.08
2024,11,15,3426.1,288.5,8.42
2024,11,16,2953.4,412.8,13.98
2024,11,17,2846.7,414.2,14.55
2024,11,18,3162.0,437.9,13.85
2024,11,19,3149.8,581.2,18.45
2024,11,20,3146.1,642.7,20.43
2024,11,21,3111.2,764.5,24.57
2024,11,22,3096.2,866.5,27.99
2024,11,23,2769.4,601.9,21.73
2024,11,24,2711.0,518.8,19.14
2024,11,25,3127.4,728.9,23.31
2024,11,26,3091.2,877.1,28.37
2024,11,27,2999.9,959.9,32.00
2024,11,28,2948.5,580.3,19.68
2024,11,29,2922.8,1079.3,36.93
2024,11,30,2707.4,371.7,13.73
2024,12,1,2655.4,290.2,10.93
2024,12,2,3026.1,435.0,14.37
2024,12,3,3066.3,722.5,23.56
2024,12,4,3058.7,848.2,27.73
2024,12,5,3049.6,799.2,26.21
2024,12,6,3093.6,821.5,26.55
2024,12,7,2766.9,423.9,15.32
2024,12,8,2652.1,557.1,21.01
2024,12,9,2956.4,518.0,17.52
2024,12,10,3023.7,881.9,29.17
2024,12,11,3065.0,747.8,24.40
2024,12,12,3021.2,870.7,28.82
2024,12,13,3039.0,684.6,22.53
2024,12,14,2763.5,351.9,12.73
2024,12,15,2701.9,341.7,12.65
2024,12,16,2953.8,250.5,8.48
2024,12,17,2988.5,793.1,26.54
2024,12,18,2981.7,338.0,11.34
2024,12,19,3014.2,311.1,10.32
2024,12,20,2955.2,999.1,33.81
2024,12,21,2794.2,407.4,14.58
2024,12,22,2756.2,382.7,13.89
2024,12,23,3013.2,336.6,11.17
2024,12,24,3011.5,382.2,12.69
2024,12,25,2993.4,469.4,15.68
2024,12,26,2972.2,777.8,26.17
2024,12,27,2967.1,601.9,20.29
2024,12,28,2763.2,502.8,18.20
2024,12,29,2706.0,480.0,17.74
2024,12,30,2887.7,351.8,12.18
2024,12,31,2876.2,1042.9,36.26
2025,1,1,2799.4,307.0,10.97
2025,1,2,2961.7,450.4,15.21
2025,1,3,2964.9,786.6,26.53
2025,1,4,2748.2,362.2,13.18
2025,1,5,2716.0,409.9,15.09
2025,1,6,2912.9,540.0,18.54
2025,1,7,2974.8,443.3,14.90
2025,1,8,2985.1,445.0,14.91
2025,1,9,2993.1,518.8,17.33
2025,1,10,2957.9,1040.9,35.19
2025,1,11,2819.9,452.1,16.03
2025,1,12,2780.2,416.9,15.00
2025,1,13,2955.5,448.0,15.16
2025,1,14,3009.5,257.6,8.56
2025,1,15,3020.2,719.1,23.81
2025,1,16,3026.3,429.2,14.18
2025,1,17,2945.0,453.8,15.41
2025,1,18,2821.1,449.5,15.93
2025,1,19,2770.4,469.3,16.94
2025,1,20,2935.4,579.3,19.73
2025,1,21,2919.6,359.1,12.30
2025,1,22,2926.3,660.8,22.58
2025,1,23,2864.6,767.4,26.79
2025,1,24,2714.2,1437.3,52.95
2025,1,25,2614.6,612.0,23.41
2025,1,26,2574.9,674.0,26.18
2025,1,27,2499.4,715.6,28.63
2025,1,28,2358.9,720.5,30.54
2025,1,29,2347.3,627.1,26.72
2025,1,30,2333.6,744.9,31.92
2025,1,31,2404.2,609.5,25.35
2025,2,1,2489.8,845.1,33.94
2025,2,2,2561.2,853.1,33.31
2025,2,3,2888.4,671.2,23.24
2025,2,4,2950.7,642.1,21.76
2025,2,5,2940.3,465.1,15.82
2025,2,6,2954.6,408.1,13.81
2025,2,7,2973.8,740.5,24.90
2025,2,8,2948.3,327.1,11.09
2025,2,9,2860.2,449.7,15.72
2025,2,10,2946.7,503.8,17.10
2025,2,11,2957.0,433.3,14.65
2025,2,12,3007.4,334.4,11.12
2025,2,13,3009.8,557.3,18.52
2025,2,14,2975.9,796.1,26.75
2025,2,15,2735.1,458.6,16.77
2025,2,16,2698.0,539.4,19.99
2025,2,17,2920.6,800.8,27.42
2025,2,18,2974.6,785.5,26.41
2025,2,19,2978.2,1083.6,36.38
2025,2,20,2999.1,933.3,31.12
2025,2,21,2996.0,970.3,32.39
2025,2,22,2761.9,474.2,17.17
2025,2,23,2765.9,432.4,15.63
2025,2,24,2982.3,508.4,17.05
2025,2,25,2971.5,1145.7,38.56
2025,2,26,2969.0,645.5,21.74
2025,2,27,2973.1,849.3,28.57
2025,2,28,2748.4,305.7,11.12
2025,3,1,2724.6,297.3,10.91
2025,3,2,2746.8,313.8,11.42
2025,3,3,3199.5,290.9,9.09
2025,3,4,3226.5,654.7,20.29
2025,3,5,3111.9,979.3,31.47
2025,3,6,3048.5,659.7,21.64
2025,3,7,3027.8,992.8,32.79
2025,3,8,2785.2,554.4,19.91
2025,3,9,2738.4,471.8,17.23
2025,3,10,3017.8,629.0,20.84
2025,3,11,3120.4,970.0,31.09
2025,3,12,3199.8,433.2,13.54
2025,3,13,3256.3,626.2,19.23
2025,3,14,3202.9,916.5,28.61
2025,3,15,2855.6,418.9,14.67
2025,3,16,2716.0,378.4,13.93
2025,3,17,2978.2,305.5,10.26
2025,3,18,3028.9,517.2,17.08
2025,3,19,2999.5,860.8,28.70
2025,3,20,2945.6,1313.9,44.61
2025,3,21,2963.4,1204.1,40.63
2025,3,22,2731.6,418.2,15.31
2025,3,23,2698.9,346.8,12.85
2025,3,24,3048.8,711.1,23.32
2025,3,25,3123.1,736.0,23.57
2025,3,26,3239.8,838.2,25.87
2025,3,27,3336.1,1031.7,30.93
2025,3,28,3165.1,885.0,27.96
2025,3,29,2755.0,551.6,20.02
2025,3,30,2708.7,487.7,18.00
2025,3,31,2988.9,747.3,25.00
2025,4,1,3011.9,1044.0,34.66
2025,4,2,2957.1,1051.8,35.57
2025,4,3,2708.4,667.2,24.63
2025,4,4,2667.2,344.0,12.90
2025,4,5,2671.4,348.8,13.06
2025,4,6,2677.1,510.5,19.07
2025,4,7,3119.0,471.3,15.11
2025,4,8,3189.1,667.8,20.94
2025,4,9,3245.5,631.2,19.45
2025,4,10,3261.7,509.8,15.63
2025,4,11,3332.1,383.5,11.51
2025,4,12,2966.6,516.8,17.42
2025,4,13,2691.8,334.4,12.42
2025,4,14,3138.7,842.2,26.83
2025,4,15,3184.3,814.7,25.58
2025,4,16,3244.8,583.3,17.98
2025,4,17,3364.3,655.3,19.48
2025,4,18,3410.5,792.6,23.24
2025,4,19,3060.6,743.7,24.30
2025,4,20,2926.6,429.4,14.67
2025,4,21,3528.1,811.8,23.01
2025,4,22,3590.3,535.8,14.92
2025,4,23,3523.6,773.5,21.95
2025,4,24,3426.9,439.0,12.81
2025,4,25,3338.0,694.5,20.81
2025,4,26,2871.9,585.6,20.39
2025,4,27,2875.8,288.8,10.04
2025,4,28,3254.4,516.0,15.86
2025,4,29,3268.6,732.7,22.42
2025,4,30,3352.4,898.5,26.80
2025,5,1,3005.3,427.4,14.22
2025,5,2,3295.2,1040.7,31.58
2025,5,3,3025.4,776.1,25.65
2025,5,4,2989.4,204.6,6.84
2025,5,5,3587.4,667.1,18.60
2025,5,6,3666.0,684.1,18.66
2025,5,7,3406.6,660.1,19.38
2025,5,8,3584.7,769.3,21.46
2025,5,9,3722.3,619.4,16.64
2025,5,10,3075.8,870.2,28.29
2025,5,11,2785.9,647.7,23.25
2025,5,12,3238.6,731.1,22.57
2025,5,13,3448.0,839.2,24.34
2025,5,14,3530.5,984.2,27.88
2025,5,15,3602.8,959.6,26.63
2025,5,16,3708.8,751.4,20.26
2025,5,17,3353.3,907.5,27.06
2025,5,18,3202.5,297.9,9.30
2025,5,19,3752.2,704.3,18.77
2025,5,20,3851.0,681.6,17.70
2025,5,21,3890.8,516.2,13.27
2025,5,22,3917.0,710.4,18.14
2025,5,23,3900.6,801.4,20.55
2025,5,24,3243.1,893.4,27.55
2025,5,25,2853.2,786.1,27.55
2025,5,26,3197.3,1236.4,38.67
2025,5,27,3514.6,807.4,22.97
2025,5,28,3492.1,768.0,21.99
2025,5,29,3383.5,458.1,13.54
2025,5,30,2840.5,1620.9,57.06
2025,5,31,2976.5,239.0,8.03
2025,6,1,3102.6,475.1,15.31
2025,6,2,3671.9,601.3,16.38
2025,6,3,3653.4,338.9,9.28
2025,6,4,3487.9,669.0,19.18
2025,6,5,3517.1,579.8,16.49
2025,6,6,3622.8,663.4,18.31
2025,6,7,3364.1,1049.7,31.20
2025,6,8,3302.1,299.2,9.06
2025,6,9,3849.8,641.5,16.66
2025,6,10,3955.6,642.7,16.25
2025,6,11,4039.4,605.0,14.98
2025,6,12,3820.5,453.3,11.86
2025,6,13,3540.6,382.6,10.81
2025,6,14,3358.2,759.0,22.60
2025,6,15,3338.8,448.9,13.44
2025,6,16,3877.0,644.3,16.62
2025,6,17,3848.8,432.9,11.25
2025,6,18,3966.0,368.1,9.28
2025,6,19,3943.0,646.5,16.40
2025,6,20,3926.7,691.6,17.61
2025,6,21,3517.3,959.8,27.29
2025,6,22,3346.2,284.7,8.51
2025,6,23,3969.2,748.6,18.86
2025,6,24,4010.6,523.8,13.06
2025,6,25,4034.2,673.7,16.70
2025,6,26,3981.9,684.1,17.18
2025,6,27,3960.1,735.4,18.57
2025,6,28,3407.9,1004.2,29.47
2025,6,29,3253.8,898.3,27.61
2025,6,30,3920.7,637.4,16.26
2025,7,1,4046.1,754.1,18.64
2025,7,2,4091.7,588.0,14.37
2025,7,3,4069.9,658.8,16.19
2025,7,4,4056.2,410.7,10.13
2025,7,5,3494.8,876.8,25.09
2025,7,6,3086.2,785.3,25.45
2025,7,7,3056.9,890.2,29.12
2025,7,8,3609.4,703.6,19.49
2025,7,9,3470.4,650.6,18.75
2025,7,10,3465.7,483.1,13.94
2025,7,11,3513.3,613.6,17.47
2025,7,12,3309.7,1215.2,36.72
2025,7,13,3276.8,401.2,12.24
2025,7,14,3782.5,843.6,22.30
2025,7,15,3874.7,665.6,17.18
2025,7,16,3948.0,813.8,20.61
2025,7,17,4018.5,729.9,18.16
2025,7,18,4015.4,673.1,16.76
2025,7,19,3317.7,429.0,12.93
2025,7,20,3174.7,523.3,16.48
2025,7,21,3617.7,799.2,22.09
2025,7,22,3705.8,537.0,14.49
2025,7,23,3875.0,882.3,22.77
2025,7,24,3888.0,793.0,20.40
2025,7,25,3761.0,991.7,26.37
2025,7,26,3317.0,1023.4,30.85
2025,7,27,3275.2,634.6,19.38
2025,7,28,3698.6,515.6,13.94
2025,7,29,3562.0,821.8,23.07
2025,7,30,3786.6,635.0,16.77
2025,7,31,3744.9,683.2,18.24
2025,8,1,3769.8,676.4,17.94
2025,8,2,3238.2,745.1,23.01
2025,8,3,3149.0,538.4,17.10
2025,8,4,3652.4,542.0,14.84
2025,8,5,3780.7,824.8,21.82
2025,8,6,3863.1,842.0,21.80
2025,8,7,3880.8,812.7,20.94
2025,8,8,3910.5,850.1,21.74
2025,8,9,3548.7,822.3,23.17
2025,8,10,3322.1,502.5,15.13
2025,8,11,3916.3,909.6,23.23
