日期(年/月),單位,電力消費_總計(數值),電力消費_能源部門自用(數值),電力消費_工業部門_合計(數值),電力消費_工業部門_紡織成衣及服飾品製造業(數值),電力消費_工業部門_紙漿紙及紙製品製造業(數值),電力消費_工業部門_化學材料及肥料製造業(數值),電力消費_工業部門_塑膠製品製造業(數值),電力消費_工業部門_非金屬礦物製品製造業(數值),電力消費_工業部門_基本金屬製造業(數值),電力消費_工業部門_金屬製品製造業(數值),電力消費_工業部門_電子產品及電力設備製造業(數值),電力消費_工業部門_其他(數值),電力消費_運輸部門_合計(數值),電力消費_運輸部門_國內航空(數值),電力消費_運輸部門_公路(數值),電力消費_運輸部門_鐵路(數值),電力消費_運輸部門_管線運輸(數值),電力消費_運輸部門_國內水運(數值),電力消費_運輸部門_其他(數值),電力消費_農業部門(數值),電力消費_服務業部門_合計(數值),電力消費_服務業部門_批發及零售業(數值),電力消費_服務業部門_運輸及倉儲業(數值),電力消費_服務業部門_住宿及餐飲業(數值),電力消費_服務業部門_出版影音及資通訊業(數值),電力消費_服務業部門_金融及保險業(數值),電力消費_服務業部門_不動產業(數值),電力消費_服務業部門_專業科學及技術服務業(數值),電力消費_服務業部門_支援服務業(數值),電力消費_服務業部門_公共行政及國防(數值),電力消費_服務業部門_教育業(數值),電力消費_服務業部門_醫療保險及社會工作服務業(數值),電力消費_服務業部門_藝術娛樂及休閒服務業(數值),電力消費_服務業部門_其他(數值),電力消費_住宅部門(數值)
202110,百萬度,25938.93467513,1642.52274158,14086.15914488,450.321339,318.587226,2884.574866,488.735877,491.71056423,1708.059822,669.77642739,5339.87532913,1734.51769413,132.30131355,0,12.181247,117.695633,2.42443355,0,0,317.19679983,4341.48299576,1066.62310965,312.13521,692.210956,343.60619992,140.055708,71.81843787,93.34158092,66.522438,385.40511503,320.90854868,318.59839714,110.307559,419.94973555,5419.27167953
202111,百萬度,24167.05811935,1467.96099095,13392.51824784,429.85836,311.829273,2778.121781,467.157565,481.61592284,1638.540571,636.86141721,5017.64892605,1630.88443174,129.72685538,0,12.603877,115.016097,2.10688138,0,0,275.8403138,3977.91804417,984.6327339,272.976966,636.316688,324.59446067,128.590734,66.89581842,86.90804167,62.518946,366.2403688,264.8960993,270.18151613,108.995598,404.17007328,4923.09366721
202112,百萬度,22765.3614782,1404.61952498,13508.03952435,432.674486,314.078411,2789.674656,466.345254,507.95837691,1679.361781,635.66387551,5088.9083149,1593.37436903,134.08542122,0,13.019792,119.004293,2.06133622,0,0,256.73505647,3618.51939674,864.59322861,255.664792,567.185063,317.67542964,111.466518,57.27625619,74.51095373,60.14351,352.92078863,243.27533543,251.4508048,106.597184,355.75953271,3843.36255444
202201,百萬度,21910.52364782,1441.96200008,13030.01983331,415.212043,301.056933,2677.146845,454.736215,484.682718,1582.467126,587.20794675,4930.3049425,1597.20506406,133.46871473,0,13.10419,118.032949,2.33157573,0,0,244.36026339,3516.9789124,853.44088447,249.874401,545.68304,322.24336967,106.552257,56.05379082,73.58597219,60.060559,333.44676099,208.89169275,240.91836033,102.828129,363.39969518,3543.73392391
202202,百萬度,20139.36418617,1350.61051868,11535.7289233,352.424543,259.785724,2366.279525,387.128553,398.99745438,1409.083043,509.75847,4492.10540543,1360.16620549,128.59676847,0,13.487164,113.178437,1.93116747,0,0,241.27431186,3159.06800856,779.89029365,216.72364,506.462465,294.60013156,89.704057,47.49089876,66.25998956,52.291256,292.46351494,173.72392769,212.80640378,95.802966,330.84846462,3724.0856553
202203,百萬度,22808.92384617,1520.19573866,13304.43212883,435.277024,317.147003,2594.154598,486.111994,482.17561743,1641.047724,624.85063906,5068.97152882,1654.69600052,132.22264053,0,14.339727,115.940486,1.94242753,0,0,243.37899559,3618.41493516,859.69170439,264.807356,545.751196,322.27106432,107.70908,57.21988516,81.70398832,57.433587,328.17565226,252.43997601,260.26238792,108.199231,372.74982678,3990.2794074
202204,百萬度,21624.77464239,1522.48938219,12977.97405807,401.229242,289.286801,2576.184497,453.230746,463.00031912,1587.163203,585.46057382,5069.55374332,1552.86493281,136.56170824,0,14.643181,119.701425,2.21710224,0,0,217.90394467,3371.64693672,770.40616855,250.27482,498.77046,293.1162796,99.989565,52.29941898,74.5589246,52.443681,327.2659199,251.77677463,260.05784755,103.61255,337.07452691,3398.1986125
202205,百萬度,22697.42528879,1650.42950933,13659.58650648,406.006866,313.931812,2704.83729,469.930161,492.41549473,1657.496845,604.91161758,5357.50860609,1652.54781408,134.06965747,0,15.399449,116.54945,2.12075847,0,0,249.01776375,3705.03522217,871.58314372,277.897912,548.605499,320.29389126,113.557282,58.72144292,85.04607326,57.842312,336.10794124,264.53563476,288.1102242,111.503414,371.23045181,3299.28662959
202206,百萬度,23316.33949244,1699.3767371,13437.20135496,408.40084415,286.125113,2519.350197,466.738392,462.90485636,1547.2912,614.01008125,5394.39033257,1737.99033863,133.44189835,0,15.340158,115.751306,2.35043435,0,0,272.90574073,4027.35046788,940.34036985,303.928208,600.951684,330.22120928,125.54034,64.03777819,90.85882828,59.214039,364.42524914,286.13471271,318.30095926,125.178827,418.21826317,3746.06329342
202207,百萬度,25382.83438323,1852.77826972,13879.26090888,421.41738887,293.856787,2599.879152,473.019976,484.93320793,1522.457056,624.59557318,5562.33157609,1896.77019181,142.85429748,0,15.232844,125.279476,2.34197748,0,0,301.61220523,4515.49652482,1105.03507795,337.011582,709.662326,349.01190329,146.659382,70.51330959,105.61635551,64.957271,400.61248517,281.54620305,354.23044391,139.260129,451.38005635,4690.8321771
202208,百萬度,25795.32250123,1777.39541385,13614.36281682,425.42702348,290.149937,2388.271904,470.032402,478.43094812,1458.175574,618.17724662,5577.22706417,1908.47071743,148.60083838,0,16.009689,130.414803,2.17634638,0,0,315.07965876,4626.63862251,1121.79858146,337.408076,750.913794,342.93008447,149.760976,72.21165294,107.34686988,66.500141,420.56032188,293.99389984,357.30988827,145.709761,460.19457577,5313.24515091
202209,百萬度,26023.49018071,1707.48136462,12962.97574352,394.75746198,283.479496,2335.258002,445.586273,455.57849449,1393.571429,608.04645938,5207.53210326,1839.16602441,144.0065861,0,16.700231,125.185873,2.1204821,0,0,336.25360131,4831.93495325,1215.89549251,327.022276,821.904833,363.28963242,153.219895,75.27771784,109.11200316,67.107131,387.70306639,336.88419542,332.89806159,147.637164,493.98348492,6040.83793191
202210,百萬度,24888.37448474,1563.35169695,13183.06552779,370.73898679,303.820503,2548.753955,428.199087,452.96835245,1486.703974,579.28817126,5274.30237053,1738.29012776,140.34125178,0,16.894511,121.288268,2.15847278,0,0,306.1557128,4351.63856963,1071.44985881,306.689578,726.880408,336.81768663,132.910071,65.58604026,96.4727289,62.019357,364.84511496,312.19653845,308.81821715,134.600025,432.35294547,5343.82172579
202211,百萬度,22879.6768182,1437.69574855,12713.11431418,349.16134236,287.254902,2446.125699,420.902661,442.51458357,1418.75679,551.24249517,5111.72207193,1685.43376915,140.42775865,0,17.394823,121.1248,1.90813565,0,0,268.22014785,4019.92459231,980.89104323,279.59964,640.430397,319.20205936,124.413736,61.60656867,89.95425942,57.293442,372.205566,289.82628735,286.78037738,118.877364,398.8438519,4300.29425666
202212,百萬度,21561.41610872,1444.45628714,12642.10117761,337.9093062,299.335196,2439.565468,420.958371,471.41414429,1448.494151,546.12982826,5061.87825563,1616.41645723,143.37233158,0,18.720102,122.379811,2.27241858,0,0,266.45906775,3668.29974669,905.34538445,258.611876,607.09362,316.11337542,110.651572,53.21841694,81.09142042,56.163362,350.03280747,248.03272311,254.89308454,111.189166,315.86293834,3396.72749795
202301,百萬度,20888.63596738,1496.58128676,11594.26342772,279.29109421,250.412412,2250.305519,344.868852,410.97429874,1290.443552,426.7410207,4921.28362956,1419.94304951,145.5906976,0,18.664683,124.52808,2.3979346,0,0,253.86319,3550.82271672,896.83761037,246.362489,575.240992,320.07922877,103.271127,51.75765407,76.25603877,54.738716,332.53568949,196.18671941,240.50094218,102.658779,354.39673066,3847.51464858
202302,百萬度,20317.56082091,1319.00862356,11325.24732126,330.61445585,270.405811,2202.526856,362.731879,405.34703111,1363.998909,483.14033613,4461.5619945,1444.92004867,135.25214636,0,18.928994,114.250097,2.07305536,0,0,250.62811519,3283.89022406,811.77212295,223.214384,541.810957,294.37086401,93.248654,46.24495587,71.53700301,49.810747,312.879169,188.69345986,225.10017211,99.194127,326.01360825,4003.53439048
202303,百萬度,21770.31745957,1508.76400029,12645.20342506,333.87312947,305.408065,2378.253984,399.258515,464.99750687,1572.343729,494.98275677,5086.61407087,1609.47166808,147.6147593,0,20.45019,124.774551,2.3900183,0,0,231.89787427,3456.76429569,822.97260419,248.516245,525.288782,316.80289105,103.678985,50.4329268,79.07571105,50.857194,327.57122129,245.39519287,252.65151749,101.089162,332.43186295,3780.07310496
202304,百萬度,20839.99244335,1588.04275178,12086.49425766,299.68065944,268.841748,2194.985631,347.945341,437.2974754,1573.87185,446.68484443,5008.12366685,1509.06304154,146.0905342,0,20.621659,123.116751,2.3521242,0,0,241.99159482,3451.13441178,820.42864758,251.843975,537.078007,301.61324065,99.85701968,48.37951241,75.10871465,50.436146,328.15968479,248.56239218,259.90156348,104.760566,325.00494236,3326.23889311
202305,百萬度,22489.55674852,1635.60874636,13041.17206629,323.74003814,303.482916,2384.933843,388.48797393,447.64622195,1580.891164,500.22773781,5411.85535162,1699.90681984,155.93345664,0,21.722005,131.917732,2.29371964,0,0,256.25383182,3945.53978197,936.92349056,282.644523,611.036332,325.92169347,120.85650769,58.24031142,90.20842447,54.542089,354.12564494,321.54050649,300.67847521,117.727645,371.09413872,3455.04886544
202306,百萬度,22913.93961836,1608.83795633,12918.05869093,318.57228572,296.144787,2367.87073362,374.49755169,432.55081719,1508.622949,487.35945292,5415.31290688,1717.12720691,156.94639932,0,22.467234,132.12337,2.35579532,0,0,264.70562291,4121.54557949,961.94394428,301.71785,644.681855,319.15615596,125.54801294,60.56686363,91.58416596,55.314334,369.85806541,330.92555159,324.3148217,127.063582,408.87037702,3843.84536938
202307,百萬度,25100.93506524,1705.25631891,13624.39798229,345.51428953,295.043176,2481.35066368,393.90399959,456.76029176,1581.529527,512.89287162,5734.99788207,1822.40528104,162.44015944,0,22.985621,137.183779,2.27075944,0,0,311.18068203,4634.70037749,1143.47216689,333.161745,770.543337,351.90837901,147.7003108,72.0550873,103.32617801,61.495859,396.61419376,294.02798169,354.80508158,148.405151,457.18490645,4662.95954508
202308,百萬度,25679.01250332,1627.4801827,13583.13949311,361.80600407,285.50109,2380.46805546,407.6063604,477.15185555,1551.873514,533.21193133,5728.51111751,1857.00956479,170.70556131,0,23.810197,144.692678,2.20268631,0,0,311.65673237,4651.72908537,1139.44352284,332.525105,784.55149,345.08994289,146.61275391,72.94285914,104.92565018,63.262108,407.28148281,288.70358565,355.69861746,150.549443,460.14252449,5334.30144846
202309,百萬度,25809.31545899,1599.74324537,13147.48673147,347.78979937,293.994074,2354.83058568,390.47243435,449.81784967,1512.14436514,509.94752545,5498.3486077,1790.14149011,152.58703104,0,24.289202,125.958408,2.33942104,0,0,319.20086273,4866.95859421,1212.9997938,344.37681,826.208528,357.64609217,154.51560883,75.38209907,108.32269717,65.099864,392.55111138,350.77053086,340.29571055,150.952631,487.83711738,5723.33899417
202310,百萬度,24754.94796197,1498.04012717,13164.1813875,336.96391317,303.394432,2399.85148556,357.67526037,467.13186128,1538.96672211,487.58753726,5576.79329882,1695.81687693,156.19364918,0,25.195075,128.972809,2.02576518,0,0,296.60127215,4436.95024845,1085.53149267,316.147719,748.340122,344.98925592,135.02670748,65.30127799,95.16859192,59.20801,370.4546265,325.62812079,317.03203188,137.542587,436.5797053,5202.98127752
202311,百萬度,23205.00919589,1451.08444368,12550.62669289,329.37585364,296.882756,2311.88656437,385.38885804,433.71920585,1515.71302765,496.19093953,5126.73634896,1654.73313885,159.15410972,0,25.977732,130.882066,2.29431172,0,0,276.77559554,4156.37292037,1036.43245668,278.127207,700.925867,332.46560366,127.96214783,62.13765483,91.54925766,56.331271,366.70879607,280.95473103,280.55821889,125.553935,416.66577372,4610.99543369
202312,百萬度,22025.07633063,1405.56850432,12748.69487116,328.39296556,295.753368,2365.11917589,366.32823339,444.84357422,1630.09111591,496.05703212,5238.74643001,1583.36297606,167.75563196,0,26.948869,138.487113,2.31964996,0,0,262.2652748,3743.51428217,914.9461,253.52912,616.506165,322.53739991,111.48684008,52.83580838,81.14129291,53.852542,349.33731761,249.10565414,261.26932887,113.352736,363.61397727,3697.27776622
202401,百萬度,21953.59229166,1350.51106443,12706.30935902,347.39453067,302.119494,2329.50154155,371.4774082,467.39622828,1574.55104654,508.188972,5198.29085519,1607.38928259,159.05089974,0,27.205079,129.733128,2.11269274,0,0,260.13446336,3692.8972475,922.91600484,253.145232,606.37675,327.43496568,108.73215499,52.90918307,80.43715868,54.623158,341.62316095,212.31507709,248.39195679,109.229609,374.76283641,3784.68925761
202402,百萬度,19840.81005604,1321.9444677,11194.61637459,278.86241647,237.002157,2089.59579813,284.85267489,387.6780901,1392.28992017,392.7031556,4793.79586002,1337.83630221,152.31350004,0,27.455797,122.762731,2.09497204,0,0,232.50473948,3234.56838769,797.27023276,230.593656,526.182279,291.20546024,92.63612788,44.51979344,67.89481224,48.366697,301.97145804,182.61136881,228.47632105,97.035121,325.80506023,3704.86258654
202403,百萬度,21967.97064706,1486.71006964,12781.67797795,343.82073449,298.210577,2331.49411835,356.81645841,481.36561407,1626.01966911,493.859398,5283.24021804,1566.85119048,161.35769762,0,28.309196,130.745612,2.30288962,0,0,247.96960087,3546.29838771,855.8246162,251.848408,560.060475,320.59755375,101.22382797,53.79155736,75.95334312,45.729651,325.53141663,243.40022903,255.04210081,106.918203,350.37700584,3743.95691327
202404,百萬度,21946.73901328,1519.23066631,12588.7934311,340.68847871,254.624846,2333.18241626,355.40797871,412.25148832,1526.00689522,509.37730831,5255.6185392,1601.63548037,159.97297477,0,27.935329,129.403301,2.63434477,0,0,261.67515286,3765.65120837,885.88308474,282.051865,588.778398,316.45085795,109.90216807,67.85530254,75.33854992,42.077645,367.64597779,283.52356474,281.02782733,116.515957,348.60001029,3651.41557987
202405,百萬度,24136.63589712,1555.13779754,13698.85098182,364.11374763,283.249596,2576.28434419,389.39702864,467.20135267,1641.94457903,565.86539839,5650.80309275,1759.99184252,150.41095468,0,29.71076,118.125161,2.57503368,0,0,301.58545772,4363.79148161,1055.755226,327.369815,714.990568,353.39958309,128.809099,75.18672024,90.26099163,47.630826,381.17417352,327.0319961,307.31128914,135.819734,419.05145989,4066.85922375
202406,百萬度,23840.44894323,1525.153182,13331.05316538,345.48719891,274.801137,2482.42208299,365.55901476,477.37485003,1543.34770873,531.62025717,5629.42098986,1681.01992593,150.69695988,0,30.977136,117.242511,2.47731288,0,0,276.46003327,4259.21382151,995.82679329,330.719008,682.129177,329.16682771,128.10991297,75.42439152,87.09857356,45.550214,384.32820327,322.7879349,319.87635211,134.977106,423.21932718,4297.87178119
202407,百萬度,25677.45200062,1622.41654711,13876.60013084,371.14474632,289.458759,2546.32556267,390.76516694,481.36957334,1535.26484228,572.6663896,5851.02618056,1838.57891013,155.92645997,0,32.044998,121.365182,2.51627997,0,0,327.22776013,4816.0116559,1174.20808737,367.056609,806.612528,367.68524345,151.75398325,87.96703983,101.59003868,51.338377,422.16464822,298.8834977,360.00168975,156.658218,470.09169565,4879.26944667
202408,百萬度,26712.91478544,1571.42515609,13862.77449879,383.03874668,288.541553,2354.60581463,403.48004552,468.38107568,1556.43796579,598.35380702,5925.64002913,1884.29546134,163.25031855,0,32.361171,128.322689,2.56645855,0,0,341.67329895,4949.05587757,1215.71913612,375.536317,852.073296,373.02651418,152.86385476,88.51848002,99.23052377,53.386353,432.76093562,290.77306694,361.21135997,164.679046,489.27699419,5824.73563549
202409,百萬度,27003.66340883,2053.61300973,13432.52683818,359.00585358,272.076767,2408.6221199,370.0592897,464.79427452,1482.7640045,558.26795299,5729.97837596,1786.95820003,157.25848489,0,33.462843,121.496857,2.29878489,0,0,324.74696821,4970.62404593,1224.79480172,365.440514,842.890171,374.36461268,150.32785679,89.68084031,103.99386453,53.269798,414.65731224,357.29222185,344.31293834,156.225875,493.37323947,6064.89406189
202410,百萬度,25029.54699996,1530.67490508,13321.60240411,344.93302881,279.318581,2379.93806795,364.26862823,449.40669179,1492.98443214,532.6512391,5769.76068845,1708.34104664,153.85329213,0,34.262627,117.333732,2.25693313,0,0,298.36077074,4506.11665583,1081.807666,332.883614,760.235641,359.6360597,131.6849314,78.88807692,90.39406904,48.29011,393.15064332,334.73990089,321.88727223,142.173905,430.34476633,5218.93897207
202411,百萬度,23827.73857836,1454.06297048,12923.06987988,320.65448555,274.943898,2323.69988902,373.54971665,443.35514348,1494.04691069,545.43182875,5477.03399696,1670.35401078,168.72877841,0,34.928132,131.345934,2.45471241,0,0,288.92854492,4281.17753536,1060.24380126,294.670419,733.301989,356.65619797,122.82108191,74.43858573,87.96286195,48.132171,383.64045606,277.89985666,285.66032802,134.030405,421.7193818,4711.77086931
202412,百萬度,21913.7882213,1513.73856983,12847.53097724,335.22852028,284.635913,2328.59748416,367.75108091,478.86327428,1543.05952422,540.00426148,5388.4466334,1580.94428551,175.01853056,0,35.690651,136.858514,2.46936556,0,0,242.59594358,3642.00834813,880.15590412,256.364427,600.955491,335.10744183,105.18303856,63.44375256,75.29836075,43.029931,361.72679696,241.08445999,251.08661385,112.00887,316.56326051,3492.89585196
202501,百萬度,20822.94544607,1347.3448785,12159.07889785,295.0257725,254.472799,2272.33104155,314.27778321,464.00012705,1431.33536532,459.35042127,5222.67632256,1445.60926539,172.64520377,0,36.400263,133.682414,2.56252677,0,0,224.91748207,3387.09390632,820.80260666,235.998414,538.565218,331.99941003,97.59822666,57.94337325,66.96319504,39.907709,344.13808563,190.7463632,232.47475688,99.508458,330.44808997,3531.86507756
202502,百萬度,19883.95957872,1188.77917348,11400.848338,284.61501916,243.529723,2068.31675563,319.0371169,375.21196676,1323.56613316,469.29877392,4927.06751831,1390.20533116,157.40162081,0,37.151131,118.04845,2.20203981,0,0,228.46894108,3151.77510246,760.58070012,217.525738,510.407102,313.49354583,86.28599354,51.98471406,62.38669025,36.8589,312.21181733,180.90501848,217.47220835,95.436684,306.2259905,3756.68640289
202503,百萬度,21982.31909549,1343.11902987,12911.46490411,321.52080364,267.947229,2309.38074957,358.69088094,469.30144893,1510.77572508,524.50627874,5594.60890988,1554.73287833,172.66696174,0,37.531945,132.25032,2.88469674,0,0,225.68776826,3475.20471658,817.43460978,243.219877,535.201358,340.4250739,99.74446973,60.42444168,72.00709536,39.33739,337.89758867,239.12927448,250.16417555,104.770122,335.44924043,3854.17571493
202504,百萬度,21755.67295765,1301.63329727,12842.43472039,308.51920839,262.560577,2285.06202715,349.28561762,468.42769561,1519.22927692,522.33258929,5549.56675758,1577.45097083,173.05770244,0,37.471855,133.230897,2.35495044,0,0,246.27547672,3613.55551921,845.00027298,259.607468,563.839251,339.22574509,104.32538595,61.77725624,71.99392363,39.768836,350.73371825,258.98330408,263.96573413,112.404107,341.93051686,3578.71624162
202505,百萬度,23416.32324944,1424.51882547,13570.4726557,312.48544821,279.088013,2431.34590444,371.53583685,480.20393318,1550.54372672,539.96094865,5896.66856219,1708.64028246,161.51983233,0,38.227588,120.855359,2.43688533,0,0,274.60964711,4219.96697322,987.39882102,320.072603,664.007331,371.61795304,123.06666458,73.90814837,85.50989207,42.87606,377.84870599,325.59184782,307.29651134,132.199412,408.57302299,3765.23531561
202506,百萬度,23953.6026006,1451.74186751,13308.10155747,311.46848896,262.799691,2381.92846375,371.39458014,469.52860126,1370.62626864,540.08206525,5857.62921663,1742.64418184,163.23592133,0,39.107543,121.690739,2.43763933,0,0,293.54847666,4489.73437558,1028.6196221,337.310556,716.4353,361.43808227,129.67691368,78.86278226,87.5520804,43.96762,397.88443473,339.96869801,328.88991609,143.300946,495.82742404,4247.24040205
202507,百萬度,25629.4771476,1445.87136444,13826.38643986,323.41497204,277.329474,2431.11681591,382.86683962,476.02796623,1401.89792245,567.7408379,6114.89984209,1851.09176962,168.77569561,0,40.128002,126.338868,2.30882561,0,0,317.21325093,4836.61417732,1173.99746056,370.464915,813.166419,388.25106237,141.02299122,89.36014616,101.06608456,48.463491,416.58697838,290.14396744,352.43779734,159.274833,492.37803129,5034.61621944
202508,百萬度,26177.90365315,1476.96933234,13890.58012787,323.29593419,262.745639,2377.29873529,374.24982112,475.77752561,1466.90791768,563.33703503,6211.46610008,1835.50141987,172.54004079,0,40.698307,129.414993,2.42674079,0,0,319.40331408,4886.75549085,1181.67264992,365.07015,838.818389,396.37932943,149.35182979,88.92269867,97.43360565,49.374171,427.803376,281.3187089,354.14233716,165.262027,491.20621833,5431.65534722
202509,百萬度,26054.92170899,1517.90358747,13481.00700016,315.21311181,271.615977,2328.65835497,363.73623549,462.59893528,1406.14347843,542.84489052,5977.57510365,1812.62091301,168.14906396,0,41.871155,124.043847,2.23406196,0,0,315.90156052,4914.97424036,1190.37887896,359.471185,828.757125,387.33811961,149.34308308,91.92444116,98.77487691,48.821977,417.99696067,364.09778519,345.30384551,159.455196,473.31076627,5656.98625652
202510,百萬度,26373.3385275,1438.4907764,13887.84714526,303.13257349,282.345747,2358.89585801,362.6660499,457.04862907,1416.96046892,538.77967471,6368.30107358,1799.71707058,168.69343887,0,42.350407,124.011501,2.33153087,0,0,339.26888568,4896.33313599,1185.6788169,362.307464,845.554638,398.62584447,144.69747917,86.61594252,94.95103121,49.560236,412.63351439,359.87882116,341.32036195,160.550763,453.95822322,5642.7051453
202511,百萬度,24381.97967689,1297.52898172,12973.66080226,284.13870408,263.169726,2253.11500957,342.19236658,432.47688038,1316.38844272,505.44312142,5946.63476275,1630.10178876,177.6483948,0,43.345197,132.183683,2.1195148,0,0,298.31400618,4328.75955676,1085.30608604,293.190369,757.725977,364.77999287,119.72248762,77.0435634,88.33857831,45.950571,382.12748859,273.75234414,284.66617357,137.341936,418.81398922,5306.06793517
202512,百萬度,22362.67220528,1254.78965414,13054.70813031,287.20055282,275.127522,2250.70517529,351.74624249,464.50437207,1365.87783608,518.08011777,5924.3549178,1617.11139399,183.1686186,0,45.856505,134.960894,2.3512196,0,0,251.76200817,3686.74410862,904.49629598,270.672242,617.042855,355.36635787,108.64491834,65.45357439,74.7197453,40.90619,369.77941909,245.30957906,260.5411595,117.036149,256.77562309,3931.49968544
202601,百萬度,21782.48940905,1347.69246955,12931.51296871,285.20187902,262.910574,2359.38703657,353.52297436,468.25166196,1387.09051351,506.24244722,5696.91200377,1611.9938783,180.58073167,0,46.031005,132.197226,2.35250067,0,0,236.1077295,3546.71606655,860.97466658,249.945621,569.797836,348.4170322,100.52250828,61.82736269,71.0986683,39.093659,357.74197062,206.18372227,243.78601007,108.455371,328.87163854,3539.87944307
