period,西元年,季,industry_code,industry_name,貢獻度_百分點,年增率_pct
1992Q2,1992,2,R,藝術、娛樂及休閒服務業,0.11,83.33
1992Q2,1992,2,S,其他服務業,-0.01,
1992Q2,1992,2,加值型營業稅,加值型營業稅,0.29,-12.12
1992Q2,1992,2,合計,合計,7.96,2.98
1992Q2,1992,2,總計(生產面),總計(生產面),8.64,3.47
1992Q2,1992,2,進口稅,進口稅,0.39,34.48
1992Q3,1992,3,3級_工業,工業,1.45,-48.03
1992Q3,1992,3,3級_服務業,服務業,5.22,-9.38
1992Q3,1992,3,3級_農業,農業,-0.1,
1992Q3,1992,3,A,農、林、漁、牧業,-0.1,
1992Q3,1992,3,B,礦業及土石採取業,-0.01,
1992Q3,1992,3,C,製造業,0.61,-72.27
1992Q3,1992,3,D,電力及燃氣供應業,0.52,26.83
1992Q3,1992,3,E,用水供應及污染整治業,0.01,-83.33
1992Q3,1992,3,F,營建工程業,0.32,166.67
1992Q3,1992,3,G,批發及零售業,1.37,42.71
1992Q3,1992,3,GDP,GDP,7.94,-13.79
1992Q3,1992,3,H,運輸及倉儲業,0.28,-3.45
1992Q3,1992,3,I,住宿及餐飲業,0.07,-30.0
1992Q3,1992,3,J,出版影音及資通訊業,0.33,73.68
1992Q3,1992,3,K,金融及保險業,1.03,202.94
1992Q3,1992,3,L,不動產及住宅服務業,0.75,-7.41
1992Q3,1992,3,M,專業、科學及技術服務業,0.19,11.76
1992Q3,1992,3,N,支援服務業,0.06,0.0
1992Q3,1992,3,O,公共行政及國防；強制性社會安全,0.1,-85.92
1992Q3,1992,3,P,教育業,0.28,-50.88
1992Q3,1992,3,Q,醫療保健及社會工作服務業,0.11,-73.81
1992Q3,1992,3,R,藝術、娛樂及休閒服務業,0.09,50.0
1992Q3,1992,3,S,其他服務業,-0.01,
1992Q3,1992,3,加值型營業稅,加值型營業稅,0.3,0.0
1992Q3,1992,3,合計,合計,6.0,-22.08
1992Q3,1992,3,總計(生產面),總計(生產面),6.57,-23.87
1992Q3,1992,3,進口稅,進口稅,0.27,-57.14
1992Q4,1992,4,3級_工業,工業,1.84,-34.52
1992Q4,1992,4,3級_服務業,服務業,5.05,-8.84
1992Q4,1992,4,3級_農業,農業,-0.15,
1992Q4,1992,4,A,農、林、漁、牧業,-0.15,
1992Q4,1992,4,B,礦業及土石採取業,0.0,
1992Q4,1992,4,C,製造業,1.29,-48.61
1992Q4,1992,4,D,電力及燃氣供應業,0.28,-26.32
1992Q4,1992,4,E,用水供應及污染整治業,0.01,-87.5
1992Q4,1992,4,F,營建工程業,0.26,
1992Q4,1992,4,G,批發及零售業,1.21,26.04
1992Q4,1992,4,GDP,GDP,6.52,-23.56
1992Q4,1992,4,H,運輸及倉儲業,0.25,-43.18
1992Q4,1992,4,I,住宿及餐飲業,0.1,-44.44
1992Q4,1992,4,J,出版影音及資通訊業,0.26,-7.14
1992Q4,1992,4,K,金融及保險業,0.94,370.0
1992Q4,1992,4,L,不動產及住宅服務業,0.67,-12.99
1992Q4,1992,4,M,專業、科學及技術服務業,0.18,5.88
1992Q4,1992,4,N,支援服務業,0.05,-28.57
1992Q4,1992,4,O,公共行政及國防；強制性社會安全,0.21,-69.57
1992Q4,1992,4,P,教育業,0.19,-57.78
1992Q4,1992,4,Q,醫療保健及社會工作服務業,0.16,-52.94
1992Q4,1992,4,R,藝術、娛樂及休閒服務業,0.09,28.57
1992Q4,1992,4,S,其他服務業,-0.1,
1992Q4,1992,4,加值型營業稅,加值型營業稅,0.35,45.83
1992Q4,1992,4,合計,合計,5.9,-24.74
1992Q4,1992,4,總計(生產面),總計(生產面),6.74,-20.71
1992Q4,1992,4,進口稅,進口稅,0.49,16.67
1993Q1,1993,1,3級_工業,工業,1.51,-41.92
1993Q1,1993,1,3級_服務業,服務業,5.4,-14.83
1993Q1,1993,1,3級_農業,農業,0.21,425.0
1993Q1,1993,1,A,農、林、漁、牧業,0.21,425.0
1993Q1,1993,1,B,礦業及土石採取業,0.04,
1993Q1,1993,1,C,製造業,0.85,-50.0
1993Q1,1993,1,D,電力及燃氣供應業,0.24,-17.24
1993Q1,1993,1,E,用水供應及污染整治業,0.01,-50.0
1993Q1,1993,1,F,營建工程業,0.37,-37.29
1993Q1,1993,1,G,批發及零售業,1.1,-23.08
1993Q1,1993,1,GDP,GDP,6.77,-35.71
1993Q1,1993,1,H,運輸及倉儲業,0.2,-59.18
1993Q1,1993,1,I,住宿及餐飲業,0.09,-55.0
1993Q1,1993,1,J,出版影音及資通訊業,0.28,16.67
1993Q1,1993,1,K,金融及保險業,0.59,-52.8
1993Q1,1993,1,L,不動產及住宅服務業,1.16,78.46
1993Q1,1993,1,M,專業、科學及技術服務業,0.18,-21.74
1993Q1,1993,1,N,支援服務業,0.06,-14.29
1993Q1,1993,1,O,公共行政及國防；強制性社會安全,0.48,6.67
1993Q1,1993,1,P,教育業,0.39,25.81
1993Q1,1993,1,Q,醫療保健及社會工作服務業,0.12,-40.0
1993Q1,1993,1,R,藝術、娛樂及休閒服務業,0.08,-27.27
1993Q1,1993,1,S,其他服務業,0.1,
1993Q1,1993,1,加值型營業稅,加值型營業稅,0.25,-16.67
1993Q1,1993,1,合計,合計,6.55,-20.61
1993Q1,1993,1,總計(生產面),總計(生產面),7.12,-20.71
1993Q1,1993,1,進口稅,進口稅,0.32,-25.58
1993Q2,1993,2,3級_工業,工業,1.85,-46.53
1993Q2,1993,2,3級_服務業,服務業,5.48,3.4
1993Q2,1993,2,3級_農業,農業,0.11,
1993Q2,1993,2,A,農、林、漁、牧業,0.11,
1993Q2,1993,2,B,礦業及土石採取業,0.06,
1993Q2,1993,2,C,製造業,0.84,-71.23
1993Q2,1993,2,D,電力及燃氣供應業,0.25,31.58
1993Q2,1993,2,E,用水供應及污染整治業,0.01,-66.67
1993Q2,1993,2,F,營建工程業,0.69,115.63
1993Q2,1993,2,G,批發及零售業,1.06,-34.57
1993Q2,1993,2,GDP,GDP,7.09,-16.69
1993Q2,1993,2,H,運輸及倉儲業,0.21,-44.74
1993Q2,1993,2,I,住宿及餐飲業,0.09,-10.0
1993Q2,1993,2,J,出版影音及資通訊業,0.35,52.17
1993Q2,1993,2,K,金融及保險業,0.8,515.38
1993Q2,1993,2,L,不動產及住宅服務業,1.08,14.89
1993Q2,1993,2,M,專業、科學及技術服務業,0.17,-10.53
1993Q2,1993,2,N,支援服務業,0.06,0.0
1993Q2,1993,2,O,公共行政及國防；強制性社會安全,0.4,0.0
1993Q2,1993,2,P,教育業,0.38,22.58
1993Q2,1993,2,Q,醫療保健及社會工作服務業,0.14,-12.5
1993Q2,1993,2,R,藝術、娛樂及休閒服務業,0.06,-45.45
1993Q2,1993,2,S,其他服務業,0.09,
1993Q2,1993,2,加值型營業稅,加值型營業稅,0.31,6.9
1993Q2,1993,2,合計,合計,6.85,-13.94
1993Q2,1993,2,總計(生產面),總計(生產面),7.44,-13.89
1993Q2,1993,2,進口稅,進口稅,0.28,-28.21
1993Q3,1993,3,3級_工業,工業,2.49,71.72
1993Q3,1993,3,3級_服務業,服務業,4.54,-13.03
1993Q3,1993,3,3級_農業,農業,0.04,
1993Q3,1993,3,A,農、林、漁、牧業,0.04,
1993Q3,1993,3,B,礦業及土石採取業,0.04,
1993Q3,1993,3,C,製造業,1.51,147.54
1993Q3,1993,3,D,電力及燃氣供應業,0.25,-51.92
1993Q3,1993,3,E,用水供應及污染整治業,0.01,0.0
1993Q3,1993,3,F,營建工程業,0.68,112.5
1993Q3,1993,3,G,批發及零售業,0.82,-40.15
1993Q3,1993,3,GDP,GDP,6.58,-17.13
1993Q3,1993,3,H,運輸及倉儲業,0.22,-21.43
1993Q3,1993,3,I,住宿及餐飲業,0.17,142.86
1993Q3,1993,3,J,出版影音及資通訊業,0.28,-15.15
1993Q3,1993,3,K,金融及保險業,0.45,-56.31
1993Q3,1993,3,L,不動產及住宅服務業,0.92,22.67
1993Q3,1993,3,M,專業、科學及技術服務業,0.15,-21.05
1993Q3,1993,3,N,支援服務業,0.06,0.0
1993Q3,1993,3,O,公共行政及國防；強制性社會安全,0.34,240.0
1993Q3,1993,3,P,教育業,0.32,14.29
1993Q3,1993,3,Q,醫療保健及社會工作服務業,0.18,63.64
1993Q3,1993,3,R,藝術、娛樂及休閒服務業,0.06,-33.33
1993Q3,1993,3,S,其他服務業,0.09,
1993Q3,1993,3,加值型營業稅,加值型營業稅,0.34,13.33
1993Q3,1993,3,合計,合計,6.59,9.83
1993Q3,1993,3,總計(生產面),總計(生產面),7.07,7.61
1993Q3,1993,3,進口稅,進口稅,0.14,-48.15
1993Q4,1993,4,3級_工業,工業,2.0,8.7
1993Q4,1993,4,3級_服務業,服務業,5.68,12.48
1993Q4,1993,4,3級_農業,農業,0.29,
1993Q4,1993,4,A,農、林、漁、牧業,0.29,
1993Q4,1993,4,B,礦業及土石採取業,0.06,
1993Q4,1993,4,C,製造業,1.57,21.71
1993Q4,1993,4,D,電力及燃氣供應業,0.14,-50.0
1993Q4,1993,4,E,用水供應及污染整治業,-0.01,
1993Q4,1993,4,F,營建工程業,0.24,-7.69
1993Q4,1993,4,G,批發及零售業,1.11,-8.26
1993Q4,1993,4,GDP,GDP,6.82,4.6
1993Q4,1993,4,H,運輸及倉儲業,0.22,-12.0
1993Q4,1993,4,I,住宿及餐飲業,0.17,70.0
1993Q4,1993,4,J,出版影音及資通訊業,0.25,-3.85
1993Q4,1993,4,K,金融及保險業,1.22,29.79
1993Q4,1993,4,L,不動產及住宅服務業,1.04,55.22
1993Q4,1993,4,M,專業、科學及技術服務業,0.16,-11.11
1993Q4,1993,4,N,支援服務業,0.08,60.0
1993Q4,1993,4,O,公共行政及國防；強制性社會安全,0.48,128.57
1993Q4,1993,4,P,教育業,0.29,52.63
1993Q4,1993,4,Q,醫療保健及社會工作服務業,0.13,-18.75
1993Q4,1993,4,R,藝術、娛樂及休閒服務業,0.07,-22.22
1993Q4,1993,4,S,其他服務業,0.09,
1993Q4,1993,4,加值型營業稅,加值型營業稅,0.26,-25.71
1993Q4,1993,4,合計,合計,7.6,28.81
1993Q4,1993,4,總計(生產面),總計(生產面),7.97,18.25
1993Q4,1993,4,進口稅,進口稅,0.11,-77.55
1994Q1,1994,1,3級_工業,工業,0.83,-45.03
1994Q1,1994,1,3級_服務業,服務業,5.4,0.0
1994Q1,1994,1,3級_農業,農業,-0.13,
1994Q1,1994,1,A,農、林、漁、牧業,-0.13,
1994Q1,1994,1,B,礦業及土石採取業,-0.01,
1994Q1,1994,1,C,製造業,0.34,-60.0
1994Q1,1994,1,D,電力及燃氣供應業,0.33,37.5
1994Q1,1994,1,E,用水供應及污染整治業,0.02,100.0
1994Q1,1994,1,F,營建工程業,0.15,-59.46
1994Q1,1994,1,G,批發及零售業,1.05,-4.55
1994Q1,1994,1,GDP,GDP,5.99,-11.52
1994Q1,1994,1,H,運輸及倉儲業,0.28,40.0
1994Q1,1994,1,I,住宿及餐飲業,0.13,44.44
1994Q1,1994,1,J,出版影音及資通訊業,0.28,0.0
1994Q1,1994,1,K,金融及保險業,0.96,62.71
1994Q1,1994,1,L,不動產及住宅服務業,0.73,-37.07
1994Q1,1994,1,M,專業、科學及技術服務業,0.2,11.11
1994Q1,1994,1,N,支援服務業,0.07,16.67
1994Q1,1994,1,O,公共行政及國防；強制性社會安全,0.53,10.42
1994Q1,1994,1,P,教育業,0.29,-25.64
1994Q1,1994,1,Q,醫療保健及社會工作服務業,0.13,8.33
1994Q1,1994,1,R,藝術、娛樂及休閒服務業,0.06,-25.0
1994Q1,1994,1,S,其他服務業,0.41,310.0
1994Q1,1994,1,加值型營業稅,加值型營業稅,0.27,8.0
1994Q1,1994,1,合計,合計,5.82,-11.15
1994Q1,1994,1,總計(生產面),總計(生產面),6.1,-14.33
1994Q1,1994,1,進口稅,進口稅,0.01,-96.88
1994Q2,1994,2,3級_工業,工業,2.84,53.51
1994Q2,1994,2,3級_服務業,服務業,4.92,-10.22
1994Q2,1994,2,3級_農業,農業,-0.11,
1994Q2,1994,2,A,農、林、漁、牧業,-0.11,
1994Q2,1994,2,B,礦業及土石採取業,-0.07,
1994Q2,1994,2,C,製造業,2.18,159.52
1994Q2,1994,2,D,電力及燃氣供應業,0.38,52.0
1994Q2,1994,2,E,用水供應及污染整治業,0.0,-100.0
1994Q2,1994,2,F,營建工程業,0.35,-49.28
1994Q2,1994,2,G,批發及零售業,0.95,-10.38
1994Q2,1994,2,GDP,GDP,7.7,8.6
1994Q2,1994,2,H,運輸及倉儲業,0.19,-9.52
1994Q2,1994,2,I,住宿及餐飲業,0.13,44.44
1994Q2,1994,2,J,出版影音及資通訊業,0.24,-31.43
1994Q2,1994,2,K,金融及保險業,1.05,31.25
1994Q2,1994,2,L,不動產及住宅服務業,0.87,-19.44
1994Q2,1994,2,M,專業、科學及技術服務業,0.17,0.0
1994Q2,1994,2,N,支援服務業,0.08,33.33
1994Q2,1994,2,O,公共行政及國防；強制性社會安全,0.5,25.0
1994Q2,1994,2,P,教育業,0.31,-18.42
1994Q2,1994,2,Q,醫療保健及社會工作服務業,0.14,0.0
1994Q2,1994,2,R,藝術、娛樂及休閒服務業,0.07,16.67
1994Q2,1994,2,S,其他服務業,0.11,22.22
1994Q2,1994,2,加值型營業稅,加值型營業稅,0.17,-45.16
1994Q2,1994,2,合計,合計,7.54,10.07
1994Q2,1994,2,總計(生產面),總計(生產面),7.65,2.82
1994Q2,1994,2,進口稅,進口稅,-0.06,
1994Q3,1994,3,3級_工業,工業,2.08,-16.47
1994Q3,1994,3,3級_服務業,服務業,5.75,26.65
1994Q3,1994,3,3級_農業,農業,-0.14,
1994Q3,1994,3,A,農、林、漁、牧業,-0.14,
1994Q3,1994,3,B,礦業及土石採取業,0.03,-25.0
1994Q3,1994,3,C,製造業,1.42,-5.96
1994Q3,1994,3,D,電力及燃氣供應業,0.07,-72.0
1994Q3,1994,3,E,用水供應及污染整治業,0.01,0.0
1994Q3,1994,3,F,營建工程業,0.55,-19.12
1994Q3,1994,3,G,批發及零售業,1.26,53.66
1994Q3,1994,3,GDP,GDP,7.0,6.38
1994Q3,1994,3,H,運輸及倉儲業,0.21,-4.55
1994Q3,1994,3,I,住宿及餐飲業,0.15,-11.76
1994Q3,1994,3,J,出版影音及資通訊業,0.34,21.43
1994Q3,1994,3,K,金融及保險業,1.53,240.0
1994Q3,1994,3,L,不動產及住宅服務業,1.04,13.04
1994Q3,1994,3,M,專業、科學及技術服務業,0.25,66.67
1994Q3,1994,3,N,支援服務業,0.1,66.67
1994Q3,1994,3,O,公共行政及國防；強制性社會安全,0.03,-91.18
1994Q3,1994,3,P,教育業,0.24,-25.0
1994Q3,1994,3,Q,醫療保健及社會工作服務業,0.13,-27.78
1994Q3,1994,3,R,藝術、娛樂及休閒服務業,0.08,33.33
1994Q3,1994,3,S,其他服務業,0.34,277.78
1994Q3,1994,3,加值型營業稅,加值型營業稅,-0.02,
1994Q3,1994,3,合計,合計,7.64,15.93
1994Q3,1994,3,總計(生產面),總計(生產面),7.69,8.77
1994Q3,1994,3,進口稅,進口稅,0.07,-50.0
1994Q4,1994,4,3級_工業,工業,3.8,90.0
1994Q4,1994,4,3級_服務業,服務業,5.27,-7.22
1994Q4,1994,4,3級_農業,農業,-0.27,
1994Q4,1994,4,A,農、林、漁、牧業,-0.27,
1994Q4,1994,4,B,礦業及土石採取業,0.03,-50.0
1994Q4,1994,4,C,製造業,3.27,108.28
1994Q4,1994,4,D,電力及燃氣供應業,0.13,-7.14
1994Q4,1994,4,E,用水供應及污染整治業,0.03,
1994Q4,1994,4,F,營建工程業,0.34,41.67
1994Q4,1994,4,G,批發及零售業,1.4,26.13
1994Q4,1994,4,GDP,GDP,9.2,34.9
1994Q4,1994,4,H,運輸及倉儲業,0.3,36.36
1994Q4,1994,4,I,住宿及餐飲業,0.14,-17.65
1994Q4,1994,4,J,出版影音及資通訊業,0.32,28.0
1994Q4,1994,4,K,金融及保險業,0.63,-48.36
1994Q4,1994,4,L,不動產及住宅服務業,1.01,-2.88
1994Q4,1994,4,M,專業、科學及技術服務業,0.23,43.75
1994Q4,1994,4,N,支援服務業,0.1,25.0
1994Q4,1994,4,O,公共行政及國防；強制性社會安全,0.19,-60.42
1994Q4,1994,4,P,教育業,0.25,-13.79
1994Q4,1994,4,Q,醫療保健及社會工作服務業,0.1,-23.08
1994Q4,1994,4,R,藝術、娛樂及休閒服務業,0.07,0.0
1994Q4,1994,4,S,其他服務業,0.29,222.22
1994Q4,1994,4,加值型營業稅,加值型營業稅,0.09,-65.38
1994Q4,1994,4,合計,合計,8.56,12.63
1994Q4,1994,4,總計(生產面),總計(生產面),8.8,10.41
1994Q4,1994,4,進口稅,進口稅,0.15,36.36
1995Q1,1995,1,3級_工業,工業,2.87,245.78
1995Q1,1995,1,3級_服務業,服務業,4.9,-9.26
1995Q1,1995,1,3級_農業,農業,0.08,
1995Q1,1995,1,A,農、林、漁、牧業,0.08,
1995Q1,1995,1,B,礦業及土石採取業,-0.01,
1995Q1,1995,1,C,製造業,2.54,647.06
1995Q1,1995,1,D,電力及燃氣供應業,0.14,-57.58
1995Q1,1995,1,E,用水供應及污染整治業,0.06,200.0
1995Q1,1995,1,F,營建工程業,0.14,-6.67
1995Q1,1995,1,G,批發及零售業,1.38,31.43
1995Q1,1995,1,GDP,GDP,7.54,25.88
1995Q1,1995,1,H,運輸及倉儲業,0.37,32.14
1995Q1,1995,1,I,住宿及餐飲業,0.16,23.08
1995Q1,1995,1,J,出版影音及資通訊業,0.29,3.57
1995Q1,1995,1,K,金融及保險業,0.24,-75.0
1995Q1,1995,1,L,不動產及住宅服務業,1.16,58.9
1995Q1,1995,1,M,專業、科學及技術服務業,0.2,0.0
1995Q1,1995,1,N,支援服務業,0.07,0.0
1995Q1,1995,1,O,公共行政及國防；強制性社會安全,0.23,-56.6
1995Q1,1995,1,P,教育業,0.31,6.9
1995Q1,1995,1,Q,醫療保健及社會工作服務業,0.32,146.15
1995Q1,1995,1,R,藝術、娛樂及休閒服務業,0.1,66.67
1995Q1,1995,1,S,其他服務業,-0.12,
1995Q1,1995,1,加值型營業稅,加值型營業稅,0.04,-85.19
1995Q1,1995,1,合計,合計,7.66,31.62
1995Q1,1995,1,總計(生產面),總計(生產面),7.85,28.69
1995Q1,1995,1,進口稅,進口稅,0.15,1400.0
1995Q2,1995,2,3級_工業,工業,1.91,-32.75
1995Q2,1995,2,3級_服務業,服務業,4.58,-6.91
1995Q2,1995,2,3級_農業,農業,0.12,
1995Q2,1995,2,A,農、林、漁、牧業,0.12,
1995Q2,1995,2,B,礦業及土石採取業,0.0,
1995Q2,1995,2,C,製造業,1.45,-33.49
1995Q2,1995,2,D,電力及燃氣供應業,0.16,-57.89
1995Q2,1995,2,E,用水供應及污染整治業,0.04,
1995Q2,1995,2,F,營建工程業,0.26,-25.71
1995Q2,1995,2,G,批發及零售業,1.3,36.84
1995Q2,1995,2,GDP,GDP,6.47,-15.97
1995Q2,1995,2,H,運輸及倉儲業,0.35,84.21
1995Q2,1995,2,I,住宿及餐飲業,0.15,15.38
1995Q2,1995,2,J,出版影音及資通訊業,0.27,12.5
1995Q2,1995,2,K,金融及保險業,0.03,-97.14
1995Q2,1995,2,L,不動產及住宅服務業,0.99,13.79
1995Q2,1995,2,M,專業、科學及技術服務業,0.19,11.76
1995Q2,1995,2,N,支援服務業,0.07,-12.5
1995Q2,1995,2,O,公共行政及國防；強制性社會安全,0.17,-66.0
1995Q2,1995,2,P,教育業,0.25,-19.35
1995Q2,1995,2,Q,醫療保健及社會工作服務業,0.27,92.86
1995Q2,1995,2,R,藝術、娛樂及休閒服務業,0.09,28.57
1995Q2,1995,2,S,其他服務業,0.11,0.0
1995Q2,1995,2,加值型營業稅,加值型營業稅,-0.05,
1995Q2,1995,2,合計,合計,6.27,-16.84
1995Q2,1995,2,總計(生產面),總計(生產面),6.61,-13.59
1995Q2,1995,2,進口稅,進口稅,0.39,
1995Q3,1995,3,3級_工業,工業,2.3,10.58
1995Q3,1995,3,3級_服務業,服務業,4.2,-26.96
1995Q3,1995,3,3級_農業,農業,0.21,
1995Q3,1995,3,A,農、林、漁、牧業,0.21,
1995Q3,1995,3,B,礦業及土石採取業,0.02,-33.33
1995Q3,1995,3,C,製造業,1.94,36.62
1995Q3,1995,3,D,電力及燃氣供應業,0.29,314.29
1995Q3,1995,3,E,用水供應及污染整治業,0.05,400.0
1995Q3,1995,3,F,營建工程業,0.0,-100.0
1995Q3,1995,3,G,批發及零售業,0.89,-29.37
1995Q3,1995,3,GDP,GDP,6.97,-0.43
1995Q3,1995,3,H,運輸及倉儲業,0.22,4.76
1995Q3,1995,3,I,住宿及餐飲業,0.09,-40.0
1995Q3,1995,3,J,出版影音及資通訊業,0.17,-50.0
1995Q3,1995,3,K,金融及保險業,-0.47,
1995Q3,1995,3,L,不動產及住宅服務業,0.93,-10.58
1995Q3,1995,3,M,專業、科學及技術服務業,0.18,-28.0
1995Q3,1995,3,N,支援服務業,0.06,-40.0
1995Q3,1995,3,O,公共行政及國防；強制性社會安全,1.1,3566.67
1995Q3,1995,3,P,教育業,0.41,70.83
1995Q3,1995,3,Q,醫療保健及社會工作服務業,0.26,100.0
1995Q3,1995,3,R,藝術、娛樂及休閒服務業,0.07,-12.5
1995Q3,1995,3,S,其他服務業,-0.06,
1995Q3,1995,3,加值型營業稅,加值型營業稅,0.0,
1995Q3,1995,3,合計,合計,6.36,-16.75
1995Q3,1995,3,總計(生產面),總計(生產面),6.71,-12.74
1995Q3,1995,3,進口稅,進口稅,0.35,400.0
1995Q4,1995,4,3級_工業,工業,0.54,-85.79
1995Q4,1995,4,3級_服務業,服務業,4.34,-17.65
1995Q4,1995,4,3級_農業,農業,0.1,
1995Q4,1995,4,A,農、林、漁、牧業,0.1,
1995Q4,1995,4,B,礦業及土石採取業,-0.04,
1995Q4,1995,4,C,製造業,0.61,-81.35
1995Q4,1995,4,D,電力及燃氣供應業,0.18,38.46
1995Q4,1995,4,E,用水供應及污染整治業,-0.1,
1995Q4,1995,4,F,營建工程業,-0.11,
1995Q4,1995,4,G,批發及零售業,1.23,-12.14
1995Q4,1995,4,GDP,GDP,5.15,-44.02
1995Q4,1995,4,H,運輸及倉儲業,0.23,-23.33
1995Q4,1995,4,I,住宿及餐飲業,0.12,-14.29
1995Q4,1995,4,J,出版影音及資通訊業,0.22,-31.25
1995Q4,1995,4,K,金融及保險業,-0.31,
1995Q4,1995,4,L,不動產及住宅服務業,0.97,-3.96
1995Q4,1995,4,M,專業、科學及技術服務業,0.18,-21.74
1995Q4,1995,4,N,支援服務業,0.07,-30.0
1995Q4,1995,4,O,公共行政及國防；強制性社會安全,0.91,378.95
1995Q4,1995,4,P,教育業,0.32,28.0
1995Q4,1995,4,Q,醫療保健及社會工作服務業,0.27,170.0
1995Q4,1995,4,R,藝術、娛樂及休閒服務業,0.09,28.57
1995Q4,1995,4,S,其他服務業,0.11,-62.07
1995Q4,1995,4,加值型營業稅,加值型營業稅,-0.15,
1995Q4,1995,4,合計,合計,5.05,-41.0
1995Q4,1995,4,總計(生產面),總計(生產面),4.98,-43.41
1995Q4,1995,4,進口稅,進口稅,0.08,-46.67
1996Q1,1996,1,3級_工業,工業,0.61,-78.75
1996Q1,1996,1,3級_服務業,服務業,4.69,-4.29
1996Q1,1996,1,3級_農業,農業,0.05,-37.5
1996Q1,1996,1,A,農、林、漁、牧業,0.05,-37.5
1996Q1,1996,1,B,礦業及土石採取業,-0.01,
1996Q1,1996,1,C,製造業,0.74,-70.87
1996Q1,1996,1,D,電力及燃氣供應業,0.09,-35.71
1996Q1,1996,1,E,用水供應及污染整治業,0.0,-100.0
1996Q1,1996,1,F,營建工程業,-0.21,
1996Q1,1996,1,G,批發及零售業,1.2,-13.04
1996Q1,1996,1,GDP,GDP,5.77,-23.47
1996Q1,1996,1,H,運輸及倉儲業,0.2,-45.95
1996Q1,1996,1,I,住宿及餐飲業,0.15,-6.25
1996Q1,1996,1,J,出版影音及資通訊業,0.31,6.9
1996Q1,1996,1,K,金融及保險業,0.04,-83.33
1996Q1,1996,1,L,不動產及住宅服務業,0.58,-50.0
1996Q1,1996,1,M,專業、科學及技術服務業,0.21,5.0
1996Q1,1996,1,N,支援服務業,0.06,-14.29
1996Q1,1996,1,O,公共行政及國防；強制性社會安全,0.66,186.96
1996Q1,1996,1,P,教育業,0.27,-12.9
1996Q1,1996,1,Q,醫療保健及社會工作服務業,0.23,-28.13
1996Q1,1996,1,R,藝術、娛樂及休閒服務業,0.1,0.0
1996Q1,1996,1,S,其他服務業,0.61,
1996Q1,1996,1,加值型營業稅,加值型營業稅,-0.06,
1996Q1,1996,1,合計,合計,5.28,-31.07
1996Q1,1996,1,總計(生產面),總計(生產面),5.35,-31.85
1996Q1,1996,1,進口稅,進口稅,0.13,-13.33
1996Q2,1996,2,3級_工業,工業,1.14,-40.31
1996Q2,1996,2,3級_服務業,服務業,5.09,11.14
1996Q2,1996,2,3級_農業,農業,0.0,-100.0
1996Q2,1996,2,A,農、林、漁、牧業,0.0,-100.0
1996Q2,1996,2,B,礦業及土石採取業,-0.01,
1996Q2,1996,2,C,製造業,1.14,-21.38
1996Q2,1996,2,D,電力及燃氣供應業,0.03,-81.25
1996Q2,1996,2,E,用水供應及污染整治業,-0.02,
1996Q2,1996,2,F,營建工程業,0.0,-100.0
1996Q2,1996,2,G,批發及零售業,1.11,-14.62
1996Q2,1996,2,GDP,GDP,5.75,-11.13
1996Q2,1996,2,H,運輸及倉儲業,0.19,-45.71
1996Q2,1996,2,I,住宿及餐飲業,0.14,-6.67
1996Q2,1996,2,J,出版影音及資通訊業,0.28,3.7
1996Q2,1996,2,K,金融及保險業,0.94,3033.33
1996Q2,1996,2,L,不動產及住宅服務業,0.69,-30.3
1996Q2,1996,2,M,專業、科學及技術服務業,0.14,-26.32
1996Q2,1996,2,N,支援服務業,0.05,-28.57
1996Q2,1996,2,O,公共行政及國防；強制性社會安全,0.72,323.53
1996Q2,1996,2,P,教育業,0.33,32.0
1996Q2,1996,2,Q,醫療保健及社會工作服務業,0.19,-29.63
1996Q2,1996,2,R,藝術、娛樂及休閒服務業,0.07,-22.22
1996Q2,1996,2,S,其他服務業,0.25,127.27
1996Q2,1996,2,加值型營業稅,加值型營業稅,-0.08,
1996Q2,1996,2,合計,合計,6.24,-0.48
1996Q2,1996,2,總計(生產面),總計(生產面),6.23,-5.75
1996Q2,1996,2,進口稅,進口稅,0.07,-82.05
1996Q3,1996,3,3級_工業,工業,1.68,-26.96
1996Q3,1996,3,3級_服務業,服務業,4.85,15.48
1996Q3,1996,3,3級_農業,農業,-0.21,
1996Q3,1996,3,A,農、林、漁、牧業,-0.21,
1996Q3,1996,3,B,礦業及土石採取業,-0.06,
1996Q3,1996,3,C,製造業,1.66,-14.43
1996Q3,1996,3,D,電力及燃氣供應業,0.19,-34.48
1996Q3,1996,3,E,用水供應及污染整治業,-0.01,
1996Q3,1996,3,F,營建工程業,-0.1,
1996Q3,1996,3,G,批發及零售業,1.12,25.84
1996Q3,1996,3,GDP,GDP,6.2,-11.05
1996Q3,1996,3,H,運輸及倉儲業,0.26,18.18
1996Q3,1996,3,I,住宿及餐飲業,0.19,111.11
1996Q3,1996,3,J,出版影音及資通訊業,0.32,88.24
1996Q3,1996,3,K,金融及保險業,0.4,
1996Q3,1996,3,L,不動產及住宅服務業,0.69,-25.81
1996Q3,1996,3,M,專業、科學及技術服務業,0.22,22.22
1996Q3,1996,3,N,支援服務業,0.07,16.67
1996Q3,1996,3,O,公共行政及國防；強制性社會安全,0.46,-58.18
1996Q3,1996,3,P,教育業,0.52,26.83
1996Q3,1996,3,Q,醫療保健及社會工作服務業,0.27,3.85
