period,民國年月,area_code,area_name,總人口,男性,女性,幼年_0_14,工作年齡_15_64,老年_65plus,男_0_14,女_0_14,男_15_64,女_15_64,男_65plus,女_65plus
2023-06,11206,10010000,嘉義縣,486229,251822,234407,41489,337953,106787,21576,19913,180065,157888,50181,56606
2023-06,11206,10013000,屏東縣,797291,404500,392791,80519,559494,157278,41855,38664,289868,269626,72777,84501
2023-06,11206,10014000,臺東縣,212008,108308,103700,23442,148293,40273,12272,11170,77751,70542,18285,21988
2023-06,11206,10015000,花蓮縣,318306,160212,158094,35905,220626,61775,18805,17100,113178,107448,28229,33546
2023-06,11206,10016000,澎湖縣,107312,55016,52296,10508,76853,19951,5479,5029,40181,36672,9356,10595
2023-06,11206,10017000,基隆市,362396,180408,181988,35428,255501,71467,18388,17040,129895,125606,32125,39342
2023-06,11206,10018000,新竹市,454603,224304,230299,72976,316050,65577,37855,35121,157512,158538,28937,36640
2023-06,11206,10020000,嘉義市,263707,126857,136850,33092,183223,47392,17166,15926,88973,94250,20718,26674
2023-06,11206,63000000,臺北市,2504687,1185819,1318868,311049,1656191,537447,160765,150284,788849,867342,236205,301242
2023-06,11206,64000000,高雄市,2736019,1343561,1392458,307830,1917397,510792,159330,148500,955451,961946,228780,282012
2023-06,11206,65000000,新北市,4025405,1959524,2065881,459757,2861006,704642,237645,222112,1408639,1452367,313240,391402
2023-06,11206,66000000,臺中市,2834046,1386875,1447171,379226,2018596,436224,196840,182386,992949,1025647,197086,239138
2023-06,11206,67000000,臺南市,1858444,923093,935351,213186,1304219,341039,110484,102702,655931,648288,156678,184361
2023-06,11206,68000000,桃園市,2302465,1136290,1166175,319468,1645352,337645,165689,153779,817952,827400,152649,184996
2023-07,11207,00000000,全國,23392423,11548206,11844217,2813910,16377963,4200550,1458284,1355626,8189260,8188703,1900662,2299888
2023-07,11207,09007000,連江縣,14005,8066,5939,1434,10547,2024,763,671,6194,4353,1109,915
2023-07,11207,09020000,金門縣,143109,71029,72080,11799,107038,24272,6115,5684,53267,53771,11647,12625
2023-07,11207,10002000,宜蘭縣,449976,226040,223936,51189,313726,85061,26530,24659,160260,153466,39250,45811
2023-07,11207,10004000,新竹縣,587065,299014,288051,91701,414429,80935,47546,44155,212964,201465,38504,42431
2023-07,11207,10005000,苗栗縣,534968,275235,259733,61882,374083,99003,32021,29861,196293,177790,46921,52082
2023-07,11207,10007000,彰化縣,1242512,630007,612505,149736,865321,227455,77938,71798,446795,418526,105274,122181
2023-07,11207,10008000,南投縣,478334,243752,234582,49174,331320,97840,25654,23520,172174,159146,45924,51916
2023-07,11207,10009000,雲林縣,661576,341331,320245,69663,457394,134519,36022,33641,243025,214369,62284,72235
2023-07,11207,10010000,嘉義縣,486049,251718,234331,41478,337683,106888,21557,19921,179933,157750,50228,56660
2023-07,11207,10013000,屏東縣,796936,404254,392682,80426,559016,157494,41799,38627,289598,269418,72857,84637
2023-07,11207,10014000,臺東縣,211933,108251,103682,23420,148179,40334,12265,11155,77656,70523,18330,22004
2023-07,11207,10015000,花蓮縣,318165,160112,158053,35864,220386,61915,18763,17101,113065,107321,28284,33631
2023-07,11207,10016000,澎湖縣,107331,54987,52344,10538,76791,20002,5499,5039,40109,36682,9379,10623
2023-07,11207,10017000,基隆市,362539,180408,182131,35457,255406,71676,18389,17068,129828,125578,32191,39485
2023-07,11207,10018000,新竹市,455069,224528,230541,72949,316309,65811,37835,35114,157659,158650,29034,36777
2023-07,11207,10020000,嘉義市,263810,126867,136943,33105,183185,47520,17146,15959,88945,94240,20776,26744
2023-07,11207,63000000,臺北市,2507143,1186600,1320543,312012,1655918,539213,161177,150835,788492,867426,236931,302282
2023-07,11207,64000000,高雄市,2737298,1344007,1393291,308079,1917049,512170,159486,148593,955193,961856,229328,282842
2023-07,11207,65000000,新北市,4031256,1962044,2069212,461023,2862544,707689,238255,222768,1409356,1453188,314433,393256
2023-07,11207,66000000,臺中市,2837555,1388427,1449128,379714,2020021,437820,197026,182688,993614,1026407,197787,240033
2023-07,11207,67000000,臺南市,1859229,923363,935866,213297,1303980,341952,110558,102739,655760,648220,157045,184907
2023-07,11207,68000000,桃園市,2306565,1138166,1168399,319970,1647638,338957,165940,154030,819080,828558,153146,185811
2023-08,11208,00000000,全國,23399654,11550127,11849527,2813467,16368764,4217423,1457927,1355540,8184457,8184307,1907743,2309680
2023-08,11208,09007000,連江縣,14028,8082,5946,1438,10542,2048,770,668,6189,4353,1123,925
2023-08,11208,09020000,金門縣,143290,71112,72178,11835,107065,24390,6122,5713,53285,53780,11705,12685
2023-08,11208,10002000,宜蘭縣,450095,226083,224012,51193,313562,85340,26537,24656,160185,153377,39361,45979
2023-08,11208,10004000,新竹縣,587580,299231,288349,91663,414636,81281,47513,44150,213071,201565,38647,42634
2023-08,11208,10005000,苗栗縣,535055,275224,259831,61877,373958,99220,32025,29852,196185,177773,47014,52206
2023-08,11208,10007000,彰化縣,1241764,629624,612140,149488,864132,228144,77808,71680,446199,417933,105617,122527
2023-08,11208,10008000,南投縣,477993,243542,234451,49144,330776,98073,25661,23483,171842,158934,46039,52034
2023-08,11208,10009000,雲林縣,661107,341037,320070,69602,456696,134809,36000,33602,242616,214080,62421,72388
2023-08,11208,10010000,嘉義縣,485681,251466,234215,41482,337020,107179,21545,19937,179562,157458,50359,56820
2023-08,11208,10013000,屏東縣,796506,403928,392578,80398,558263,157845,41790,38608,289169,269094,72969,84876
2023-08,11208,10014000,臺東縣,211807,108166,103641,23368,147982,40457,12249,11119,77541,70441,18376,22081
2023-08,11208,10015000,花蓮縣,318087,160055,158032,35882,220106,62099,18783,17099,112901,107205,28371,33728
2023-08,11208,10016000,澎湖縣,107363,54997,52366,10538,76757,20068,5493,5045,40098,36659,9406,10662
2023-08,11208,10017000,基隆市,362496,180348,182148,35383,255180,71933,18328,17055,129730,125450,32290,39643
2023-08,11208,10018000,新竹市,455228,224605,230623,72864,316300,66064,37774,35090,157695,158605,29136,36928
2023-08,11208,10020000,嘉義市,263836,126867,136969,33088,183070,47678,17135,15953,88872,94198,20860,26818
2023-08,11208,63000000,臺北市,2506788,1186136,1320652,311796,1653766,541226,161037,150759,787412,866354,237687,303539
2023-08,11208,64000000,高雄市,2737582,1343903,1393679,307935,1915354,514293,159440,148495,954261,961093,230202,284091
2023-08,11208,65000000,新北市,4034102,1963254,2070848,460954,2861742,711406,238142,222812,1409152,1452590,315960,395446
2023-08,11208,66000000,臺中市,2839768,1389336,1450432,379928,2020105,439735,197149,182779,993634,1026471,198553,241182
2023-08,11208,67000000,臺南市,1859728,923573,936155,213308,1303152,343268,110581,102727,655338,647814,157654,185614
2023-08,11208,68000000,桃園市,2309770,1139558,1170212,320303,1648600,340867,166045,154258,819520,829080,153993,186874
2023-09,11209,00000000,全國,23404300,11550801,11853499,2808226,16359645,4236429,1455191,1353035,8179689,8179956,1915921,2320508
2023-09,11209,09007000,連江縣,14049,8089,5960,1444,10556,2049,774,670,6194,4362,1121,928
2023-09,11209,09020000,金門縣,143964,71455,72509,11835,107632,24497,6123,5712,53578,54054,11754,12743
2023-09,11209,10002000,宜蘭縣,450031,226025,224006,51097,313367,85567,26477,24620,160083,153284,39465,46102
2023-09,11209,10004000,新竹縣,588183,299493,288690,91571,415042,81570,47465,44106,213263,201779,38765,42805
2023-09,11209,10005000,苗栗縣,535011,275211,259800,61728,373811,99472,31967,29761,196126,177685,47118,52354
2023-09,11209,10007000,彰化縣,1240871,629172,611699,148997,862893,228981,77583,71414,445542,417351,106047,122934
2023-09,11209,10008000,南投縣,477691,243374,234317,49097,330296,98298,25633,23464,171582,158714,46159,52139
2023-09,11209,10009000,雲林縣,660545,340708,319837,69364,456020,135161,35890,33474,242189,213831,62629,72532
2023-09,11209,10010000,嘉義縣,485410,251309,234101,41395,336461,107554,21499,19896,179237,157224,50573,56981
2023-09,11209,10013000,屏東縣,796114,403686,392428,80270,557518,158326,41718,38552,288818,268700,73150,85176
2023-09,11209,10014000,臺東縣,211681,108107,103574,23316,147757,40608,12231,11085,77434,70323,18442,22166
2023-09,11209,10015000,花蓮縣,317881,159945,157936,35810,219812,62259,18752,17058,112772,107040,28421,33838
2023-09,11209,10016000,澎湖縣,107701,55213,52488,10550,76973,20178,5508,5042,40236,36737,9469,10709
2023-09,11209,10017000,基隆市,362548,180320,182228,35328,254945,72275,18304,17024,129588,125357,32428,39847
2023-09,11209,10018000,新竹市,455510,224758,230752,72751,316379,66380,37701,35050,157783,158596,29274,37106
2023-09,11209,10020000,嘉義市,263750,126783,136967,33003,182905,47842,17079,15924,88782,94123,20922,26920
2023-09,11209,63000000,臺北市,2506251,1185453,1320798,311046,1651179,544026,160595,150451,786023,865156,238835,305191
2023-09,11209,64000000,高雄市,2737261,1343447,1393814,307333,1913473,516455,159171,148162,953203,960270,231073,285382
2023-09,11209,65000000,新北市,4036911,1964343,2072568,460053,2861382,715476,237689,222364,1408972,1452410,317682,397794
2023-09,11209,66000000,臺中市,2841225,1389900,1451325,379395,2019884,441946,196840,182555,993527,1026357,199533,242413
2023-09,11209,67000000,臺南市,1859842,923559,936283,212950,1302236,344656,110384,102566,654916,647320,158259,186397
2023-09,11209,68000000,桃園市,2311870,1140451,1171419,319893,1649124,342853,165808,154085,819841,829283,154802,188051
2023-10,11210,00000000,全國,23411858,11552479,11859379,2803487,16352268,4256103,1452599,1350888,8175387,8176881,1924493,2331610
2023-10,11210,09007000,連江縣,14071,8110,5961,1440,10560,2071,772,668,6201,4359,1137,934
2023-10,11210,09020000,金門縣,144033,71492,72541,11825,107603,24605,6126,5699,53555,54048,11811,12794
2023-10,11210,10002000,宜蘭縣,450034,226005,224029,51013,313235,85786,26438,24575,160015,153220,39552,46234
2023-10,11210,10004000,新竹縣,588535,299623,288912,91433,415231,81871,47391,44042,213310,201921,38922,42949
2023-10,11210,10005000,苗栗縣,534829,275091,259738,61576,373492,99761,31893,29683,195921,177571,47277,52484
2023-10,11210,10007000,彰化縣,1240284,628842,611442,148605,861985,229694,77412,71193,445036,416949,106394,123300
2023-10,11210,10008000,南投縣,477558,243262,234296,49012,329941,98605,25568,23444,171361,158580,46333,52272
2023-10,11210,10009000,雲林縣,660144,340491,319653,69143,455571,135430,35767,33376,241931,213640,62793,72637
2023-10,11210,10010000,嘉義縣,485202,251216,233986,41332,336054,107816,21472,19860,179015,157039,50729,57087
2023-10,11210,10013000,屏東縣,795786,403396,392390,80134,556816,158836,41608,38526,288395,268421,73393,85443
2023-10,11210,10014000,臺東縣,211613,108029,103584,23295,147602,40716,12205,11090,77342,70260,18482,22234
2023-10,11210,10015000,花蓮縣,317773,159858,157915,35743,219613,62417,18717,17026,112650,106963,28491,33926
2023-10,11210,10016000,澎湖縣,107808,55257,52551,10555,77004,20249,5514,5041,40246,36758,9497,10752
2023-10,11210,10017000,基隆市,362487,180283,182204,35187,254715,72585,18234,16953,129478,125237,32571,40014
2023-10,11210,10018000,新竹市,455860,224903,230957,72625,316564,66671,37613,35012,157885,158679,29405,37266
2023-10,11210,10020000,嘉義市,263695,126721,136974,32897,182757,48041,17013,15884,88709,94048,20999,27042
2023-10,11210,63000000,臺北市,2508658,1186177,1322481,310795,1650483,547380,160378,150417,785634,864849,240165,307215
2023-10,11210,64000000,高雄市,2737660,1343387,1394273,306873,1912161,518626,158986,147887,952345,959816,232056,286570
2023-10,11210,65000000,新北市,4038948,1964895,2074053,459043,2860047,719858,237163,221880,1408256,1451791,319476,400382
2023-10,11210,66000000,臺中市,2842926,1390607,1452319,378906,2019805,444215,196604,182302,993500,1026305,200503,243712
2023-10,11210,67000000,臺南市,1859927,923472,936455,212525,1301418,345984,110159,102366,654463,646955,158850,187134
2023-10,11210,68000000,桃園市,2314027,1141362,1172665,319530,1649611,344886,165566,153964,820139,829472,155657,189229
2023-11,11211,00000000,全國,23415008,11552369,11862639,2797469,16340678,4276861,1449472,1347997,8169228,8171450,1933669,2343192
2023-11,11211,09007000,連江縣,14071,8103,5968,1437,10552,2082,771,666,6190,4362,1142,940
2023-11,11211,09020000,金門縣,144080,71516,72564,11775,107506,24799,6108,5667,53487,54019,11921,12878
2023-11,11211,10002000,宜蘭縣,449963,225960,224003,50888,312962,86113,26368,24520,159870,153092,39722,46391
2023-11,11211,10004000,新竹縣,588906,299773,289133,91283,415408,82215,47315,43968,213372,202036,39086,43129
2023-11,11211,10005000,苗栗縣,534677,274991,259686,61438,373091,100148,31812,29626,195698,177393,47481,52667
2023-11,11211,10007000,彰化縣,1239614,628442,611172,148060,861015,230539,77171,70889,444483,416532,106788,123751
2023-11,11211,10008000,南投縣,477326,243116,234210,48894,329467,98965,25499,23395,171102,158365,46515,52450
2023-11,11211,10009000,雲林縣,659841,340295,319546,68939,455253,135649,35651,33288,241719,213534,62925,72724
2023-11,11211,10010000,嘉義縣,484892,251023,233869,41249,335583,108060,21423,19826,178735,156848,50865,57195
2023-11,11211,10013000,屏東縣,795417,403158,392259,79983,555924,159510,41544,38439,287895,268029,73719,85791
2023-11,11211,10014000,臺東縣,211550,107966,103584,23274,147419,40857,12183,11091,77247,70172,18536,22321
2023-11,11211,10015000,花蓮縣,317643,159762,157881,35655,219411,62577,18674,16981,112542,106869,28546,34031
2023-11,11211,10016000,澎湖縣,107761,55244,52517,10512,76926,20323,5486,5026,40214,36712,9544,10779
2023-11,11211,10017000,基隆市,362354,180185,182169,35066,254330,72958,18169,16897,129241,125089,32775,40183
2023-11,11211,10018000,新竹市,456116,225043,231073,72484,316594,67038,37554,34930,157914,158680,29575,37463
2023-11,11211,10020000,嘉義市,263596,126638,136958,32794,182549,48253,16953,15841,88603,93946,21082,27171
2023-11,11211,63000000,臺北市,2509894,1186475,1323419,310239,1649217,550438,160041,150198,784962,864255,241472,308966
2023-11,11211,64000000,高雄市,2737608,1343105,1394503,306337,1910324,520947,158684,147653,951458,958866,232963,287984
2023-11,11211,65000000,新北市,4039946,1965172,2074774,457767,2858191,723988,236494,221273,1407458,1450733,321220,402768
2023-11,11211,66000000,臺中市,2844250,1391080,1453170,378210,2019188,446852,196289,181921,993135,1026053,201656,245196
2023-11,11211,67000000,臺南市,1859776,923234,936542,212064,1300064,347648,109934,102130,653713,646351,159587,188061
2023-11,11211,68000000,桃園市,2315727,1142088,1173639,319121,1649704,346902,165349,153772,820190,829514,156549,190353
2023-12,11212,00000000,全國,23420442,11553267,11867175,2793413,16330044,4296985,1447138,1346275,8164037,8166007,1942092,2354893
2023-12,11212,09007000,連江縣,14039,8079,5960,1426,10523,2090,765,661,6171,4352,1143,947
2023-12,11212,09020000,金門縣,144149,71542,72607,11752,107479,24918,6097,5655,53479,54000,11966,12952
2023-12,11212,10002000,宜蘭縣,449890,225873,224017,50753,312629,86508,26286,24467,159703,152926,39884,46624
2023-12,11212,10004000,新竹縣,589289,299933,289356,91193,415524,82572,47287,43906,213371,202153,39275,43297
2023-12,11212,10005000,苗栗縣,534575,274920,259655,61335,372673,100567,31740,29595,195479,177194,47701,52866
2023-12,11212,10007000,彰化縣,1239048,628065,610983,147697,860022,231329,76990,70707,443977,416045,107098,124231
2023-12,11212,10008000,南投縣,477094,242993,234101,48771,328926,99397,25439,23332,170853,158073,46701,52696
2023-12,11212,10009000,雲林縣,659468,340082,319386,68769,454673,136026,35548,33221,241439,213234,63095,72931
2023-12,11212,10010000,嘉義縣,484560,250858,233702,41188,335004,108368,21394,19794,178442,156562,51022,57346
2023-12,11212,10013000,屏東縣,794997,402917,392080,79913,554986,160098,41513,38400,287435,267551,73969,86129
2023-12,11212,10014000,臺東縣,211544,107954,103590,23268,147264,41012,12180,11088,77157,70107,18617,22395
2023-12,11212,10015000,花蓮縣,317489,159649,157840,35602,219067,62820,18650,16952,112364,106703,28635,34185
2023-12,11212,10016000,澎湖縣,107739,55208,52531,10514,76792,20433,5474,5040,40130,36662,9604,10829
2023-12,11212,10017000,基隆市,362255,180125,182130,34945,253972,73338,18099,16846,129074,124898,32952,40386
2023-12,11212,10018000,新竹市,456475,225225,231250,72425,316656,67394,37503,34922,157983,158673,29739,37655
2023-12,11212,10020000,嘉義市,263584,126610,136974,32766,182390,48428,16933,15833,88509,93881,21168,27260
2023-12,11212,63000000,臺北市,2511886,1187064,1324822,310069,1648662,553155,159855,150214,784612,864050,242597,310558
2023-12,11212,64000000,高雄市,2737941,1343106,1394835,305933,1908962,523046,158437,147496,950841,958121,233828,289218
2023-12,11212,65000000,新北市,4041120,1965445,2075675,456750,2856193,728177,235970,220780,1406583,1449610,322892,405285
2023-12,11212,66000000,臺中市,2845909,1391681,1454228,377915,2018693,449301,196045,181870,992984,1025709,202652,246649
2023-12,11212,67000000,臺南市,1859946,923152,936794,211700,1299177,349069,109739,101961,653252,645925,160161,188908
2023-12,11212,68000000,桃園市,2317445,1142786,1174659,318729,1649777,348939,165194,153535,820199,829578,157393,191546
2024-01,11301,00000000,全國,23419833,11551476,11868357,2789217,16313743,4316873,1444959,1344258,8155489,8158254,1951028,2365845
2024-01,11301,09007000,連江縣,14034,8081,5953,1427,10497,2110,767,660,6159,4338,1155,955
2024-01,11301,09020000,金門縣,144173,71559,72614,11732,107396,25045,6091,5641,53427,53969,12041,13004
2024-01,11301,10002000,宜蘭縣,449767,225757,224010,50717,312221,86829,26272,24445,159459,152762,40026,46803
2024-01,11301,10004000,新竹縣,589788,300174,289614,91166,415601,83021,47254,43912,213381,202220,39539,43482
2024-01,11301,10005000,苗栗縣,534432,274819,259613,61279,372288,100865,31716,29563,195256,177032,47847,53018
2024-01,11301,10007000,彰化縣,1237760,627461,610299,147222,858306,232232,76730,70492,443156,415150,107575,124657
2024-01,11301,10008000,南投縣,476675,242735,233940,48726,328268,99681,25407,23319,170496,157772,46832,52849
2024-01,11301,10009000,雲林縣,659564,339980,319584,68756,454408,136400,35550,33206,241111,213297,63319,73081
2024-01,11301,10010000,嘉義縣,483902,250498,233404,41073,334170,108659,21322,19751,177945,156225,51231,57428
2024-01,11301,10013000,屏東縣,794514,402592,391922,79888,554051,160575,41501,38387,286892,267159,74199,86376
2024-01,11301,10014000,臺東縣,211357,107823,103534,23172,147063,41122,12113,11059,77043,70020,18667,22455
2024-01,11301,10015000,花蓮縣,317252,159527,157725,35497,218706,63049,18584,16913,112220,106486,28723,34326
2024-01,11301,10016000,澎湖縣,107745,55183,52562,10517,76703,20525,5469,5048,40059,36644,9655,10870
2024-01,11301,10017000,基隆市,362094,180017,182077,34887,253514,73693,18065,16822,128832,124682,33120,40573
2024-01,11301,10018000,新竹市,456535,225291,231244,72290,316542,67703,37452,34838,157975,158567,29864,37839
2024-01,11301,10020000,嘉義市,263369,126531,136838,32688,182074,48607,16906,15782,88363,93711,21262,27345
2024-01,11301,63000000,臺北市,2511291,1186485,1324806,309600,1646228,555463,159626,149974,783413,862815,243446,312017
2024-01,11301,64000000,高雄市,2737530,1342653,1394877,305410,1906797,525323,158160,147250,949693,957104,234800,290523
2024-01,11301,65000000,新北市,4041869,1965527,2076342,455890,2853813,732166,235497,220393,1405440,1448373,324590,407576
2024-01,11301,66000000,臺中市,2847264,1392198,1455066,377523,2017934,451807,195834,181689,992675,1025259,203689,248118
2024-01,11301,67000000,臺南市,1859800,923061,936739,211436,1297702,350662,109616,101820,652489,645213,160956,189706
2024-01,11301,68000000,桃園市,2319118,1143524,1175594,318321,1649461,351336,165027,153294,820005,829456,158492,192844
2024-02,11302,00000000,全國,23418053,11549145,11868908,2785067,16299548,4333438,1442792,1342275,8147909,8151639,1958444,2374994
2024-02,11302,09007000,連江縣,14005,8067,5938,1422,10471,2112,770,652,6139,4332,1158,954
2024-02,11302,09020000,金門縣,144141,71527,72614,11650,107367,25124,6046,5604,53404,53963,12077,13047
2024-02,11302,10002000,宜蘭縣,449624,225617,224007,50674,311865,87085,26216,24458,159264,152601,40137,46948
2024-02,11302,10004000,新竹縣,590092,300343,289749,91065,415760,83267,47211,43854,213476,202284,39656,43611
2024-02,11302,10005000,苗栗縣,534240,274718,259522,61223,371831,101186,31697,29526,194987,176844,48034,53152
2024-02,11302,10007000,彰化縣,1236509,626874,609635,146671,856933,232905,76400,70271,442522,414411,107952,124953
2024-02,11302,10008000,南投縣,476280,242543,233737,48698,327671,99911,25386,23312,170211,157460,46946,52965
2024-02,11302,10009000,雲林縣,659358,339717,319641,68679,454007,136672,35514,33165,240750,213257,63453,73219
2024-02,11302,10010000,嘉義縣,483481,250263,233218,41049,333539,108893,21319,19730,177572,155967,51372,57521
2024-02,11302,10013000,屏東縣,793959,402240,391719,79740,553154,161065,41427,38313,286402,266752,74411,86654
2024-02,11302,10014000,臺東縣,211261,107745,103516,23135,146865,41261,12091,11044,76900,69965,18754,22507
2024-02,11302,10015000,花蓮縣,317030,159365,157665,35442,218353,63235,18555,16887,111996,106357,28814,34421
2024-02,11302,10016000,澎湖縣,107723,55166,52557,10469,76658,20596,5449,5020,40030,36628,9687,10909
2024-02,11302,10017000,基隆市,361952,179923,182029,34880,253053,74019,18050,16830,128591,124462,33282,40737
2024-02,11302,10018000,新竹市,456690,225380,231310,72127,316604,67959,37367,34760,158053,158551,29960,37999
2024-02,11302,10020000,嘉義市,263323,126486,136837,32722,181850,48751,16911,15811,88249,93601,21326,27425
2024-02,11302,63000000,臺北市,2510477,1185840,1324637,308876,1644325,557276,159323,149553,782351,861974,244166,313110
2024-02,11302,64000000,高雄市,2737016,1342179,1394837,304944,1904858,527214,157885,147059,948669,956189,235625,291589
2024-02,11302,65000000,新北市,4042495,1965651,2076844,455022,2851724,735749,234948,220074,1404604,1447120,326099,409650
2024-02,11302,66000000,臺中市,2848370,1392559,1455811,377174,2017233,453963,195711,181463,992222,1025011,204626,249337
2024-02,11302,67000000,臺南市,1859906,923060,936846,211397,1296454,352055,109670,101727,651748,644706,161642,190413
2024-02,11302,68000000,桃園市,2320121,1143882,1176239,318008,1648973,353140,164846,153162,819769,829204,159267,193873
2024-03,11303,00000000,全國,23416375,11546626,11869749,2780451,16284751,4351173,1440385,1340066,8140408,8144343,1965833,2385340
2024-03,11303,09007000,連江縣,14006,8073,5933,1408,10476,2122,761,647,6148,4328,1164,958
2024-03,11303,09020000,金門縣,144034,71458,72576,11546,107264,25224,5998,5548,53328,53936,12132,13092
2024-03,11303,10002000,宜蘭縣,449492,225560,223932,50585,311474,87433,26195,24390,159068,152406,40297,47136
2024-03,11303,10004000,新竹縣,590305,300442,289863,90897,415830,83578,47109,43788,213515,202315,39818,43760
2024-03,11303,10005000,苗栗縣,533971,274538,259433,61154,371270,101547,31661,29493,194667,176603,48210,53337
2024-03,11303,10007000,彰化縣,1235255,626324,608931,146166,855503,233586,76191,69975,441899,413604,108234,125352
2024-03,11303,10008000,南投縣,475921,242311,233610,48717,326942,100262,25389,23328,169811,157131,47111,53151
2024-03,11303,10009000,雲林縣,659288,339534,319754,68671,453660,136957,35502,33169,240437,213223,63595,73362
2024-03,11303,10010000,嘉義縣,483024,250037,232987,40937,332900,109187,21250,19687,177273,155627,51514,57673
2024-03,11303,10013000,屏東縣,793303,401810,391493,79720,552054,161529,41450,38270,285770,266284,74590,86939
2024-03,11303,10014000,臺東縣,211114,107671,103443,23110,146617,41387,12090,11020,76782,69835,18799,22588
2024-03,11303,10015000,花蓮縣,316746,159188,157558,35324,218032,63390,18489,16835,111840,106192,28859,34531
2024-03,11303,10016000,澎湖縣,107708,55180,52528,10383,76627,20698,5416,4967,40019,36608,9745,10953
2024-03,11303,10017000,基隆市,361874,179832,182042,34878,252661,74335,18054,16824,128357,124304,33421,40914
2024-03,11303,10018000,新竹市,456872,225455,231417,72035,316619,68218,37325,34710,158087,158532,30043,38175
2024-03,11303,10020000,嘉義市,263290,126468,136822,32734,181615,48941,16910,15824,88134,93481,21424,27517
2024-03,11303,63000000,臺北市,2509740,1185249,1324491,308404,1641921,559415,159063,149341,781181,860740,245005,314410
2024-03,11303,64000000,高雄市,2736577,1341724,1394853,304524,1902864,529189,157612,146912,947636,955228,236476,292713
2024-03,11303,65000000,新北市,4042587,1965503,2077084,453835,2849284,739468,234434,219401,1403537,1445747,327532,411936
2024-03,11303,66000000,臺中市,2849578,1392917,1456661,376714,2016613,456251,195455,181259,991884,1024729,205578,250673
2024-03,11303,67000000,臺南市,1860072,922984,937088,211267,1295436,353369,109578,101689,651190,644246,162216,191153
2024-03,11303,68000000,桃園市,2321618,1144368,1177250,317442,1649089,355087,164453,152989,819845,829244,160070,195017
2024-04,11304,00000000,全國,23415100,11544533,11870567,2776829,16272287,4365984,1438446,1338383,8134045,8138242,1972042,2393942
2024-04,11304,09007000,連江縣,14008,8076,5932,1405,10476,2127,760,645,6145,4331,1171,956
2024-04,11304,09020000,金門縣,144019,71455,72564,11503,107193,25323,5986,5517,53291,53902,12178,13145
2024-04,11304,10002000,宜蘭縣,449448,225518,223930,50521,311200,87727,26145,24376,158928,152272,40445,47282
2024-04,11304,10004000,新竹縣,590614,300582,290032,90800,415915,83899,47045,43755,213558,202357,39979,43920
2024-04,11304,10005000,苗栗縣,533910,274461,259449,61106,370895,101909,31616,29490,194455,176440,48390,53519
2024-04,11304,10007000,彰化縣,1234209,625789,608420,145844,854170,234195,76049,69795,441224,412946,108516,125679
2024-04,11304,10008000,南投縣,475584,242113,233471,48671,326362,100551,25361,23310,169496,156866,47256,53295
2024-04,11304,10009000,雲林縣,659467,339490,319977,68770,453510,137187,35546,33224,240264,213246,63680,73507
2024-04,11304,10010000,嘉義縣,482604,249813,232791,40908,332319,109377,21233,19675,176975,155344,51605,57772
2024-04,11304,10013000,屏東縣,792856,401485,391371,79715,551266,161875,41451,38264,285261,266005,74773,87102
2024-04,11304,10014000,臺東縣,211021,107594,103427,23087,146454,41480,12056,11031,76695,69759,18843,22637
2024-04,11304,10015000,花蓮縣,316544,159055,157489,35239,217780,63525,18447,16792,111718,106062,28890,34635
2024-04,11304,10016000,澎湖縣,107764,55209,52555,10362,76649,20753,5411,4951,40018,36631,9780,10973
2024-04,11304,10017000,基隆市,361815,179749,182066,34863,252311,74641,18027,16836,128177,124134,33545,41096
2024-04,11304,10018000,新竹市,456917,225458,231459,71884,316579,68454,37224,34660,158077,158502,30157,38297
2024-04,11304,10020000,嘉義市,263200,126405,136795,32689,181470,49041,16888,15801,88065,93405,21452,27589
2024-04,11304,63000000,臺北市,2509112,1184681,1324431,308019,1639838,561255,158818,149201,780111,859727,245752,315503
2024-04,11304,64000000,高雄市,2735981,1341248,1394733,304161,1901251,530569,157454,146707,946792,954459,237002,293567
2024-04,11304,65000000,新北市,4043031,1965575,2077456,452979,2847399,742653,234011,218968,1402762,1444637,328802,413851
2024-04,11304,66000000,臺中市,2850285,1393075,1457210,376211,2015951,458123,195133,181078,991612,1024339,206330,251793
2024-04,11304,67000000,臺南市,1859788,922782,937006,210956,1294418,354414,109418,101538,650684,643734,162680,191734
2024-04,11304,68000000,桃園市,2322923,1144920,1178003,317136,1648881,356906,164367,152769,819737,829144,160816,196090
2024-05,11305,00000000,全國,23413608,11542394,11871214,2773644,16259799,4380165,1436786,1336858,8127521,8132278,1978087,2402078
2024-05,11305,09007000,連江縣,14000,8074,5926,1411,10453,2136,765,646,6131,4322,1178,958
2024-05,11305,09020000,金門縣,143903,71402,72501,11460,107024,25419,5970,5490,53208,53816,12224,13195
2024-05,11305,10002000,宜蘭縣,449500,225494,224006,50538,310972,87990,26155,24383,158770,152202,40569,47421
2024-05,11305,10004000,新竹縣,591334,300951,290383,90854,416335,84145,47097,43757,213761,202574,40093,44052
2024-05,11305,10005000,苗栗縣,533744,274407,259337,61035,370553,102156,31592,29443,194306,176247,48509,53647
2024-05,11305,10007000,彰化縣,1233060,625185,607875,145535,852744,234781,75884,69651,440526,412218,108775,126006
2024-05,11305,10008000,南投縣,475203,241908,233295,48607,325752,100844,25345,23262,169157,156595,47406,53438
