period,民國年月,area_code,area_name,總人口,男性,女性,幼年_0_14,工作年齡_15_64,老年_65plus,男_0_14,女_0_14,男_15_64,女_15_64,男_65plus,女_65plus
2018-08,10708,68000000,桃園市,2211127,1099941,1111186,334350,1630089,246688,174314,160036,811180,818909,114447,132241
2018-09,10709,00000000,全國,23577488,11711347,11866141,3059394,17135661,3382433,1590962,1468432,8569911,8565750,1550474,1831959
2018-09,10709,09007000,連江縣,13058,7462,5596,1501,10107,1450,806,695,5882,4225,774,676
2018-09,10709,09020000,金門縣,138724,69248,69476,13050,108152,17522,6805,6245,54035,54117,8408,9114
2018-09,10709,10002000,宜蘭縣,455592,230277,225315,54737,329049,71806,28425,26312,168562,160487,33290,38516
2018-09,10709,10004000,新竹縣,556056,284039,272017,90897,397333,67826,47319,43578,204278,193055,32442,35384
2018-09,10709,10005000,苗栗縣,550085,283885,266200,69552,393619,86914,36220,33332,206433,187186,41232,45682
2018-09,10709,10007000,彰化縣,1278311,651137,627174,167184,917160,193967,87345,79839,474497,442663,89295,104672
2018-09,10709,10008000,南投縣,498117,255081,243036,54276,359291,84550,28186,26090,187273,172018,39622,44928
2018-09,10709,10009000,雲林縣,687646,356423,331223,79562,485356,122728,41455,38107,258968,226388,56000,66728
2018-09,10709,10010000,嘉義縣,508038,264026,244012,48287,363918,95833,25221,23066,194805,169113,44000,51833
2018-09,10709,10013000,屏東縣,827051,422504,404547,88963,603534,134554,46530,42433,312688,290846,63286,71268
2018-09,10709,10014000,臺東縣,219342,113127,106215,25884,158496,34962,13633,12251,83563,74933,15931,19031
2018-09,10709,10015000,花蓮縣,328444,166538,161906,39489,237319,51636,20626,18863,122129,115190,23783,27853
2018-09,10709,10016000,澎湖縣,104392,53766,50626,11054,76797,16541,5803,5251,40304,36493,7659,8882
2018-09,10709,10017000,基隆市,370368,185140,185228,39098,274112,57158,20264,18834,138992,135120,25884,31274
2018-09,10709,10018000,新竹市,444406,219235,225171,76915,314930,52561,39907,37008,155916,159014,23412,29149
2018-09,10709,10020000,嘉義市,268699,130464,138235,37110,192382,39207,19388,17722,93731,98651,17345,21862
2018-09,10709,63000000,臺北市,2669639,1274341,1395298,364446,1852434,452759,189071,175375,882998,969436,202272,250487
2018-09,10709,64000000,高雄市,2772820,1372006,1400814,333396,2029681,409743,173179,160217,1011029,1018652,187798,221945
2018-09,10709,65000000,新北市,3991411,1953636,2037775,491855,2970677,528879,255459,236396,1457089,1513588,241088,287791
2018-09,10709,66000000,臺中市,2797874,1377838,1420036,406192,2057614,334068,210952,195240,1013326,1044288,153560,180508
2018-09,10709,67000000,臺南市,1884036,940312,943724,231495,1372869,279672,120063,111432,691837,681032,128412,151260
2018-09,10709,68000000,桃園市,2213379,1100862,1112517,334451,1630831,248097,174305,160146,811576,819255,114981,133116
2018-10,10710,00000000,全國,23580833,11711609,11869224,3055127,17126926,3398780,1588641,1466486,8565395,8561531,1557573,1841207
2018-10,10710,09007000,連江縣,13062,7461,5601,1506,10096,1460,805,701,5881,4215,775,685
2018-10,10710,09020000,金門縣,138845,69269,69576,13075,108174,17596,6814,6261,54011,54163,8444,9152
2018-10,10710,10002000,宜蘭縣,455508,230191,225317,54608,328858,72042,28365,26243,168451,160407,33375,38667
2018-10,10710,10004000,新竹縣,556307,284125,272182,90798,397464,68045,47262,43536,204331,193133,32532,35513
2018-10,10710,10005000,苗栗縣,549798,283700,266098,69293,393333,87172,36058,33235,206267,187066,41375,45797
2018-10,10710,10007000,彰化縣,1278437,651107,627330,167059,916735,194643,87289,79770,474217,442518,89601,105042
2018-10,10710,10008000,南投縣,497876,254993,242883,54123,358970,84783,28150,25973,187126,171844,39717,45066
2018-10,10710,10009000,雲林縣,687195,356130,331065,79197,484987,123011,41230,37967,258760,226227,56140,66871
2018-10,10710,10010000,嘉義縣,507780,263870,243910,48135,363508,96137,25103,23032,194597,168911,44170,51967
2018-10,10710,10013000,屏東縣,826779,422287,404492,88746,602906,135127,46366,42380,312391,290515,63530,71597
2018-10,10710,10014000,臺東縣,219268,113066,106202,25841,158344,35083,13594,12247,83478,74866,15994,19089
2018-10,10710,10015000,花蓮縣,328331,166450,161881,39425,237107,51799,20604,18821,122007,115100,23839,27960
2018-10,10710,10016000,澎湖縣,104400,53777,50623,11045,76752,16603,5797,5248,40294,36458,7686,8917
2018-10,10710,10017000,基隆市,370269,185037,185232,38995,273854,57420,20192,18803,138851,135003,25994,31426
2018-10,10710,10018000,新竹市,444775,219393,225382,76896,315022,52857,39900,36996,155964,159058,23529,29328
2018-10,10710,10020000,嘉義市,268741,130501,138240,37048,192326,39367,19373,17675,93716,98610,17412,21955
2018-10,10710,63000000,臺北市,2669874,1274295,1395579,364241,1850695,454938,188974,175267,882117,968578,203204,251734
2018-10,10710,64000000,高雄市,2772624,1371823,1400801,332803,2027924,411897,172934,159869,1010216,1017708,188673,223224
2018-10,10710,65000000,新北市,3992291,1953850,2038441,491067,2968874,532350,254949,236118,1456284,1512590,242617,289733
2018-10,10710,66000000,臺中市,2799254,1378353,1420901,405785,2057420,336049,210722,195063,1013186,1044234,154445,181604
2018-10,10710,67000000,臺南市,1883804,940121,943683,231050,1371979,280775,119850,111200,691363,680616,128908,151867
2018-10,10710,68000000,桃園市,2215615,1101810,1113805,334391,1631598,249626,174310,160081,811887,819711,115613,134013
2018-11,10711,00000000,全國,23584865,11712269,11872596,3051846,17117204,3415815,1586643,1465203,8560399,8556805,1565227,1850588
2018-11,10711,09007000,連江縣,13042,7438,5604,1515,10065,1462,810,705,5851,4214,777,685
2018-11,10711,09020000,金門縣,138963,69326,69637,13074,108177,17712,6818,6256,54005,54172,8503,9209
2018-11,10711,10002000,宜蘭縣,455376,230110,225266,54479,328577,72320,28281,26198,168320,160257,33509,38811
2018-11,10711,10004000,新竹縣,556622,284277,272345,90744,397643,68235,47247,43497,204412,193231,32618,35617
2018-11,10711,10005000,苗栗縣,549405,283454,265951,69106,392906,87393,35955,33151,206034,186872,41465,45928
2018-11,10711,10007000,彰化縣,1278371,651016,627355,166887,916198,195286,87166,79721,473904,442294,89946,105340
2018-11,10711,10008000,南投縣,497486,254763,242723,54008,358413,85065,28066,25942,186836,171577,39861,45204
2018-11,10711,10009000,雲林縣,686674,355889,330785,78921,484490,123263,41086,37835,258507,225983,56296,66967
2018-11,10711,10010000,嘉義縣,507462,263681,243781,48009,363097,96356,25029,22980,194373,168724,44279,52077
2018-11,10711,10013000,屏東縣,826323,422004,404319,88420,602144,135759,46203,42217,311979,290165,63822,71937
2018-11,10711,10014000,臺東縣,219145,112979,106166,25785,158172,35188,13555,12230,83394,74778,16030,19158
2018-11,10711,10015000,花蓮縣,328264,166421,161843,39420,236826,52018,20597,18823,121871,114955,23953,28065
2018-11,10711,10016000,澎湖縣,104441,53807,50634,11034,76738,16669,5799,5235,40308,36430,7700,8969
2018-11,10711,10017000,基隆市,370206,185019,185187,38940,273611,57655,20172,18768,138741,134870,26106,31549
2018-11,10711,10018000,新竹市,445107,219547,225560,76910,315084,53113,39907,37003,156014,159070,23626,29487
2018-11,10711,10020000,嘉義市,268697,130457,138240,36975,192159,39563,19323,17652,93647,98512,17487,22076
2018-11,10711,63000000,臺北市,2669634,1274089,1395545,363963,1848858,456813,188807,175156,881248,967610,204034,252779
2018-11,10711,64000000,高雄市,2773001,1371881,1401120,332508,2026187,414306,172737,159771,1009384,1016803,189760,224546
2018-11,10711,65000000,新北市,3993872,1954395,2039477,490517,2967439,535916,254574,235943,1455670,1511769,244151,291765
2018-11,10711,66000000,臺中市,2801238,1378998,1422240,405536,2057301,338401,210537,194999,1013005,1044296,155456,182945
2018-11,10711,67000000,臺南市,1883760,939972,943788,230750,1370932,282078,119697,111053,690764,680168,129511,152567
2018-11,10711,68000000,桃園市,2217776,1102746,1115030,334345,1632187,251244,174277,160068,812132,820055,116337,134907
2018-12,10712,00000000,全國,23588932,11712913,11876019,3048227,17107188,3433517,1584721,1463506,8555473,8551715,1572719,1860798
2018-12,10712,09007000,連江縣,13056,7448,5608,1527,10062,1467,819,708,5848,4214,781,686
2018-12,10712,09020000,金門縣,139273,69494,69779,13075,108393,17805,6822,6253,54113,54280,8559,9246
2018-12,10712,10002000,宜蘭縣,455221,230027,225194,54363,328214,72644,28230,26133,168147,160067,33650,38994
2018-12,10712,10004000,新竹縣,557010,284385,272625,90788,397706,68516,47241,43547,204423,193283,32721,35795
2018-12,10712,10005000,苗栗縣,548863,283174,265689,68846,392328,87689,35812,33034,205741,186587,41621,46068
2018-12,10712,10007000,彰化縣,1277824,650677,627147,166429,915292,196103,86902,79527,473414,441878,90361,105742
2018-12,10712,10008000,南投縣,497031,254549,242482,53873,357793,85365,28009,25864,186537,171256,40003,45362
2018-12,10712,10009000,雲林縣,686022,355578,330444,78610,483835,123577,40930,37680,258227,225608,56421,67156
2018-12,10712,10010000,嘉義縣,507068,263451,243617,47764,362638,96666,24908,22856,194129,168509,44414,52252
2018-12,10712,10013000,屏東縣,825406,421534,403872,88101,601035,136270,46023,42078,311452,289583,64059,72211
2018-12,10712,10014000,臺東縣,218919,112845,106074,25738,157923,35258,13528,12210,83280,74643,16037,19221
2018-12,10712,10015000,花蓮縣,327968,166258,161710,39277,236527,52164,20511,18766,121747,114780,24000,28164
2018-12,10712,10016000,澎湖縣,104440,53807,50633,11006,76699,16735,5783,5223,40284,36415,7740,8995
2018-12,10712,10017000,基隆市,370155,184978,185177,38863,273294,57998,20117,18746,138631,134663,26230,31768
2018-12,10712,10018000,新竹市,445635,219846,225789,77048,315159,53428,40017,37031,156054,159105,23775,29653
2018-12,10712,10020000,嘉義市,268622,130416,138206,36924,191961,39737,19306,17618,93552,98409,17558,22179
2018-12,10712,63000000,臺北市,2668572,1273375,1395197,363657,1846280,458635,188581,175076,879990,966290,204804,253831
2018-12,10712,64000000,高雄市,2773533,1371957,1401576,331992,2025105,416436,172497,159495,1008858,1016247,190602,225834
2018-12,10712,65000000,新北市,3995717,1954968,2040749,489922,2966090,539705,254258,235664,1455005,1511085,245705,294000
2018-12,10712,66000000,臺中市,2803894,1380106,1423788,405496,2057546,340852,210504,194992,1013100,1044446,156502,184350
2018-12,10712,67000000,臺南市,1883831,939967,943864,230504,1370073,283254,119628,110876,690325,679748,130014,153240
2018-12,10712,68000000,桃園市,2220872,1104073,1116799,334424,1633235,253213,174295,160129,812616,820619,117162,136051
2019-01,10801,00000000,全國,23590744,11712236,11878508,3047067,17095003,3448674,1583864,1463203,8548753,8546250,1579619,1869055
2019-01,10801,09007000,連江縣,13079,7465,5614,1529,10074,1476,819,710,5859,4215,787,689
2019-01,10801,09020000,金門縣,139484,69588,69896,13071,108521,17892,6803,6268,54194,54327,8591,9301
2019-01,10801,10002000,宜蘭縣,455035,229890,225145,54357,327855,72823,28200,26157,167941,159914,33749,39074
2019-01,10801,10004000,新竹縣,557349,284509,272840,90785,397824,68740,47247,43538,204429,193395,32833,35907
2019-01,10801,10005000,苗栗縣,548403,282953,265450,68661,391879,87863,35689,32972,205528,186351,41736,46127
2019-01,10801,10007000,彰化縣,1277176,650277,626899,166164,914329,196683,86725,79439,472899,441430,90653,106030
2019-01,10801,10008000,南投縣,496606,254316,242290,53830,357198,85578,27973,25857,186207,170991,40136,45442
2019-01,10801,10009000,雲林縣,685354,355220,330134,78443,483067,123844,40844,37599,257786,225281,56590,67254
2019-01,10801,10010000,嘉義縣,506559,263214,243345,47612,362101,96846,24858,22754,193847,168254,44509,52337
2019-01,10801,10013000,屏東縣,824587,421035,403552,87891,600073,136623,45864,42027,310947,289126,64224,72399
2019-01,10801,10014000,臺東縣,218691,112719,105972,25724,157643,35324,13509,12215,83136,74507,16074,19250
2019-01,10801,10015000,花蓮縣,327788,166132,161656,39239,236165,52384,20496,18743,121505,114660,24131,28253
2019-01,10801,10016000,澎湖縣,104511,53844,50667,11018,76695,16798,5795,5223,40275,36420,7774,9024
2019-01,10801,10017000,基隆市,369987,184905,185082,38846,272896,58245,20127,18719,138429,134467,26349,31896
2019-01,10801,10018000,新竹市,445990,219958,226032,77104,315200,53686,40038,37066,156037,159163,23883,29803
2019-01,10801,10020000,嘉義市,268579,130379,138200,36874,191754,39951,19264,17610,93481,98273,17634,22317
2019-01,10801,63000000,臺北市,2666908,1272385,1394523,363475,1843195,460238,188458,175017,878407,964788,205520,254718
2019-01,10801,64000000,高雄市,2773607,1371768,1401839,331822,2023406,418379,172381,159441,1007957,1015449,191430,226949
2019-01,10801,65000000,新北市,3997189,1955305,2041884,489720,2964391,543078,254085,235635,1454049,1510342,247171,295907
2019-01,10801,66000000,臺中市,2806406,1381171,1425235,405683,2057854,342869,210575,195108,1013200,1044654,157396,185473
2019-01,10801,67000000,臺南市,1883723,939785,943938,230485,1368741,284497,119590,110895,689588,679153,130607,153890
2019-01,10801,68000000,桃園市,2223733,1105418,1118315,334734,1634142,254857,174524,160210,813052,821090,117842,137015
2019-02,10802,00000000,全國,23590004,11710952,11879052,3043130,17079723,3467151,1581656,1461474,8541440,8538283,1587856,1879295
2019-02,10802,09007000,連江縣,13073,7467,5606,1514,10072,1487,812,702,5859,4213,796,691
2019-02,10802,09020000,金門縣,139426,69559,69867,12990,108440,17996,6768,6222,54152,54288,8639,9357
2019-02,10802,10002000,宜蘭縣,454922,229834,225088,54264,327549,73109,28135,26129,167817,159732,33882,39227
2019-02,10802,10004000,新竹縣,557641,284703,272938,90732,397913,68996,47240,43492,204507,193406,32956,36040
2019-02,10802,10005000,苗栗縣,548124,282809,265315,68456,391450,88218,35563,32893,205323,186127,41923,46295
2019-02,10802,10007000,彰化縣,1276766,650065,626701,165812,913390,197564,86599,79213,472395,440995,91071,106493
2019-02,10802,10008000,南投縣,496435,254196,242239,53757,356748,85930,27935,25822,185953,170795,40308,45622
2019-02,10802,10009000,雲林縣,684759,354914,329845,78191,482330,124238,40693,37498,257419,224911,56802,67436
2019-02,10802,10010000,嘉義縣,506206,263014,243192,47447,361543,97216,24747,22700,193551,167992,44716,52500
2019-02,10802,10013000,屏東縣,823952,420700,403252,87694,599037,137221,45758,41936,310427,288610,64515,72706
2019-02,10802,10014000,臺東縣,218513,112594,105919,25672,157392,35449,13492,12180,82983,74409,16119,19330
2019-02,10802,10015000,花蓮縣,327654,166019,161635,39180,235849,52625,20455,18725,121322,114527,24242,28383
2019-02,10802,10016000,澎湖縣,104533,53866,50667,10956,76720,16857,5768,5188,40296,36424,7802,9055
2019-02,10802,10017000,基隆市,369916,184845,185071,38827,272476,58613,20122,18705,138217,134259,26506,32107
2019-02,10802,10018000,新竹市,446210,220055,226155,77106,315126,53978,40041,37065,155997,159129,24017,29961
2019-02,10802,10020000,嘉義市,268543,130338,138205,36810,191586,40147,19210,17600,93401,98185,17727,22420
2019-02,10802,63000000,臺北市,2664983,1271327,1393656,362727,1839918,462338,188026,174701,876903,963015,206398,255940
2019-02,10802,64000000,高雄市,2773596,1371586,1402010,331482,2021484,420630,172161,159321,1007024,1014460,192401,228229
2019-02,10802,65000000,新北市,3998358,1955711,2042647,489277,2962095,546986,253788,235489,1453084,1509011,248839,298147
2019-02,10802,66000000,臺中市,2807325,1381561,1425764,405273,2057047,345005,210379,194894,1012866,1044181,158316,186689
2019-02,10802,67000000,臺南市,1883448,939642,943806,230287,1367297,285864,119514,110773,688834,678463,131294,154570
2019-02,10802,68000000,桃園市,2225621,1106147,1119474,334676,1634261,256684,174450,160226,813110,821151,118587,138097
2019-03,10803,00000000,全國,23589192,11709344,11879848,3038947,17067429,3482816,1579538,1459409,8535421,8532008,1594385,1888431
2019-03,10803,09007000,連江縣,13053,7468,5585,1507,10051,1495,810,697,5852,4199,806,689
2019-03,10803,09020000,金門縣,139387,69545,69842,12867,108415,18105,6704,6163,54152,54263,8689,9416
2019-03,10803,10002000,宜蘭縣,454770,229735,225035,54158,327197,73415,28074,26084,167659,159538,34002,39413
2019-03,10803,10004000,新竹縣,558020,284886,273134,90752,398019,69249,47258,43494,204545,193474,33083,36166
2019-03,10803,10005000,苗栗縣,547692,282591,265101,68270,390942,88480,35449,32821,205094,185848,42048,46432
2019-03,10803,10007000,彰化縣,1276289,649791,626498,165461,912523,198305,86432,79029,471901,440622,91458,106847
2019-03,10803,10008000,南投縣,496167,254046,242121,53691,356320,86156,27954,25737,185678,170642,40414,45742
2019-03,10803,10009000,雲林縣,684241,354632,329609,77926,481833,124482,40578,37348,257149,224684,56905,67577
2019-03,10803,10010000,嘉義縣,505785,262711,243074,47296,361106,97383,24669,22627,193243,167863,44799,52584
2019-03,10803,10013000,屏東縣,823256,420292,402964,87588,597980,137688,45681,41907,309889,288091,64722,72966
2019-03,10803,10014000,臺東縣,218256,112448,105808,25568,157117,35571,13433,12135,82839,74278,16176,19395
2019-03,10803,10015000,花蓮縣,327513,165931,161582,39171,235543,52799,20450,18721,121169,114374,24312,28487
2019-03,10803,10016000,澎湖縣,104574,53918,50656,10897,76798,16879,5742,5155,40363,36435,7813,9066
2019-03,10803,10017000,基隆市,369848,184826,185022,38813,272138,58897,20108,18705,138100,134038,26618,32279
2019-03,10803,10018000,新竹市,446567,220219,226348,77113,315216,54238,40041,37072,156067,159149,24111,30127
2019-03,10803,10020000,嘉義市,268502,130297,138205,36747,191445,40310,19179,17568,93332,98113,17786,22524
2019-03,10803,63000000,臺北市,2663425,1270279,1393146,362064,1837331,464030,187621,174443,875608,961723,207050,256980
2019-03,10803,64000000,高雄市,2773271,1371330,1401941,331012,2019815,422444,171993,159019,1006236,1013579,193101,229343
2019-03,10803,65000000,新北市,3998883,1955860,2043023,488410,2959878,550595,253360,235050,1452171,1507707,250329,300266
2019-03,10803,66000000,臺中市,2808219,1381811,1426408,404832,2056478,346909,210128,194704,1012595,1043883,159088,187821
2019-03,10803,67000000,臺南市,1883356,939536,943820,230088,1366321,286947,119400,110688,688348,677973,131788,155159
2019-03,10803,68000000,桃園市,2228118,1107192,1120926,334716,1634963,258439,174474,160242,813431,821532,119287,139152
2019-04,10804,00000000,全國,23589312,11708129,11881183,3036662,17059336,3493314,1578132,1458530,8531303,8528033,1598694,1894620
2019-04,10804,09007000,連江縣,13056,7465,5591,1510,10044,1502,813,697,5845,4199,807,695
2019-04,10804,09020000,金門縣,139464,69579,69885,12786,108499,18179,6649,6137,54193,54306,8737,9442
2019-04,10804,10002000,宜蘭縣,454732,229662,225070,54148,326997,73587,28055,26093,167546,159451,34061,39526
2019-04,10804,10004000,新竹縣,558507,285109,273398,90815,398294,69398,47275,43540,204715,193579,33119,36279
2019-04,10804,10005000,苗栗縣,547387,282419,264968,68191,390549,88647,35394,32797,204929,185620,42096,46551
2019-04,10804,10007000,彰化縣,1275669,649376,626293,165076,911859,198734,86236,78840,471530,440329,91610,107124
2019-04,10804,10008000,南投縣,495891,253853,242038,53643,355937,86311,27921,25722,185458,170479,40474,45837
2019-04,10804,10009000,雲林縣,683898,354423,329475,77874,481365,124659,40555,37319,256877,224488,56991,67668
2019-04,10804,10010000,嘉義縣,505408,262470,242938,47138,360811,97459,24583,22555,193045,167766,44842,52617
2019-04,10804,10013000,屏東縣,822709,419994,402715,87490,597216,138003,45644,41846,309517,287699,64833,73170
2019-04,10804,10014000,臺東縣,218119,112366,105753,25575,156946,35598,13436,12139,82750,74196,16180,19418
2019-04,10804,10015000,花蓮縣,327349,165802,161547,39139,235282,52928,20438,18701,121002,114280,24362,28566
2019-04,10804,10016000,澎湖縣,104683,53997,50686,10869,76906,16908,5721,5148,40446,36460,7830,9078
2019-04,10804,10017000,基隆市,369820,184813,185007,38844,271885,59091,20133,18711,137987,133898,26693,32398
2019-04,10804,10018000,新竹市,446701,220281,226420,77038,315233,54430,40004,37034,156050,159183,24227,30203
2019-04,10804,10020000,嘉義市,268474,130288,138186,36732,191347,40395,19182,17550,93300,98047,17806,22589
2019-04,10804,63000000,臺北市,2661317,1269117,1392200,361410,1834910,464997,187283,174127,874433,960477,207401,257596
2019-04,10804,64000000,高雄市,2773229,1371160,1402069,330944,2018526,423759,171851,159093,1005664,1012862,193645,230114
2019-04,10804,65000000,新北市,4000164,1956298,2043866,487973,2959159,553032,253085,234888,1451904,1507255,251309,301723
2019-04,10804,66000000,臺中市,2809004,1382061,1426943,404608,2056125,348271,209987,194621,1012370,1043755,159704,188567
2019-04,10804,67000000,臺南市,1883078,939305,943773,229912,1365632,287534,119281,110631,687949,677683,132075,155459
2019-04,10804,68000000,桃園市,2230653,1108291,1122362,334947,1635814,259892,174606,160341,813793,822021,119892,140000
2019-05,10805,00000000,全國,23589870,11707074,11882796,3034591,17051010,3504269,1576839,1457752,8527073,8523937,1603162,1901107
2019-05,10805,09007000,連江縣,13095,7493,5602,1523,10060,1512,815,708,5865,4195,813,699
2019-05,10805,09020000,金門縣,139440,69577,69863,12733,108364,18343,6629,6104,54130,54234,8818,9525
2019-05,10805,10002000,宜蘭縣,454725,229656,225069,54157,326840,73728,28044,26113,167493,159347,34119,39609
2019-05,10805,10004000,新竹縣,559317,285493,273824,91066,398618,69633,47385,43681,204872,193746,33236,36397
2019-05,10805,10005000,苗栗縣,547037,282228,264809,67996,390205,88836,35279,32717,204773,185432,42176,46660
2019-05,10805,10007000,彰化縣,1275111,649050,626061,164757,911214,199140,86094,78663,471215,439999,91741,107399
2019-05,10805,10008000,南投縣,495546,253671,241875,53547,355490,86509,27867,25680,185222,170268,40582,45927
2019-05,10805,10009000,雲林縣,683589,354242,329347,77852,481013,124724,40512,37340,256710,224303,57020,67704
2019-05,10805,10010000,嘉義縣,505035,262315,242720,47032,360456,97547,24557,22475,192867,167589,44891,52656
2019-05,10805,10013000,屏東縣,822270,419737,402533,87461,596520,138289,45600,41861,309181,287339,64956,73333
2019-05,10805,10014000,臺東縣,217936,112260,105676,25507,156792,35637,13383,12124,82683,74109,16194,19443
2019-05,10805,10015000,花蓮縣,327080,165627,161453,39083,234954,53043,20393,18690,120809,114145,24425,28618
2019-05,10805,10016000,澎湖縣,104751,54037,50714,10870,76962,16919,5728,5142,40473,36489,7836,9083
2019-05,10805,10017000,基隆市,369613,184664,184949,38727,271632,59254,20075,18652,137829,133803,26760,32494
2019-05,10805,10018000,新竹市,447081,220447,226634,77075,315434,54572,40048,37027,156102,159332,24297,30275
2019-05,10805,10020000,嘉義市,268514,130280,138234,36694,191293,40527,19146,17548,93274,98019,17860,22667
2019-05,10805,63000000,臺北市,2658615,1267542,1391073,360435,1832098,466082,186752,173683,872954,959144,207836,258246
2019-05,10805,64000000,高雄市,2773026,1370878,1402148,330610,2017345,425071,171660,158950,1005009,1012336,194209,230862
2019-05,10805,65000000,新北市,4003297,1957654,2045643,488684,2958869,555744,253371,235313,1451935,1506934,252348,303396
2019-05,10805,66000000,臺中市,2809545,1382201,1427344,404317,2055578,349650,209871,194446,1012098,1043480,160232,189418
2019-05,10805,67000000,臺南市,1882624,938972,943652,229669,1364901,288054,119180,110489,687499,677402,132293,155761
2019-05,10805,68000000,桃園市,2232623,1109050,1123573,334796,1636372,261455,174450,160346,814080,822292,120520,140935
2019-06,10806,00000000,全國,23591031,11706411,11884620,3031332,17044278,3515421,1575061,1456271,8523548,8520730,1607802,1907619
2019-06,10806,09007000,連江縣,13095,7499,5596,1521,10058,1516,812,709,5874,4184,813,703
2019-06,10806,09020000,金門縣,139281,69523,69758,12752,108060,18469,6654,6098,53987,54073,8882,9587
2019-06,10806,10002000,宜蘭縣,454706,229638,225068,54112,326733,73861,28031,26081,167440,159293,34167,39694
2019-06,10806,10004000,新竹縣,559734,285742,273992,91101,398831,69802,47429,43672,204988,193843,33325,36477
2019-06,10806,10005000,苗栗縣,546690,282025,264665,67808,389905,88977,35160,32648,204649,185256,42216,46761
2019-06,10806,10007000,彰化縣,1274724,648798,625926,164445,910738,199541,85909,78536,470968,439770,91921,107620
2019-06,10806,10008000,南投縣,495283,253499,241784,53460,355087,86736,27800,25660,185000,170087,40699,46037
2019-06,10806,10009000,雲林縣,683318,354050,329268,77732,480761,124825,40457,37275,256548,224213,57045,67780
2019-06,10806,10010000,嘉義縣,504750,262133,242617,46910,360134,97706,24484,22426,192668,167466,44981,52725
2019-06,10806,10013000,屏東縣,821834,419526,402308,87241,595981,138612,45475,41766,308949,287032,65102,73510
2019-06,10806,10014000,臺東縣,217721,112169,105552,25437,156577,35707,13358,12079,82576,74001,16235,19472
2019-06,10806,10015000,花蓮縣,326986,165538,161448,39056,234775,53155,20378,18678,120682,114093,24478,28677
2019-06,10806,10016000,澎湖縣,104676,53992,50684,10885,76831,16960,5733,5152,40405,36426,7854,9106
2019-06,10806,10017000,基隆市,369475,184555,184920,38602,271392,59481,20006,18596,137704,133688,26845,32636
2019-06,10806,10018000,新竹市,447359,220553,226806,77047,315603,54709,40019,37028,156187,159416,24347,30362
2019-06,10806,10020000,嘉義市,268435,130221,138214,36623,191212,40600,19114,17509,93221,97991,17886,22714
2019-06,10806,63000000,臺北市,2657652,1266944,1390708,360224,1830123,467305,186644,173580,871945,958178,208355,258950
2019-06,10806,64000000,高雄市,2773177,1370833,1402344,330334,2016309,426534,171502,158832,1004486,1011823,194845,231689
2019-06,10806,65000000,新北市,4004598,1957935,2046663,487964,2958303,558331,252944,235020,1451629,1506674,253362,304969
2019-06,10806,66000000,臺中市,2810219,1382399,1427820,403778,2055521,350920,209626,194152,1012037,1043484,160736,190184
2019-06,10806,67000000,臺南市,1882313,938707,943606,229406,1364109,288798,119030,110376,687074,677035,132603,156195
2019-06,10806,68000000,桃園市,2235005,1110132,1124873,334894,1637235,262876,174496,160398,814531,822704,121105,141771
2019-07,10807,00000000,全國,23592598,11705811,11886787,3029526,17038974,3524098,1573875,1455651,8520700,8518274,1611236,1912862
2019-07,10807,09007000,連江縣,13062,7479,5583,1520,10015,1527,811,709,5846,4169,822,705
2019-07,10807,09020000,金門縣,139365,69577,69788,12777,108023,18565,6659,6118,54002,54021,8916,9649
2019-07,10807,10002000,宜蘭縣,454636,229596,225040,54081,326556,73999,28009,26072,167346,159210,34241,39758
2019-07,10807,10004000,新竹縣,560719,286222,274497,91298,399511,69910,47480,43818,205360,194151,33382,36528
2019-07,10807,10005000,苗栗縣,546461,281886,264575,67723,389702,89036,35106,32617,204555,185147,42225,46811
2019-07,10807,10007000,彰化縣,1274274,648533,625741,164268,910267,199739,85770,78498,470722,439545,92041,107698
2019-07,10807,10008000,南投縣,495084,253340,241744,53437,354779,86868,27754,25683,184844,169935,40742,46126
2019-07,10807,10009000,雲林縣,682912,353819,329093,77616,480520,124776,40412,37204,256402,224118,57005,67771
2019-07,10807,10010000,嘉義縣,504453,261974,242479,46855,359845,97753,24488,22367,192496,167349,44990,52763
2019-07,10807,10013000,屏東縣,821196,419100,402096,87104,595306,138786,45376,41728,308583,286723,65141,73645
2019-07,10807,10014000,臺東縣,217540,112052,105488,25325,156449,35766,13306,12019,82489,73960,16257,19509
2019-07,10807,10015000,花蓮縣,326813,165472,161341,38989,234557,53267,20372,18617,120577,113980,24523,28744
2019-07,10807,10016000,澎湖縣,104708,54009,50699,10912,76794,17002,5748,5164,40396,36398,7865,9137
2019-07,10807,10017000,基隆市,369360,184486,184874,38530,271225,59605,19963,18567,137623,133602,26900,32705
2019-07,10807,10018000,新竹市,447484,220631,226853,76985,315637,54862,39985,37000,156240,159397,24406,30456
2019-07,10807,10020000,嘉義市,268231,130146,138085,36548,191024,40659,19079,17469,93152,97872,17915,22744
2019-07,10807,63000000,臺北市,2654008,1265088,1388920,359169,1826600,468239,186090,173079,870321,956279,208677,259562
2019-07,10807,64000000,高雄市,2773591,1370832,1402759,330483,2015421,427687,171551,158932,1003989,1011432,195292,232395
2019-07,10807,65000000,新北市,4007814,1959173,2048641,488157,2959026,560631,252990,235167,1451874,1507152,254309,306322
