西元年,月,民國年,產業,生產指數
2018,6,民國107年6月,金屬機電工業,77.42
2018,6,民國107年6月,金屬製品業,95.52
2018,6,民國107年6月,電力設備及配備業,85.5
2018,6,民國107年6月,電子零組件業,64.91
2018,6,民國107年6月,電腦、電子產品及光學製品業,64.69
2018,6,民國107年6月,非金屬礦物製品業,89.19
2018,6,民國107年6月,食品及飼品業,92.42
2018,6,民國107年6月,飲料業,86.19
2018,7,民國107年7月,其他化學製品業,94.08
2018,7,民國107年7月,其他製造業,76.32
2018,7,民國107年7月,其他運輸工具及其零件業,97.04
2018,7,民國107年7月,化學工業,67.88
2018,7,民國107年7月,化學材料及肥料業,123.19
2018,7,民國107年7月,印刷及資料儲存媒體複製業,96.61
2018,7,民國107年7月,基本金屬業,92.47
2018,7,民國107年7月,塑膠製品業,94.93
2018,7,民國107年7月,家具業,94.16
2018,7,民國107年7月,成衣及服飾品業,98.34
2018,7,民國107年7月,木竹製品業,104.36
2018,7,民國107年7月,機械設備業,88.51
2018,7,民國107年7月,橡膠製品業,75.16
2018,7,民國107年7月,民生工業,96.0
2018,7,民國107年7月,汽車及其零件業,91.9
2018,7,民國107年7月,產業用機械設備維修及安裝業,75.95
2018,7,民國107年7月,皮革、毛皮及其製品業,99.6
2018,7,民國107年7月,石油及煤製品業,110.19
2018,7,民國107年7月,紙漿、紙及紙製品業,134.96
2018,7,民國107年7月,紡織業,100.29
2018,7,民國107年7月,菸草業,115.49
2018,7,民國107年7月,藥品及醫用化學製品業,97.77
2018,7,民國107年7月,資訊電子工業,104.22
2018,7,民國107年7月,金屬機電工業,78.56
2018,7,民國107年7月,金屬製品業,98.87
2018,7,民國107年7月,電力設備及配備業,88.97
2018,7,民國107年7月,電子零組件業,65.28
2018,7,民國107年7月,電腦、電子產品及光學製品業,64.93
2018,7,民國107年7月,非金屬礦物製品業,89.83
2018,7,民國107年7月,食品及飼品業,93.68
2018,7,民國107年7月,飲料業,92.67
2018,8,民國107年8月,其他化學製品業,96.48
2018,8,民國107年8月,其他製造業,86.15
2018,8,民國107年8月,其他運輸工具及其零件業,80.37
2018,8,民國107年8月,化學工業,73.76
2018,8,民國107年8月,化學材料及肥料業,123.2
2018,8,民國107年8月,印刷及資料儲存媒體複製業,98.14
2018,8,民國107年8月,基本金屬業,91.61
2018,8,民國107年8月,塑膠製品業,96.99
2018,8,民國107年8月,家具業,95.03
2018,8,民國107年8月,成衣及服飾品業,105.09
2018,8,民國107年8月,木竹製品業,122.6
2018,8,民國107年8月,機械設備業,90.6
2018,8,民國107年8月,橡膠製品業,78.03
2018,8,民國107年8月,民生工業,96.28
2018,8,民國107年8月,汽車及其零件業,92.08
2018,8,民國107年8月,產業用機械設備維修及安裝業,78.02
2018,8,民國107年8月,皮革、毛皮及其製品業,101.28
2018,8,民國107年8月,石油及煤製品業,107.53
2018,8,民國107年8月,紙漿、紙及紙製品業,140.58
2018,8,民國107年8月,紡織業,104.36
2018,8,民國107年8月,菸草業,125.7
2018,8,民國107年8月,藥品及醫用化學製品業,102.04
2018,8,民國107年8月,資訊電子工業,105.15
2018,8,民國107年8月,金屬機電工業,81.01
2018,8,民國107年8月,金屬製品業,100.7
2018,8,民國107年8月,電力設備及配備業,89.31
2018,8,民國107年8月,電子零組件業,68.71
2018,8,民國107年8月,電腦、電子產品及光學製品業,68.06
2018,8,民國107年8月,非金屬礦物製品業,93.06
2018,8,民國107年8月,食品及飼品業,98.25
2018,8,民國107年8月,飲料業,94.2
2018,9,民國107年9月,其他化學製品業,90.48
2018,9,民國107年9月,其他製造業,79.09
2018,9,民國107年9月,其他運輸工具及其零件業,79.64
2018,9,民國107年9月,化學工業,71.2
2018,9,民國107年9月,化學材料及肥料業,115.48
2018,9,民國107年9月,印刷及資料儲存媒體複製業,89.6
2018,9,民國107年9月,基本金屬業,84.88
2018,9,民國107年9月,塑膠製品業,88.06
2018,9,民國107年9月,家具業,91.32
2018,9,民國107年9月,成衣及服飾品業,93.56
2018,9,民國107年9月,木竹製品業,88.9
2018,9,民國107年9月,機械設備業,82.1
2018,9,民國107年9月,橡膠製品業,74.46
2018,9,民國107年9月,民生工業,86.29
2018,9,民國107年9月,汽車及其零件業,82.86
2018,9,民國107年9月,產業用機械設備維修及安裝業,73.08
2018,9,民國107年9月,皮革、毛皮及其製品業,93.8
2018,9,民國107年9月,石油及煤製品業,100.68
2018,9,民國107年9月,紙漿、紙及紙製品業,123.42
2018,9,民國107年9月,紡織業,95.67
2018,9,民國107年9月,菸草業,106.32
2018,9,民國107年9月,藥品及醫用化學製品業,90.87
2018,9,民國107年9月,資訊電子工業,104.66
2018,9,民國107年9月,金屬機電工業,79.84
2018,9,民國107年9月,金屬製品業,95.38
2018,9,民國107年9月,電力設備及配備業,80.46
2018,9,民國107年9月,電子零組件業,72.4
2018,9,民國107年9月,電腦、電子產品及光學製品業,72.49
2018,9,民國107年9月,非金屬礦物製品業,84.32
2018,9,民國107年9月,食品及飼品業,88.82
2018,9,民國107年9月,飲料業,84.8
2018,10,民國107年10月,其他化學製品業,94.57
2018,10,民國107年10月,其他製造業,84.25
2018,10,民國107年10月,其他運輸工具及其零件業,88.97
2018,10,民國107年10月,化學工業,78.86
2018,10,民國107年10月,化學材料及肥料業,112.03
2018,10,民國107年10月,印刷及資料儲存媒體複製業,98.26
2018,10,民國107年10月,基本金屬業,91.3
2018,10,民國107年10月,塑膠製品業,94.79
2018,10,民國107年10月,家具業,97.44
2018,10,民國107年10月,成衣及服飾品業,100.14
2018,10,民國107年10月,木竹製品業,108.5
2018,10,民國107年10月,機械設備業,91.21
2018,10,民國107年10月,橡膠製品業,80.5
2018,10,民國107年10月,民生工業,94.02
2018,10,民國107年10月,汽車及其零件業,90.19
2018,10,民國107年10月,產業用機械設備維修及安裝業,75.45
2018,10,民國107年10月,皮革、毛皮及其製品業,98.75
2018,10,民國107年10月,石油及煤製品業,125.85
2018,10,民國107年10月,紙漿、紙及紙製品業,125.35
2018,10,民國107年10月,紡織業,105.33
2018,10,民國107年10月,菸草業,114.7
2018,10,民國107年10月,藥品及醫用化學製品業,103.14
2018,10,民國107年10月,資訊電子工業,103.15
2018,10,民國107年10月,金屬機電工業,83.88
2018,10,民國107年10月,金屬製品業,98.93
2018,10,民國107年10月,電力設備及配備業,88.62
2018,10,民國107年10月,電子零組件業,74.86
2018,10,民國107年10月,電腦、電子產品及光學製品業,74.33
2018,10,民國107年10月,非金屬礦物製品業,92.0
2018,10,民國107年10月,食品及飼品業,95.99
2018,10,民國107年10月,飲料業,90.46
2018,11,民國107年11月,其他化學製品業,93.62
2018,11,民國107年11月,其他製造業,85.11
2018,11,民國107年11月,其他運輸工具及其零件業,86.82
2018,11,民國107年11月,化學工業,73.54
2018,11,民國107年11月,化學材料及肥料業,117.72
2018,11,民國107年11月,印刷及資料儲存媒體複製業,96.49
2018,11,民國107年11月,基本金屬業,89.84
2018,11,民國107年11月,塑膠製品業,92.8
2018,11,民國107年11月,家具業,95.06
2018,11,民國107年11月,成衣及服飾品業,96.98
2018,11,民國107年11月,木竹製品業,98.94
2018,11,民國107年11月,機械設備業,90.28
2018,11,民國107年11月,橡膠製品業,75.82
2018,11,民國107年11月,民生工業,91.99
2018,11,民國107年11月,汽車及其零件業,90.32
2018,11,民國107年11月,產業用機械設備維修及安裝業,77.91
2018,11,民國107年11月,皮革、毛皮及其製品業,98.31
2018,11,民國107年11月,石油及煤製品業,126.27
2018,11,民國107年11月,紙漿、紙及紙製品業,120.75
2018,11,民國107年11月,紡織業,113.34
2018,11,民國107年11月,菸草業,110.86
2018,11,民國107年11月,藥品及醫用化學製品業,98.55
2018,11,民國107年11月,資訊電子工業,98.51
2018,11,民國107年11月,金屬機電工業,80.55
2018,11,民國107年11月,金屬製品業,94.73
2018,11,民國107年11月,電力設備及配備業,87.51
2018,11,民國107年11月,電子零組件業,69.68
2018,11,民國107年11月,電腦、電子產品及光學製品業,69.17
2018,11,民國107年11月,非金屬礦物製品業,86.45
2018,11,民國107年11月,食品及飼品業,95.67
2018,11,民國107年11月,飲料業,90.15
2018,12,民國107年12月,其他化學製品業,92.78
2018,12,民國107年12月,其他製造業,84.79
2018,12,民國107年12月,其他運輸工具及其零件業,81.66
2018,12,民國107年12月,化學工業,74.87
2018,12,民國107年12月,化學材料及肥料業,107.66
2018,12,民國107年12月,印刷及資料儲存媒體複製業,95.64
2018,12,民國107年12月,基本金屬業,88.83
2018,12,民國107年12月,塑膠製品業,89.75
2018,12,民國107年12月,家具業,96.65
2018,12,民國107年12月,成衣及服飾品業,93.59
2018,12,民國107年12月,木竹製品業,106.08
2018,12,民國107年12月,機械設備業,89.28
2018,12,民國107年12月,橡膠製品業,81.41
2018,12,民國107年12月,民生工業,88.75
2018,12,民國107年12月,汽車及其零件業,89.0
2018,12,民國107年12月,產業用機械設備維修及安裝業,75.24
2018,12,民國107年12月,皮革、毛皮及其製品業,95.1
2018,12,民國107年12月,石油及煤製品業,119.94
2018,12,民國107年12月,紙漿、紙及紙製品業,130.37
2018,12,民國107年12月,紡織業,113.15
2018,12,民國107年12月,菸草業,94.55
2018,12,民國107年12月,藥品及醫用化學製品業,92.74
2018,12,民國107年12月,資訊電子工業,117.18
2018,12,民國107年12月,金屬機電工業,79.15
2018,12,民國107年12月,金屬製品業,95.04
2018,12,民國107年12月,電力設備及配備業,85.5
2018,12,民國107年12月,電子零組件業,68.43
2018,12,民國107年12月,電腦、電子產品及光學製品業,67.62
2018,12,民國107年12月,非金屬礦物製品業,83.65
2018,12,民國107年12月,食品及飼品業,95.52
2018,12,民國107年12月,飲料業,95.48
2019,1,民國108年1月,其他化學製品業,96.49
2019,1,民國108年1月,其他製造業,96.97
2019,1,民國108年1月,其他運輸工具及其零件業,95.34
2019,1,民國108年1月,化學工業,78.74
2019,1,民國108年1月,化學材料及肥料業,113.95
2019,1,民國108年1月,印刷及資料儲存媒體複製業,104.31
2019,1,民國108年1月,基本金屬業,92.05
2019,1,民國108年1月,塑膠製品業,104.71
2019,1,民國108年1月,家具業,98.91
2019,1,民國108年1月,成衣及服飾品業,106.2
2019,1,民國108年1月,木竹製品業,109.21
2019,1,民國108年1月,機械設備業,90.58
2019,1,民國108年1月,橡膠製品業,88.69
2019,1,民國108年1月,民生工業,99.38
2019,1,民國108年1月,汽車及其零件業,85.71
2019,1,民國108年1月,產業用機械設備維修及安裝業,83.49
2019,1,民國108年1月,皮革、毛皮及其製品業,101.28
2019,1,民國108年1月,石油及煤製品業,104.76
2019,1,民國108年1月,紙漿、紙及紙製品業,142.47
2019,1,民國108年1月,紡織業,94.14
2019,1,民國108年1月,菸草業,113.92
2019,1,民國108年1月,藥品及醫用化學製品業,104.29
2019,1,民國108年1月,資訊電子工業,104.33
2019,1,民國108年1月,金屬機電工業,79.1
2019,1,民國108年1月,金屬製品業,95.42
2019,1,民國108年1月,電力設備及配備業,93.81
2019,1,民國108年1月,電子零組件業,64.42
2019,1,民國108年1月,電腦、電子產品及光學製品業,62.77
2019,1,民國108年1月,非金屬礦物製品業,99.55
2019,1,民國108年1月,食品及飼品業,102.72
2019,1,民國108年1月,飲料業,109.72
2019,2,民國108年2月,其他化學製品業,83.02
2019,2,民國108年2月,其他製造業,55.37
2019,2,民國108年2月,其他運輸工具及其零件業,61.99
2019,2,民國108年2月,化學工業,54.83
2019,2,民國108年2月,化學材料及肥料業,114.17
2019,2,民國108年2月,印刷及資料儲存媒體複製業,75.98
2019,2,民國108年2月,基本金屬業,67.38
2019,2,民國108年2月,塑膠製品業,72.81
2019,2,民國108年2月,家具業,73.73
2019,2,民國108年2月,成衣及服飾品業,75.81
2019,2,民國108年2月,木竹製品業,70.7
2019,2,民國108年2月,機械設備業,62.91
2019,2,民國108年2月,橡膠製品業,60.8
2019,2,民國108年2月,民生工業,65.83
2019,2,民國108年2月,汽車及其零件業,59.83
2019,2,民國108年2月,產業用機械設備維修及安裝業,55.16
2019,2,民國108年2月,皮革、毛皮及其製品業,83.08
2019,2,民國108年2月,石油及煤製品業,67.23
2019,2,民國108年2月,紙漿、紙及紙製品業,89.64
2019,2,民國108年2月,紡織業,73.56
2019,2,民國108年2月,菸草業,71.2
2019,2,民國108年2月,藥品及醫用化學製品業,70.56
2019,2,民國108年2月,資訊電子工業,81.86
2019,2,民國108年2月,金屬機電工業,61.76
2019,2,民國108年2月,金屬製品業,81.77
2019,2,民國108年2月,電力設備及配備業,64.73
2019,2,民國108年2月,電子零組件業,52.45
2019,2,民國108年2月,電腦、電子產品及光學製品業,52.14
2019,2,民國108年2月,非金屬礦物製品業,64.96
2019,2,民國108年2月,食品及飼品業,70.05
2019,2,民國108年2月,飲料業,70.54
2019,3,民國108年3月,其他化學製品業,95.5
2019,3,民國108年3月,其他製造業,78.53
2019,3,民國108年3月,其他運輸工具及其零件業,88.46
2019,3,民國108年3月,化學工業,71.83
2019,3,民國108年3月,化學材料及肥料業,102.75
2019,3,民國108年3月,印刷及資料儲存媒體複製業,96.52
2019,3,民國108年3月,基本金屬業,88.43
2019,3,民國108年3月,塑膠製品業,101.08
2019,3,民國108年3月,家具業,94.31
2019,3,民國108年3月,成衣及服飾品業,100.66
2019,3,民國108年3月,木竹製品業,90.4
2019,3,民國108年3月,機械設備業,84.16
2019,3,民國108年3月,橡膠製品業,75.8
2019,3,民國108年3月,民生工業,90.72
2019,3,民國108年3月,汽車及其零件業,80.66
2019,3,民國108年3月,產業用機械設備維修及安裝業,77.11
2019,3,民國108年3月,皮革、毛皮及其製品業,95.57
2019,3,民國108年3月,石油及煤製品業,97.53
2019,3,民國108年3月,紙漿、紙及紙製品業,142.5
2019,3,民國108年3月,紡織業,94.62
2019,3,民國108年3月,菸草業,92.33
2019,3,民國108年3月,藥品及醫用化學製品業,96.22
2019,3,民國108年3月,資訊電子工業,107.33
2019,3,民國108年3月,金屬機電工業,76.68
2019,3,民國108年3月,金屬製品業,97.42
2019,3,民國108年3月,電力設備及配備業,88.1
2019,3,民國108年3月,電子零組件業,64.66
2019,3,民國108年3月,電腦、電子產品及光學製品業,63.82
2019,3,民國108年3月,非金屬礦物製品業,85.62
2019,3,民國108年3月,食品及飼品業,91.83
2019,3,民國108年3月,飲料業,91.68
2019,4,民國108年4月,其他化學製品業,91.92
2019,4,民國108年4月,其他製造業,76.42
2019,4,民國108年4月,其他運輸工具及其零件業,94.22
2019,4,民國108年4月,化學工業,78.72
2019,4,民國108年4月,化學材料及肥料業,107.84
2019,4,民國108年4月,印刷及資料儲存媒體複製業,91.18
2019,4,民國108年4月,基本金屬業,87.36
2019,4,民國108年4月,塑膠製品業,102.14
2019,4,民國108年4月,家具業,86.95
2019,4,民國108年4月,成衣及服飾品業,98.82
2019,4,民國108年4月,木竹製品業,101.82
2019,4,民國108年4月,機械設備業,83.92
2019,4,民國108年4月,橡膠製品業,74.7
2019,4,民國108年4月,民生工業,89.64
2019,4,民國108年4月,汽車及其零件業,82.1
2019,4,民國108年4月,產業用機械設備維修及安裝業,77.6
2019,4,民國108年4月,皮革、毛皮及其製品業,94.91
2019,4,民國108年4月,石油及煤製品業,98.74
2019,4,民國108年4月,紙漿、紙及紙製品業,146.75
2019,4,民國108年4月,紡織業,96.12
2019,4,民國108年4月,菸草業,98.96
2019,4,民國108年4月,藥品及醫用化學製品業,100.18
2019,4,民國108年4月,資訊電子工業,114.25
2019,4,民國108年4月,金屬機電工業,76.13
2019,4,民國108年4月,金屬製品業,90.86
2019,4,民國108年4月,電力設備及配備業,85.87
2019,4,民國108年4月,電子零組件業,64.34
2019,4,民國108年4月,電腦、電子產品及光學製品業,62.68
2019,4,民國108年4月,非金屬礦物製品業,86.07
2019,4,民國108年4月,食品及飼品業,91.34
2019,4,民國108年4月,飲料業,90.58
2019,5,民國108年5月,其他化學製品業,94.57
2019,5,民國108年5月,其他製造業,87.4
2019,5,民國108年5月,其他運輸工具及其零件業,97.67
2019,5,民國108年5月,化學工業,80.39
2019,5,民國108年5月,化學材料及肥料業,130.26
2019,5,民國108年5月,印刷及資料儲存媒體複製業,99.16
2019,5,民國108年5月,基本金屬業,89.91
2019,5,民國108年5月,塑膠製品業,105.68
2019,5,民國108年5月,家具業,91.04
2019,5,民國108年5月,成衣及服飾品業,101.13
2019,5,民國108年5月,木竹製品業,129.44
2019,5,民國108年5月,機械設備業,86.06
2019,5,民國108年5月,橡膠製品業,91.23
2019,5,民國108年5月,民生工業,95.47
2019,5,民國108年5月,汽車及其零件業,84.58
2019,5,民國108年5月,產業用機械設備維修及安裝業,85.04
2019,5,民國108年5月,皮革、毛皮及其製品業,102.34
2019,5,民國108年5月,石油及煤製品業,95.09
2019,5,民國108年5月,紙漿、紙及紙製品業,142.75
2019,5,民國108年5月,紡織業,85.94
2019,5,民國108年5月,菸草業,112.01
2019,5,民國108年5月,藥品及醫用化學製品業,101.04
2019,5,民國108年5月,資訊電子工業,100.39
2019,5,民國108年5月,金屬機電工業,79.2
2019,5,民國108年5月,金屬製品業,93.05
2019,5,民國108年5月,電力設備及配備業,89.19
2019,5,民國108年5月,電子零組件業,66.34
2019,5,民國108年5月,電腦、電子產品及光學製品業,64.73
2019,5,民國108年5月,非金屬礦物製品業,85.37
2019,5,民國108年5月,食品及飼品業,94.8
2019,5,民國108年5月,飲料業,97.21
2019,6,民國108年6月,其他化學製品業,89.45
2019,6,民國108年6月,其他製造業,76.58
2019,6,民國108年6月,其他運輸工具及其零件業,90.53
2019,6,民國108年6月,化學工業,76.03
2019,6,民國108年6月,化學材料及肥料業,122.04
2019,6,民國108年6月,印刷及資料儲存媒體複製業,90.3
2019,6,民國108年6月,基本金屬業,84.12
2019,6,民國108年6月,塑膠製品業,96.76
2019,6,民國108年6月,家具業,87.08
2019,6,民國108年6月,成衣及服飾品業,88.23
2019,6,民國108年6月,木竹製品業,121.04
2019,6,民國108年6月,機械設備業,78.48
2019,6,民國108年6月,橡膠製品業,75.28
2019,6,民國108年6月,民生工業,87.96
2019,6,民國108年6月,汽車及其零件業,80.33
2019,6,民國108年6月,產業用機械設備維修及安裝業,80.41
2019,6,民國108年6月,皮革、毛皮及其製品業,95.1
2019,6,民國108年6月,石油及煤製品業,88.54
2019,6,民國108年6月,紙漿、紙及紙製品業,133.38
2019,6,民國108年6月,紡織業,91.53
2019,6,民國108年6月,菸草業,99.63
2019,6,民國108年6月,藥品及醫用化學製品業,92.69
2019,6,民國108年6月,資訊電子工業,113.88
2019,6,民國108年6月,金屬機電工業,77.16
2019,6,民國108年6月,金屬製品業,86.57
2019,6,民國108年6月,電力設備及配備業,81.21
2019,6,民國108年6月,電子零組件業,67.83
2019,6,民國108年6月,電腦、電子產品及光學製品業,66.86
2019,6,民國108年6月,非金屬礦物製品業,83.12
2019,6,民國108年6月,食品及飼品業,88.05
2019,6,民國108年6月,飲料業,88.86
2019,7,民國108年7月,其他化學製品業,94.15
2019,7,民國108年7月,其他製造業,89.06
2019,7,民國108年7月,其他運輸工具及其零件業,98.88
2019,7,民國108年7月,化學工業,86.5
2019,7,民國108年7月,化學材料及肥料業,126.86
2019,7,民國108年7月,印刷及資料儲存媒體複製業,99.19
2019,7,民國108年7月,基本金屬業,89.5
2019,7,民國108年7月,塑膠製品業,102.87
2019,7,民國108年7月,家具業,90.27
2019,7,民國108年7月,成衣及服飾品業,96.53
2019,7,民國108年7月,木竹製品業,113.9
2019,7,民國108年7月,機械設備業,89.85
2019,7,民國108年7月,橡膠製品業,86.24
2019,7,民國108年7月,民生工業,98.02
2019,7,民國108年7月,汽車及其零件業,81.57
2019,7,民國108年7月,產業用機械設備維修及安裝業,88.76
2019,7,民國108年7月,皮革、毛皮及其製品業,101.58
2019,7,民國108年7月,石油及煤製品業,98.93
2019,7,民國108年7月,紙漿、紙及紙製品業,128.07
2019,7,民國108年7月,紡織業,102.57
2019,7,民國108年7月,菸草業,118.77
2019,7,民國108年7月,藥品及醫用化學製品業,101.54
2019,7,民國108年7月,資訊電子工業,114.74
2019,7,民國108年7月,金屬機電工業,82.35
2019,7,民國108年7月,金屬製品業,90.97
2019,7,民國108年7月,電力設備及配備業,87.62
2019,7,民國108年7月,電子零組件業,71.88
2019,7,民國108年7月,電腦、電子產品及光學製品業,70.2
2019,7,民國108年7月,非金屬礦物製品業,90.94
2019,7,民國108年7月,食品及飼品業,97.69
2019,7,民國108年7月,飲料業,102.93
2019,8,民國108年8月,其他化學製品業,92.62
2019,8,民國108年8月,其他製造業,86.31
2019,8,民國108年8月,其他運輸工具及其零件業,73.66
2019,8,民國108年8月,化學工業,88.69
2019,8,民國108年8月,化學材料及肥料業,116.16
2019,8,民國108年8月,印刷及資料儲存媒體複製業,95.59
2019,8,民國108年8月,基本金屬業,84.05
2019,8,民國108年8月,塑膠製品業,97.72
2019,8,民國108年8月,家具業,90.81
2019,8,民國108年8月,成衣及服飾品業,99.29
2019,8,民國108年8月,木竹製品業,112.61
2019,8,民國108年8月,機械設備業,82.35
2019,8,民國108年8月,橡膠製品業,85.23
2019,8,民國108年8月,民生工業,97.22
2019,8,民國108年8月,汽車及其零件業,78.84
2019,8,民國108年8月,產業用機械設備維修及安裝業,84.81
2019,8,民國108年8月,皮革、毛皮及其製品業,98.09
2019,8,民國108年8月,石油及煤製品業,96.95
2019,8,民國108年8月,紙漿、紙及紙製品業,128.8
2019,8,民國108年8月,紡織業,93.51
2019,8,民國108年8月,菸草業,112.37
2019,8,民國108年8月,藥品及醫用化學製品業,98.87
2019,8,民國108年8月,資訊電子工業,106.53
2019,8,民國108年8月,金屬機電工業,83.55
2019,8,民國108年8月,金屬製品業,90.39
2019,8,民國108年8月,電力設備及配備業,83.59
2019,8,民國108年8月,電子零組件業,77.33
2019,8,民國108年8月,電腦、電子產品及光學製品業,76.0
2019,8,民國108年8月,非金屬礦物製品業,85.1
2019,8,民國108年8月,食品及飼品業,95.51
2019,8,民國108年8月,飲料業,98.25
2019,9,民國108年9月,其他化學製品業,82.4
2019,9,民國108年9月,其他製造業,81.79
2019,9,民國108年9月,其他運輸工具及其零件業,81.23
2019,9,民國108年9月,化學工業,81.81
2019,9,民國108年9月,化學材料及肥料業,105.03
2019,9,民國108年9月,印刷及資料儲存媒體複製業,91.25
2019,9,民國108年9月,基本金屬業,80.63
2019,9,民國108年9月,塑膠製品業,91.58
2019,9,民國108年9月,家具業,92.1
2019,9,民國108年9月,成衣及服飾品業,92.23
2019,9,民國108年9月,木竹製品業,90.06
2019,9,民國108年9月,機械設備業,77.47
2019,9,民國108年9月,橡膠製品業,76.0
2019,9,民國108年9月,民生工業,87.3
2019,9,民國108年9月,汽車及其零件業,74.48
2019,9,民國108年9月,產業用機械設備維修及安裝業,84.27
2019,9,民國108年9月,皮革、毛皮及其製品業,89.17
2019,9,民國108年9月,石油及煤製品業,90.96
2019,9,民國108年9月,紙漿、紙及紙製品業,122.34
2019,9,民國108年9月,紡織業,77.59
2019,9,民國108年9月,菸草業,103.62
2019,9,民國108年9月,藥品及醫用化學製品業,97.02
2019,9,民國108年9月,資訊電子工業,101.88
2019,9,民國108年9月,金屬機電工業,80.69
2019,9,民國108年9月,金屬製品業,85.03
2019,9,民國108年9月,電力設備及配備業,78.27
2019,9,民國108年9月,電子零組件業,77.07
2019,9,民國108年9月,電腦、電子產品及光學製品業,76.49
2019,9,民國108年9月,非金屬礦物製品業,85.56
2019,9,民國108年9月,食品及飼品業,87.87
2019,9,民國108年9月,飲料業,89.23
2019,10,民國108年10月,其他化學製品業,91.43
2019,10,民國108年10月,其他製造業,91.99
2019,10,民國108年10月,其他運輸工具及其零件業,93.82
2019,10,民國108年10月,化學工業,87.69
2019,10,民國108年10月,化學材料及肥料業,95.55
2019,10,民國108年10月,印刷及資料儲存媒體複製業,98.24
2019,10,民國108年10月,基本金屬業,85.82
2019,10,民國108年10月,塑膠製品業,97.82
2019,10,民國108年10月,家具業,96.09
2019,10,民國108年10月,成衣及服飾品業,97.75
2019,10,民國108年10月,木竹製品業,101.86
2019,10,民國108年10月,機械設備業,89.73
2019,10,民國108年10月,橡膠製品業,89.12
2019,10,民國108年10月,民生工業,95.63
2019,10,民國108年10月,汽車及其零件業,78.57
2019,10,民國108年10月,產業用機械設備維修及安裝業,88.82
2019,10,民國108年10月,皮革、毛皮及其製品業,94.8
2019,10,民國108年10月,石油及煤製品業,109.24
2019,10,民國108年10月,紙漿、紙及紙製品業,138.13
2019,10,民國108年10月,紡織業,104.28
2019,10,民國108年10月,菸草業,102.61
2019,10,民國108年10月,藥品及醫用化學製品業,104.76
2019,10,民國108年10月,資訊電子工業,107.79
2019,10,民國108年10月,金屬機電工業,83.42
2019,10,民國108年10月,金屬製品業,86.7
2019,10,民國108年10月,電力設備及配備業,82.69
2019,10,民國108年10月,電子零組件業,77.08
2019,10,民國108年10月,電腦、電子產品及光學製品業,75.85
2019,10,民國108年10月,非金屬礦物製品業,92.11
2019,10,民國108年10月,食品及飼品業,97.09
2019,10,民國108年10月,飲料業,97.56
2019,11,民國108年11月,其他化學製品業,87.8
2019,11,民國108年11月,其他製造業,85.02
2019,11,民國108年11月,其他運輸工具及其零件業,93.81
2019,11,民國108年11月,化學工業,89.11
2019,11,民國108年11月,化學材料及肥料業,105.38
2019,11,民國108年11月,印刷及資料儲存媒體複製業,96.19
2019,11,民國108年11月,基本金屬業,83.97
2019,11,民國108年11月,塑膠製品業,99.75
2019,11,民國108年11月,家具業,97.3
2019,11,民國108年11月,成衣及服飾品業,92.29
2019,11,民國108年11月,木竹製品業,100.57
2019,11,民國108年11月,機械設備業,87.32
2019,11,民國108年11月,橡膠製品業,88.93
2019,11,民國108年11月,民生工業,90.24
2019,11,民國108年11月,汽車及其零件業,76.02
2019,11,民國108年11月,產業用機械設備維修及安裝業,81.45
2019,11,民國108年11月,皮革、毛皮及其製品業,93.69
2019,11,民國108年11月,石油及煤製品業,115.48
2019,11,民國108年11月,紙漿、紙及紙製品業,137.38
2019,11,民國108年11月,紡織業,118.45
2019,11,民國108年11月,菸草業,95.21
2019,11,民國108年11月,藥品及醫用化學製品業,94.96
2019,11,民國108年11月,資訊電子工業,123.32
2019,11,民國108年11月,金屬機電工業,83.33
2019,11,民國108年11月,金屬製品業,85.56
2019,11,民國108年11月,電力設備及配備業,79.68
2019,11,民國108年11月,電子零組件業,78.06
2019,11,民國108年11月,電腦、電子產品及光學製品業,76.78
2019,11,民國108年11月,非金屬礦物製品業,88.06
2019,11,民國108年11月,食品及飼品業,96.0
2019,11,民國108年11月,飲料業,95.91
2019,12,民國108年12月,其他化學製品業,92.11
2019,12,民國108年12月,其他製造業,94.18
2019,12,民國108年12月,其他運輸工具及其零件業,96.93
2019,12,民國108年12月,化學工業,90.18
2019,12,民國108年12月,化學材料及肥料業,108.3
2019,12,民國108年12月,印刷及資料儲存媒體複製業,102.85
2019,12,民國108年12月,基本金屬業,90.51
2019,12,民國108年12月,塑膠製品業,100.81
2019,12,民國108年12月,家具業,102.29
2019,12,民國108年12月,成衣及服飾品業,93.16
2019,12,民國108年12月,木竹製品業,119.19
2019,12,民國108年12月,機械設備業,96.91
2019,12,民國108年12月,橡膠製品業,95.5
2019,12,民國108年12月,民生工業,94.87
2019,12,民國108年12月,汽車及其零件業,85.33
2019,12,民國108年12月,產業用機械設備維修及安裝業,84.8
2019,12,民國108年12月,皮革、毛皮及其製品業,98.11
2019,12,民國108年12月,石油及煤製品業,122.3
2019,12,民國108年12月,紙漿、紙及紙製品業,133.54
2019,12,民國108年12月,紡織業,129.93
2019,12,民國108年12月,菸草業,110.32
2019,12,民國108年12月,藥品及醫用化學製品業,101.18
2019,12,民國108年12月,資訊電子工業,124.67
2019,12,民國108年12月,金屬機電工業,86.57
2019,12,民國108年12月,金屬製品業,87.83
2019,12,民國108年12月,電力設備及配備業,90.05
2019,12,民國108年12月,電子零組件業,79.18
