西元年,月,民國年,產業,生產指數
2023,8,民國112年8月,民生工業,88.2
2023,8,民國112年8月,汽車及其零件業,84.93
2023,8,民國112年8月,產業用機械設備維修及安裝業,85.19
2023,8,民國112年8月,皮革、毛皮及其製品業,90.52
2023,8,民國112年8月,石油及煤製品業,98.71
2023,8,民國112年8月,紙漿、紙及紙製品業,92.48
2023,8,民國112年8月,紡織業,107.45
2023,8,民國112年8月,菸草業,113.54
2023,8,民國112年8月,藥品及醫用化學製品業,96.84
2023,8,民國112年8月,資訊電子工業,117.2
2023,8,民國112年8月,金屬機電工業,89.88
2023,8,民國112年8月,金屬製品業,78.47
2023,8,民國112年8月,電力設備及配備業,84.46
2023,8,民國112年8月,電子零組件業,90.33
2023,8,民國112年8月,電腦、電子產品及光學製品業,87.24
2023,8,民國112年8月,非金屬礦物製品業,82.93
2023,8,民國112年8月,食品及飼品業,97.73
2023,8,民國112年8月,飲料業,110.82
2023,9,民國112年9月,其他化學製品業,75.58
2023,9,民國112年9月,其他製造業,78.55
2023,9,民國112年9月,其他運輸工具及其零件業,103.01
2023,9,民國112年9月,化學工業,124.5
2023,9,民國112年9月,化學材料及肥料業,105.96
2023,9,民國112年9月,印刷及資料儲存媒體複製業,89.66
2023,9,民國112年9月,基本金屬業,83.67
2023,9,民國112年9月,塑膠製品業,75.44
2023,9,民國112年9月,家具業,85.55
2023,9,民國112年9月,成衣及服飾品業,67.3
2023,9,民國112年9月,木竹製品業,76.44
2023,9,民國112年9月,機械設備業,83.5
2023,9,民國112年9月,橡膠製品業,110.88
2023,9,民國112年9月,民生工業,80.16
2023,9,民國112年9月,汽車及其零件業,85.09
2023,9,民國112年9月,產業用機械設備維修及安裝業,81.26
2023,9,民國112年9月,皮革、毛皮及其製品業,85.2
2023,9,民國112年9月,石油及煤製品業,89.03
2023,9,民國112年9月,紙漿、紙及紙製品業,82.69
2023,9,民國112年9月,紡織業,80.16
2023,9,民國112年9月,菸草業,89.45
2023,9,民國112年9月,藥品及醫用化學製品業,89.99
2023,9,民國112年9月,資訊電子工業,138.79
2023,9,民國112年9月,金屬機電工業,88.61
2023,9,民國112年9月,金屬製品業,74.94
2023,9,民國112年9月,電力設備及配備業,77.64
2023,9,民國112年9月,電子零組件業,91.96
2023,9,民國112年9月,電腦、電子產品及光學製品業,88.73
2023,9,民國112年9月,非金屬礦物製品業,77.91
2023,9,民國112年9月,食品及飼品業,85.84
2023,9,民國112年9月,飲料業,101.89
2023,10,民國112年10月,其他化學製品業,76.94
2023,10,民國112年10月,其他製造業,72.71
2023,10,民國112年10月,其他運輸工具及其零件業,105.36
2023,10,民國112年10月,化學工業,123.92
2023,10,民國112年10月,化學材料及肥料業,101.96
2023,10,民國112年10月,印刷及資料儲存媒體複製業,90.9
2023,10,民國112年10月,基本金屬業,82.0
2023,10,民國112年10月,塑膠製品業,72.11
2023,10,民國112年10月,家具業,89.59
2023,10,民國112年10月,成衣及服飾品業,69.45
2023,10,民國112年10月,木竹製品業,73.93
2023,10,民國112年10月,機械設備業,82.62
2023,10,民國112年10月,橡膠製品業,110.99
2023,10,民國112年10月,民生工業,79.27
2023,10,民國112年10月,汽車及其零件業,76.83
2023,10,民國112年10月,產業用機械設備維修及安裝業,75.45
2023,10,民國112年10月,皮革、毛皮及其製品業,85.32
2023,10,民國112年10月,石油及煤製品業,105.09
2023,10,民國112年10月,紙漿、紙及紙製品業,79.12
2023,10,民國112年10月,紡織業,88.55
2023,10,民國112年10月,菸草業,93.35
2023,10,民國112年10月,藥品及醫用化學製品業,88.68
2023,10,民國112年10月,資訊電子工業,130.69
2023,10,民國112年10月,金屬機電工業,91.99
2023,10,民國112年10月,金屬製品業,76.77
2023,10,民國112年10月,電力設備及配備業,77.28
2023,10,民國112年10月,電子零組件業,98.25
2023,10,民國112年10月,電腦、電子產品及光學製品業,95.7
2023,10,民國112年10月,非金屬礦物製品業,80.47
2023,10,民國112年10月,食品及飼品業,87.42
2023,10,民國112年10月,飲料業,100.02
2023,11,民國112年11月,其他化學製品業,76.36
2023,11,民國112年11月,其他製造業,80.61
2023,11,民國112年11月,其他運輸工具及其零件業,109.79
2023,11,民國112年11月,化學工業,126.02
2023,11,民國112年11月,化學材料及肥料業,87.18
2023,11,民國112年11月,印刷及資料儲存媒體複製業,97.56
2023,11,民國112年11月,基本金屬業,85.75
2023,11,民國112年11月,塑膠製品業,82.65
2023,11,民國112年11月,家具業,91.76
2023,11,民國112年11月,成衣及服飾品業,72.55
2023,11,民國112年11月,木竹製品業,77.41
2023,11,民國112年11月,機械設備業,92.55
2023,11,民國112年11月,橡膠製品業,115.55
2023,11,民國112年11月,民生工業,84.67
2023,11,民國112年11月,汽車及其零件業,83.55
2023,11,民國112年11月,產業用機械設備維修及安裝業,82.11
2023,11,民國112年11月,皮革、毛皮及其製品業,86.16
2023,11,民國112年11月,石油及煤製品業,118.13
2023,11,民國112年11月,紙漿、紙及紙製品業,87.54
2023,11,民國112年11月,紡織業,115.13
2023,11,民國112年11月,菸草業,86.8
2023,11,民國112年11月,藥品及醫用化學製品業,96.88
2023,11,民國112年11月,資訊電子工業,111.46
2023,11,民國112年11月,金屬機電工業,92.71
2023,11,民國112年11月,金屬製品業,76.15
2023,11,民國112年11月,電力設備及配備業,84.94
2023,11,民國112年11月,電子零組件業,96.85
2023,11,民國112年11月,電腦、電子產品及光學製品業,93.95
2023,11,民國112年11月,非金屬礦物製品業,87.98
2023,11,民國112年11月,食品及飼品業,94.48
2023,11,民國112年11月,飲料業,105.94
2023,12,民國112年12月,其他化學製品業,74.9
2023,12,民國112年12月,其他製造業,77.16
2023,12,民國112年12月,其他運輸工具及其零件業,106.02
2023,12,民國112年12月,化學工業,110.5
2023,12,民國112年12月,化學材料及肥料業,84.15
2023,12,民國112年12月,印刷及資料儲存媒體複製業,93.62
2023,12,民國112年12月,基本金屬業,88.12
2023,12,民國112年12月,塑膠製品業,80.99
2023,12,民國112年12月,家具業,90.1
2023,12,民國112年12月,成衣及服飾品業,71.12
2023,12,民國112年12月,木竹製品業,75.09
2023,12,民國112年12月,機械設備業,88.56
2023,12,民國112年12月,橡膠製品業,110.76
2023,12,民國112年12月,民生工業,80.94
2023,12,民國112年12月,汽車及其零件業,88.25
2023,12,民國112年12月,產業用機械設備維修及安裝業,73.75
2023,12,民國112年12月,皮革、毛皮及其製品業,82.78
2023,12,民國112年12月,石油及煤製品業,108.09
2023,12,民國112年12月,紙漿、紙及紙製品業,79.61
2023,12,民國112年12月,紡織業,117.18
2023,12,民國112年12月,菸草業,90.5
2023,12,民國112年12月,藥品及醫用化學製品業,88.05
2023,12,民國112年12月,資訊電子工業,126.0
2023,12,民國112年12月,金屬機電工業,90.28
2023,12,民國112年12月,金屬製品業,83.21
2023,12,民國112年12月,電力設備及配備業,85.37
2023,12,民國112年12月,電子零組件業,92.33
2023,12,民國112年12月,電腦、電子產品及光學製品業,90.52
2023,12,民國112年12月,非金屬礦物製品業,84.3
2023,12,民國112年12月,食品及飼品業,95.64
2023,12,民國112年12月,飲料業,111.62
2024,1,民國113年1月,其他化學製品業,78.89
2024,1,民國113年1月,其他製造業,82.93
2024,1,民國113年1月,其他運輸工具及其零件業,113.11
2024,1,民國113年1月,化學工業,114.18
2024,1,民國113年1月,化學材料及肥料業,96.52
2024,1,民國113年1月,印刷及資料儲存媒體複製業,97.47
2024,1,民國113年1月,基本金屬業,88.62
2024,1,民國113年1月,塑膠製品業,79.68
2024,1,民國113年1月,家具業,96.82
2024,1,民國113年1月,成衣及服飾品業,77.39
2024,1,民國113年1月,木竹製品業,78.86
2024,1,民國113年1月,機械設備業,95.61
2024,1,民國113年1月,橡膠製品業,113.22
2024,1,民國113年1月,民生工業,84.92
2024,1,民國113年1月,汽車及其零件業,79.68
2024,1,民國113年1月,產業用機械設備維修及安裝業,83.93
2024,1,民國113年1月,皮革、毛皮及其製品業,87.8
2024,1,民國113年1月,石油及煤製品業,107.51
2024,1,民國113年1月,紙漿、紙及紙製品業,91.18
2024,1,民國113年1月,紡織業,80.16
2024,1,民國113年1月,菸草業,93.5
2024,1,民國113年1月,藥品及醫用化學製品業,96.16
2024,1,民國113年1月,資訊電子工業,119.9
2024,1,民國113年1月,金屬機電工業,91.48
2024,1,民國113年1月,金屬製品業,83.25
2024,1,民國113年1月,電力設備及配備業,87.45
2024,1,民國113年1月,電子零組件業,92.82
2024,1,民國113年1月,電腦、電子產品及光學製品業,90.73
2024,1,民國113年1月,非金屬礦物製品業,92.04
2024,1,民國113年1月,食品及飼品業,96.95
2024,1,民國113年1月,飲料業,121.89
2024,2,民國113年2月,其他化學製品業,68.42
2024,2,民國113年2月,其他製造業,55.68
2024,2,民國113年2月,其他運輸工具及其零件業,77.0
2024,2,民國113年2月,化學工業,93.45
2024,2,民國113年2月,化學材料及肥料業,115.36
2024,2,民國113年2月,印刷及資料儲存媒體複製業,76.04
2024,2,民國113年2月,基本金屬業,67.41
2024,2,民國113年2月,塑膠製品業,59.28
2024,2,民國113年2月,家具業,69.62
2024,2,民國113年2月,成衣及服飾品業,56.64
2024,2,民國113年2月,木竹製品業,58.68
2024,2,民國113年2月,機械設備業,68.42
2024,2,民國113年2月,橡膠製品業,90.57
2024,2,民國113年2月,民生工業,63.97
2024,2,民國113年2月,汽車及其零件業,63.34
2024,2,民國113年2月,產業用機械設備維修及安裝業,59.78
2024,2,民國113年2月,皮革、毛皮及其製品業,76.17
2024,2,民國113年2月,石油及煤製品業,71.83
2024,2,民國113年2月,紙漿、紙及紙製品業,60.05
2024,2,民國113年2月,紡織業,65.51
2024,2,民國113年2月,菸草業,72.24
2024,2,民國113年2月,藥品及醫用化學製品業,70.18
2024,2,民國113年2月,資訊電子工業,94.76
2024,2,民國113年2月,金屬機電工業,78.19
2024,2,民國113年2月,金屬製品業,69.34
2024,2,民國113年2月,電力設備及配備業,63.64
2024,2,民國113年2月,電子零組件業,83.95
2024,2,民國113年2月,電腦、電子產品及光學製品業,83.12
2024,2,民國113年2月,非金屬礦物製品業,62.67
2024,2,民國113年2月,食品及飼品業,70.98
2024,2,民國113年2月,飲料業,88.55
2024,3,民國113年3月,其他化學製品業,77.73
2024,3,民國113年3月,其他製造業,76.99
2024,3,民國113年3月,其他運輸工具及其零件業,105.44
2024,3,民國113年3月,化學工業,130.98
2024,3,民國113年3月,化學材料及肥料業,99.58
2024,3,民國113年3月,印刷及資料儲存媒體複製業,96.26
2024,3,民國113年3月,基本金屬業,88.72
2024,3,民國113年3月,塑膠製品業,82.88
2024,3,民國113年3月,家具業,94.0
2024,3,民國113年3月,成衣及服飾品業,76.44
2024,3,民國113年3月,木竹製品業,77.59
2024,3,民國113年3月,機械設備業,94.9
2024,3,民國113年3月,橡膠製品業,113.06
2024,3,民國113年3月,民生工業,86.17
2024,3,民國113年3月,汽車及其零件業,85.18
2024,3,民國113年3月,產業用機械設備維修及安裝業,82.07
2024,3,民國113年3月,皮革、毛皮及其製品業,87.52
2024,3,民國113年3月,石油及煤製品業,94.27
2024,3,民國113年3月,紙漿、紙及紙製品業,94.17
2024,3,民國113年3月,紡織業,92.13
2024,3,民國113年3月,菸草業,85.78
2024,3,民國113年3月,藥品及醫用化學製品業,93.6
2024,3,民國113年3月,資訊電子工業,126.61
2024,3,民國113年3月,金屬機電工業,93.01
2024,3,民國113年3月,金屬製品業,82.11
2024,3,民國113年3月,電力設備及配備業,87.27
2024,3,民國113年3月,電子零組件業,96.32
2024,3,民國113年3月,電腦、電子產品及光學製品業,92.8
2024,3,民國113年3月,非金屬礦物製品業,84.15
2024,3,民國113年3月,食品及飼品業,91.88
2024,3,民國113年3月,飲料業,106.27
2024,4,民國113年4月,其他化學製品業,79.4
2024,4,民國113年4月,其他製造業,73.58
2024,4,民國113年4月,其他運輸工具及其零件業,95.39
2024,4,民國113年4月,化學工業,118.08
2024,4,民國113年4月,化學材料及肥料業,94.95
2024,4,民國113年4月,印刷及資料儲存媒體複製業,89.35
2024,4,民國113年4月,基本金屬業,84.34
2024,4,民國113年4月,塑膠製品業,74.7
2024,4,民國113年4月,家具業,86.37
2024,4,民國113年4月,成衣及服飾品業,77.19
2024,4,民國113年4月,木竹製品業,77.56
2024,4,民國113年4月,機械設備業,89.28
2024,4,民國113年4月,橡膠製品業,91.39
2024,4,民國113年4月,民生工業,82.21
2024,4,民國113年4月,汽車及其零件業,82.01
2024,4,民國113年4月,產業用機械設備維修及安裝業,81.39
2024,4,民國113年4月,皮革、毛皮及其製品業,84.63
2024,4,民國113年4月,石油及煤製品業,96.86
2024,4,民國113年4月,紙漿、紙及紙製品業,86.09
2024,4,民國113年4月,紡織業,73.97
2024,4,民國113年4月,菸草業,92.23
2024,4,民國113年4月,藥品及醫用化學製品業,95.74
2024,4,民國113年4月,資訊電子工業,114.63
2024,4,民國113年4月,金屬機電工業,87.39
2024,4,民國113年4月,金屬製品業,78.81
2024,4,民國113年4月,電力設備及配備業,83.5
2024,4,民國113年4月,電子零組件業,89.43
2024,4,民國113年4月,電腦、電子產品及光學製品業,86.55
2024,4,民國113年4月,非金屬礦物製品業,87.72
2024,4,民國113年4月,食品及飼品業,87.5
2024,4,民國113年4月,飲料業,103.19
2024,5,民國113年5月,其他化學製品業,82.85
2024,5,民國113年5月,其他製造業,83.21
2024,5,民國113年5月,其他運輸工具及其零件業,102.73
2024,5,民國113年5月,化學工業,134.41
2024,5,民國113年5月,化學材料及肥料業,111.45
2024,5,民國113年5月,印刷及資料儲存媒體複製業,94.14
2024,5,民國113年5月,基本金屬業,90.47
2024,5,民國113年5月,塑膠製品業,83.56
2024,5,民國113年5月,家具業,94.04
2024,5,民國113年5月,成衣及服飾品業,79.04
2024,5,民國113年5月,木竹製品業,83.85
2024,5,民國113年5月,機械設備業,99.01
2024,5,民國113年5月,橡膠製品業,115.53
2024,5,民國113年5月,民生工業,90.57
2024,5,民國113年5月,汽車及其零件業,87.42
2024,5,民國113年5月,產業用機械設備維修及安裝業,86.43
2024,5,民國113年5月,皮革、毛皮及其製品業,92.69
2024,5,民國113年5月,石油及煤製品業,99.28
2024,5,民國113年5月,紙漿、紙及紙製品業,88.35
2024,5,民國113年5月,紡織業,87.73
2024,5,民國113年5月,菸草業,106.59
2024,5,民國113年5月,藥品及醫用化學製品業,99.61
2024,5,民國113年5月,資訊電子工業,129.25
2024,5,民國113年5月,金屬機電工業,97.86
2024,5,民國113年5月,金屬製品業,84.74
2024,5,民國113年5月,電力設備及配備業,87.6
2024,5,民國113年5月,電子零組件業,102.47
2024,5,民國113年5月,電腦、電子產品及光學製品業,99.25
2024,5,民國113年5月,非金屬礦物製品業,94.57
2024,5,民國113年5月,食品及飼品業,95.2
2024,5,民國113年5月,飲料業,111.16
2024,6,民國113年6月,其他化學製品業,78.63
2024,6,民國113年6月,其他製造業,83.18
2024,6,民國113年6月,其他運輸工具及其零件業,92.98
2024,6,民國113年6月,化學工業,138.58
2024,6,民國113年6月,化學材料及肥料業,104.66
2024,6,民國113年6月,印刷及資料儲存媒體複製業,85.72
2024,6,民國113年6月,基本金屬業,84.96
2024,6,民國113年6月,塑膠製品業,75.2
2024,6,民國113年6月,家具業,89.46
2024,6,民國113年6月,成衣及服飾品業,72.85
2024,6,民國113年6月,木竹製品業,79.57
2024,6,民國113年6月,機械設備業,89.05
2024,6,民國113年6月,橡膠製品業,89.33
2024,6,民國113年6月,民生工業,83.73
2024,6,民國113年6月,汽車及其零件業,87.76
2024,6,民國113年6月,產業用機械設備維修及安裝業,80.6
2024,6,民國113年6月,皮革、毛皮及其製品業,85.02
2024,6,民國113年6月,石油及煤製品業,88.6
2024,6,民國113年6月,紙漿、紙及紙製品業,80.12
2024,6,民國113年6月,紡織業,88.25
2024,6,民國113年6月,菸草業,97.04
2024,6,民國113年6月,藥品及醫用化學製品業,90.16
2024,6,民國113年6月,資訊電子工業,125.86
2024,6,民國113年6月,金屬機電工業,93.47
2024,6,民國113年6月,金屬製品業,77.81
2024,6,民國113年6月,電力設備及配備業,81.74
2024,6,民國113年6月,電子零組件業,99.53
2024,6,民國113年6月,電腦、電子產品及光學製品業,95.54
2024,6,民國113年6月,非金屬礦物製品業,81.37
2024,6,民國113年6月,食品及飼品業,88.6
2024,6,民國113年6月,飲料業,100.81
2024,7,民國113年7月,其他化學製品業,80.48
2024,7,民國113年7月,其他製造業,93.62
2024,7,民國113年7月,其他運輸工具及其零件業,96.92
2024,7,民國113年7月,化學工業,158.67
2024,7,民國113年7月,化學材料及肥料業,106.42
2024,7,民國113年7月,印刷及資料儲存媒體複製業,92.09
2024,7,民國113年7月,基本金屬業,85.72
2024,7,民國113年7月,塑膠製品業,79.15
2024,7,民國113年7月,家具業,87.92
2024,7,民國113年7月,成衣及服飾品業,80.51
2024,7,民國113年7月,木竹製品業,85.73
2024,7,民國113年7月,機械設備業,93.74
2024,7,民國113年7月,橡膠製品業,103.19
2024,7,民國113年7月,民生工業,89.67
2024,7,民國113年7月,汽車及其零件業,86.46
2024,7,民國113年7月,產業用機械設備維修及安裝業,86.03
2024,7,民國113年7月,皮革、毛皮及其製品業,89.58
2024,7,民國113年7月,石油及煤製品業,99.6
2024,7,民國113年7月,紙漿、紙及紙製品業,89.74
2024,7,民國113年7月,紡織業,86.68
2024,7,民國113年7月,菸草業,102.52
2024,7,民國113年7月,藥品及醫用化學製品業,97.81
2024,7,民國113年7月,資訊電子工業,129.39
2024,7,民國113年7月,金屬機電工業,95.68
2024,7,民國113年7月,金屬製品業,75.96
2024,7,民國113年7月,電力設備及配備業,82.29
2024,7,民國113年7月,電子零組件業,101.31
2024,7,民國113年7月,電腦、電子產品及光學製品業,95.35
2024,7,民國113年7月,非金屬礦物製品業,90.79
2024,7,民國113年7月,食品及飼品業,93.63
2024,7,民國113年7月,飲料業,109.48
2024,8,民國113年8月,其他化學製品業,76.38
2024,8,民國113年8月,其他製造業,96.96
2024,8,民國113年8月,其他運輸工具及其零件業,89.38
2024,8,民國113年8月,化學工業,176.46
2024,8,民國113年8月,化學材料及肥料業,99.55
2024,8,民國113年8月,印刷及資料儲存媒體複製業,95.83
2024,8,民國113年8月,基本金屬業,87.04
2024,8,民國113年8月,塑膠製品業,84.26
2024,8,民國113年8月,家具業,90.87
2024,8,民國113年8月,成衣及服飾品業,80.94
2024,8,民國113年8月,木竹製品業,99.0
2024,8,民國113年8月,機械設備業,97.84
2024,8,民國113年8月,橡膠製品業,111.23
2024,8,民國113年8月,民生工業,90.72
2024,8,民國113年8月,汽車及其零件業,90.95
2024,8,民國113年8月,產業用機械設備維修及安裝業,83.8
2024,8,民國113年8月,皮革、毛皮及其製品業,88.32
2024,8,民國113年8月,石油及煤製品業,93.57
2024,8,民國113年8月,紙漿、紙及紙製品業,90.72
2024,8,民國113年8月,紡織業,102.16
2024,8,民國113年8月,菸草業,109.88
2024,8,民國113年8月,藥品及醫用化學製品業,99.84
2024,8,民國113年8月,資訊電子工業,123.05
2024,8,民國113年8月,金屬機電工業,102.45
2024,8,民國113年8月,金屬製品業,75.49
2024,8,民國113年8月,電力設備及配備業,87.97
2024,8,民國113年8月,電子零組件業,112.07
2024,8,民國113年8月,電腦、電子產品及光學製品業,105.37
2024,8,民國113年8月,非金屬礦物製品業,88.0
2024,8,民國113年8月,食品及飼品業,98.83
2024,8,民國113年8月,飲料業,115.6
2024,9,民國113年9月,其他化學製品業,74.16
2024,9,民國113年9月,其他製造業,90.12
2024,9,民國113年9月,其他運輸工具及其零件業,87.63
2024,9,民國113年9月,化學工業,167.97
2024,9,民國113年9月,化學材料及肥料業,90.18
2024,9,民國113年9月,印刷及資料儲存媒體複製業,86.25
2024,9,民國113年9月,基本金屬業,82.64
2024,9,民國113年9月,塑膠製品業,73.74
2024,9,民國113年9月,家具業,88.83
2024,9,民國113年9月,成衣及服飾品業,73.28
2024,9,民國113年9月,木竹製品業,74.41
2024,9,民國113年9月,機械設備業,90.37
2024,9,民國113年9月,橡膠製品業,101.29
2024,9,民國113年9月,民生工業,81.48
2024,9,民國113年9月,汽車及其零件業,85.62
2024,9,民國113年9月,產業用機械設備維修及安裝業,72.13
2024,9,民國113年9月,皮革、毛皮及其製品業,81.7
2024,9,民國113年9月,石油及煤製品業,89.49
2024,9,民國113年9月,紙漿、紙及紙製品業,82.5
2024,9,民國113年9月,紡織業,90.82
2024,9,民國113年9月,菸草業,92.93
2024,9,民國113年9月,藥品及醫用化學製品業,91.94
2024,9,民國113年9月,資訊電子工業,117.36
2024,9,民國113年9月,金屬機電工業,99.78
2024,9,民國113年9月,金屬製品業,74.61
2024,9,民國113年9月,電力設備及配備業,83.12
2024,9,民國113年9月,電子零組件業,111.86
2024,9,民國113年9月,電腦、電子產品及光學製品業,106.06
2024,9,民國113年9月,非金屬礦物製品業,80.56
2024,9,民國113年9月,食品及飼品業,90.0
2024,9,民國113年9月,飲料業,104.62
2024,10,民國113年10月,其他化學製品業,74.32
2024,10,民國113年10月,其他製造業,91.25
2024,10,民國113年10月,其他運輸工具及其零件業,92.21
2024,10,民國113年10月,化學工業,132.57
2024,10,民國113年10月,化學材料及肥料業,91.21
2024,10,民國113年10月,印刷及資料儲存媒體複製業,89.28
2024,10,民國113年10月,基本金屬業,83.55
2024,10,民國113年10月,塑膠製品業,73.39
2024,10,民國113年10月,家具業,87.73
2024,10,民國113年10月,成衣及服飾品業,72.65
2024,10,民國113年10月,木竹製品業,62.86
2024,10,民國113年10月,機械設備業,91.88
2024,10,民國113年10月,橡膠製品業,109.03
2024,10,民國113年10月,民生工業,81.01
2024,10,民國113年10月,汽車及其零件業,86.17
2024,10,民國113年10月,產業用機械設備維修及安裝業,76.35
2024,10,民國113年10月,皮革、毛皮及其製品業,82.97
2024,10,民國113年10月,石油及煤製品業,101.87
2024,10,民國113年10月,紙漿、紙及紙製品業,86.69
2024,10,民國113年10月,紡織業,79.94
2024,10,民國113年10月,菸草業,90.37
2024,10,民國113年10月,藥品及醫用化學製品業,92.06
2024,10,民國113年10月,資訊電子工業,119.29
2024,10,民國113年10月,金屬機電工業,100.63
2024,10,民國113年10月,金屬製品業,74.21
2024,10,民國113年10月,電力設備及配備業,82.82
2024,10,民國113年10月,電子零組件業,112.77
2024,10,民國113年10月,電腦、電子產品及光學製品業,110.9
2024,10,民國113年10月,非金屬礦物製品業,81.69
2024,10,民國113年10月,食品及飼品業,89.77
2024,10,民國113年10月,飲料業,109.82
2024,11,民國113年11月,其他化學製品業,74.35
2024,11,民國113年11月,其他製造業,80.0
2024,11,民國113年11月,其他運輸工具及其零件業,99.81
2024,11,民國113年11月,化學工業,137.52
2024,11,民國113年11月,化學材料及肥料業,97.52
2024,11,民國113年11月,印刷及資料儲存媒體複製業,90.87
2024,11,民國113年11月,基本金屬業,88.85
2024,11,民國113年11月,塑膠製品業,80.06
2024,11,民國113年11月,家具業,96.0
2024,11,民國113年11月,成衣及服飾品業,74.94
2024,11,民國113年11月,木竹製品業,77.45
2024,11,民國113年11月,機械設備業,95.25
2024,11,民國113年11月,橡膠製品業,99.85
2024,11,民國113年11月,民生工業,82.16
2024,11,民國113年11月,汽車及其零件業,93.9
2024,11,民國113年11月,產業用機械設備維修及安裝業,83.56
2024,11,民國113年11月,皮革、毛皮及其製品業,84.67
2024,11,民國113年11月,石油及煤製品業,107.41
2024,11,民國113年11月,紙漿、紙及紙製品業,89.11
2024,11,民國113年11月,紡織業,94.33
2024,11,民國113年11月,菸草業,87.82
2024,11,民國113年11月,藥品及醫用化學製品業,95.77
2024,11,民國113年11月,資訊電子工業,115.78
2024,11,民國113年11月,金屬機電工業,102.98
2024,11,民國113年11月,金屬製品業,77.27
2024,11,民國113年11月,電力設備及配備業,89.37
2024,11,民國113年11月,電子零組件業,113.93
2024,11,民國113年11月,電腦、電子產品及光學製品業,111.65
2024,11,民國113年11月,非金屬礦物製品業,84.72
2024,11,民國113年11月,食品及飼品業,93.9
2024,11,民國113年11月,飲料業,113.35
2024,12,民國113年12月,其他化學製品業,76.08
2024,12,民國113年12月,其他製造業,84.17
2024,12,民國113年12月,其他運輸工具及其零件業,98.45
2024,12,民國113年12月,化學工業,173.9
2024,12,民國113年12月,化學材料及肥料業,110.85
2024,12,民國113年12月,印刷及資料儲存媒體複製業,96.62
2024,12,民國113年12月,基本金屬業,93.43
2024,12,民國113年12月,塑膠製品業,79.33
2024,12,民國113年12月,家具業,97.84
2024,12,民國113年12月,成衣及服飾品業,76.67
2024,12,民國113年12月,木竹製品業,81.63
2024,12,民國113年12月,機械設備業,98.8
2024,12,民國113年12月,橡膠製品業,103.75
2024,12,民國113年12月,民生工業,86.96
2024,12,民國113年12月,汽車及其零件業,100.62
2024,12,民國113年12月,產業用機械設備維修及安裝業,81.74
2024,12,民國113年12月,皮革、毛皮及其製品業,88.99
2024,12,民國113年12月,石油及煤製品業,107.55
2024,12,民國113年12月,紙漿、紙及紙製品業,91.38
2024,12,民國113年12月,紡織業,94.25
2024,12,民國113年12月,菸草業,87.74
2024,12,民國113年12月,藥品及醫用化學製品業,96.96
2024,12,民國113年12月,資訊電子工業,149.43
2024,12,民國113年12月,金屬機電工業,108.85
2024,12,民國113年12月,金屬製品業,80.23
2024,12,民國113年12月,電力設備及配備業,93.82
2024,12,民國113年12月,電子零組件業,120.85
2024,12,民國113年12月,電腦、電子產品及光學製品業,115.4
2024,12,民國113年12月,非金屬礦物製品業,85.39
2024,12,民國113年12月,食品及飼品業,98.36
2024,12,民國113年12月,飲料業,122.7
2025,1,民國114年1月,其他化學製品業,74.54
2025,1,民國114年1月,其他製造業,71.5
2025,1,民國114年1月,其他運輸工具及其零件業,83.45
2025,1,民國114年1月,化學工業,137.2
2025,1,民國114年1月,化學材料及肥料業,110.71
2025,1,民國114年1月,印刷及資料儲存媒體複製業,83.5
2025,1,民國114年1月,基本金屬業,79.25
2025,1,民國114年1月,塑膠製品業,67.68
2025,1,民國114年1月,家具業,92.32
2025,1,民國114年1月,成衣及服飾品業,67.7
2025,1,民國114年1月,木竹製品業,70.77
2025,1,民國114年1月,機械設備業,84.45
2025,1,民國114年1月,橡膠製品業,98.0
2025,1,民國114年1月,民生工業,74.56
2025,1,民國114年1月,汽車及其零件業,79.54
2025,1,民國114年1月,產業用機械設備維修及安裝業,72.17
2025,1,民國114年1月,皮革、毛皮及其製品業,82.15
2025,1,民國114年1月,石油及煤製品業,86.72
2025,1,民國114年1月,紙漿、紙及紙製品業,70.43
2025,1,民國114年1月,紡織業,75.16
2025,1,民國114年1月,菸草業,88.73
2025,1,民國114年1月,藥品及醫用化學製品業,85.04
2025,1,民國114年1月,資訊電子工業,129.3
2025,1,民國114年1月,金屬機電工業,97.16
2025,1,民國114年1月,金屬製品業,71.3
2025,1,民國114年1月,電力設備及配備業,79.54
2025,1,民國114年1月,電子零組件業,108.66
2025,1,民國114年1月,電腦、電子產品及光學製品業,105.94
2025,1,民國114年1月,非金屬礦物製品業,69.39
2025,1,民國114年1月,食品及飼品業,87.59
2025,1,民國114年1月,飲料業,110.45
2025,2,民國114年2月,其他化學製品業,71.01
2025,2,民國114年2月,其他製造業,66.25
2025,2,民國114年2月,其他運輸工具及其零件業,85.89
2025,2,民國114年2月,化學工業,147.33
2025,2,民國114年2月,化學材料及肥料業,106.8
2025,2,民國114年2月,印刷及資料儲存媒體複製業,83.68
2025,2,民國114年2月,基本金屬業,79.99
2025,2,民國114年2月,塑膠製品業,71.61
2025,2,民國114年2月,家具業,78.99
2025,2,民國114年2月,成衣及服飾品業,68.44
2025,2,民國114年2月,木竹製品業,64.84
2025,2,民國114年2月,機械設備業,91.34
2025,2,民國114年2月,橡膠製品業,96.09
2025,2,民國114年2月,民生工業,75.24
2025,2,民國114年2月,汽車及其零件業,80.09
2025,2,民國114年2月,產業用機械設備維修及安裝業,70.25
