日期,淨尖峰供電能力(萬瓩),尖峰負載(萬瓩),備轉容量(萬瓩),備轉容量率(%),工業用電(百萬度),民生用電(百萬度),核一#1(萬瓩),核一#2(萬瓩),核二#1(萬瓩),核二#2(萬瓩),核三#1(萬瓩),核三#2(萬瓩),林口#1(萬瓩),林口#2(萬瓩),林口#3(萬瓩),台中#1(萬瓩),台中#2(萬瓩),台中#3(萬瓩),台中#4(萬瓩),台中#5(萬瓩),台中#6(萬瓩),台中#7(萬瓩),台中#8(萬瓩),台中#9(萬瓩),台中#10(萬瓩),興達#1(萬瓩),興達#2(萬瓩),興達#3(萬瓩),興達#4(萬瓩),大林#1(萬瓩),大林#2(萬瓩),和平#1(萬瓩),和平#2(萬瓩),麥寮#1(萬瓩),麥寮#2(萬瓩),麥寮#3(萬瓩),汽電共生(萬瓩),大潭 (#1-#6)(萬瓩),通霄 (#1-#6)(萬瓩),興達 (#1-#5)(萬瓩),南部 (#1-#4)(萬瓩),大林(#5-#6)(萬瓩),海湖 (#1-#2)(萬瓩),國光 #1(萬瓩),新桃#1(萬瓩),星彰#1(萬瓩),星元#1(萬瓩),嘉惠#1(萬瓩),豐德(#1-#2)(萬瓩),協和 (#1-#4)(萬瓩),氣渦輪(萬瓩),離島(萬瓩),德基(萬瓩),青山(萬瓩),谷關(萬瓩),天輪(萬瓩),馬鞍(萬瓩),萬大(萬瓩),大觀(萬瓩),鉅工(萬瓩),大觀二(萬瓩),明潭(萬瓩),碧海(萬瓩),立霧(萬瓩),龍澗(萬瓩),卓蘭(萬瓩),水里(萬瓩),其他小水力(萬瓩),風力發電(萬瓩),太陽能發電(萬瓩)
20250721,4416.9,3617.7,799.2,22.09,374.968,312.969,0,0,0,0,0,0,75.4,75.5,76.1,27.2,27.3,28,27.3,32.7,33.2,32.9,33.3,51.6,0,0,0,0,0,76,75.9,57.3,53.7,52,0,57.1,153.5,558,282,180,89.9,29.5,45.4,44.8,63.5,44.3,45.3,110.6,189.9,35,0,14.1,11.1,22.5,14.8,17.2,12.2,4,4,1.4,11.5,12.5,0,0,9.7,6.8,0,17.8,149.7,357.6
20250722,4242.8,3705.8,537,14.49,386.619,322.694,0,0,0,0,0,0,75.5,75.6,76,48.3,48.9,50.3,49.4,50.2,50.9,50.7,50.4,51.4,0,0,0,0,0,75.8,75.8,59.7,59.2,52.2,0,57.1,153.4,553.3,284.6,165.6,103.6,29.4,80.7,43.4,63.5,48.7,45.4,112.8,189.7,13.8,0,13.8,3.3,4.8,14.8,17,12.8,4,3.5,1.5,0,14.8,0,0,9.5,8.1,0,22.4,4.4,449
20250723,4757.3,3875,882.3,22.77,399.402,333.363,0,0,0,0,0,0,75.1,75.8,75.7,31.1,31.6,32.2,31.3,31,32.7,31.8,32.4,51.6,0,0,0,0,0,75.8,75.6,59.8,59.2,52,0,57.1,153.8,578.8,279.3,166.2,77.5,29.4,80.6,41.4,50.5,0,40.3,106.7,176.3,14,0,13.8,7.1,17.1,15.5,12.4,9.2,4,4.2,1.5,14.7,17.8,0,0,7.1,6.4,0,21.9,71.3,794.5
20250724,4681,3888,793,20.4,401.722,335.3,0,0,0,0,0,0,75.3,75.6,76.1,33.1,33.1,33.6,33.3,33,33.6,38.8,39.1,51.4,0,0,0,0,0,75.8,75.8,59.4,59.2,52,0,57,151.8,558.6,265.7,168.6,88.7,29.5,43.1,44.1,61.4,46.2,48.4,108.1,91.5,13.9,0,13.5,5,8.9,12.6,12.6,9.1,4,3.9,1.3,15.1,10.4,1.7,0,6.5,4.2,0,23.5,303.1,633.5
20250725,4752.8,3761,991.8,26.37,393.849,328.728,0,0,0,0,0,0,75.5,75.2,76.1,31.7,32.2,33.4,33.2,32.8,33.3,33.1,34,51.3,0,0,0,0,0,63.9,75.7,59.4,59.3,52.1,0,57.1,154.2,585.4,269.7,168.4,81.7,29.4,40.3,44.7,63.5,32.8,0,109.4,187.7,14,0,13.6,1.3,3.7,10.1,6.9,5.5,4,3.9,1.3,14.7,15,5.9,0,5.1,7.5,0,30.2,225,544.4
20250726,4340.4,3317,1023.4,30.85,367.069,306.376,0,0,0,0,0,0,74.8,75.7,75.8,31.9,32.3,33.5,33.2,33.2,33.5,33.6,34,42.6,0,0,0,0,0,75.8,75.8,59.2,59.3,52,0,57.2,116.7,625.1,279.2,168.5,94.2,29.4,44.3,0,63.6,47.7,50.1,107,99.5,14,0,15.9,14.2,30,16.1,17.7,12.8,4,2.7,1.5,29.5,47.2,5.9,0,5.5,8.1,0,37.4,207.6,0.2
20250727,3909.8,3275.2,634.6,19.38,356.725,297.743,0,0,0,0,0,0,74.9,75.6,76,33.9,34.6,35.7,34.7,35,35.7,35.3,35.8,42.7,0,0,0,0,0,75.8,75.8,55.4,55.5,52.3,0,57.1,113.6,629.7,282.2,165.1,77.8,29.5,0,44.8,0,48.5,50.5,50.1,199,14,0,16,13,23.5,15.3,16.6,12.2,4,1,0.4,30.4,48.9,6,0,6.2,8,0,33.9,210.8,0
20250728,4214.1,3698.6,515.5,13.94,380.879,317.904,0,0,0,0,0,0,74.9,75.8,75.8,46.3,46.6,41.9,48.4,52.5,38.6,46.5,46.5,51.7,0,0,0,0,0,75.8,75.8,57.3,56.4,52.1,0,57.1,155,551.8,285.4,187.2,94.5,29.6,42.3,44.1,63.5,45,50.3,117.8,201.2,14.1,0,14.6,12.9,31.3,16,17.9,12.8,4,1.7,0.5,15,35.1,4.9,0,5.9,8,0,27.9,40.3,355.6
20250729,4383.8,3562,821.8,23.07,378.206,315.673,0,0,0,0,0,0,75.3,75.6,76,27.3,28.3,27.9,46.1,27.8,28.5,28.1,28.5,42.8,0,0,0,0,0,76,75.8,58.8,58.3,52.1,0,57.1,149.8,598.6,282.4,168.7,77.4,29.6,44.3,43.8,63.5,48.1,50.4,118.4,174.8,14.1,0,14.3,6.7,14.1,14.9,17,12.7,4,1,0.2,0,18.6,5.9,0,3,8,0,22.2,23.9,463.3
20250730,4421.6,3786.6,635,16.77,395.494,330.101,0,0,0,0,0,0,74.3,75.6,75.9,49.6,51.5,50,50.3,52.5,53,52.4,53.3,51.4,0,0,0,0,0,75.9,75.8,59.2,58.8,52,0,57.1,144,564.3,292,167.9,68,44.6,35.8,39.2,61.3,48.3,45.5,106.7,178.8,23.8,0,14.2,3,4,6.7,10.9,12.8,4,1.5,3,0,0,5.9,0,3,8,1,19.7,162.2,461
20250731,4428.1,3744.9,683.2,18.24,396.34,330.807,0,0,0,0,0,0,74.6,75.8,76,41.8,42.2,48.4,42,42.9,43.6,43.4,44.2,47.1,0,0,0,0,0,75.8,75.8,59.2,54.6,52.2,0,57.1,150.4,593.7,281.4,168.6,74.4,34.6,37,39.4,63.5,45.1,42.2,100.2,179.7,14.1,0,14.2,9,14.3,13.9,18.9,12.7,4,4.7,1.4,0,0,5.9,0,8.5,8,0.5,21.4,184.9,401.9
20250801,4446.2,3769.8,676.4,17.94,392.587,339.639,0,0,0,0,0,0,74.3,75.7,75.8,46,48,49,46.3,47.5,0,48,48.8,16.9,0,0,0,0,0,75.8,75.8,59.2,58.7,52.4,0,57.2,150,610.1,282.5,189.7,84.1,29.5,39.5,43,63.6,40.2,45.5,100.8,183.3,14.1,0,14,9.7,28.2,16.1,18.8,12.7,4,1,1.9,7.8,0,5.9,0,5,8,0.2,22.6,177.3,419.3
20250802,3983.3,3238.2,745.1,23.01,361.947,313.131,0,0,0,0,0,0,74.9,75.8,76,40.7,40.7,42,40.8,41.8,0,42.3,43.1,0,0,0,0,0,0,75.8,75.7,56.3,55.3,47.3,0,57.1,59.2,633.3,292.2,204.4,93,35.4,42.9,43.4,2.6,48.4,49.9,49.7,153,14,0,14.6,11.2,20.8,16,18.7,12.8,4,1.4,1.1,0,23.7,5.9,0,6.1,8,0,24.8,149.6,158.3
20250803,3687.4,3149,538.4,17.1,344.943,298.42,0,0,0,0,0,0,75.4,76,76.2,50.8,51.5,48,46.6,48.7,0,48.5,48.5,0,0,0,0,0,0,75.8,75.8,55.4,55.6,52.5,0,57.2,59.7,628.7,290.2,207,97.3,29.5,0,44.9,0,49.7,51.3,68.9,202,13.9,0,15.6,9.7,20.4,14.4,18.7,12.8,4,0,0.4,0,0,5.9,0,7.4,8.1,0,31.8,128,0
20250804,4194.3,3652.4,541.9,14.84,377.663,326.727,0,0,0,0,0,0,75,75.9,75.5,48.2,46.9,48.3,47.8,49.2,0,49.7,50.3,0,0,0,0,0,0,75.8,75.8,57.7,57.4,52.2,0,57.1,160.6,635.3,284.5,202.2,97.5,29.4,44.2,44,63.5,49.3,51.5,119.2,195.9,28.2,0,14.2,6.4,15.6,17.2,18.6,12.8,4,1.3,0.5,17.8,27.9,4.8,0,5.5,8,0,19.1,144.1,191.8
20250805,4605.5,3780.7,824.8,21.82,389.655,337.102,0,0,0,0,0,0,75.6,75.5,75.9,31.8,32.2,32.7,32.2,32.8,0,38.1,39,0,0,0,0,0,0,75.5,75.5,57.4,55.5,52.2,0,57.2,154.5,580.7,282,178.9,87,29.5,41.4,43.6,63.5,46.8,46,105.2,192.5,28.1,0,13.7,10,16.5,17.8,18.6,12.8,4,1.2,0.4,0.1,1.8,4.8,0,4,8,0,19.2,177.5,575.8
20250806,4705.1,3863.1,842,21.8,397.384,343.789,0,0,0,0,0,0,12.9,75.3,74.8,36.6,37.4,38.6,37.4,38.2,48,38.4,38.8,0,0,0,0,0,0,75.7,75.7,59.3,58.8,52.2,0,57.1,153.1,623.5,285.8,179.3,96.4,29.4,41.2,14.3,63.5,4.7,45.2,115.1,188,27.9,0,13.8,7.7,17.5,15,18.8,12.7,4,1,0.3,8,14.6,4.4,0,4.1,8,0,23.7,43.8,781.1
20250807,4693.5,3880.8,812.7,20.94,401.746,347.562,0,0,0,0,0,0,75.5,75.3,74.5,30,29.9,30.4,30.2,30,30.6,30.7,31.4,29.1,0,0,0,0,0,75.8,75.8,59.3,58.7,52.2,0,57.1,156,608.7,279.9,188.5,104.8,29.4,38.2,41.6,63.5,40.3,45.2,109,181.9,28.4,0,13.7,6.4,13.4,15.4,18.8,12.7,4,1.1,0.3,15,10.4,4.9,0,3.5,8.2,0,23.2,11.7,795.9
20250808,4760.6,3910.5,850.1,21.74,403.215,348.833,0,0,0,0,0,0,75.2,75.6,75.2,28.3,28.1,29.4,28.1,28.8,29.4,28.5,29.8,51.4,0,0,0,0,0,76,75.9,58.3,56.5,52.3,0,57.2,154.3,606.4,282.1,185.2,77.3,29.5,40.9,41,63.5,43.4,44.1,109.3,143.8,28.2,0,13.8,10.7,16.9,16,19.1,12.8,4,4.2,1.5,12.8,12.5,0.5,0,3.4,8,0,22.8,23.4,832.5
20250809,4371,3548.7,822.3,23.17,384.053,332.256,0,0,0,0,0,0,74.9,75.5,75.5,46.3,46.6,47.3,46.5,47.6,48.3,48.1,48.3,50.1,0,0,0,0,0,76,56.9,59.3,58.8,51.1,0,57.1,81.2,593.2,276.4,183.2,77,29.6,41.9,0,63.7,0,0,61,103.4,27.8,0,14.5,9.7,20.2,16.4,19.1,12.8,4,6,2.2,0,0,2,0,0.6,8,0,22.1,56.5,749
20250810,3824.6,3322.1,502.5,15.13,367.044,317.541,0,0,0,0,0,0,75.4,75.3,75.4,51.2,51.4,51,50.7,52.6,53.2,52.6,53.2,46.2,0,0,0,0,0,75.8,75.8,55.4,55.6,52.2,0,52.2,78.5,632.8,282.8,177,103.3,29.5,0,45.4,63,44.4,45.4,48.5,193.4,28.3,0,16.4,11.6,21.7,12.9,15.6,12.8,4,10,3.9,28.8,61.8,4.9,0,5.7,8,0,34.2,53.4,0
20250811,4825.8,3916.3,909.5,23.23,400.453,346.443,0,0,0,0,0,0,74.9,75.8,76.1,50.3,51,51.1,50.8,52.6,53.3,53,53.2,50.9,0,0,0,0,0,75.9,75.8,59.2,58.8,52.3,0,57.1,158.4,555.8,282,175.4,78.5,29.5,43.9,39.1,56.9,43.1,50.3,98.1,142.4,28.1,0,14.9,6.7,15.1,15.3,17,12.8,4,6.3,2.2,0,0,1,0,0,8,0.2,21.2,79.3,728.5
20250812,4620.5,3956.4,664.1,16.79,410.861,355.448,0,0,0,0,0,0,13.2,75.5,75.9,48.8,51.1,51.3,50.8,52.6,53.4,52.6,53.3,50.8,0,0,0,0,0,75.9,75.8,59.3,58.4,52.2,0,57.1,158.2,638.7,285,184.6,98.1,29.5,41.9,44.8,63.5,44.8,46.7,119.1,195.5,28,0,14.7,10.7,19.4,15,17.3,12.8,4,8,3.5,0,4.8,0,0,3,8,0.7,23.2,2.5,673.8
20250813,4368.9,3609.3,759.6,21.05,384.966,333.046,0,0,0,0,0,0,74.6,75.8,76,46,46.6,47.7,45.3,47.4,48.1,48.1,48.3,51.4,0,0,0,0,0,76,75.8,55.4,55.4,47.2,0,57.1,121.3,627.1,190.5,189.4,105.7,29.5,44.3,43,46.8,47.2,49.1,45.6,197.7,28.2,0,14.7,8.8,18.7,15.3,17.3,12.8,4,7.4,2.6,0,0,0,0,8.1,6.1,0.3,21.9,263.2,282.6
20250814,4598.9,3911.3,687.6,17.58,399.527,345.642,0,0,0,0,0,0,74.5,75.7,76,44.4,44.7,45.5,44.4,45.4,44.3,52,46.1,51.9,0,0,0,0,0,75.9,75.8,59.8,59.1,45.9,0,57.1,155.7,619.3,199.2,178.3,101.8,29.5,42.9,42.3,63.5,22.9,48.3,118.1,143.7,28.3,0,14.7,3.7,9.2,6.1,8,7.3,4,1.4,0.5,0,12.1,0,0,9,7.1,0,16.2,82.7,769.9
20250815,4656.5,3944.1,712.4,18.06,405.195,350.546,0,0,0,0,0,0,74.8,75.6,76.1,50.4,50.9,48.5,50.5,52.1,52.8,52.5,52.7,51.8,0,0,0,0,0,76,75.8,59.6,58.7,49.4,0,57.1,152.1,630.1,204.6,188.9,99.8,29.4,44.4,41.9,63,47.5,49.4,106.7,186,27.8,0,14.6,3.2,3.9,7.7,6.3,6.1,2,5,1.8,0,11.5,0,0,8.4,5.2,0,18.6,5.4,748.3
20250816,4411.6,3518.9,892.7,25.37,382.8,331.172,0,0,0,0,0,0,75,0,76,42.5,42.7,44.2,43.7,48.8,45.4,49.3,50,51.9,0,0,0,0,0,75.7,75.7,59.2,58.8,42.5,0,56.9,84.5,582.4,284.7,192.3,95.2,29.6,43.3,16,60.2,0,45.6,113.3,147.3,28.1,0,14.4,0,1.1,3.9,3.1,3.9,2.2,6.1,2.3,2.4,0,2.2,0,7,4.6,0,20.3,56.1,605.2
20250817,3614.1,3344.7,269.4,8.05,366.784,317.316,0,0,0,0,0,0,74.6,0,75.5,49.6,41.8,50.4,50.8,52.5,53.3,52.6,53.3,51.9,0,0,0,0,0,75.8,75.8,46.6,55.4,52.1,0,56.8,85.4,603.3,304.7,221.8,110.8,54.6,0,44.9,0,49.1,50.7,119.2,152.2,55,0,16.4,15.4,27.9,15.9,17.9,12.7,3,8.9,3.6,60.7,99.7,4.4,0,6.1,8.1,0,22.2,1.3,0
20250818,4706.9,3964.9,742,18.71,401.555,347.398,0,0,0,0,0,0,75.3,75.5,75.7,51,39.9,50.6,49.9,50.8,53.3,50.3,50.4,44,0,0,0,0,0,75.7,75.7,60,59.6,51.9,0,47.4,152.5,625.8,283.3,178.8,87.8,29.7,42.7,44.7,63.5,44.4,45.4,114.7,184.6,27.7,0,15,0,1,2.8,4,4.5,3,4.4,1.5,15.5,15.6,4.5,0,3.6,3.8,0.7,16,8.3,723.3
20250819,4694.6,3992.3,702.3,17.59,408.827,353.688,0,0,0,0,0,0,75,75.6,75.3,50.8,22.5,51.4,50.7,52.4,53.3,52.6,53.2,43.6,0,0,0,0,0,75.8,75.7,60.1,59.7,51.9,0,47.4,147,619.8,284.4,209.4,94.1,29.4,43.8,43.1,63.5,44.5,45.9,117.6,192.1,28.1,0,15.1,4.2,4.5,8.2,6.2,5.5,3,5.9,2.1,10.1,15.6,4.4,0,3.3,3.5,0.7,25,6.5,720.1
20250820,4695,3985.8,709.2,17.79,398.128,344.432,0,0,0,0,0,0,74.9,75.6,75.1,44.3,23,45.2,48.8,42.9,46.1,45.8,46.8,43.8,0,0,0,0,0,76,75.8,58.5,58.5,45.9,0,57.1,161.5,635.3,286.6,215,112.7,29.5,44.2,43.6,63.4,46.5,50.4,117.2,195.2,28.1,0,14.6,6.3,9.3,10.2,7.6,6.8,3,9.8,3.9,0,0,4.4,0,3,4.2,0.8,19.6,95.4,617.7
20250821,4774.7,3877.2,897.5,23.15,396.448,342.979,0,0,0,0,0,0,75,75,75.1,41.5,21.7,42.9,50.3,42.7,43.3,43.2,43.4,44,0,0,0,0,0,75.5,75.6,60.1,59.5,49.2,0,57.1,162.7,620.9,288.7,176.2,90.6,29.4,41.2,0,63.6,46.4,46.9,68.9,142.7,28.4,0,14.1,11.6,19.5,16.3,17.3,12.7,3,8.7,3.4,15.4,8.6,4.5,0,3,1.8,0.8,24,4.8,766.2
20250822,4746.7,3931.6,815.1,20.73,405.613,350.908,0,0,0,0,0,0,44.5,75.4,75.4,41.9,42.7,43.2,42,52.5,43.8,43.6,44.1,44.4,0,0,0,0,0,75.9,75.8,60.2,59.7,43.1,0,57,168.3,606.5,285.9,178.2,98.2,29.7,44.2,0,62.5,0.1,45.4,116.8,150,28.1,5.7,14,9.7,25.9,17.2,18.2,12.7,3,9.3,3.7,15.5,19.2,4.4,0,3.5,3.1,0,20.5,18.6,796.7
20250823,4697.9,3512.5,1185.4,33.75,383.268,331.576,0,0,0,0,0,0,74.9,75.4,75.5,31.8,32.7,33.4,33.1,32.8,33.5,33.1,33.5,43.9,0,0,0,0,0,41.5,75.8,59.2,57.8,47.2,0,57.1,101.5,622.4,286,179.6,106.1,29.6,39.5,0,19,0,24.2,48.1,94.2,28,0,14.4,3.2,2,2.5,3.7,3.8,3,9.4,3.7,0,0,4.4,0,3.6,3.5,0.8,17.4,17.2,874.8
20250824,4359,3379.7,979.3,28.98,369.76,319.891,0,0,0,0,0,0,75.1,75.6,75.8,37.1,37.1,38.3,36.9,37.8,38.5,38.1,38.9,43.5,0,0,0,0,0,76,73,55.4,41.5,24.5,0,52.2,99.1,613.9,286.4,196.1,104.8,29.6,0,0,0,5,0,1,138.7,27.8,0,14.2,3.2,2.7,3.5,4.4,4.3,3,9.3,3.7,0,0,2,0,0,3.4,0.7,21.1,10.1,818.2
20250825,4693.9,4007.4,686.5,17.13,405.79,351.061,0,0,0,0,0,0,74.9,75.6,75.2,45.4,46.5,46.9,47.1,50.2,51,50.9,51.4,39.6,0,0,0,0,0,76,75.8,60.1,59.7,52,0,57.1,179.9,620,284.8,185.9,103.6,29.5,43.9,0,62.4,44.5,46.1,117.1,159.8,28.1,0,14.1,0,2.9,0,1.1,1.8,3,9.1,3.6,15.5,15.7,3.5,0,1.5,1.8,0.7,20.3,15.1,766.1
20250826,4723.6,4027.1,696.5,17.29,409.541,354.306,0,0,0,0,0,0,74.5,75.6,75.7,50.6,51.3,51.6,50.5,52.5,53.3,52.9,53,44.2,0,0,0,0,0,75.9,75.8,60.1,59.7,51.8,0,57,182.2,620.6,284.9,201.8,108,35.1,43.5,0,63.5,45.6,46.1,118.8,190.9,28.3,0,14.4,3.3,4.1,4.3,2,2.4,2,9,3.5,13.8,10.6,3.6,0,2.8,3.6,0,19.3,50.7,652.9
20250827,4401,3818.6,582.4,15.25,399.599,345.705,0,0,0,0,0,0,74.4,75.3,76.1,50.2,50.5,51.7,50.8,52.5,53.2,52.6,53.2,44,0,0,0,0,0,75.6,75.6,57.3,56.3,52.2,0,57.1,176,639,289.6,205.5,108.2,29.9,44,0,63.5,49.1,50.8,107.6,200.6,28.2,0,14.5,0,2,1.1,2.1,2.2,2,9,3.3,14.3,33.5,4.4,0,0,2.5,0,13.9,38.1,457.5
20250828,4547.2,3932.6,614.6,15.63,406.667,351.82,0,0,0,0,0,0,74.6,75.4,75.6,50.6,51.4,44.5,50.7,52.6,53.3,52.7,53,47.5,0,0,0,0,0,75.9,75.8,60.1,59.7,51.8,0,57.2,117.7,637.5,286.5,206.5,107.6,29.5,43.1,0,63.5,44.8,45.5,118.4,189.9,28.4,0,14.7,0.6,2.5,9.4,5,3.9,4,5,1.5,15.1,18.6,4,0,1,2.3,0,18.2,7.1,683.4
20250829,4686.4,3972.5,713.9,17.97,409.345,354.136,0,0,0,0,0,0,75.1,75.5,75.4,48.8,48.8,46.8,49.3,50.1,50.9,50.7,52.8,42.8,0,0,0,0,0,75.9,75.8,60.1,59.7,51.7,0,56.7,120.6,630.9,285.9,202.6,108.2,30.2,44.1,0,63.5,48.5,49.9,117.9,193.9,28.1,0,14.4,0,0,0.8,2.2,2,4,6.5,2.6,1.3,15.7,2.5,0,1.9,2.1,0,21,17.6,764.2
20250830,4584.4,3521.4,1063,30.19,383.656,331.912,0,0,0,0,0,0,75,75,75.4,46.1,46.3,48,47.2,42.7,43.4,43.1,43.8,42.7,0,0,0,0,0,75.8,75.6,60.1,59.7,52,0,56.7,142.3,624.2,282.4,178,88.7,29.6,41.7,0,63.4,0,45.6,16.9,149,27.7,0,14.5,0,0,1.1,2.4,2.2,0,4.4,1.5,0,0,1,0,0,2.6,0.3,20,9.7,718.6
20250831,3704.6,3368.2,336.4,9.99,365.33,316.058,0,0,0,0,0,0,75.3,75.6,74.9,50.5,50.9,50.8,50.8,52.6,53.3,52.6,53.1,43.4,0,0,0,0,0,75.8,75.6,56.7,56,24.3,0,56.6,136.1,614.6,303.9,207.2,108.6,54.6,0,0,63,0,24.9,115.7,191.8,28.2,0,16.3,16.1,30.3,17.4,18.8,12.7,4,9.8,3.9,45.2,66.7,4.4,0,3.3,8.1,0.9,30.7,2.7,0
20250901,4437.6,3819.2,618.4,16.19,391.289,361.647,0,0,0,0,0,0,74.6,75.1,75.4,50.7,50.8,52,50.9,52.5,53.3,52.6,53,43.9,0,0,0,0,0,76,75.8,57.3,55.5,51.8,0,56.8,196.8,592.8,285.7,201.3,113.5,44,43.3,0,63.5,0,48.1,115,201.6,28.2,0,13.7,2.5,2,0.9,2.2,2,0,1,0.1,9.9,28.2,0.8,0,0,3.1,0.2,15.9,2.2,581.7
20250902,4474.3,3856.8,617.5,16.01,395.564,365.599,0,0,0,0,0,0,74.5,75.3,75,51.1,51.4,51.5,50.9,52.5,52.8,50.1,53,43.4,0,0,0,0,0,76,75.8,58.1,57.5,51.8,0,56.8,194.2,628,286.1,223.3,113.3,54.7,44.2,0,63.5,0,50.3,118.6,201.5,28.3,0,13.9,5.2,20.7,8.5,10.1,7.3,0,1.7,0.4,9.2,0,2.7,0,1.9,3.1,0.2,14.6,2,513.3
20250903,4632.8,3909.6,723.2,18.5,396.277,366.258,0,0,0,0,0,0,74.6,74.7,75.1,50.9,51.3,51.5,50.7,52.5,50.7,47.6,52.3,43.7,0,0,0,0,0,39.6,75.8,60.1,58.6,52,0,56.7,189.4,631.1,282.1,191.9,91.5,51,43.7,0,63.5,0,47,115.3,170.1,28,0,14.1,0,0.4,0.7,1.8,1.7,0.6,2.6,0.8,15,13,3,0,1.6,2.6,0,16.5,2.9,728.9
20250904,4690.3,3931.4,758.9,19.3,398.363,368.185,0,0,0,0,0,0,74.7,75,75.2,49.6,50.4,50.6,50.1,51.3,51.5,48.6,51.4,43.9,0,0,0,0,0,75.8,75.8,56.1,54.5,52.2,0,56,190.7,632.8,284.4,206.2,104.6,29.4,43.3,0,63.4,0,46.7,103.1,152.5,27.8,0,14.7,0,0,1.1,2,2,0,5.7,1.9,3.7,0,1.5,0,1.1,3.2,0,12.7,4.8,814.4
20250905,4594.4,3940.4,654,16.6,400.797,370.434,0,0,0,0,0,0,75.3,75.5,75.5,50.6,51,50.9,50.7,52.6,53.3,52.8,53,44.5,0,0,0,0,0,76,75.8,59.3,54.4,51.6,0,55.9,169.7,619.4,281.9,198,68.7,30.4,43.4,0,63.5,0,49.4,75.2,185.5,28,0,14.4,1.3,2.9,1.1,2,1.8,0,1.8,0.6,15.9,22.2,0.6,0,0,2.6,0,12.1,22.8,726.4
20250906,4485.2,3623.4,861.8,23.78,384.452,355.328,0,0,0,0,0,0,75.4,75.9,75.6,37.1,38.2,39.4,37.5,38.5,39.2,38.9,39.5,44.3,0,0,0,0,0,75.8,75.8,58.7,57.7,51.8,0,56,120.5,633.5,284.1,195.3,79.2,29.6,43.8,0,63.5,0,47.4,65.8,47.7,28,0,14.9,0,0,1,2.1,2,0,1.7,0.3,0,0,2,0,0,2.4,0,11.4,11.1,783.3
20250907,4310.4,3363.3,947.1,28.16,362.409,334.954,0,0,0,0,0,0,75.3,75.8,75.5,43,42.9,44.4,43.6,44,46.3,44.8,45,43.8,0,0,0,0,0,75.8,75.8,55.5,55.4,43.7,0,55.8,114,624.8,285.4,183.8,77.2,29.5,0,0,0,0,46.1,42.2,61.8,28.3,0,14,0,0,1.1,2.1,1.9,0,1,0.2,0,0,3,0,1.5,1.8,0.3,11,65.9,697.4
20250908,4574.6,3914.3,660.3,16.87,391.379,361.731,0,0,0,0,0,0,74.6,75.8,75.5,47.9,48,47.2,46.7,46.6,48,49.4,49.4,44.2,0,0,0,0,0,75.8,66.3,60,55.2,52,0,56.7,172.9,628.8,285.9,200.7,85.6,31.7,44.5,0,63.5,0,24.7,117.8,169.3,28.3,0,14.4,3.3,2.6,1.1,2.1,1.9,0,2.6,0.8,15.9,29.3,2,0,1.6,1.7,0.2,11.9,68.9,724.1
20250909,4482.7,3963.4,519.3,13.1,403.983,373.38,0,0,0,0,0,0,75.2,75.7,75.9,50.7,51.5,51,50.9,52.5,52.9,52.9,53.3,44,0,0,0,0,0,75.8,75.8,60.1,58.8,52.1,0,56.4,168.5,627.5,293.6,217.1,112.3,44.3,42.1,0,63.5,0,46.9,114,195,31,0,14.3,2.9,3.3,1.2,2.1,2.1,0,1.1,0.2,13.2,16.7,1.1,0,0.1,3.2,0.3,19.2,28.7,659
20250910,4440.6,4073,367.6,9.03,402.517,372.024,0,0,0,0,0,0,75.6,75.5,75.5,51,51.4,49.3,51.2,52.6,53.3,52.6,53.3,44.2,0,0,0,0,0,75.7,75.7,60.1,58.8,52.1,0,56.5,172.2,632.2,299.7,223.4,114,62.5,35.7,0,63.5,0,50.4,118.9,196.2,81.5,17.8,17.8,11,25.1,11.5,9.5,7.3,1.4,4.2,1.7,58.2,91.5,3.7,0,3.2,4.9,0.3,20.8,2.5,572.3
20250911,4599.7,3966,633.7,15.98,403.805,373.214,0,0,0,0,0,0,75.5,75.3,75.9,50.8,51.4,49.1,50.8,52.5,53.4,52.5,53.2,47.8,0,0,27.9,0,28.3,75.8,75.8,60.1,58.7,51.9,0,56.4,170.3,643.2,288,212.9,111.2,53.3,42.3,0,63.4,0,46.2,114.4,190.9,28.1,0,15.7,3,2.3,1.5,2.2,2.1,0,1.2,0.3,16.8,33,0.6,0,1.5,3.2,0.2,17.7,17.7,726.1
20250912,4579.1,3966.2,612.9,15.46,401.488,371.074,0,0,0,0,0,0,75.6,75.8,75.6,50.5,51.2,46.6,50.6,52.1,53,52.3,52.9,47.2,0,0,24,0,37.6,73.2,75.8,58.7,57.3,52.1,0,56.4,175.6,633.4,286.1,205.8,108.1,36.9,41.1,0,63.4,0,49.6,117.2,193.5,28.1,0,15.1,0,2,1,2,1.9,0,1,0.2,8.6,5,2.9,0,0.5,3,0,14.8,3.7,817.4
20250913,4306.6,3517.5,789.1,22.43,375.452,347.009,0,0,0,0,0,0,75,75.6,75,43.4,43.9,43.9,43.9,45.1,45.9,45.4,46.4,47.7,0,0,0,0,0,75.9,76,60.1,57.9,52.1,0,56.5,116.8,624.6,285.2,196.2,104,35.3,40.5,0,63.5,0,45.7,109.9,194,28.2,0,14.3,0,1.3,1,2.1,1.6,0,1,0.1,0,0,0.6,0,0,3,0,16.8,7.3,632.7
