西元年,月,民國年,科學園區,產業,核准廠商數,已入區廠商數
2020,1,民國109年1月,中部科學園區,精密機械,88,45
2020,1,民國109年1月,中部科學園區,總計,206,145
2020,1,民國109年1月,中部科學園區,通訊,1,1
2020,1,民國109年1月,中部科學園區,電腦及周邊,15,13
2020,1,民國109年1月,南部科學園區,光電,49,43
2020,1,民國109年1月,南部科學園區,其他,9,6
2020,1,民國109年1月,南部科學園區,生物技術,81,67
2020,1,民國109年1月,南部科學園區,積體電路,23,17
2020,1,民國109年1月,南部科學園區,精密機械,55,48
2020,1,民國109年1月,南部科學園區,總計,233,195
2020,1,民國109年1月,南部科學園區,通訊,10,9
2020,1,民國109年1月,南部科學園區,電腦及周邊,6,5
2020,1,民國109年1月,彙總資料,光電,179,164
2020,1,民國109年1月,彙總資料,其他,40,30
2020,1,民國109年1月,彙總資料,生物技術,247,189
2020,1,民國109年1月,彙總資料,積體電路,214,203
2020,1,民國109年1月,彙總資料,精密機械,196,141
2020,1,民國109年1月,彙總資料,總計,1013,859
2020,1,民國109年1月,彙總資料,通訊,58,57
2020,1,民國109年1月,彙總資料,電腦及周邊,79,75
2020,1,民國109年1月,新竹科學園區,光電,96,91
2020,1,民國109年1月,新竹科學園區,其他,12,6
2020,1,民國109年1月,新竹科學園區,生物技術,126,91
2020,1,民國109年1月,新竹科學園區,積體電路,182,179
2020,1,民國109年1月,新竹科學園區,精密機械,53,48
2020,1,民國109年1月,新竹科學園區,總計,574,519
2020,1,民國109年1月,新竹科學園區,通訊,47,47
2020,1,民國109年1月,新竹科學園區,電腦及周邊,58,57
2020,2,民國109年2月,中部科學園區,光電,34,30
2020,2,民國109年2月,中部科學園區,其他,19,18
2020,2,民國109年2月,中部科學園區,生物技術,42,32
2020,2,民國109年2月,中部科學園區,積體電路,10,7
2020,2,民國109年2月,中部科學園區,精密機械,86,44
2020,2,民國109年2月,中部科學園區,總計,207,145
2020,2,民國109年2月,中部科學園區,通訊,1,1
2020,2,民國109年2月,中部科學園區,電腦及周邊,15,13
2020,2,民國109年2月,南部科學園區,光電,49,43
2020,2,民國109年2月,南部科學園區,其他,9,6
2020,2,民國109年2月,南部科學園區,生物技術,79,66
2020,2,民國109年2月,南部科學園區,積體電路,23,17
2020,2,民國109年2月,南部科學園區,精密機械,56,48
2020,2,民國109年2月,南部科學園區,總計,232,194
2020,2,民國109年2月,南部科學園區,通訊,10,9
2020,2,民國109年2月,南部科學園區,電腦及周邊,6,5
2020,2,民國109年2月,彙總資料,光電,178,163
2020,2,民國109年2月,彙總資料,其他,40,30
2020,2,民國109年2月,彙總資料,生物技術,248,191
2020,2,民國109年2月,彙總資料,積體電路,215,202
2020,2,民國109年2月,彙總資料,精密機械,195,140
2020,2,民國109年2月,彙總資料,總計,1013,858
2020,2,民國109年2月,彙總資料,通訊,58,57
2020,2,民國109年2月,彙總資料,電腦及周邊,79,75
2020,2,民國109年2月,新竹科學園區,光電,95,90
2020,2,民國109年2月,新竹科學園區,其他,12,6
2020,2,民國109年2月,新竹科學園區,生物技術,127,93
2020,2,民國109年2月,新竹科學園區,積體電路,182,178
2020,2,民國109年2月,新竹科學園區,精密機械,53,48
2020,2,民國109年2月,新竹科學園區,總計,574,519
2020,2,民國109年2月,新竹科學園區,通訊,47,47
2020,2,民國109年2月,新竹科學園區,電腦及周邊,58,57
2020,3,民國109年3月,中部科學園區,光電,34,30
2020,3,民國109年3月,中部科學園區,其他,19,18
2020,3,民國109年3月,中部科學園區,生物技術,42,32
2020,3,民國109年3月,中部科學園區,積體電路,10,7
2020,3,民國109年3月,中部科學園區,精密機械,87,44
2020,3,民國109年3月,中部科學園區,總計,209,145
2020,3,民國109年3月,中部科學園區,通訊,2,1
2020,3,民國109年3月,中部科學園區,電腦及周邊,15,13
2020,3,民國109年3月,南部科學園區,光電,48,42
2020,3,民國109年3月,南部科學園區,其他,9,7
2020,3,民國109年3月,南部科學園區,生物技術,79,66
2020,3,民國109年3月,南部科學園區,積體電路,24,17
2020,3,民國109年3月,南部科學園區,精密機械,56,48
2020,3,民國109年3月,南部科學園區,總計,232,194
2020,3,民國109年3月,南部科學園區,通訊,10,9
2020,3,民國109年3月,南部科學園區,電腦及周邊,6,5
2020,3,民國109年3月,彙總資料,光電,177,163
2020,3,民國109年3月,彙總資料,其他,37,31
2020,3,民國109年3月,彙總資料,生物技術,248,192
2020,3,民國109年3月,彙總資料,積體電路,216,202
2020,3,民國109年3月,彙總資料,精密機械,196,140
2020,3,民國109年3月,彙總資料,總計,1011,859
2020,3,民國109年3月,彙總資料,通訊,59,57
2020,3,民國109年3月,彙總資料,電腦及周邊,78,74
2020,3,民國109年3月,新竹科學園區,光電,95,91
2020,3,民國109年3月,新竹科學園區,其他,9,6
2020,3,民國109年3月,新竹科學園區,生物技術,127,94
2020,3,民國109年3月,新竹科學園區,積體電路,182,178
2020,3,民國109年3月,新竹科學園區,精密機械,53,48
2020,3,民國109年3月,新竹科學園區,總計,570,520
2020,3,民國109年3月,新竹科學園區,通訊,47,47
2020,3,民國109年3月,新竹科學園區,電腦及周邊,57,56
2020,4,民國109年4月,中部科學園區,光電,34,30
2020,4,民國109年4月,中部科學園區,其他,19,18
2020,4,民國109年4月,中部科學園區,生物技術,42,32
2020,4,民國109年4月,中部科學園區,積體電路,10,7
2020,4,民國109年4月,中部科學園區,精密機械,88,44
2020,4,民國109年4月,中部科學園區,總計,210,145
2020,4,民國109年4月,中部科學園區,通訊,2,1
2020,4,民國109年4月,中部科學園區,電腦及周邊,15,13
2020,4,民國109年4月,南部科學園區,光電,48,42
2020,4,民國109年4月,南部科學園區,其他,9,7
2020,4,民國109年4月,南部科學園區,生物技術,78,66
2020,4,民國109年4月,南部科學園區,積體電路,23,17
2020,4,民國109年4月,南部科學園區,精密機械,57,48
2020,4,民國109年4月,南部科學園區,總計,231,194
2020,4,民國109年4月,南部科學園區,通訊,10,9
2020,4,民國109年4月,南部科學園區,電腦及周邊,6,5
2020,4,民國109年4月,彙總資料,光電,178,163
2020,4,民國109年4月,彙總資料,其他,38,31
2020,4,民國109年4月,彙總資料,生物技術,253,193
2020,4,民國109年4月,彙總資料,積體電路,217,202
2020,4,民國109年4月,彙總資料,精密機械,199,140
2020,4,民國109年4月,彙總資料,總計,1023,860
2020,4,民國109年4月,彙總資料,通訊,59,57
2020,4,民國109年4月,彙總資料,電腦及周邊,79,74
2020,4,民國109年4月,新竹科學園區,光電,96,91
2020,4,民國109年4月,新竹科學園區,其他,10,6
2020,4,民國109年4月,新竹科學園區,生物技術,133,95
2020,4,民國109年4月,新竹科學園區,積體電路,184,178
2020,4,民國109年4月,新竹科學園區,精密機械,54,48
2020,4,民國109年4月,新竹科學園區,總計,582,521
2020,4,民國109年4月,新竹科學園區,通訊,47,47
2020,4,民國109年4月,新竹科學園區,電腦及周邊,58,56
2020,5,民國109年5月,中部科學園區,光電,34,30
2020,5,民國109年5月,中部科學園區,其他,19,18
2020,5,民國109年5月,中部科學園區,生物技術,42,33
2020,5,民國109年5月,中部科學園區,積體電路,10,7
2020,5,民國109年5月,中部科學園區,精密機械,88,44
2020,5,民國109年5月,中部科學園區,總計,210,146
2020,5,民國109年5月,中部科學園區,通訊,2,1
2020,5,民國109年5月,中部科學園區,電腦及周邊,15,13
2020,5,民國109年5月,南部科學園區,光電,47,42
2020,5,民國109年5月,南部科學園區,其他,9,7
2020,5,民國109年5月,南部科學園區,生物技術,78,67
2020,5,民國109年5月,南部科學園區,積體電路,23,17
2020,5,民國109年5月,南部科學園區,精密機械,57,48
2020,5,民國109年5月,南部科學園區,總計,230,195
2020,5,民國109年5月,南部科學園區,通訊,10,9
2020,5,民國109年5月,南部科學園區,電腦及周邊,6,5
2020,5,民國109年5月,彙總資料,光電,177,163
2020,5,民國109年5月,彙總資料,其他,38,31
2020,5,民國109年5月,彙總資料,生物技術,252,195
2020,5,民國109年5月,彙總資料,積體電路,217,203
2020,5,民國109年5月,彙總資料,精密機械,199,140
2020,5,民國109年5月,彙總資料,總計,1020,863
2020,5,民國109年5月,彙總資料,通訊,58,56
2020,5,民國109年5月,彙總資料,電腦及周邊,79,75
2020,5,民國109年5月,新竹科學園區,光電,96,91
2020,5,民國109年5月,新竹科學園區,其他,10,6
2020,5,民國109年5月,新竹科學園區,生物技術,132,95
2020,5,民國109年5月,新竹科學園區,積體電路,184,179
2020,5,民國109年5月,新竹科學園區,精密機械,54,48
2020,5,民國109年5月,新竹科學園區,總計,580,522
2020,5,民國109年5月,新竹科學園區,通訊,46,46
2020,5,民國109年5月,新竹科學園區,電腦及周邊,58,57
2020,6,民國109年6月,中部科學園區,光電,34,30
2020,6,民國109年6月,中部科學園區,其他,19,18
2020,6,民國109年6月,中部科學園區,生物技術,42,33
2020,6,民國109年6月,中部科學園區,積體電路,10,7
2020,6,民國109年6月,中部科學園區,精密機械,88,45
2020,6,民國109年6月,中部科學園區,總計,210,147
2020,6,民國109年6月,中部科學園區,通訊,2,1
2020,6,民國109年6月,中部科學園區,電腦及周邊,15,13
2020,6,民國109年6月,南部科學園區,光電,47,42
2020,6,民國109年6月,南部科學園區,其他,9,7
2020,6,民國109年6月,南部科學園區,生物技術,78,68
2020,6,民國109年6月,南部科學園區,積體電路,23,17
2020,6,民國109年6月,南部科學園區,精密機械,57,49
2020,6,民國109年6月,南部科學園區,總計,230,197
2020,6,民國109年6月,南部科學園區,通訊,10,9
2020,6,民國109年6月,南部科學園區,電腦及周邊,6,5
2020,6,民國109年6月,彙總資料,光電,176,163
2020,6,民國109年6月,彙總資料,其他,38,31
2020,6,民國109年6月,彙總資料,生物技術,252,196
2020,6,民國109年6月,彙總資料,積體電路,216,203
2020,6,民國109年6月,彙總資料,精密機械,199,143
2020,6,民國109年6月,彙總資料,總計,1018,867
2020,6,民國109年6月,彙總資料,通訊,58,56
2020,6,民國109年6月,彙總資料,電腦及周邊,79,75
2020,6,民國109年6月,新竹科學園區,光電,95,91
2020,6,民國109年6月,新竹科學園區,其他,10,6
2020,6,民國109年6月,新竹科學園區,生物技術,132,95
2020,6,民國109年6月,新竹科學園區,積體電路,183,179
2020,6,民國109年6月,新竹科學園區,精密機械,54,49
2020,6,民國109年6月,新竹科學園區,總計,578,523
2020,6,民國109年6月,新竹科學園區,通訊,46,46
2020,6,民國109年6月,新竹科學園區,電腦及周邊,58,57
2020,7,民國109年7月,中部科學園區,光電,36,30
2020,7,民國109年7月,中部科學園區,其他,19,18
2020,7,民國109年7月,中部科學園區,生物技術,42,33
2020,7,民國109年7月,中部科學園區,積體電路,9,7
2020,7,民國109年7月,中部科學園區,精密機械,87,45
2020,7,民國109年7月,中部科學園區,總計,211,147
2020,7,民國109年7月,中部科學園區,通訊,2,1
2020,7,民國109年7月,中部科學園區,電腦及周邊,16,13
2020,7,民國109年7月,南部科學園區,光電,46,42
2020,7,民國109年7月,南部科學園區,其他,9,7
2020,7,民國109年7月,南部科學園區,生物技術,79,68
2020,7,民國109年7月,南部科學園區,積體電路,23,17
2020,7,民國109年7月,南部科學園區,精密機械,56,49
2020,7,民國109年7月,南部科學園區,總計,229,197
2020,7,民國109年7月,南部科學園區,通訊,10,9
2020,7,民國109年7月,南部科學園區,電腦及周邊,6,5
2020,7,民國109年7月,彙總資料,光電,178,163
2020,7,民國109年7月,彙總資料,其他,38,31
2020,7,民國109年7月,彙總資料,生物技術,254,197
2020,7,民國109年7月,彙總資料,積體電路,216,204
2020,7,民國109年7月,彙總資料,精密機械,199,143
2020,7,民國109年7月,彙總資料,總計,1023,869
2020,7,民國109年7月,彙總資料,通訊,58,56
2020,7,民國109年7月,彙總資料,電腦及周邊,80,75
2020,7,民國109年7月,新竹科學園區,光電,96,91
2020,7,民國109年7月,新竹科學園區,其他,10,6
2020,7,民國109年7月,新竹科學園區,生物技術,133,96
2020,7,民國109年7月,新竹科學園區,積體電路,184,180
2020,7,民國109年7月,新竹科學園區,精密機械,56,49
2020,7,民國109年7月,新竹科學園區,總計,583,525
2020,7,民國109年7月,新竹科學園區,通訊,46,46
2020,7,民國109年7月,新竹科學園區,電腦及周邊,58,57
2020,8,民國109年8月,中部科學園區,光電,37,30
2020,8,民國109年8月,中部科學園區,其他,19,18
2020,8,民國109年8月,中部科學園區,生物技術,42,32
2020,8,民國109年8月,中部科學園區,積體電路,9,7
2020,8,民國109年8月,中部科學園區,精密機械,88,45
2020,8,民國109年8月,中部科學園區,總計,213,148
2020,8,民國109年8月,中部科學園區,通訊,2,2
2020,8,民國109年8月,中部科學園區,電腦及周邊,16,14
2020,8,民國109年8月,南部科學園區,光電,46,42
2020,8,民國109年8月,南部科學園區,其他,10,7
2020,8,民國109年8月,南部科學園區,生物技術,80,68
2020,8,民國109年8月,南部科學園區,積體電路,24,17
2020,8,民國109年8月,南部科學園區,精密機械,56,49
2020,8,民國109年8月,南部科學園區,總計,233,197
2020,8,民國109年8月,南部科學園區,通訊,10,9
2020,8,民國109年8月,南部科學園區,電腦及周邊,7,5
2020,8,民國109年8月,彙總資料,光電,179,163
2020,8,民國109年8月,彙總資料,其他,39,31
2020,8,民國109年8月,彙總資料,生物技術,256,198
2020,8,民國109年8月,彙總資料,積體電路,217,204
2020,8,民國109年8月,彙總資料,精密機械,199,142
2020,8,民國109年8月,彙總資料,總計,1029,871
2020,8,民國109年8月,彙總資料,通訊,58,57
2020,8,民國109年8月,彙總資料,電腦及周邊,81,76
2020,8,民國109年8月,新竹科學園區,光電,96,91
2020,8,民國109年8月,新竹科學園區,其他,10,6
2020,8,民國109年8月,新竹科學園區,生物技術,134,98
2020,8,民國109年8月,新竹科學園區,積體電路,184,180
2020,8,民國109年8月,新竹科學園區,精密機械,55,48
2020,8,民國109年8月,新竹科學園區,總計,583,526
2020,8,民國109年8月,新竹科學園區,通訊,46,46
2020,8,民國109年8月,新竹科學園區,電腦及周邊,58,57
2020,9,民國109年9月,中部科學園區,光電,38,29
2020,9,民國109年9月,中部科學園區,其他,19,18
2020,9,民國109年9月,中部科學園區,生物技術,42,32
2020,9,民國109年9月,中部科學園區,積體電路,9,7
2020,9,民國109年9月,中部科學園區,精密機械,90,45
2020,9,民國109年9月,中部科學園區,總計,216,147
2020,9,民國109年9月,中部科學園區,通訊,2,2
2020,9,民國109年9月,中部科學園區,電腦及周邊,16,14
