西元年,月,民國年月,園區別,子園區,負載_萬KW
2019,6,10806,中部科學園區,后里園區,25.45
2019,6,10806,中部科學園區,虎尾園區,2.14
2019,6,10806,南部科學園區,臺南園區,122.41
2019,6,10806,南部科學園區,高雄園區,17.0
2019,6,10806,新竹科學園區,宜蘭園區,0.05
2019,6,10806,新竹科學園區,新竹園區,134.83
2019,6,10806,新竹科學園區,新竹生醫園區,0.48
2019,6,10806,新竹科學園區,竹南園區,19.77
2019,6,10806,新竹科學園區,銅鑼園區,2.87
2019,6,10806,新竹科學園區,龍潭園區,16.37
2019,7,10807,中部科學園區,中興園區,0.29
2019,7,10807,中部科學園區,二林園區,0.07
2019,7,10807,中部科學園區,台中園區,102.44
2019,7,10807,中部科學園區,后里園區,25.94
2019,7,10807,中部科學園區,虎尾園區,2.1
2019,7,10807,南部科學園區,臺南園區,122.7
2019,7,10807,南部科學園區,高雄園區,17.12
2019,7,10807,新竹科學園區,宜蘭園區,0.05
2019,7,10807,新竹科學園區,新竹園區,134.33
2019,7,10807,新竹科學園區,新竹生醫園區,0.51
2019,7,10807,新竹科學園區,竹南園區,19.76
2019,7,10807,新竹科學園區,銅鑼園區,2.75
2019,7,10807,新竹科學園區,龍潭園區,17.34
2019,8,10808,中部科學園區,中興園區,0.28
2019,8,10808,中部科學園區,二林園區,0.07
2019,8,10808,中部科學園區,台中園區,104.36
2019,8,10808,中部科學園區,后里園區,26.18
2019,8,10808,中部科學園區,虎尾園區,2.19
2019,8,10808,南部科學園區,臺南園區,132.01
2019,8,10808,南部科學園區,高雄園區,17.12
2019,8,10808,新竹科學園區,宜蘭園區,0.05
2019,8,10808,新竹科學園區,新竹園區,135.78
2019,8,10808,新竹科學園區,新竹生醫園區,0.52
2019,8,10808,新竹科學園區,竹南園區,19.96
2019,8,10808,新竹科學園區,銅鑼園區,2.88
2019,8,10808,新竹科學園區,龍潭園區,16.33
2019,9,10809,中部科學園區,中興園區,0.28
2019,9,10809,中部科學園區,二林園區,0.07
2019,9,10809,中部科學園區,台中園區,104.74
2019,9,10809,中部科學園區,后里園區,26.91
2019,9,10809,中部科學園區,虎尾園區,2.18
2019,9,10809,南部科學園區,臺南園區,132.2
2019,9,10809,南部科學園區,高雄園區,17.33
2019,9,10809,新竹科學園區,宜蘭園區,0.05
2019,9,10809,新竹科學園區,新竹園區,135.87
2019,9,10809,新竹科學園區,新竹生醫園區,0.5
2019,9,10809,新竹科學園區,竹南園區,20.03
2019,9,10809,新竹科學園區,銅鑼園區,2.89
2019,9,10809,新竹科學園區,龍潭園區,16.33
2019,10,10810,中部科學園區,中興園區,0.28
2019,10,10810,中部科學園區,二林園區,0.07
2019,10,10810,中部科學園區,台中園區,107.28
2019,10,10810,中部科學園區,后里園區,25.96
2019,10,10810,中部科學園區,虎尾園區,2.15
2019,10,10810,南部科學園區,臺南園區,132.6
2019,10,10810,南部科學園區,高雄園區,17.33
2019,10,10810,新竹科學園區,宜蘭園區,0.05
2019,10,10810,新竹科學園區,新竹園區,134.62
2019,10,10810,新竹科學園區,新竹生醫園區,0.46
2019,10,10810,新竹科學園區,竹南園區,19.27
2019,10,10810,新竹科學園區,銅鑼園區,2.86
2019,10,10810,新竹科學園區,龍潭園區,15.12
2019,11,10811,中部科學園區,中興園區,0.26
2019,11,10811,中部科學園區,二林園區,0.07
2019,11,10811,中部科學園區,台中園區,106.85
2019,11,10811,中部科學園區,后里園區,25.73
2019,11,10811,中部科學園區,虎尾園區,2.14
2019,11,10811,南部科學園區,臺南園區,132.3
2019,11,10811,南部科學園區,高雄園區,17.3
2019,11,10811,新竹科學園區,宜蘭園區,0.05
2019,11,10811,新竹科學園區,新竹園區,137.67
2019,11,10811,新竹科學園區,新竹生醫園區,0.43
2019,11,10811,新竹科學園區,竹南園區,18.44
2019,11,10811,新竹科學園區,銅鑼園區,2.7
2019,11,10811,新竹科學園區,龍潭園區,14.7
2019,12,10812,中部科學園區,中興園區,0.24
2019,12,10812,中部科學園區,二林園區,0.06
2019,12,10812,中部科學園區,台中園區,104.41
2019,12,10812,中部科學園區,后里園區,25.62
2019,12,10812,中部科學園區,虎尾園區,2.04
2019,12,10812,南部科學園區,臺南園區,132.65
2019,12,10812,南部科學園區,高雄園區,17.32
2019,12,10812,新竹科學園區,宜蘭園區,0.05
2019,12,10812,新竹科學園區,新竹園區,115.0
2019,12,10812,新竹科學園區,新竹生醫園區,0.43
2019,12,10812,新竹科學園區,竹南園區,17.82
2019,12,10812,新竹科學園區,銅鑼園區,3.07
2019,12,10812,新竹科學園區,龍潭園區,14.16
2020,1,10901,中部科學園區,中興園區,0.23
2020,1,10901,中部科學園區,二林園區,0.05
2020,1,10901,中部科學園區,台中園區,103.15
2020,1,10901,中部科學園區,后里園區,25.85
2020,1,10901,中部科學園區,虎尾園區,1.99
2020,1,10901,南部科學園區,臺南園區,140.03
2020,1,10901,南部科學園區,高雄園區,17.34
2020,1,10901,新竹科學園區,宜蘭園區,0.04
2020,1,10901,新竹科學園區,新竹園區,115.0
2020,1,10901,新竹科學園區,新竹生醫園區,0.39
2020,1,10901,新竹科學園區,竹南園區,17.24
2020,1,10901,新竹科學園區,銅鑼園區,3.1
2020,1,10901,新竹科學園區,龍潭園區,14.3
2020,2,10902,中部科學園區,中興園區,0.22
2020,2,10902,中部科學園區,二林園區,0.04
2020,2,10902,中部科學園區,台中園區,104.69
2020,2,10902,中部科學園區,后里園區,25.28
2020,2,10902,中部科學園區,虎尾園區,1.84
2020,2,10902,南部科學園區,臺南園區,144.09
2020,2,10902,南部科學園區,高雄園區,17.32
2020,2,10902,新竹科學園區,宜蘭園區,0.05
2020,2,10902,新竹科學園區,新竹園區,111.9
2020,2,10902,新竹科學園區,新竹生醫園區,0.39
2020,2,10902,新竹科學園區,竹南園區,17.23
2020,2,10902,新竹科學園區,銅鑼園區,3.14
2020,2,10902,新竹科學園區,龍潭園區,13.99
2020,3,10903,中部科學園區,中興園區,0.23
2020,3,10903,中部科學園區,二林園區,0.04
2020,3,10903,中部科學園區,台中園區,106.62
2020,3,10903,中部科學園區,后里園區,25.57
2020,3,10903,中部科學園區,虎尾園區,1.95
2020,3,10903,南部科學園區,臺南園區,147.25
2020,3,10903,南部科學園區,高雄園區,17.34
2020,3,10903,新竹科學園區,宜蘭園區,0.05
2020,3,10903,新竹科學園區,新竹園區,116.92
2020,3,10903,新竹科學園區,新竹生醫園區,0.4
2020,3,10903,新竹科學園區,竹南園區,17.89
2020,3,10903,新竹科學園區,銅鑼園區,3.06
2020,3,10903,新竹科學園區,龍潭園區,14.43
2020,4,10904,中部科學園區,中興園區,0.25
2020,4,10904,中部科學園區,二林園區,0.06
2020,4,10904,中部科學園區,台中園區,110.09
2020,4,10904,中部科學園區,后里園區,26.45
2020,4,10904,中部科學園區,虎尾園區,2.09
2020,4,10904,南部科學園區,臺南園區,148.58
2020,4,10904,南部科學園區,高雄園區,17.31
2020,4,10904,新竹科學園區,宜蘭園區,0.05
2020,4,10904,新竹科學園區,新竹園區,115.92
2020,4,10904,新竹科學園區,新竹生醫園區,0.39
2020,4,10904,新竹科學園區,竹南園區,17.44
2020,4,10904,新竹科學園區,銅鑼園區,3.25
2020,4,10904,新竹科學園區,龍潭園區,14.04
2020,5,10905,中部科學園區,中興園區,0.24
2020,5,10905,中部科學園區,二林園區,0.06
2020,5,10905,中部科學園區,台中園區,108.97
2020,5,10905,中部科學園區,后里園區,26.42
2020,5,10905,中部科學園區,虎尾園區,1.98
2020,5,10905,南部科學園區,臺南園區,150.79
2020,5,10905,南部科學園區,高雄園區,17.24
2020,5,10905,新竹科學園區,宜蘭園區,0.05
2020,5,10905,新竹科學園區,新竹園區,124.37
2020,5,10905,新竹科學園區,新竹生醫園區,0.45
2020,5,10905,新竹科學園區,竹南園區,18.19
2020,5,10905,新竹科學園區,銅鑼園區,3.57
2020,5,10905,新竹科學園區,龍潭園區,14.35
2020,6,10906,中部科學園區,中興園區,0.26
2020,6,10906,中部科學園區,二林園區,0.07
2020,6,10906,中部科學園區,台中園區,112.22
2020,6,10906,中部科學園區,后里園區,27.15
2020,6,10906,中部科學園區,虎尾園區,2.1
2020,6,10906,南部科學園區,臺南園區,153.16
2020,6,10906,南部科學園區,高雄園區,17.23
2020,6,10906,新竹科學園區,宜蘭園區,0.06
2020,6,10906,新竹科學園區,新竹園區,128.55
2020,6,10906,新竹科學園區,新竹生醫園區,0.45
2020,6,10906,新竹科學園區,竹南園區,18.59
2020,6,10906,新竹科學園區,銅鑼園區,3.32
2020,6,10906,新竹科學園區,龍潭園區,16.19
2020,7,10907,中部科學園區,中興園區,0.27
2020,7,10907,中部科學園區,二林園區,0.07
2020,7,10907,中部科學園區,台中園區,114.27
2020,7,10907,中部科學園區,后里園區,27.67
2020,7,10907,中部科學園區,虎尾園區,1.96
2020,7,10907,南部科學園區,臺南園區,155.87
2020,7,10907,南部科學園區,高雄園區,17.35
2020,7,10907,新竹科學園區,宜蘭園區,0.06
2020,7,10907,新竹科學園區,新竹園區,132.29
2020,7,10907,新竹科學園區,新竹生醫園區,0.46
2020,7,10907,新竹科學園區,竹南園區,18.86
2020,7,10907,新竹科學園區,銅鑼園區,3.49
2020,7,10907,新竹科學園區,龍潭園區,14.53
2020,8,10908,中部科學園區,中興園區,0.28
2020,8,10908,中部科學園區,二林園區,0.07
2020,8,10908,中部科學園區,台中園區,115.37
2020,8,10908,中部科學園區,后里園區,27.87
2020,8,10908,中部科學園區,虎尾園區,1.96
2020,8,10908,南部科學園區,臺南園區,156.87
2020,8,10908,南部科學園區,高雄園區,17.38
2020,8,10908,新竹科學園區,宜蘭園區,0.05
2020,8,10908,新竹科學園區,新竹園區,131.71
2020,8,10908,新竹科學園區,新竹生醫園區,0.45
2020,8,10908,新竹科學園區,竹南園區,18.87
2020,8,10908,新竹科學園區,銅鑼園區,3.54
2020,8,10908,新竹科學園區,龍潭園區,14.28
2020,9,10909,中部科學園區,中興園區,0.28
2020,9,10909,中部科學園區,二林園區,0.07
2020,9,10909,中部科學園區,台中園區,115.41
2020,9,10909,中部科學園區,后里園區,28.56
2020,9,10909,中部科學園區,虎尾園區,1.92
2020,9,10909,南部科學園區,臺南園區,156.81
2020,9,10909,南部科學園區,高雄園區,17.38
2020,9,10909,新竹科學園區,宜蘭園區,0.05
2020,9,10909,新竹科學園區,新竹園區,132.17
2020,9,10909,新竹科學園區,新竹生醫園區,0.46
2020,9,10909,新竹科學園區,竹南園區,19.1
2020,9,10909,新竹科學園區,銅鑼園區,3.41
2020,9,10909,新竹科學園區,龍潭園區,15.09
2020,10,10910,中部科學園區,中興園區,0.26
2020,10,10910,中部科學園區,二林園區,0.07
2020,10,10910,中部科學園區,台中園區,115.83
2020,10,10910,中部科學園區,后里園區,28.48
2020,10,10910,中部科學園區,虎尾園區,1.95
2020,10,10910,南部科學園區,臺南園區,156.65
2020,10,10910,南部科學園區,高雄園區,17.4
2020,10,10910,新竹科學園區,宜蘭園區,0.05
2020,10,10910,新竹科學園區,新竹園區,125.75
2020,10,10910,新竹科學園區,新竹生醫園區,0.42
2020,10,10910,新竹科學園區,竹南園區,18.4
2020,10,10910,新竹科學園區,銅鑼園區,3.39
2020,10,10910,新竹科學園區,龍潭園區,14.39
2020,11,10911,中部科學園區,中興園區,0.27
2020,11,10911,中部科學園區,二林園區,0.06
2020,11,10911,中部科學園區,台中園區,113.92
2020,11,10911,中部科學園區,后里園區,28.42
2020,11,10911,中部科學園區,虎尾園區,1.93
2020,11,10911,南部科學園區,臺南園區,156.75
2020,11,10911,南部科學園區,高雄園區,17.4
2020,11,10911,新竹科學園區,宜蘭園區,0.08
2020,11,10911,新竹科學園區,新竹園區,124.26
2020,11,10911,新竹科學園區,新竹生醫園區,0.41
2020,11,10911,新竹科學園區,竹南園區,17.9
2020,11,10911,新竹科學園區,銅鑼園區,3.07
2020,11,10911,新竹科學園區,龍潭園區,14.04
2020,12,10912,中部科學園區,中興園區,0.23
2020,12,10912,中部科學園區,二林園區,0.06
2020,12,10912,中部科學園區,台中園區,112.53
2020,12,10912,中部科學園區,后里園區,27.96
2020,12,10912,中部科學園區,虎尾園區,1.89
2020,12,10912,南部科學園區,臺南園區,157.44
2020,12,10912,南部科學園區,高雄園區,17.35
2020,12,10912,新竹科學園區,宜蘭園區,0.07
2020,12,10912,新竹科學園區,新竹園區,116.21
2020,12,10912,新竹科學園區,新竹生醫園區,0.4
2020,12,10912,新竹科學園區,竹南園區,17.4
2020,12,10912,新竹科學園區,銅鑼園區,3.32
2020,12,10912,新竹科學園區,龍潭園區,13.55
2021,1,11001,中部科學園區,中興園區,0.21
2021,1,11001,中部科學園區,二林園區,0.05
2021,1,11001,中部科學園區,台中園區,109.4
2021,1,11001,中部科學園區,后里園區,27.42
2021,1,11001,中部科學園區,虎尾園區,1.81
2021,1,11001,南部科學園區,臺南園區,158.9
2021,1,11001,南部科學園區,高雄園區,17.36
2021,1,11001,新竹科學園區,宜蘭園區,0.07
2021,1,11001,新竹科學園區,新竹園區,116.59
2021,1,11001,新竹科學園區,新竹生醫園區,0.39
2021,1,11001,新竹科學園區,竹南園區,17.1
2021,1,11001,新竹科學園區,銅鑼園區,3.29
2021,1,11001,新竹科學園區,龍潭園區,14.15
2021,2,11002,中部科學園區,中興園區,0.2
2021,2,11002,中部科學園區,二林園區,0.04
2021,2,11002,中部科學園區,台中園區,108.24
2021,2,11002,中部科學園區,后里園區,27.15
2021,2,11002,中部科學園區,虎尾園區,1.82
2021,2,11002,南部科學園區,臺南園區,161.5
2021,2,11002,南部科學園區,高雄園區,17.36
2021,2,11002,新竹科學園區,宜蘭園區,0.07
2021,2,11002,新竹科學園區,新竹園區,113.48
2021,2,11002,新竹科學園區,新竹生醫園區,0.38
2021,2,11002,新竹科學園區,竹南園區,17.21
2021,2,11002,新竹科學園區,銅鑼園區,3.34
2021,2,11002,新竹科學園區,龍潭園區,15.02
2021,3,11003,中部科學園區,中興園區,0.21
2021,3,11003,中部科學園區,二林園區,0.04
2021,3,11003,中部科學園區,台中園區,108.53
2021,3,11003,中部科學園區,后里園區,27.15
2021,3,11003,中部科學園區,虎尾園區,1.86
2021,3,11003,南部科學園區,臺南園區,161.71
2021,3,11003,南部科學園區,高雄園區,17.36
2021,3,11003,新竹科學園區,宜蘭園區,0.08
2021,3,11003,新竹科學園區,新竹園區,120.68
2021,3,11003,新竹科學園區,新竹生醫園區,0.4
2021,3,11003,新竹科學園區,竹南園區,18.22
2021,3,11003,新竹科學園區,銅鑼園區,3.41
2021,3,11003,新竹科學園區,龍潭園區,14.5
2021,4,11004,中部科學園區,中興園區,0.24
2021,4,11004,中部科學園區,二林園區,0.06
2021,4,11004,中部科學園區,台中園區,112.3
2021,4,11004,中部科學園區,后里園區,28.16
2021,4,11004,中部科學園區,虎尾園區,1.93
2021,4,11004,南部科學園區,臺南園區,162.49
2021,4,11004,南部科學園區,高雄園區,17.45
2021,4,11004,新竹科學園區,宜蘭園區,0.08
2021,4,11004,新竹科學園區,新竹園區,123.31
2021,4,11004,新竹科學園區,新竹生醫園區,0.42
2021,4,11004,新竹科學園區,竹南園區,19.37
2021,4,11004,新竹科學園區,銅鑼園區,3.48
2021,4,11004,新竹科學園區,龍潭園區,16.19
2021,5,11005,中部科學園區,中興園區,0.24
2021,5,11005,中部科學園區,二林園區,0.06
2021,5,11005,中部科學園區,台中園區,112.66
2021,5,11005,中部科學園區,后里園區,28.25
2021,5,11005,中部科學園區,虎尾園區,1.93
2021,5,11005,南部科學園區,臺南園區,163.48
2021,5,11005,南部科學園區,高雄園區,17.45
2021,5,11005,新竹科學園區,宜蘭園區,0.09
2021,5,11005,新竹科學園區,新竹園區,130.93
2021,5,11005,新竹科學園區,新竹生醫園區,0.46
2021,5,11005,新竹科學園區,竹南園區,19.33
2021,5,11005,新竹科學園區,銅鑼園區,3.86
2021,5,11005,新竹科學園區,龍潭園區,15.06
2021,6,11006,中部科學園區,中興園區,0.28
2021,6,11006,中部科學園區,二林園區,0.08
2021,6,11006,中部科學園區,台中園區,117.33
2021,6,11006,中部科學園區,后里園區,33.16
2021,6,11006,中部科學園區,虎尾園區,2.17
2021,6,11006,南部科學園區,臺南園區,165.08
2021,6,11006,南部科學園區,高雄園區,17.45
2021,6,11006,新竹科學園區,宜蘭園區,0.1
2021,6,11006,新竹科學園區,新竹園區,131.32
2021,6,11006,新竹科學園區,新竹生醫園區,0.47
2021,6,11006,新竹科學園區,竹南園區,19.77
2021,6,11006,新竹科學園區,銅鑼園區,3.77
2021,6,11006,新竹科學園區,龍潭園區,15.2
2021,7,11007,中部科學園區,中興園區,0.26
2021,7,11007,中部科學園區,二林園區,0.08
2021,7,11007,中部科學園區,台中園區,117.82
2021,7,11007,中部科學園區,后里園區,33.42
2021,7,11007,中部科學園區,虎尾園區,2.2
2021,7,11007,南部科學園區,臺南園區,165.92
2021,7,11007,南部科學園區,高雄園區,17.47
2021,7,11007,新竹科學園區,宜蘭園區,0.1
2021,7,11007,新竹科學園區,新竹園區,132.75
2021,7,11007,新竹科學園區,新竹生醫園區,0.49
2021,7,11007,新竹科學園區,竹南園區,19.95
2021,7,11007,新竹科學園區,銅鑼園區,4.05
2021,7,11007,新竹科學園區,龍潭園區,15.88
2021,8,11008,中部科學園區,中興園區,0.27
2021,8,11008,中部科學園區,二林園區,0.08
2021,8,11008,中部科學園區,台中園區,119.65
2021,8,11008,中部科學園區,后里園區,33.98
2021,8,11008,中部科學園區,虎尾園區,2.25
2021,8,11008,南部科學園區,臺南園區,166.03
2021,8,11008,南部科學園區,高雄園區,17.61
2021,8,11008,新竹科學園區,宜蘭園區,0.1
2021,8,11008,新竹科學園區,新竹園區,133.53
2021,8,11008,新竹科學園區,新竹生醫園區,0.5
2021,8,11008,新竹科學園區,竹南園區,20.78
2021,8,11008,新竹科學園區,銅鑼園區,3.9
2021,8,11008,新竹科學園區,龍潭園區,15.5
2021,9,11009,中部科學園區,中興園區,0.27
2021,9,11009,中部科學園區,二林園區,0.08
2021,9,11009,中部科學園區,台中園區,119.19
2021,9,11009,中部科學園區,后里園區,33.63
2021,9,11009,中部科學園區,虎尾園區,2.22
2021,9,11009,南部科學園區,臺南園區,168.63
2021,9,11009,南部科學園區,高雄園區,17.58
2021,9,11009,新竹科學園區,宜蘭園區,0.1
2021,9,11009,新竹科學園區,新竹園區,133.11
2021,9,11009,新竹科學園區,新竹生醫園區,1.22
2021,9,11009,新竹科學園區,竹南園區,20.78
2021,9,11009,新竹科學園區,銅鑼園區,4.01
2021,9,11009,新竹科學園區,龍潭園區,15.68
2021,10,11010,中部科學園區,中興園區,0.27
2021,10,11010,中部科學園區,二林園區,0.08
2021,10,11010,中部科學園區,台中園區,119.55
2021,10,11010,中部科學園區,后里園區,33.83
2021,10,11010,中部科學園區,虎尾園區,2.25
2021,10,11010,南部科學園區,臺南園區,172.74
2021,10,11010,南部科學園區,高雄園區,17.78
2021,10,11010,新竹科學園區,宜蘭園區,0.1
2021,10,11010,新竹科學園區,新竹園區,127.43
2021,10,11010,新竹科學園區,新竹生醫園區,1.14
2021,10,11010,新竹科學園區,竹南園區,20.66
2021,10,11010,新竹科學園區,銅鑼園區,3.97
2021,10,11010,新竹科學園區,龍潭園區,15.61
2021,11,11011,中部科學園區,中興園區,0.27
2021,11,11011,中部科學園區,二林園區,0.09
2021,11,11011,中部科學園區,台中園區,118.22
2021,11,11011,中部科學園區,后里園區,33.54
2021,11,11011,中部科學園區,虎尾園區,2.2
2021,11,11011,南部科學園區,臺南園區,173.98
2021,11,11011,南部科學園區,高雄園區,17.87
2021,11,11011,新竹科學園區,宜蘭園區,0.1
2021,11,11011,新竹科學園區,新竹園區,124.21
2021,11,11011,新竹科學園區,新竹生醫園區,1.03
2021,11,11011,新竹科學園區,竹南園區,20.48
2021,11,11011,新竹科學園區,銅鑼園區,3.91
2021,11,11011,新竹科學園區,龍潭園區,14.77
2021,12,11012,中部科學園區,中興園區,0.24
2021,12,11012,中部科學園區,二林園區,0.07
2021,12,11012,中部科學園區,台中園區,114.92
2021,12,11012,中部科學園區,后里園區,33.82
2021,12,11012,中部科學園區,虎尾園區,2.17
2021,12,11012,南部科學園區,臺南園區,174.88
2021,12,11012,南部科學園區,高雄園區,17.87
2021,12,11012,新竹科學園區,宜蘭園區,0.1
2021,12,11012,新竹科學園區,新竹園區,122.33
2021,12,11012,新竹科學園區,新竹生醫園區,1.02
2021,12,11012,新竹科學園區,竹南園區,17.35
2021,12,11012,新竹科學園區,銅鑼園區,3.78
2021,12,11012,新竹科學園區,龍潭園區,14.87
2022,1,11101,中部科學園區,中興園區,0.21
2022,1,11101,中部科學園區,二林園區,0.06
2022,1,11101,中部科學園區,台中園區,112.46
2022,1,11101,中部科學園區,后里園區,33.38
2022,1,11101,中部科學園區,虎尾園區,2.06
2022,1,11101,南部科學園區,橋頭園區,0.0
2022,1,11101,南部科學園區,臺南園區,183.7
2022,1,11101,南部科學園區,高雄園區,17.87
2022,1,11101,新竹科學園區,宜蘭園區,0.09
2022,1,11101,新竹科學園區,新竹園區,118.86
2022,1,11101,新竹科學園區,新竹生醫園區,0.99
2022,1,11101,新竹科學園區,竹南園區,20.37
2022,1,11101,新竹科學園區,銅鑼園區,3.63
2022,1,11101,新竹科學園區,龍潭園區,14.75
2022,2,11102,中部科學園區,中興園區,0.2
2022,2,11102,中部科學園區,二林園區,0.05
2022,2,11102,中部科學園區,台中園區,113.03
2022,2,11102,中部科學園區,后里園區,34.63
2022,2,11102,中部科學園區,虎尾園區,2.09
2022,2,11102,南部科學園區,橋頭園區,0.0
2022,2,11102,南部科學園區,臺南園區,185.04
2022,2,11102,南部科學園區,高雄園區,17.9
2022,2,11102,新竹科學園區,宜蘭園區,0.09
2022,2,11102,新竹科學園區,新竹園區,117.18
2022,2,11102,新竹科學園區,新竹生醫園區,0.94
2022,2,11102,新竹科學園區,竹南園區,20.52
2022,2,11102,新竹科學園區,銅鑼園區,3.58
2022,2,11102,新竹科學園區,龍潭園區,14.68
2022,3,11103,中部科學園區,中興園區,0.21
2022,3,11103,中部科學園區,二林園區,0.05
2022,3,11103,中部科學園區,台中園區,112.26
2022,3,11103,中部科學園區,后里園區,34.43
2022,3,11103,中部科學園區,虎尾園區,2.07
2022,3,11103,南部科學園區,橋頭園區,0.0
2022,3,11103,南部科學園區,臺南園區,187.77
2022,3,11103,南部科學園區,高雄園區,19.12
2022,3,11103,新竹科學園區,宜蘭園區,0.1
2022,3,11103,新竹科學園區,新竹園區,122.3
2022,3,11103,新竹科學園區,新竹生醫園區,1.09
2022,3,11103,新竹科學園區,竹南園區,21.29
2022,3,11103,新竹科學園區,銅鑼園區,3.74
2022,3,11103,新竹科學園區,龍潭園區,14.68
2022,4,11104,中部科學園區,中興園區,0.22
2022,4,11104,中部科學園區,二林園區,0.07
2022,4,11104,中部科學園區,台中園區,116.07
2022,4,11104,中部科學園區,后里園區,35.99
2022,4,11104,中部科學園區,虎尾園區,2.12
2022,4,11104,南部科學園區,橋頭園區,0.0
2022,4,11104,南部科學園區,臺南園區,190.02
2022,4,11104,南部科學園區,高雄園區,19.32
2022,4,11104,新竹科學園區,宜蘭園區,0.11
2022,4,11104,新竹科學園區,新竹園區,124.26
2022,4,11104,新竹科學園區,新竹生醫園區,1.15
2022,4,11104,新竹科學園區,竹南園區,22.67
2022,4,11104,新竹科學園區,銅鑼園區,3.67
2022,4,11104,新竹科學園區,龍潭園區,14.94
2022,5,11105,中部科學園區,中興園區,0.25
2022,5,11105,中部科學園區,二林園區,0.08
2022,5,11105,中部科學園區,台中園區,119.64
2022,5,11105,中部科學園區,后里園區,37.98
2022,5,11105,中部科學園區,虎尾園區,2.15
2022,5,11105,南部科學園區,橋頭園區,0.0
2022,5,11105,南部科學園區,臺南園區,194.09
2022,5,11105,南部科學園區,高雄園區,19.67
2022,5,11105,新竹科學園區,宜蘭園區,0.11
2022,5,11105,新竹科學園區,新竹園區,126.7
2022,5,11105,新竹科學園區,新竹生醫園區,1.18
2022,5,11105,新竹科學園區,竹南園區,22.94
2022,5,11105,新竹科學園區,銅鑼園區,3.84
2022,5,11105,新竹科學園區,龍潭園區,14.33
2022,6,11106,中部科學園區,中興園區,0.26
2022,6,11106,中部科學園區,二林園區,0.08
2022,6,11106,中部科學園區,台中園區,118.96
2022,6,11106,中部科學園區,后里園區,37.3
2022,6,11106,中部科學園區,虎尾園區,2.17
2022,6,11106,南部科學園區,橋頭園區,0.0
2022,6,11106,南部科學園區,臺南園區,201.14
2022,6,11106,南部科學園區,高雄園區,19.96
2022,6,11106,新竹科學園區,宜蘭園區,0.12
2022,6,11106,新竹科學園區,新竹園區,133.44
2022,6,11106,新竹科學園區,新竹生醫園區,1.25
2022,6,11106,新竹科學園區,竹南園區,23.41
2022,6,11106,新竹科學園區,銅鑼園區,3.95
2022,6,11106,新竹科學園區,龍潭園區,14.07
2022,7,11107,中部科學園區,中興園區,0.28
2022,7,11107,中部科學園區,二林園區,0.08
2022,7,11107,中部科學園區,台中園區,118.73
2022,7,11107,中部科學園區,后里園區,37.08
2022,7,11107,中部科學園區,虎尾園區,2.18
2022,7,11107,南部科學園區,橋頭園區,0.0
2022,7,11107,南部科學園區,臺南園區,203.03
2022,7,11107,南部科學園區,高雄園區,20.53
2022,7,11107,新竹科學園區,宜蘭園區,0.12
2022,7,11107,新竹科學園區,新竹園區,137.37
2022,7,11107,新竹科學園區,新竹生醫園區,1.3
2022,7,11107,新竹科學園區,竹南園區,23.44
2022,7,11107,新竹科學園區,銅鑼園區,3.91
2022,7,11107,新竹科學園區,龍潭園區,14.9
2022,8,11108,中部科學園區,中興園區,0.28
2022,8,11108,中部科學園區,二林園區,0.09
2022,8,11108,中部科學園區,台中園區,118.51
2022,8,11108,中部科學園區,后里園區,37.84
2022,8,11108,中部科學園區,虎尾園區,2.25
2022,8,11108,南部科學園區,橋頭園區,0.0
2022,8,11108,南部科學園區,臺南園區,202.06
2022,8,11108,南部科學園區,高雄園區,20.54
2022,8,11108,新竹科學園區,宜蘭園區,0.12
2022,8,11108,新竹科學園區,新竹園區,137.51
2022,8,11108,新竹科學園區,新竹生醫園區,1.29
2022,8,11108,新竹科學園區,竹南園區,22.66
2022,8,11108,新竹科學園區,銅鑼園區,3.97
2022,8,11108,新竹科學園區,龍潭園區,14.23
2022,9,11109,中部科學園區,中興園區,0.27
2022,9,11109,中部科學園區,二林園區,0.09
2022,9,11109,中部科學園區,台中園區,115.34
2022,9,11109,中部科學園區,后里園區,37.71
2022,9,11109,中部科學園區,虎尾園區,2.27
2022,9,11109,南部科學園區,橋頭園區,0.0
2022,9,11109,南部科學園區,臺南園區,202.45
2022,9,11109,南部科學園區,高雄園區,20.13
2022,9,11109,新竹科學園區,宜蘭園區,0.11
2022,9,11109,新竹科學園區,新竹園區,129.61
2022,9,11109,新竹科學園區,新竹生醫園區,1.21
2022,9,11109,新竹科學園區,竹南園區,21.15
2022,9,11109,新竹科學園區,銅鑼園區,3.77
2022,9,11109,新竹科學園區,龍潭園區,13.25
2022,10,11110,中部科學園區,中興園區,0.27
2022,10,11110,中部科學園區,二林園區,0.09
2022,10,11110,中部科學園區,台中園區,114.31
2022,10,11110,中部科學園區,后里園區,37.58
2022,10,11110,中部科學園區,虎尾園區,2.25
2022,10,11110,南部科學園區,橋頭園區,0.0
2022,10,11110,南部科學園區,臺南園區,203.62
2022,10,11110,南部科學園區,高雄園區,20.32
2022,10,11110,新竹科學園區,宜蘭園區,0.11
2022,10,11110,新竹科學園區,新竹園區,125.86
2022,10,11110,新竹科學園區,新竹生醫園區,1.17
2022,10,11110,新竹科學園區,竹南園區,20.6
2022,10,11110,新竹科學園區,銅鑼園區,3.72
2022,10,11110,新竹科學園區,龍潭園區,13.22
