西元年,行業代碼,行業名稱,生產總額_百萬元,中間消費_百萬元,GDP_百萬元,生產及進口稅淨額_百萬元,固定資本消耗_百萬元,受僱人員報酬_百萬元,營業盈餘_百萬元
2019,CJ,化學材料及肥料製造業,1993035.0,1582805.0,410230.0,2731.0,59435.0,105660.0,242404.0
2019,CK,其他化學製品製造業,338667.0,237873.0,100794.0,937.0,10229.0,48931.0,40697.0
2019,CL,藥品及醫用化學製品製造業,122908.0,70485.0,52423.0,332.0,9580.0,26277.0,16234.0
2019,CM,橡膠製品製造業,123906.0,76855.0,47051.0,1607.0,5075.0,30404.0,9965.0
2019,CN,塑膠製品製造業,508977.0,356509.0,152468.0,1795.0,12697.0,86133.0,51843.0
2019,CO,非金屬礦物製品製造業,394584.0,285372.0,109212.0,7928.0,20685.0,68758.0,11841.0
2019,CP,基本金屬製造業,1705566.0,1417530.0,288036.0,4701.0,35020.0,102791.0,145524.0
2019,CQ,金屬製品製造業,1106481.0,736873.0,369608.0,5238.0,34804.0,239052.0,90514.0
2019,CR,電子零組件製造業,5082844.0,2796829.0,2286015.0,5506.0,911582.0,689588.0,679339.0
2019,CS,電腦、電子產品及光學製品製造業,1930567.0,1338592.0,591975.0,4432.0,152235.0,274052.0,161256.0
2019,CT,電力設備及配備製造業,728316.0,545022.0,183294.0,5592.0,27246.0,101636.0,48820.0
2019,CU,機械設備製造業,1021974.0,724658.0,297316.0,4506.0,27108.0,178031.0,87671.0
2019,CV,汽車及其零件製造業,488370.0,344095.0,144275.0,29322.0,24608.0,63750.0,26595.0
2019,CW,其他運輸工具及其零件製造業,449154.0,334579.0,114575.0,7871.0,14221.0,62870.0,29613.0
2019,CX,家具製造業,92112.0,68626.0,23486.0,211.0,1864.0,16056.0,5355.0
2019,CY,其他製造業,525904.0,364855.0,161049.0,807.0,13668.0,101423.0,45151.0
2019,D,電力及燃氣供應業,751530.0,534557.0,216973.0,1667.0,122944.0,48616.0,43746.0
2019,E,用水供應及污染整治業,233974.0,127077.0,106897.0,322.0,18635.0,34083.0,53857.0
2019,F,營建工程業,1709445.0,1216399.0,493046.0,7195.0,23190.0,342735.0,119926.0
2019,G,批發及零售業,3830047.0,1054200.0,2775847.0,60819.0,160578.0,1288750.0,1265700.0
2019,H,運輸及倉儲業,1395010.0,842641.0,552369.0,6884.0,125770.0,277161.0,142554.0
2019,I,住宿及餐飲業,1080748.0,565098.0,515650.0,6555.0,37953.0,305850.0,165292.0
2019,ICT,ICT產業,7784847.0,4425159.0,3359688.0,20892.0,1179959.0,1198933.0,959904.0
2019,J,出版影音及資通訊業,1045699.0,451056.0,594643.0,10842.0,121463.0,301188.0,161150.0
2019,K,金融及保險業,1828194.0,574118.0,1254076.0,62581.0,122512.0,665165.0,403818.0
2019,L,不動產及住宅服務業,2030139.0,464729.0,1565410.0,65780.0,224926.0,86094.0,1188610.0
2019,M,專業、科學及技術服務業,760600.0,314489.0,446111.0,3979.0,72467.0,265761.0,103904.0
2019,N,支援服務業,491028.0,154226.0,336802.0,4409.0,47808.0,242206.0,42379.0
2019,O,公共行政及國防；強制性社會安全,1518016.0,414360.0,1103656.0,6687.0,359048.0,737921.0,0.0
2019,P,教育業,909995.0,165220.0,744775.0,-12837.0,61768.0,679273.0,16571.0
2019,Q,醫療保健及社會工作服務業,939071.0,339720.0,599351.0,-7487.0,57298.0,449247.0,100293.0
2019,R,藝術、娛樂及休閒服務業,242742.0,87891.0,154851.0,6074.0,13716.0,105823.0,29238.0
2019,S,其他服務業,664191.0,228657.0,435534.0,12244.0,10474.0,332661.0,80155.0
2019,加值型營業稅,加值型營業稅,338141.0,0.0,338141.0,338141.0,0.0,0.0,0.0
2019,合計,合計,39830740.0,21526669.0,18304071.0,489131.0,3040293.0,8748343.0,6026304.0
2019,總計(生產面),總計(生產面),40378158.0,21526669.0,18851489.0,1036549.0,3040293.0,8748343.0,6026304.0
2019,進口稅,進口稅,209277.0,0.0,209277.0,209277.0,0.0,0.0,0.0
2020,A,農、林、漁、牧業,605550.0,288541.0,317009.0,-36984.0,24834.0,61805.0,267354.0
2020,B,礦業及土石採取業,22489.0,9591.0,12898.0,736.0,3442.0,3907.0,4813.0
2020,C,製造業,19984044.0,13213315.0,6770729.0,232987.0,1505638.0,2601030.0,2431074.0
2020,CA,食品及飼品製造業,845500.0,656510.0,188990.0,1228.0,14337.0,92298.0,81127.0
2020,CB,飲料及菸草製造業,166159.0,51747.0,114412.0,84983.0,4718.0,18983.0,5728.0
2020,CC,紡織業,334587.0,233116.0,101471.0,-1400.0,8874.0,65530.0,28467.0
2020,CD,成衣及服飾品製造業,155136.0,118539.0,36597.0,-444.0,1559.0,25416.0,10066.0
2020,CE,皮革、毛皮及其製品製造業,47913.0,30687.0,17226.0,-300.0,2671.0,10434.0,4421.0
2020,CF,木竹製品製造業,47254.0,34785.0,12469.0,-133.0,1117.0,9747.0,1738.0
2020,CG,紙漿、紙及紙製品製造業,251238.0,180771.0,70467.0,347.0,5864.0,38097.0,26159.0
2020,CH,印刷及資料儲存媒體複製業,122062.0,77406.0,44656.0,-424.0,5588.0,33595.0,5897.0
2020,CI,石油及煤製品製造業,801153.0,666045.0,135108.0,94332.0,28254.0,26919.0,-14397.0
2020,CJ,化學材料及肥料製造業,1694723.0,1280998.0,413725.0,2079.0,59505.0,103741.0,248400.0
2020,CK,其他化學製品製造業,326387.0,229334.0,97053.0,-247.0,10577.0,49458.0,37265.0
2020,CL,藥品及醫用化學製品製造業,138736.0,75835.0,62901.0,-304.0,10253.0,27866.0,25086.0
2020,CM,橡膠製品製造業,118302.0,69863.0,48439.0,-219.0,5104.0,30492.0,13062.0
2020,CN,塑膠製品製造業,504655.0,346254.0,158401.0,1160.0,13090.0,87832.0,56319.0
2020,CO,非金屬礦物製品製造業,404642.0,287080.0,117562.0,6827.0,20236.0,70123.0,20376.0
2020,CP,基本金屬製造業,1601792.0,1314374.0,287418.0,899.0,34429.0,94335.0,157755.0
2020,CQ,金屬製品製造業,1087034.0,717926.0,369108.0,994.0,35883.0,243821.0,88410.0
2020,CR,電子零組件製造業,5909664.0,3081700.0,2827964.0,5838.0,968013.0,761124.0,1092989.0
2020,CS,電腦、電子產品及光學製品製造業,2120580.0,1388337.0,732243.0,1640.0,162818.0,283524.0,284261.0
2020,CT,電力設備及配備製造業,762849.0,562510.0,200339.0,5032.0,28848.0,104605.0,61854.0
2020,CU,機械設備製造業,986743.0,696914.0,289829.0,-309.0,27889.0,173785.0,88464.0
2020,CV,汽車及其零件製造業,469113.0,328420.0,140693.0,25733.0,24800.0,62770.0,27390.0
2020,CW,其他運輸工具及其零件製造業,465310.0,349260.0,116050.0,6596.0,14633.0,64732.0,30089.0
2020,CX,家具製造業,96218.0,71989.0,24229.0,77.0,1933.0,16510.0,5709.0
2020,CY,其他製造業,526294.0,362915.0,163379.0,-998.0,14645.0,105293.0,44439.0
2020,D,電力及燃氣供應業,717059.0,427858.0,289201.0,-22657.0,127073.0,47170.0,137615.0
2020,E,用水供應及污染整治業,242631.0,132794.0,109837.0,89.0,19125.0,34488.0,56135.0
2020,F,營建工程業,1856956.0,1298508.0,558448.0,2784.0,23641.0,359953.0,172070.0
2020,G,批發及零售業,3872183.0,1073334.0,2798849.0,49450.0,165639.0,1310105.0,1273655.0
2020,H,運輸及倉儲業,1248825.0,713145.0,535680.0,-9353.0,127915.0,271880.0,145238.0
2020,I,住宿及餐飲業,999438.0,530130.0,469308.0,-4663.0,39364.0,288711.0,145896.0
2020,ICT,ICT產業,8823747.0,4766415.0,4057332.0,17826.0,1247513.0,1301168.0,1490825.0
2020,J,出版影音及資通訊業,1071594.0,458050.0,613544.0,10213.0,122317.0,324028.0,156986.0
2020,K,金融及保險業,1895009.0,595241.0,1299768.0,63971.0,129950.0,669452.0,436395.0
2020,L,不動產及住宅服務業,2145227.0,503463.0,1641764.0,63769.0,236404.0,93779.0,1247812.0
2020,M,專業、科學及技術服務業,778808.0,319887.0,458921.0,792.0,76215.0,277931.0,103983.0
2020,N,支援服務業,462867.0,140964.0,321903.0,-3116.0,49002.0,245702.0,30315.0
2020,O,公共行政及國防；強制性社會安全,1571923.0,432288.0,1139635.0,6988.0,367200.0,765447.0,0.0
2020,P,教育業,909730.0,161822.0,747908.0,-16022.0,63273.0,684295.0,16362.0
2020,Q,醫療保健及社會工作服務業,986520.0,352907.0,633613.0,-17355.0,59119.0,476152.0,115697.0
2020,R,藝術、娛樂及休閒服務業,228326.0,82723.0,145603.0,-81.0,14519.0,109221.0,21944.0
2020,S,其他服務業,641539.0,220493.0,421046.0,5994.0,10437.0,328102.0,76513.0
2020,加值型營業稅,加值型營業稅,349956.0,0.0,349956.0,349956.0,0.0,0.0,0.0
2020,合計,合計,40240718.0,20955054.0,19285664.0,327542.0,3165107.0,8953158.0,6839857.0
2020,總計(生產面),總計(生產面),40799837.0,20955054.0,19844783.0,886661.0,3165107.0,8953158.0,6839857.0
2020,進口稅,進口稅,209163.0,0.0,209163.0,209163.0,0.0,0.0,0.0
2021,A,農、林、漁、牧業,631655.0,315913.0,315742.0,-28458.0,26169.0,58303.0,259728.0
2021,B,礦業及土石採取業,23292.0,11373.0,11919.0,722.0,3477.0,3779.0,3941.0
2021,C,製造業,23683257.0,15764715.0,7918542.0,249795.0,1649323.0,2926992.0,3092432.0
2021,CA,食品及飼品製造業,898676.0,723339.0,175337.0,1005.0,15389.0,94046.0,64897.0
2021,CB,飲料及菸草製造業,162654.0,50794.0,111860.0,83615.0,4937.0,19003.0,4305.0
2021,CC,紡織業,379370.0,274171.0,105199.0,333.0,8929.0,65287.0,30650.0
2021,CD,成衣及服飾品製造業,169818.0,129587.0,40231.0,175.0,1730.0,24771.0,13555.0
2021,CE,皮革、毛皮及其製品製造業,52566.0,34099.0,18467.0,95.0,2935.0,9534.0,5903.0
2021,CF,木竹製品製造業,54511.0,40790.0,13721.0,101.0,1128.0,10133.0,2359.0
2021,CG,紙漿、紙及紙製品製造業,279622.0,202880.0,76742.0,415.0,6095.0,40796.0,29436.0
2021,CH,印刷及資料儲存媒體複製業,125032.0,81460.0,43572.0,-84.0,5660.0,32762.0,5234.0
2021,CI,石油及煤製品製造業,1101552.0,951398.0,150154.0,93954.0,29254.0,27773.0,-827.0
2021,CJ,化學材料及肥料製造業,2306610.0,1823899.0,482711.0,2305.0,61775.0,114367.0,304264.0
2021,CK,其他化學製品製造業,355868.0,257337.0,98531.0,-284.0,11299.0,50102.0,37414.0
2021,CL,藥品及醫用化學製品製造業,145404.0,76678.0,68726.0,300.0,11358.0,29526.0,27542.0
2021,CM,橡膠製品製造業,128026.0,80939.0,47087.0,-149.0,5203.0,33442.0,8591.0
2021,CN,塑膠製品製造業,546805.0,388819.0,157986.0,1075.0,13735.0,90533.0,52643.0
2021,CO,非金屬礦物製品製造業,419846.0,294271.0,125575.0,7473.0,20112.0,74479.0,23511.0
2021,CP,基本金屬製造業,2311062.0,1847409.0,463653.0,1824.0,34984.0,126046.0,300799.0
2021,CQ,金屬製品製造業,1333923.0,933532.0,400391.0,1351.0,37556.0,260570.0,100914.0
2021,CR,電子零組件製造業,7147215.0,3534850.0,3612365.0,6590.0,1073743.0,951892.0,1580140.0
2021,CS,電腦、電子產品及光學製品製造業,1998936.0,1288360.0,710576.0,1830.0,182524.0,306362.0,219860.0
2021,CT,電力設備及配備製造業,878126.0,656030.0,222096.0,5986.0,31544.0,110835.0,73731.0
2021,CU,機械設備製造業,1143052.0,841055.0,301997.0,1965.0,29896.0,182230.0,87906.0
2021,CV,汽車及其零件製造業,531114.0,379502.0,151612.0,33273.0,25503.0,66369.0,26467.0
2021,CW,其他運輸工具及其零件製造業,529637.0,394292.0,135345.0,7411.0,15656.0,70979.0,41299.0
2021,CX,家具製造業,107800.0,82670.0,25130.0,127.0,2101.0,18047.0,4855.0
2021,CY,其他製造業,576032.0,396554.0,179478.0,-891.0,16277.0,117108.0,46984.0
2021,D,電力及燃氣供應業,759947.0,552555.0,207392.0,3314.0,135224.0,49416.0,19438.0
2021,E,用水供應及污染整治業,259580.0,146782.0,112798.0,-123.0,19977.0,35439.0,57505.0
2021,F,營建工程業,2177169.0,1548694.0,628475.0,2868.0,25272.0,395076.0,205259.0
2021,G,批發及零售業,4212102.0,1196881.0,3015221.0,53678.0,176313.0,1342457.0,1442773.0
2021,H,運輸及倉儲業,1546569.0,741258.0,805311.0,-7944.0,134049.0,305636.0,373570.0
2021,I,住宿及餐飲業,920599.0,497066.0,423533.0,-11924.0,41892.0,290831.0,102734.0
2021,ICT,ICT產業,10009645.0,5143886.0,4865759.0,18750.0,1377291.0,1537017.0,1932701.0
2021,J,出版影音及資通訊業,1151298.0,479732.0,671566.0,9762.0,126301.0,347834.0,187669.0
2021,K,金融及保險業,2096735.0,670213.0,1426522.0,73621.0,141810.0,723084.0,488007.0
2021,L,不動產及住宅服務業,2228279.0,547704.0,1680575.0,65785.0,265457.0,106541.0,1242792.0
2021,M,專業、科學及技術服務業,856371.0,357819.0,498552.0,-173.0,84050.0,292046.0,122629.0
2021,N,支援服務業,471206.0,147763.0,323443.0,-1430.0,50589.0,250531.0,23753.0
2021,O,公共行政及國防；強制性社會安全,1679745.0,495870.0,1183875.0,7116.0,392991.0,783768.0,0.0
2021,P,教育業,907696.0,155792.0,751904.0,-16677.0,68744.0,694697.0,5140.0
2021,Q,醫療保健及社會工作服務業,1044877.0,381978.0,662899.0,-21437.0,62727.0,497488.0,124121.0
2021,R,藝術、娛樂及休閒服務業,194674.0,76054.0,118620.0,134.0,16080.0,91437.0,10969.0
2021,S,其他服務業,602930.0,213898.0,389032.0,3516.0,10780.0,310997.0,63739.0
2021,加值型營業稅,加值型營業稅,402790.0,0.0,402790.0,402790.0,0.0,0.0,0.0
2021,合計,合計,45447981.0,24302060.0,21145921.0,382145.0,3431225.0,9506352.0,7826199.0
2021,總計(生產面),總計(生產面),46075351.0,24302060.0,21773291.0,1009515.0,3431225.0,9506352.0,7826199.0
2021,進口稅,進口稅,224580.0,0.0,224580.0,224580.0,0.0,0.0,0.0
2022,A,農、林、漁、牧業,660924.0,339561.0,321363.0,-30181.0,27267.0,59240.0,265037.0
2022,B,礦業及土石採取業,24582.0,12850.0,11732.0,757.0,3658.0,3904.0,3413.0
2022,C,製造業,25145767.0,16804627.0,8341140.0,251613.0,1835306.0,3097517.0,3156704.0
2022,CA,食品及飼品製造業,979432.0,800070.0,179362.0,1085.0,16617.0,97827.0,63833.0
2022,CB,飲料及菸草製造業,162120.0,51270.0,110850.0,83278.0,5222.0,19100.0,3250.0
2022,CC,紡織業,382679.0,277576.0,105103.0,858.0,9083.0,65751.0,29411.0
2022,CD,成衣及服飾品製造業,193091.0,147575.0,45516.0,270.0,1895.0,26443.0,16908.0
2022,CE,皮革、毛皮及其製品製造業,54804.0,31510.0,23294.0,111.0,3083.0,10690.0,9410.0
2022,CF,木竹製品製造業,55379.0,41489.0,13890.0,97.0,1219.0,10478.0,2096.0
2022,CG,紙漿、紙及紙製品製造業,275300.0,205461.0,69839.0,404.0,6416.0,43248.0,19771.0
2022,CH,印刷及資料儲存媒體複製業,124895.0,81341.0,43554.0,154.0,5802.0,33181.0,4417.0
2022,CI,石油及煤製品製造業,1498368.0,1407531.0,90837.0,89847.0,31719.0,29078.0,-59807.0
2022,CJ,化學材料及肥料製造業,2134156.0,1767717.0,366439.0,2489.0,65899.0,117821.0,180230.0
2022,CK,其他化學製品製造業,366279.0,262940.0,103339.0,697.0,12094.0,51224.0,39324.0
2022,CL,藥品及醫用化學製品製造業,158476.0,82908.0,75568.0,310.0,12507.0,31114.0,31637.0
2022,CM,橡膠製品製造業,129223.0,79528.0,49695.0,1040.0,5302.0,33148.0,10205.0
2022,CN,塑膠製品製造業,547275.0,381816.0,165459.0,1029.0,14556.0,92280.0,57594.0
2022,CO,非金屬礦物製品製造業,434700.0,309757.0,124943.0,6018.0,20590.0,75417.0,22918.0
2022,CP,基本金屬製造業,2118508.0,1748514.0,369994.0,2529.0,36342.0,131403.0,199720.0
2022,CQ,金屬製品製造業,1331525.0,922348.0,409177.0,1127.0,40243.0,264609.0,103198.0
2022,CR,電子零組件製造業,7910024.0,3849992.0,4060032.0,6832.0,1224899.0,1038990.0,1789311.0
2022,CS,電腦、電子產品及光學製品製造業,2366593.0,1530655.0,835938.0,1970.0,192797.0,331177.0,309994.0
2022,CT,電力設備及配備製造業,908500.0,668667.0,239833.0,5781.0,34026.0,116809.0,83217.0
2022,CU,機械設備製造業,1166707.0,846529.0,320178.0,1842.0,31777.0,192740.0,93819.0
2022,CV,汽車及其零件製造業,539050.0,380150.0,158900.0,35311.0,26490.0,68221.0,28878.0
2022,CW,其他運輸工具及其零件製造業,591159.0,439598.0,151561.0,7690.0,16654.0,75990.0,51227.0
2022,CX,家具製造業,103960.0,78471.0,25489.0,145.0,2267.0,18345.0,4732.0
2022,CY,其他製造業,613564.0,411214.0,202350.0,699.0,17807.0,122433.0,61411.0
2022,D,電力及燃氣供應業,857101.0,1024440.0,-167339.0,4493.0,150822.0,51891.0,-374545.0
2022,E,用水供應及污染整治業,280671.0,161877.0,118794.0,-269.0,21903.0,37285.0,59875.0
2022,F,營建工程業,2432160.0,1731389.0,700771.0,3059.0,28111.0,437270.0,232331.0
2022,G,批發及零售業,4601694.0,1324648.0,3277046.0,61936.0,188729.0,1422505.0,1603876.0
2022,H,運輸及倉儲業,1696463.0,828640.0,867823.0,4117.0,146471.0,330614.0,386621.0
2022,I,住宿及餐飲業,1119653.0,595322.0,524331.0,4062.0,45082.0,305681.0,169506.0
2022,ICT,ICT產業,11222194.0,5726557.0,5495637.0,19571.0,1543127.0,1675634.0,2257305.0
2022,J,出版影音及資通訊業,1241056.0,506538.0,734518.0,11381.0,130752.0,374791.0,217594.0
2022,K,金融及保險業,2069894.0,665852.0,1404042.0,94082.0,153770.0,744895.0,411295.0
2022,L,不動產及住宅服務業,2320011.0,584481.0,1735530.0,70137.0,296410.0,109599.0,1259384.0
2022,M,專業、科學及技術服務業,968613.0,424306.0,544307.0,2380.0,89766.0,311065.0,141096.0
2022,N,支援服務業,520831.0,160904.0,359927.0,-1579.0,54870.0,267665.0,38971.0
2022,O,公共行政及國防；強制性社會安全,1828923.0,594110.0,1234813.0,7293.0,420828.0,806692.0,0.0
2022,P,教育業,938301.0,163909.0,774392.0,-22854.0,73157.0,717387.0,6702.0
2022,Q,醫療保健及社會工作服務業,1147580.0,423858.0,723722.0,-17528.0,66725.0,531721.0,142804.0
2022,R,藝術、娛樂及休閒服務業,252587.0,94131.0,158456.0,2123.0,17286.0,108668.0,30379.0
2022,S,其他服務業,672933.0,248430.0,424503.0,6861.0,11374.0,329424.0,76844.0
2022,加值型營業稅,加值型營業稅,440355.0,0.0,440355.0,440355.0,0.0,0.0,0.0
2022,合計,合計,48779744.0,26689873.0,22089871.0,451883.0,3762287.0,10047814.0,7827887.0
2022,總計(生產面),總計(生產面),49458827.0,26689873.0,22768954.0,1130966.0,3762287.0,10047814.0,7827887.0
2022,進口稅,進口稅,238728.0,0.0,238728.0,238728.0,0.0,0.0,0.0
2023,A,農、林、漁、牧業,685813.0,334426.0,351387.0,-18288.0,28473.0,62449.0,278753.0
2023,B,礦業及土石採取業,24208.0,12677.0,11531.0,774.0,4078.0,4154.0,2525.0
2023,C,製造業,23220257.0,15168832.0,8051425.0,256919.0,1975138.0,3050450.0,2768918.0
2023,CA,食品及飼品製造業,1026776.0,820688.0,206088.0,1117.0,17855.0,103706.0,83410.0
2023,CB,飲料及菸草製造業,165942.0,52666.0,113276.0,84858.0,5475.0,19291.0,3652.0
2023,CC,紡織業,308138.0,212315.0,95823.0,752.0,9104.0,62845.0,23122.0
2023,CD,成衣及服飾品製造業,170493.0,129239.0,41254.0,341.0,2002.0,25486.0,13425.0
2023,CE,皮革、毛皮及其製品製造業,47329.0,27676.0,19653.0,91.0,3105.0,9671.0,6786.0
2023,CF,木竹製品製造業,51052.0,38165.0,12887.0,101.0,1310.0,10562.0,914.0
2023,CG,紙漿、紙及紙製品製造業,252247.0,187556.0,64691.0,412.0,6549.0,42227.0,15503.0
2023,CH,印刷及資料儲存媒體複製業,123126.0,77215.0,45911.0,162.0,5964.0,33679.0,6106.0
2023,CI,石油及煤製品製造業,1377498.0,1209504.0,167994.0,90735.0,35172.0,30244.0,11843.0
2023,CJ,化學材料及肥料製造業,1718215.0,1425047.0,293168.0,2190.0,70029.0,115005.0,105944.0
2023,CK,其他化學製品製造業,341866.0,240167.0,101699.0,730.0,12932.0,51291.0,36746.0
2023,CL,藥品及醫用化學製品製造業,173113.0,89879.0,83234.0,299.0,13532.0,32947.0,36456.0
2023,CM,橡膠製品製造業,110650.0,62270.0,48380.0,941.0,5273.0,31776.0,10390.0
2023,CN,塑膠製品製造業,503037.0,320882.0,182155.0,1160.0,15149.0,91994.0,73852.0
2023,CO,非金屬礦物製品製造業,443454.0,311784.0,131670.0,7375.0,21405.0,75055.0,27835.0
2023,CP,基本金屬製造業,1795055.0,1486254.0,308801.0,2492.0,37209.0,123493.0,145607.0
2023,CQ,金屬製品製造業,1178691.0,789798.0,388893.0,1144.0,42251.0,267202.0,78296.0
2023,CR,電子零組件製造業,7227120.0,3548664.0,3678456.0,6962.0,1334307.0,976779.0,1360408.0
2023,CS,電腦、電子產品及光學製品製造業,2503645.0,1524687.0,978958.0,2586.0,201654.0,344523.0,430195.0
2023,CT,電力設備及配備製造業,862629.0,620938.0,241691.0,5843.0,36059.0,119332.0,80457.0
2023,CU,機械設備製造業,1052595.0,744669.0,307926.0,1890.0,32965.0,194455.0,78616.0
2023,CV,汽車及其零件製造業,561122.0,392967.0,168155.0,33651.0,27294.0,70097.0,37113.0
2023,CW,其他運輸工具及其零件製造業,506809.0,372376.0,134433.0,10202.0,17160.0,73247.0,33824.0
2023,CX,家具製造業,95305.0,69380.0,25925.0,154.0,2345.0,18745.0,4681.0
2023,CY,其他製造業,624350.0,414046.0,210304.0,731.0,19038.0,126798.0,63737.0
2023,D,電力及燃氣供應業,940784.0,920389.0,20395.0,-42303.0,167562.0,52055.0,-156919.0
2023,E,用水供應及污染整治業,288623.0,169207.0,119416.0,-324.0,24004.0,39603.0,56133.0
2023,F,營建工程業,2397005.0,1637208.0,759797.0,3382.0,30855.0,476318.0,249242.0
2023,G,批發及零售業,4607819.0,1314440.0,3293379.0,54446.0,199910.0,1478097.0,1560926.0
2023,H,運輸及倉儲業,1502798.0,775014.0,727784.0,3742.0,158818.0,339060.0,226164.0
2023,I,住宿及餐飲業,1360807.0,695005.0,665802.0,4540.0,48526.0,338274.0,274462.0
2023,ICT,ICT產業,10734122.0,5429366.0,5304756.0,19657.0,1666748.0,1639794.0,1978557.0
2023,J,出版影音及資通訊業,1311081.0,521718.0,789363.0,10791.0,136355.0,388896.0,253321.0
2023,K,金融及保險業,2127383.0,686975.0,1440408.0,117731.0,166643.0,783028.0,373006.0
2023,L,不動產及住宅服務業,2404835.0,580426.0,1824409.0,71750.0,320206.0,111747.0,1320706.0
2023,M,專業、科學及技術服務業,1071415.0,479337.0,592078.0,2553.0,89259.0,325679.0,174587.0
2023,N,支援服務業,573128.0,172695.0,400433.0,1153.0,59948.0,282776.0,56556.0
2023,O,公共行政及國防；強制性社會安全,1881133.0,609302.0,1271831.0,7500.0,445123.0,819208.0,0.0
2023,P,教育業,957873.0,171295.0,786578.0,-21497.0,76000.0,729091.0,2984.0
2023,Q,醫療保健及社會工作服務業,1189181.0,435155.0,754026.0,-25902.0,70975.0,552971.0,155982.0
2023,R,藝術、娛樂及休閒服務業,313336.0,107685.0,205651.0,2324.0,18569.0,127023.0,57735.0
2023,S,其他服務業,695919.0,249614.0,446305.0,7011.0,11854.0,347453.0,79987.0
2023,加值型營業稅,加值型營業稅,468885.0,0.0,468885.0,468885.0,0.0,0.0,0.0
2023,合計,合計,47553398.0,25041400.0,22511998.0,436302.0,4032296.0,10308332.0,7735068.0
2023,總計(生產面),總計(生產面),48285294.0,25041400.0,23243894.0,1168198.0,4032296.0,10308332.0,7735068.0
2023,進口稅,進口稅,263011.0,0.0,263011.0,263011.0,0.0,0.0,0.0
2024,A,農、林、漁、牧業,709830.0,335881.0,373949.0,-20697.0,29548.0,67183.0,297915.0
2024,B,礦業及土石採取業,25682.0,13347.0,12335.0,735.0,4487.0,4557.0,2556.0
2024,C,製造業,25586752.0,16434274.0,9152478.0,247677.0,2135427.0,3297516.0,3471858.0
2024,CA,食品及飼品製造業,1047532.0,831256.0,216276.0,1112.0,19286.0,110519.0,85359.0
2024,CB,飲料及菸草製造業,168254.0,52945.0,115309.0,83116.0,5724.0,19760.0,6709.0
2024,CC,紡織業,332976.0,228635.0,104341.0,836.0,9097.0,64102.0,30306.0
2024,CD,成衣及服飾品製造業,185728.0,143171.0,42557.0,296.0,2124.0,25611.0,14526.0
2024,CE,皮革、毛皮及其製品製造業,50613.0,29238.0,21375.0,89.0,3281.0,10319.0,7686.0
2024,CF,木竹製品製造業,52748.0,39434.0,13314.0,99.0,1351.0,11198.0,666.0
2024,CG,紙漿、紙及紙製品製造業,253001.0,187536.0,65465.0,401.0,6570.0,42088.0,16406.0
2024,CH,印刷及資料儲存媒體複製業,130225.0,82313.0,47912.0,167.0,6091.0,33999.0,7655.0
2024,CI,石油及煤製品製造業,1334204.0,1205418.0,128786.0,85701.0,39018.0,29125.0,-25058.0
2024,CJ,化學材料及肥料製造業,1747677.0,1448946.0,298731.0,2163.0,73843.0,113360.0,109365.0
2024,CK,其他化學製品製造業,368388.0,261340.0,107048.0,732.0,13815.0,54492.0,38009.0
2024,CL,藥品及醫用化學製品製造業,164171.0,84939.0,79232.0,309.0,14902.0,34383.0,29638.0
2024,CM,橡膠製品製造業,112150.0,64343.0,47807.0,1013.0,5270.0,31328.0,10196.0
2024,CN,塑膠製品製造業,529517.0,338576.0,190941.0,1146.0,15831.0,96152.0,77812.0
2024,CO,非金屬礦物製品製造業,465142.0,326365.0,138777.0,7332.0,22027.0,78402.0,31016.0
2024,CP,基本金屬製造業,1831135.0,1512317.0,318818.0,2476.0,38163.0,125704.0,152475.0
2024,CQ,金屬製品製造業,1247017.0,847009.0,400008.0,1070.0,44050.0,278612.0,76276.0
2024,CR,電子零組件製造業,8582483.0,4167966.0,4414517.0,6829.0,1440931.0,1137850.0,1828907.0
2024,CS,電腦、電子產品及光學製品製造業,3259777.0,1978141.0,1281636.0,2855.0,229763.0,373842.0,675176.0
2024,CT,電力設備及配備製造業,899740.0,641463.0,258277.0,5916.0,39483.0,126914.0,85964.0
2024,CU,機械設備製造業,1084686.0,762093.0,322593.0,1994.0,35034.0,203186.0,82379.0
2024,CV,汽車及其零件製造業,538556.0,367276.0,171280.0,32093.0,28525.0,72354.0,38308.0
2024,CW,其他運輸工具及其零件製造業,471903.0,345202.0,126701.0,9032.0,17959.0,72324.0,27386.0
2024,CX,家具製造業,104831.0,77376.0,27455.0,152.0,2373.0,19935.0,4995.0
2024,CY,其他製造業,624298.0,410976.0,213322.0,748.0,20916.0,131957.0,59701.0
2024,D,電力及燃氣供應業,1070165.0,808888.0,261277.0,6802.0,181571.0,54211.0,18693.0
2024,E,用水供應及污染整治業,302866.0,178715.0,124151.0,-656.0,25809.0,41474.0,57524.0
2024,F,營建工程業,2546253.0,1731177.0,815076.0,3897.0,33104.0,527999.0,250076.0
2024,G,批發及零售業,4931647.0,1473641.0,3458006.0,49447.0,211950.0,1579173.0,1617436.0
2024,H,運輸及倉儲業,1690936.0,847975.0,842961.0,4913.0,167356.0,366362.0,304330.0
2024,I,住宿及餐飲業,1403621.0,717785.0,685836.0,4437.0,51905.0,369037.0,260457.0
2024,ICT,ICT產業,12887596.0,6521802.0,6365794.0,19327.0,1810298.0,1842169.0,2694000.0
