西元年,季度,period,民國年季,大類,指標名稱,數值,單位
2024,4,2024Q4,民國113年第4季,彈性值指標,電力消費彈性值,0.271798,
2024,4,2024Q4,民國113年第4季,能源進口指標,能源進口值占總進口值比例,10.1596,%
2024,4,2024Q4,民國113年第4季,集中度指標,發電能源種類集中度,58.7632,%
2024,4,2024Q4,民國113年第4季,集中度指標,能源供應種類集中度,54.5347,%
2024,4,2024Q4,民國113年第4季,集中度指標,進口原油來源集中度,47.31756737229949,%
2025,1,2025Q1,民國114年第1季,人均指標,平均每人用電量,2680.46,度
2025,1,2025Q1,民國114年第1季,人均指標,平均每人能源消費量,716.706,公斤油當量
2025,1,2025Q1,民國114年第1季,人均指標,平均每人負擔能源進口值,16758.045646,元
2025,1,2025Q1,民國114年第1季,依存度指標,進口石油依存度,99.0378,%
2025,1,2025Q1,民國114年第1季,依存度指標,進口能源依存度,94.3016,%
2025,1,2025Q1,民國114年第1季,密集度指標,初級能源密集度,3.745,公斤油當量/千元
2025,1,2025Q1,民國114年第1季,密集度指標,工業部門能源消費密集度,2.429,公斤油當量/千元
2025,1,2025Q1,民國114年第1季,密集度指標,服務業部門能源消費密集度,0.347,公斤油當量/千元
2025,1,2025Q1,民國114年第1季,密集度指標,能源消費密集度,2.806,公斤油當量/千元
2025,1,2025Q1,民國114年第1季,密集度指標,能源生產力,356.335209,元/公斤油當量
2025,1,2025Q1,民國114年第1季,密集度指標,電力密集度,10.495649,度/千元
2025,1,2025Q1,民國114年第1季,彈性值指標,國內能源消費彈性值,0.399533,
2025,1,2025Q1,民國114年第1季,彈性值指標,電力消費彈性值,-0.304017,
2025,1,2025Q1,民國114年第1季,能源進口指標,能源進口值占總進口值比例,11.2934,%
2025,1,2025Q1,民國114年第1季,集中度指標,發電能源種類集中度,57.5707,%
2025,1,2025Q1,民國114年第1季,集中度指標,能源供應種類集中度,55.7142,%
2025,1,2025Q1,民國114年第1季,集中度指標,進口原油來源集中度,46.1966523042727,%
2025,2,2025Q2,民國114年第2季,人均指標,平均每人用電量,2959.05,度
2025,2,2025Q2,民國114年第2季,人均指標,平均每人能源消費量,749.401,公斤油當量
2025,2,2025Q2,民國114年第2季,人均指標,平均每人負擔能源進口值,15762.03534,元
2025,2,2025Q2,民國114年第2季,依存度指標,進口石油依存度,99.154,%
2025,2,2025Q2,民國114年第2季,依存度指標,進口能源依存度,95.0841,%
2025,2,2025Q2,民國114年第2季,密集度指標,初級能源密集度,3.847,公斤油當量/千元
2025,2,2025Q2,民國114年第2季,密集度指標,工業部門能源消費密集度,2.217,公斤油當量/千元
2025,2,2025Q2,民國114年第2季,密集度指標,服務業部門能源消費密集度,0.405,公斤油當量/千元
2025,2,2025Q2,民國114年第2季,密集度指標,能源消費密集度,2.797,公斤油當量/千元
2025,2,2025Q2,民國114年第2季,密集度指標,能源生產力,357.456614,元/公斤油當量
2025,2,2025Q2,民國114年第2季,密集度指標,電力密集度,11.046237,度/千元
2025,2,2025Q2,民國114年第2季,彈性值指標,國內能源消費彈性值,-0.161395,
2025,2,2025Q2,民國114年第2季,彈性值指標,電力消費彈性值,-0.148157,
2025,2,2025Q2,民國114年第2季,能源進口指標,能源進口值占總進口值比例,9.4301,%
2025,2,2025Q2,民國114年第2季,集中度指標,發電能源種類集中度,59.9157,%
2025,2,2025Q2,民國114年第2季,集中度指標,能源供應種類集中度,55.4018,%
2025,2,2025Q2,民國114年第2季,集中度指標,進口原油來源集中度,44.87521764703124,%
2025,3,2025Q3,民國114年第3季,人均指標,平均每人用電量,3337.162,度
2025,3,2025Q3,民國114年第3季,人均指標,平均每人能源消費量,786.526,公斤油當量
2025,3,2025Q3,民國114年第3季,人均指標,平均每人負擔能源進口值,15066.089104,元
2025,3,2025Q3,民國114年第3季,依存度指標,進口石油依存度,98.9183,%
2025,3,2025Q3,民國114年第3季,依存度指標,進口能源依存度,95.0494,%
2025,3,2025Q3,民國114年第3季,密集度指標,初級能源密集度,3.854,公斤油當量/千元
2025,3,2025Q3,民國114年第3季,密集度指標,工業部門能源消費密集度,2.156,公斤油當量/千元
2025,3,2025Q3,民國114年第3季,密集度指標,服務業部門能源消費密集度,0.448,公斤油當量/千元
2025,3,2025Q3,民國114年第3季,密集度指標,能源消費密集度,2.803,公斤油當量/千元
2025,3,2025Q3,民國114年第3季,密集度指標,能源生產力,356.651697,元/公斤油當量
2025,3,2025Q3,民國114年第3季,密集度指標,電力密集度,11.89651,度/千元
2025,3,2025Q3,民國114年第3季,彈性值指標,國內能源消費彈性值,0.119455,
2025,3,2025Q3,民國114年第3季,彈性值指標,電力消費彈性值,-0.229228,
2025,3,2025Q3,民國114年第3季,能源進口指標,能源進口值占總進口值比例,9.3292,%
2025,3,2025Q3,民國114年第3季,集中度指標,發電能源種類集中度,61.9983,%
2025,3,2025Q3,民國114年第3季,集中度指標,能源供應種類集中度,56.0119,%
2025,3,2025Q3,民國114年第3季,集中度指標,進口原油來源集中度,45.40223909177064,%
2025,4,2025Q4,民國114年第4季,人均指標,平均每人用電量,3137.023,度
2025,4,2025Q4,民國114年第4季,人均指標,平均每人能源消費量,739.141,公斤油當量
2025,4,2025Q4,民國114年第4季,人均指標,平均每人負擔能源進口值,14118.550852,元
2025,4,2025Q4,民國114年第4季,依存度指標,進口石油依存度,98.9951,%
2025,4,2025Q4,民國114年第4季,依存度指標,進口能源依存度,94.2825,%
2025,4,2025Q4,民國114年第4季,密集度指標,初級能源密集度,3.205,公斤油當量/千元
2025,4,2025Q4,民國114年第4季,密集度指標,工業部門能源消費密集度,1.988,公斤油當量/千元
2025,4,2025Q4,民國114年第4季,密集度指標,服務業部門能源消費密集度,0.376,公斤油當量/千元
2025,4,2025Q4,民國114年第4季,密集度指標,能源消費密集度,2.433,公斤油當量/千元
2025,4,2025Q4,民國114年第4季,密集度指標,能源生產力,410.89854,元/公斤油當量
2025,4,2025Q4,民國114年第4季,密集度指標,電力密集度,10.328935,度/千元
2025,4,2025Q4,民國114年第4季,彈性值指標,國內能源消費彈性值,-0.030922,
2025,4,2025Q4,民國114年第4季,彈性值指標,電力消費彈性值,0.262127,
2025,4,2025Q4,民國114年第4季,能源進口指標,能源進口值占總進口值比例,8.2532,%
2025,4,2025Q4,民國114年第4季,集中度指標,發電能源種類集中度,60.6464,%
2025,4,2025Q4,民國114年第4季,集中度指標,能源供應種類集中度,55.3463,%
2025,4,2025Q4,民國114年第4季,集中度指標,進口原油來源集中度,47.14975418276135,%
