西元年,月,民國年,科學園區,產業,營業額
2019,9,民國108年9月,新竹科學園區,精密機械,40.69
2019,9,民國108年9月,新竹科學園區,總計,946.57
2019,9,民國108年9月,新竹科學園區,通訊,38.96
2019,9,民國108年9月,新竹科學園區,電腦及周邊,65.33
2019,9,民國108年9月,總　　計,光電,399.08
2019,9,民國108年9月,總　　計,其他,10.72
2019,9,民國108年9月,總　　計,生物技術,23.16
2019,9,民國108年9月,總　　計,積體電路,1463.08
2019,9,民國108年9月,總　　計,精密機械,90.54
2019,9,民國108年9月,總　　計,總計,2120.15
2019,9,民國108年9月,總　　計,通訊,48.78
2019,9,民國108年9月,總　　計,電腦及周邊,84.79
2019,10,民國108年10月,中部科學園區,光電,121.36
2019,10,民國108年10月,中部科學園區,其他,1.97
2019,10,民國108年10月,中部科學園區,生物技術,5.07
2019,10,民國108年10月,中部科學園區,積體電路,602.65
2019,10,民國108年10月,中部科學園區,精密機械,22.0
2019,10,民國108年10月,中部科學園區,總計,755.3
2019,10,民國108年10月,中部科學園區,通訊,0.08
2019,10,民國108年10月,中部科學園區,電腦及周邊,2.17
2019,10,民國108年10月,南部科學園區,光電,170.86
2019,10,民國108年10月,南部科學園區,其他,2.21
2019,10,民國108年10月,南部科學園區,生物技術,7.76
2019,10,民國108年10月,南部科學園區,積體電路,433.11
2019,10,民國108年10月,南部科學園區,精密機械,35.47
2019,10,民國108年10月,南部科學園區,總計,695.79
2019,10,民國108年10月,南部科學園區,通訊,11.15
2019,10,民國108年10月,南部科學園區,電腦及周邊,35.24
2019,10,民國108年10月,新竹科學園區,光電,109.77
2019,10,民國108年10月,新竹科學園區,其他,6.54
2019,10,民國108年10月,新竹科學園區,生物技術,12.95
2019,10,民國108年10月,新竹科學園區,積體電路,704.12
2019,10,民國108年10月,新竹科學園區,精密機械,38.76
2019,10,民國108年10月,新竹科學園區,總計,992.01
2019,10,民國108年10月,新竹科學園區,通訊,49.34
2019,10,民國108年10月,新竹科學園區,電腦及周邊,70.52
2019,10,民國108年10月,總　　計,光電,401.99
2019,10,民國108年10月,總　　計,其他,10.71
2019,10,民國108年10月,總　　計,生物技術,25.78
2019,10,民國108年10月,總　　計,積體電路,1739.89
2019,10,民國108年10月,總　　計,精密機械,96.23
2019,10,民國108年10月,總　　計,總計,2443.1
2019,10,民國108年10月,總　　計,通訊,60.57
2019,10,民國108年10月,總　　計,電腦及周邊,107.92
2019,11,民國108年11月,中部科學園區,光電,108.05
2019,11,民國108年11月,中部科學園區,其他,3.38
2019,11,民國108年11月,中部科學園區,生物技術,5.0
2019,11,民國108年11月,中部科學園區,積體電路,574.73
2019,11,民國108年11月,中部科學園區,精密機械,18.58
2019,11,民國108年11月,中部科學園區,總計,712.19
2019,11,民國108年11月,中部科學園區,通訊,0.09
2019,11,民國108年11月,中部科學園區,電腦及周邊,2.36
2019,11,民國108年11月,南部科學園區,光電,165.31
2019,11,民國108年11月,南部科學園區,其他,2.24
2019,11,民國108年11月,南部科學園區,生物技術,7.55
2019,11,民國108年11月,南部科學園區,積體電路,443.7
2019,11,民國108年11月,南部科學園區,精密機械,32.63
2019,11,民國108年11月,南部科學園區,總計,697.21
2019,11,民國108年11月,南部科學園區,通訊,10.75
2019,11,民國108年11月,南部科學園區,電腦及周邊,35.02
2019,11,民國108年11月,新竹科學園區,光電,88.63
2019,11,民國108年11月,新竹科學園區,其他,6.14
2019,11,民國108年11月,新竹科學園區,生物技術,13.95
2019,11,民國108年11月,新竹科學園區,積體電路,679.2
2019,11,民國108年11月,新竹科學園區,精密機械,37.02
2019,11,民國108年11月,新竹科學園區,總計,946.37
2019,11,民國108年11月,新竹科學園區,通訊,45.99
2019,11,民國108年11月,新竹科學園區,電腦及周邊,75.44
2019,11,民國108年11月,總　　計,光電,361.99
2019,11,民國108年11月,總　　計,其他,11.77
2019,11,民國108年11月,總　　計,生物技術,26.5
2019,11,民國108年11月,總　　計,積體電路,1697.64
2019,11,民國108年11月,總　　計,精密機械,88.23
2019,11,民國108年11月,總　　計,總計,2355.77
2019,11,民國108年11月,總　　計,通訊,56.83
2019,11,民國108年11月,總　　計,電腦及周邊,112.82
2019,12,民國108年12月,中部科學園區,光電,126.5
2019,12,民國108年12月,中部科學園區,其他,1.74
2019,12,民國108年12月,中部科學園區,生物技術,5.52
2019,12,民國108年12月,中部科學園區,積體電路,799.98
2019,12,民國108年12月,中部科學園區,精密機械,26.08
2019,12,民國108年12月,中部科學園區,總計,962.57
2019,12,民國108年12月,中部科學園區,通訊,0.12
2019,12,民國108年12月,中部科學園區,電腦及周邊,2.63
2019,12,民國108年12月,南部科學園區,光電,184.64
2019,12,民國108年12月,南部科學園區,其他,2.3
2019,12,民國108年12月,南部科學園區,生物技術,10.36
2019,12,民國108年12月,南部科學園區,積體電路,484.21
2019,12,民國108年12月,南部科學園區,精密機械,44.59
2019,12,民國108年12月,南部科學園區,總計,770.12
2019,12,民國108年12月,南部科學園區,通訊,9.89
2019,12,民國108年12月,南部科學園區,電腦及周邊,34.14
2019,12,民國108年12月,新竹科學園區,光電,93.65
2019,12,民國108年12月,新竹科學園區,其他,6.75
2019,12,民國108年12月,新竹科學園區,生物技術,12.34
2019,12,民國108年12月,新竹科學園區,積體電路,713.85
2019,12,民國108年12月,新竹科學園區,精密機械,43.17
2019,12,民國108年12月,新竹科學園區,總計,1004.88
2019,12,民國108年12月,新竹科學園區,通訊,46.73
2019,12,民國108年12月,新竹科學園區,電腦及周邊,88.39
2019,12,民國108年12月,總　　計,光電,404.79
2019,12,民國108年12月,總　　計,其他,10.79
2019,12,民國108年12月,總　　計,生物技術,28.23
2019,12,民國108年12月,總　　計,積體電路,1998.03
2019,12,民國108年12月,總　　計,精密機械,113.83
2019,12,民國108年12月,總　　計,總計,2737.57
2019,12,民國108年12月,總　　計,通訊,56.74
2019,12,民國108年12月,總　　計,電腦及周邊,125.15
2020,1,民國109年1月,中部科學園區,光電,95.8
2020,1,民國109年1月,中部科學園區,其他,2.14
2020,1,民國109年1月,中部科學園區,生物技術,5.5
2020,1,民國109年1月,中部科學園區,積體電路,530.65
2020,1,民國109年1月,中部科學園區,精密機械,16.12
2020,1,民國109年1月,中部科學園區,總計,652.5
2020,1,民國109年1月,中部科學園區,通訊,0.03
2020,1,民國109年1月,中部科學園區,電腦及周邊,2.28
2020,1,民國109年1月,南部科學園區,光電,150.34
2020,1,民國109年1月,南部科學園區,其他,2.14
2020,1,民國109年1月,南部科學園區,生物技術,7.73
2020,1,民國109年1月,南部科學園區,積體電路,317.12
2020,1,民國109年1月,南部科學園區,精密機械,27.34
2020,1,民國109年1月,南部科學園區,總計,530.73
2020,1,民國109年1月,南部科學園區,通訊,7.48
2020,1,民國109年1月,南部科學園區,電腦及周邊,18.58
2020,1,民國109年1月,新竹科學園區,光電,84.49
2020,1,民國109年1月,新竹科學園區,其他,6.58
2020,1,民國109年1月,新竹科學園區,生物技術,10.18
2020,1,民國109年1月,新竹科學園區,積體電路,671.76
2020,1,民國109年1月,新竹科學園區,精密機械,30.7
2020,1,民國109年1月,新竹科學園區,總計,908.84
2020,1,民國109年1月,新竹科學園區,通訊,39.68
2020,1,民國109年1月,新竹科學園區,電腦及周邊,65.44
2020,1,民國109年1月,總　　計,光電,330.63
2020,1,民國109年1月,總　　計,其他,10.86
2020,1,民國109年1月,總　　計,生物技術,23.41
2020,1,民國109年1月,總　　計,積體電路,1519.53
2020,1,民國109年1月,總　　計,精密機械,74.15
2020,1,民國109年1月,總　　計,總計,2092.08
2020,1,民國109年1月,總　　計,通訊,47.19
2020,1,民國109年1月,總　　計,電腦及周邊,86.3
2020,2,民國109年2月,中部科學園區,光電,105.25
2020,2,民國109年2月,中部科學園區,其他,2.34
2020,2,民國109年2月,中部科學園區,生物技術,5.56
2020,2,民國109年2月,中部科學園區,積體電路,567.74
2020,2,民國109年2月,中部科學園區,精密機械,19.62
2020,2,民國109年2月,中部科學園區,總計,702.76
2020,2,民國109年2月,中部科學園區,通訊,0.07
2020,2,民國109年2月,中部科學園區,電腦及周邊,2.19
2020,2,民國109年2月,南部科學園區,光電,144.01
2020,2,民國109年2月,南部科學園區,其他,2.33
2020,2,民國109年2月,南部科學園區,生物技術,8.18
2020,2,民國109年2月,南部科學園區,積體電路,378.18
2020,2,民國109年2月,南部科學園區,精密機械,29.15
2020,2,民國109年2月,南部科學園區,總計,586.57
2020,2,民國109年2月,南部科學園區,通訊,7.95
2020,2,民國109年2月,南部科學園區,電腦及周邊,16.77
2020,2,民國109年2月,新竹科學園區,光電,81.98
2020,2,民國109年2月,新竹科學園區,其他,6.44
2020,2,民國109年2月,新竹科學園區,生物技術,11.64
2020,2,民國109年2月,新竹科學園區,積體電路,618.59
2020,2,民國109年2月,新竹科學園區,精密機械,31.74
2020,2,民國109年2月,新竹科學園區,總計,856.4
2020,2,民國109年2月,新竹科學園區,通訊,38.76
2020,2,民國109年2月,新竹科學園區,電腦及周邊,67.25
2020,2,民國109年2月,總　　計,光電,331.24
2020,2,民國109年2月,總　　計,其他,11.11
2020,2,民國109年2月,總　　計,生物技術,25.37
2020,2,民國109年2月,總　　計,積體電路,1564.51
2020,2,民國109年2月,總　　計,精密機械,80.51
2020,2,民國109年2月,總　　計,總計,2145.73
2020,2,民國109年2月,總　　計,通訊,46.77
2020,2,民國109年2月,總　　計,電腦及周邊,86.21
2020,3,民國109年3月,中部科學園區,光電,114.62
2020,3,民國109年3月,中部科學園區,其他,2.07
2020,3,民國109年3月,中部科學園區,生物技術,5.69
2020,3,民國109年3月,中部科學園區,積體電路,583.49
2020,3,民國109年3月,中部科學園區,精密機械,23.45
2020,3,民國109年3月,中部科學園區,總計,732.75
2020,3,民國109年3月,中部科學園區,通訊,0.09
2020,3,民國109年3月,中部科學園區,電腦及周邊,3.32
2020,3,民國109年3月,南部科學園區,光電,181.17
2020,3,民國109年3月,南部科學園區,其他,2.36
2020,3,民國109年3月,南部科學園區,生物技術,9.53
2020,3,民國109年3月,南部科學園區,積體電路,385.1
2020,3,民國109年3月,南部科學園區,精密機械,37.01
2020,3,民國109年3月,南部科學園區,總計,643.9
2020,3,民國109年3月,南部科學園區,通訊,10.17
2020,3,民國109年3月,南部科學園區,電腦及周邊,18.57
2020,3,民國109年3月,新竹科學園區,光電,100.75
2020,3,民國109年3月,新竹科學園區,其他,6.72
2020,3,民國109年3月,新竹科學園區,生物技術,13.39
2020,3,民國109年3月,新竹科學園區,積體電路,682.66
2020,3,民國109年3月,新竹科學園區,精密機械,33.56
2020,3,民國109年3月,新竹科學園區,總計,960.39
2020,3,民國109年3月,新竹科學園區,通訊,37.72
2020,3,民國109年3月,新竹科學園區,電腦及周邊,85.58
2020,3,民國109年3月,總　　計,光電,396.54
2020,3,民國109年3月,總　　計,其他,11.15
2020,3,民國109年3月,總　　計,生物技術,28.61
2020,3,民國109年3月,總　　計,積體電路,1651.26
2020,3,民國109年3月,總　　計,精密機械,94.02
2020,3,民國109年3月,總　　計,總計,2337.03
2020,3,民國109年3月,總　　計,通訊,47.98
2020,3,民國109年3月,總　　計,電腦及周邊,107.47
2020,4,民國109年4月,中部科學園區,光電,125.78
2020,4,民國109年4月,中部科學園區,其他,2.51
2020,4,民國109年4月,中部科學園區,生物技術,5.67
2020,4,民國109年4月,中部科學園區,積體電路,657.0
2020,4,民國109年4月,中部科學園區,精密機械,18.85
2020,4,民國109年4月,中部科學園區,總計,812.63
2020,4,民國109年4月,中部科學園區,通訊,0.09
2020,4,民國109年4月,中部科學園區,電腦及周邊,2.74
2020,4,民國109年4月,南部科學園區,光電,161.55
2020,4,民國109年4月,南部科學園區,其他,2.47
2020,4,民國109年4月,南部科學園區,生物技術,11.04
2020,4,民國109年4月,南部科學園區,積體電路,414.52
2020,4,民國109年4月,南部科學園區,精密機械,34.45
2020,4,民國109年4月,南部科學園區,總計,652.08
2020,4,民國109年4月,南部科學園區,通訊,12.23
2020,4,民國109年4月,南部科學園區,電腦及周邊,15.82
2020,4,民國109年4月,新竹科學園區,光電,92.48
2020,4,民國109年4月,新竹科學園區,其他,7.39
2020,4,民國109年4月,新竹科學園區,生物技術,10.88
2020,4,民國109年4月,新竹科學園區,積體電路,692.71
2020,4,民國109年4月,新竹科學園區,精密機械,35.07
2020,4,民國109年4月,新竹科學園區,總計,961.21
2020,4,民國109年4月,新竹科學園區,通訊,33.85
2020,4,民國109年4月,新竹科學園區,電腦及周邊,88.82
2020,4,民國109年4月,總　　計,光電,379.81
2020,4,民國109年4月,總　　計,其他,12.37
2020,4,民國109年4月,總　　計,生物技術,27.58
2020,4,民國109年4月,總　　計,積體電路,1764.23
2020,4,民國109年4月,總　　計,精密機械,88.37
2020,4,民國109年4月,總　　計,總計,2425.92
2020,4,民國109年4月,總　　計,通訊,46.17
2020,4,民國109年4月,總　　計,電腦及周邊,107.38
2020,5,民國109年5月,中部科學園區,光電,109.59
2020,5,民國109年5月,中部科學園區,其他,2.01
2020,5,民國109年5月,中部科學園區,生物技術,5.52
2020,5,民國109年5月,中部科學園區,積體電路,580.11
2020,5,民國109年5月,中部科學園區,精密機械,17.41
2020,5,民國109年5月,中部科學園區,總計,717.19
2020,5,民國109年5月,中部科學園區,通訊,0.1
2020,5,民國109年5月,中部科學園區,電腦及周邊,2.45
2020,5,民國109年5月,南部科學園區,光電,154.19
2020,5,民國109年5月,南部科學園區,其他,2.18
2020,5,民國109年5月,南部科學園區,生物技術,12.27
2020,5,民國109年5月,南部科學園區,積體電路,405.38
2020,5,民國109年5月,南部科學園區,精密機械,28.11
2020,5,民國109年5月,南部科學園區,總計,626.27
2020,5,民國109年5月,南部科學園區,通訊,11.19
2020,5,民國109年5月,南部科學園區,電腦及周邊,12.94
2020,5,民國109年5月,新竹科學園區,光電,85.61
2020,5,民國109年5月,新竹科學園區,其他,6.83
2020,5,民國109年5月,新竹科學園區,生物技術,12.57
2020,5,民國109年5月,新竹科學園區,積體電路,668.14
2020,5,民國109年5月,新竹科學園區,精密機械,38.48
2020,5,民國109年5月,新竹科學園區,總計,950.15
2020,5,民國109年5月,新竹科學園區,通訊,38.41
