YearMonth,District,PowerUsage_100M_kWh,StationName,MeanTemp,SunshineHrs
202501,新竹市,7.7466,Hsinchu,15.7,130.9
202501,西屯區,5.4945,Taichung,16.3,170.3
202502,安定,4.5241,Tainan,17.2,132.3
202502,寶山,1.6978,Hsinchu,15.8,80.6
202502,新市,4.298,Tainan,17.2,132.3
202502,新竹市,7.1048,Hsinchu,15.8,80.6
202502,西屯區,4.9905,Taichung,17.1,142.1
202503,安定,5.5583,Tainan,21.2,206
202503,寶山,2.0096,Hsinchu,18.1,135.5
202503,新市,4.8929,Tainan,21.2,206
202503,新竹市,8.0625,Hsinchu,18.1,135.5
202503,西屯區,5.6866,Taichung,19.7,174.78
202504,安定,5.5168,Tainan,24.9,190.9
202504,寶山,2.0624,Hsinchu,22.4,137.1
202504,新市,4.7943,Tainan,24.9,190.9
202504,新竹市,7.9992,Hsinchu,22.4,137.1
202504,西屯區,5.6941,Taichung,23.8,137.1
202505,安定,6.2249,Tainan,28.2,237.8
202505,寶山,2.3185,Hsinchu,25.8,130.2
202505,新市,5.1189,Tainan,28.2,237.8
202505,新竹市,8.5418,Hsinchu,25.8,130.2
202505,西屯區,6.0373,Taichung,26.9,161.2
202506,安定,6.2434,Tainan,29.3,211.2
202506,寶山,2.4426,Hsinchu,28.8,186.9
202506,新市,5.0385,Tainan,29.3,211.2
202506,新竹市,8.5306,Hsinchu,28.8,186.9
202506,西屯區,6.009,Taichung,28.9,170.4
202507,安定,6.4369,Tainan,28.7,117.2
202507,寶山,2.644,Hsinchu,28.9,135.3
202507,新市,5.2564,Tainan,28.7,117.2
202507,新竹市,8.8224,Hsinchu,28.9,135.3
202507,西屯區,6.2232,Taichung,28.3,106.7
202508,安定,6.5214,Tainan,29.1,214.2
202508,寶山,2.7473,Hsinchu,29.9,244.8
202508,新市,5.3199,Tainan,29.1,214.2
202508,新竹市,8.8927,Hsinchu,29.9,244.8
202508,西屯區,6.2267,Taichung,28.7,188.4
202509,安定,6.1868,Tainan,29.4,192.9
202509,寶山,2.6943,Hsinchu,29.3,202.4
202509,新市,5.1354,Tainan,29.4,192.9
202509,新竹市,8.5871,Hsinchu,29.3,202.4
202509,西屯區,6.0818,Taichung,28.7,161.9
202510,安定,6.3976,Tainan,28.4,218.4
202510,寶山,2.7929,Hsinchu,27.1,198.9
202510,新市,5.2461,Tainan,28.4,218.4
202510,新竹市,8.6714,Hsinchu,27.1,198.9
202510,西屯區,6.1885,Taichung,27.7,197.3
202511,安定,6.3976,Tainan,23.4,173.6
202511,寶山,2.7929,Hsinchu,22,144.7
202511,新市,5.2463,Tainan,23.4,173.6
202511,新竹市,8.6715,Hsinchu,22,144.7
202511,西屯區,6.1874,Taichung,23.1,170.9
202512,安定,4.7454,Tainan,20.5,208.3
202512,寶山,2.6791,Hsinchu,19,127.1
202512,新市,4.9976,Tainan,20.5,208.3
202512,新竹市,8.0576,Hsinchu,19,127.1
202512,西屯區,5.7914,Taichung,19.9,205.4
