西元年,月,民國年,能源種類,能源流程,數值,單位
2019,7,民國108年7月,自產天然氣,汽電共生廠,0.0,千立方公尺
2019,7,民國108年7月,自產天然氣,煉油廠,2287.217,千立方公尺
2019,7,民國108年7月,自產天然氣,煉焦工場/煤製品業,0.0,千立方公尺
2019,7,民國108年7月,自產天然氣,煤礦業,0.0,千立方公尺
2019,7,民國108年7月,自產天然氣,發電廠,7.219,千立方公尺
2019,7,民國108年7月,自產天然氣,石油及天然氣礦業,0.0,千立方公尺
2019,7,民國108年7月,自產天然氣,能源部門自用,2358.196,千立方公尺
2019,7,民國108年7月,自產天然氣,自用汽電共生廠,146.80114747,千立方公尺
2019,7,民國108年7月,自產天然氣,自用發電廠,0.0,千立方公尺
2019,7,民國108年7月,自產天然氣,高爐工場,0.0,千立方公尺
2019,7,民國108年7月,進口液化天然氣,(+)自產,0.0,千立方公尺
2019,7,民國108年7月,進口液化天然氣,(+)進口,2063439.909379248,千立方公尺
2019,7,民國108年7月,進口液化天然氣,(-)出口,0.0,千立方公尺
2019,7,民國108年7月,進口液化天然氣,(-)國際海運,0.0,千立方公尺
2019,7,民國108年7月,進口液化天然氣,(-)國際航空,0.0,千立方公尺
2019,7,民國108年7月,進口液化天然氣,(電子零組件製造業),11323.287,千立方公尺
2019,7,民國108年7月,進口液化天然氣,公用汽電共生廠,0.0,千立方公尺
2019,7,民國108年7月,進口液化天然氣,公用發電廠,1614898.0,千立方公尺
2019,7,民國108年7月,進口液化天然氣,抽水用電,0.0,千立方公尺
2019,7,民國108年7月,進口液化天然氣,氣體燃料供應業,0.004,千立方公尺
2019,7,民國108年7月,進口液化天然氣,汽電共生廠,69.0,千立方公尺
2019,7,民國108年7月,進口液化天然氣,煉油廠,32411.18407152,千立方公尺
2019,7,民國108年7月,進口液化天然氣,煉焦工場/煤製品業,0.0,千立方公尺
2019,7,民國108年7月,進口液化天然氣,煤礦業,0.0,千立方公尺
2019,7,民國108年7月,進口液化天然氣,發電廠,0.0,千立方公尺
2019,7,民國108年7月,進口液化天然氣,石油及天然氣礦業,0.0,千立方公尺
2019,7,民國108年7月,進口液化天然氣,能源部門自用,32480.18807152,千立方公尺
2019,7,民國108年7月,進口液化天然氣,自用汽電共生廠,7184.40103977,千立方公尺
2019,7,民國108年7月,進口液化天然氣,自用發電廠,0.0,千立方公尺
2019,7,民國108年7月,進口液化天然氣,高爐工場,0.0,千立方公尺
2019,7,民國108年7月,電力,(+)自產,0.0,千度
2019,7,民國108年7月,電力,(+)進口,0.0,千度
2019,7,民國108年7月,電力,(-)出口,0.0,千度
2019,7,民國108年7月,電力,(-)國際海運,0.0,千度
2019,7,民國108年7月,電力,(-)國際航空,0.0,千度
2019,7,民國108年7月,電力,(電子零組件製造業),4250586.107,千度
2019,7,民國108年7月,電力,公用汽電共生廠,0.0,千度
2019,7,民國108年7月,電力,公用發電廠,0.0,千度
2019,7,民國108年7月,電力,抽水用電,314269.0,千度
2019,7,民國108年7月,電力,氣體燃料供應業,45205.93,千度
2019,7,民國108年7月,電力,汽電共生廠,229246.016,千度
2019,7,民國108年7月,電力,煉油廠,227691.14,千度
2019,7,民國108年7月,電力,煉焦工場/煤製品業,0.0,千度
2019,7,民國108年7月,電力,煤礦業,0.0,千度
2019,7,民國108年7月,電力,發電廠,944972.299,千度
2019,7,民國108年7月,電力,石油及天然氣礦業,1306.051,千度
2019,7,民國108年7月,電力,能源部門自用,1762690.436,千度
2019,7,民國108年7月,電力,自用汽電共生廠,0.0,千度
2019,7,民國108年7月,電力,自用發電廠,0.0,千度
2019,7,民國108年7月,電力,高爐工場,0.0,千度
2019,7,民國108年7月,風力,(+)自產,90388.521,千度
2019,7,民國108年7月,風力,(+)進口,0.0,千度
2019,7,民國108年7月,風力,(-)出口,0.0,千度
2019,7,民國108年7月,風力,(-)國際海運,0.0,千度
2019,7,民國108年7月,風力,(-)國際航空,0.0,千度
2019,7,民國108年7月,風力,(電子零組件製造業),0.0,千度
2019,7,民國108年7月,風力,公用汽電共生廠,0.0,千度
2019,7,民國108年7月,風力,公用發電廠,88984.547,千度
2019,7,民國108年7月,風力,抽水用電,0.0,千度
2019,7,民國108年7月,風力,氣體燃料供應業,0.0,千度
2019,7,民國108年7月,風力,汽電共生廠,0.0,千度
2019,7,民國108年7月,風力,煉油廠,0.0,千度
2019,7,民國108年7月,風力,煉焦工場/煤製品業,0.0,千度
2019,7,民國108年7月,風力,煤礦業,0.0,千度
2019,7,民國108年7月,風力,發電廠,0.0,千度
2019,7,民國108年7月,風力,石油及天然氣礦業,0.0,千度
2019,7,民國108年7月,風力,能源部門自用,0.0,千度
2019,7,民國108年7月,風力,自用汽電共生廠,0.0,千度
2019,7,民國108年7月,風力,自用發電廠,1403.974,千度
2019,7,民國108年7月,風力,高爐工場,0.0,千度
2019,8,民國108年8月,原油及石油產品,(+)自產,29230.63117952048,公噸油當量
2019,8,民國108年8月,原油及石油產品,(+)進口,5625371.010152582,公噸油當量
2019,8,民國108年8月,原油及石油產品,(-)出口,1671166.6959159244,公噸油當量
2019,8,民國108年8月,原油及石油產品,(-)國際海運,141503.33436,公噸油當量
2019,8,民國108年8月,原油及石油產品,(-)國際航空,271207.0272,公噸油當量
2019,8,民國108年8月,原油及石油產品,(電子零組件製造業),798.53369458,公噸油當量
2019,8,民國108年8月,原油及石油產品,公用汽電共生廠,103.4688,公噸油當量
2019,8,民國108年8月,原油及石油產品,公用發電廠,79080.36,公噸油當量
2019,8,民國108年8月,原油及石油產品,抽水用電,0.0,公噸油當量
2019,8,民國108年8月,原油及石油產品,氣體燃料供應業,2.16642,公噸油當量
2019,8,民國108年8月,原油及石油產品,汽電共生廠,0.0,公噸油當量
2019,8,民國108年8月,原油及石油產品,煉油廠,280336.816406542,公噸油當量
2019,8,民國108年8月,原油及石油產品,煉焦工場/煤製品業,0.0,公噸油當量
2019,8,民國108年8月,原油及石油產品,煤礦業,0.0,公噸油當量
2019,8,民國108年8月,原油及石油產品,發電廠,128.89032,公噸油當量
2019,8,民國108年8月,原油及石油產品,石油及天然氣礦業,0.0,公噸油當量
2019,8,民國108年8月,原油及石油產品,能源部門自用,280467.87314654194,公噸油當量
2019,8,民國108年8月,原油及石油產品,自用汽電共生廠,25247.41487534093,公噸油當量
2019,8,民國108年8月,原油及石油產品,自用發電廠,390.94224,公噸油當量
2019,8,民國108年8月,原油及石油產品,高爐工場,0.0,公噸油當量
2019,8,民國108年8月,地熱,(+)自產,62.479,千度
2019,8,民國108年8月,地熱,(+)進口,0.0,千度
2019,8,民國108年8月,地熱,(-)出口,0.0,千度
2019,8,民國108年8月,地熱,(-)國際海運,0.0,千度
2019,8,民國108年8月,地熱,(-)國際航空,0.0,千度
2019,8,民國108年8月,地熱,(電子零組件製造業),0.0,千度
2019,8,民國108年8月,地熱,公用汽電共生廠,0.0,千度
2019,8,民國108年8月,地熱,公用發電廠,0.0,千度
2019,8,民國108年8月,地熱,抽水用電,0.0,千度
2019,8,民國108年8月,地熱,氣體燃料供應業,0.0,千度
2019,8,民國108年8月,地熱,汽電共生廠,0.0,千度
2019,8,民國108年8月,地熱,煉油廠,0.0,千度
2019,8,民國108年8月,地熱,煉焦工場/煤製品業,0.0,千度
2019,8,民國108年8月,地熱,煤礦業,0.0,千度
2019,8,民國108年8月,地熱,發電廠,0.0,千度
2019,8,民國108年8月,地熱,石油及天然氣礦業,0.0,千度
2019,8,民國108年8月,地熱,能源部門自用,0.0,千度
2019,8,民國108年8月,地熱,自用汽電共生廠,0.0,千度
2019,8,民國108年8月,地熱,自用發電廠,62.479,千度
2019,8,民國108年8月,地熱,高爐工場,0.0,千度
2019,8,民國108年8月,天然氣,(+)自產,10859.78383838384,公噸
2019,8,民國108年8月,天然氣,(+)進口,1361946.986859991,公噸
2019,8,民國108年8月,天然氣,(-)出口,0.0,公噸
2019,8,民國108年8月,天然氣,(-)國際海運,0.0,公噸
2019,8,民國108年8月,天然氣,(-)國際航空,0.0,公噸
2019,8,民國108年8月,天然氣,(電子零組件製造業),15560.724831649832,公噸
2019,8,民國108年8月,天然氣,公用汽電共生廠,0.0,公噸
2019,8,民國108年8月,天然氣,公用發電廠,1120189.393939394,公噸
2019,8,民國108年8月,天然氣,抽水用電,0.0,公噸
2019,8,民國108年8月,天然氣,氣體燃料供應業,20.40959595959596,公噸
2019,8,民國108年8月,天然氣,汽電共生廠,54.94469696969697,公噸
2019,8,民國108年8月,天然氣,煉油廠,25207.32982512963,公噸
2019,8,民國108年8月,天然氣,煉焦工場/煤製品業,0.0,公噸
2019,8,民國108年8月,天然氣,煤礦業,0.0,公噸
2019,8,民國108年8月,天然氣,發電廠,4.81952861952862,公噸
2019,8,民國108年8月,天然氣,石油及天然氣礦業,0.0,公噸
2019,8,民國108年8月,天然氣,能源部門自用,25287.50364667845,公噸
2019,8,民國108年8月,天然氣,自用汽電共生廠,5707.830215111111,公噸
2019,8,民國108年8月,天然氣,自用發電廠,0.0,公噸
2019,8,民國108年8月,天然氣,高爐工場,0.0,公噸
2019,8,民國108年8月,太陽光電,(+)自產,393637.73579,千度
2019,8,民國108年8月,太陽光電,(+)進口,0.0,千度
2019,8,民國108年8月,太陽光電,(-)出口,0.0,千度
2019,8,民國108年8月,太陽光電,(-)國際海運,0.0,千度
2019,8,民國108年8月,太陽光電,(-)國際航空,0.0,千度
2019,8,民國108年8月,太陽光電,(電子零組件製造業),0.0,千度
2019,8,民國108年8月,太陽光電,公用汽電共生廠,0.0,千度
2019,8,民國108年8月,太陽光電,公用發電廠,22262.26779,千度
2019,8,民國108年8月,太陽光電,抽水用電,0.0,千度
2019,8,民國108年8月,太陽光電,氣體燃料供應業,0.0,千度
2019,8,民國108年8月,太陽光電,汽電共生廠,0.0,千度
2019,8,民國108年8月,太陽光電,煉油廠,0.0,千度
2019,8,民國108年8月,太陽光電,煉焦工場/煤製品業,0.0,千度
2019,8,民國108年8月,太陽光電,煤礦業,0.0,千度
2019,8,民國108年8月,太陽光電,發電廠,0.0,千度
2019,8,民國108年8月,太陽光電,石油及天然氣礦業,0.0,千度
2019,8,民國108年8月,太陽光電,能源部門自用,0.0,千度
2019,8,民國108年8月,太陽光電,自用汽電共生廠,0.0,千度
2019,8,民國108年8月,太陽光電,自用發電廠,371375.468,千度
2019,8,民國108年8月,太陽光電,高爐工場,0.0,千度
2019,8,民國108年8月,太陽熱能,(+)自產,7540.2,公噸油當量
2019,8,民國108年8月,太陽熱能,(+)進口,0.0,公噸油當量
2019,8,民國108年8月,太陽熱能,(-)出口,0.0,公噸油當量
2019,8,民國108年8月,太陽熱能,(-)國際海運,0.0,公噸油當量
2019,8,民國108年8月,太陽熱能,(-)國際航空,0.0,公噸油當量
2019,8,民國108年8月,太陽熱能,(電子零組件製造業),0.0,公噸油當量
2019,8,民國108年8月,太陽熱能,公用汽電共生廠,0.0,公噸油當量
2019,8,民國108年8月,太陽熱能,公用發電廠,0.0,公噸油當量
2019,8,民國108年8月,太陽熱能,抽水用電,0.0,公噸油當量
2019,8,民國108年8月,太陽熱能,氣體燃料供應業,0.0,公噸油當量
2019,8,民國108年8月,太陽熱能,汽電共生廠,0.0,公噸油當量
2019,8,民國108年8月,太陽熱能,煉油廠,0.0,公噸油當量
2019,8,民國108年8月,太陽熱能,煉焦工場/煤製品業,0.0,公噸油當量
2019,8,民國108年8月,太陽熱能,煤礦業,0.0,公噸油當量
2019,8,民國108年8月,太陽熱能,發電廠,0.0,公噸油當量
2019,8,民國108年8月,太陽熱能,石油及天然氣礦業,0.0,公噸油當量
2019,8,民國108年8月,太陽熱能,能源部門自用,0.0,公噸油當量
2019,8,民國108年8月,太陽熱能,自用汽電共生廠,0.0,公噸油當量
2019,8,民國108年8月,太陽熱能,自用發電廠,0.0,公噸油當量
2019,8,民國108年8月,太陽熱能,高爐工場,0.0,公噸油當量
2019,8,民國108年8月,核能,(+)自產,0.0,千度
2019,8,民國108年8月,核能,(+)進口,2922067.8,千度
2019,8,民國108年8月,核能,(-)出口,0.0,千度
2019,8,民國108年8月,核能,(-)國際海運,0.0,千度
2019,8,民國108年8月,核能,(-)國際航空,0.0,千度
2019,8,民國108年8月,核能,(電子零組件製造業),0.0,千度
2019,8,民國108年8月,核能,公用汽電共生廠,0.0,千度
2019,8,民國108年8月,核能,公用發電廠,2922067.8,千度
2019,8,民國108年8月,核能,抽水用電,0.0,千度
2019,8,民國108年8月,核能,氣體燃料供應業,0.0,千度
2019,8,民國108年8月,核能,汽電共生廠,0.0,千度
2019,8,民國108年8月,核能,煉油廠,0.0,千度
2019,8,民國108年8月,核能,煉焦工場/煤製品業,0.0,千度
2019,8,民國108年8月,核能,煤礦業,0.0,千度
2019,8,民國108年8月,核能,發電廠,0.0,千度
2019,8,民國108年8月,核能,石油及天然氣礦業,0.0,千度
2019,8,民國108年8月,核能,能源部門自用,0.0,千度
2019,8,民國108年8月,核能,自用汽電共生廠,0.0,千度
2019,8,民國108年8月,核能,自用發電廠,0.0,千度
2019,8,民國108年8月,核能,高爐工場,0.0,千度
2019,8,民國108年8月,水力,(+)自產,823390.059,千度
2019,8,民國108年8月,水力,(+)進口,0.0,千度
2019,8,民國108年8月,水力,(-)出口,0.0,千度
2019,8,民國108年8月,水力,(-)國際海運,0.0,千度
2019,8,民國108年8月,水力,(-)國際航空,0.0,千度
2019,8,民國108年8月,水力,(電子零組件製造業),0.0,千度
2019,8,民國108年8月,水力,公用汽電共生廠,0.0,千度
2019,8,民國108年8月,水力,公用發電廠,1103946.059,千度
2019,8,民國108年8月,水力,抽水用電,0.0,千度
2019,8,民國108年8月,水力,氣體燃料供應業,0.0,千度
2019,8,民國108年8月,水力,汽電共生廠,0.0,千度
2019,8,民國108年8月,水力,煉油廠,0.0,千度
2019,8,民國108年8月,水力,煉焦工場/煤製品業,0.0,千度
2019,8,民國108年8月,水力,煤礦業,0.0,千度
2019,8,民國108年8月,水力,發電廠,0.0,千度
2019,8,民國108年8月,水力,石油及天然氣礦業,0.0,千度
2019,8,民國108年8月,水力,能源部門自用,0.0,千度
2019,8,民國108年8月,水力,自用汽電共生廠,0.0,千度
2019,8,民國108年8月,水力,自用發電廠,0.0,千度
2019,8,民國108年8月,水力,高爐工場,0.0,千度
2019,8,民國108年8月,煤及煤產品,(+)自產,0.0,公噸油當量
2019,8,民國108年8月,煤及煤產品,(+)進口,3662458.344736,公噸油當量
2019,8,民國108年8月,煤及煤產品,(-)出口,1286.5,公噸油當量
2019,8,民國108年8月,煤及煤產品,(-)國際海運,0.0,公噸油當量
2019,8,民國108年8月,煤及煤產品,(-)國際航空,0.0,公噸油當量
2019,8,民國108年8月,煤及煤產品,(電子零組件製造業),0.0,公噸油當量
2019,8,民國108年8月,煤及煤產品,公用汽電共生廠,39537.527424,公噸油當量
2019,8,民國108年8月,煤及煤產品,公用發電廠,2076252.04,公噸油當量
2019,8,民國108年8月,煤及煤產品,抽水用電,0.0,公噸油當量
2019,8,民國108年8月,煤及煤產品,氣體燃料供應業,0.0,公噸油當量
2019,8,民國108年8月,煤及煤產品,汽電共生廠,0.0,公噸油當量
2019,8,民國108年8月,煤及煤產品,煉油廠,0.0,公噸油當量
2019,8,民國108年8月,煤及煤產品,煉焦工場/煤製品業,49937.9202,公噸油當量
2019,8,民國108年8月,煤及煤產品,煤礦業,0.0,公噸油當量
2019,8,民國108年8月,煤及煤產品,發電廠,0.0,公噸油當量
2019,8,民國108年8月,煤及煤產品,石油及天然氣礦業,0.0,公噸油當量
2019,8,民國108年8月,煤及煤產品,能源部門自用,102134.1132,公噸油當量
2019,8,民國108年8月,煤及煤產品,自用汽電共生廠,764833.3040024773,公噸油當量
2019,8,民國108年8月,煤及煤產品,自用發電廠,34220.053056,公噸油當量
2019,8,民國108年8月,煤及煤產品,高爐工場,52196.193,公噸油當量
2019,8,民國108年8月,熱能,(+)自產,0.0,公噸
2019,8,民國108年8月,熱能,(+)進口,0.0,公噸
2019,8,民國108年8月,熱能,(-)出口,0.0,公噸
2019,8,民國108年8月,熱能,(-)國際海運,0.0,公噸
2019,8,民國108年8月,熱能,(-)國際航空,0.0,公噸
2019,8,民國108年8月,熱能,(電子零組件製造業),44740.0,公噸
2019,8,民國108年8月,熱能,公用汽電共生廠,0.0,公噸
2019,8,民國108年8月,熱能,公用發電廠,0.0,公噸
2019,8,民國108年8月,熱能,抽水用電,0.0,公噸
2019,8,民國108年8月,熱能,氣體燃料供應業,0.0,公噸
2019,8,民國108年8月,熱能,汽電共生廠,89940.0,公噸
2019,8,民國108年8月,熱能,煉油廠,476218.978,公噸
2019,8,民國108年8月,熱能,煉焦工場/煤製品業,0.0,公噸
2019,8,民國108年8月,熱能,煤礦業,0.0,公噸
2019,8,民國108年8月,熱能,發電廠,0.0,公噸
2019,8,民國108年8月,熱能,石油及天然氣礦業,0.0,公噸
2019,8,民國108年8月,熱能,能源部門自用,566158.978,公噸
2019,8,民國108年8月,熱能,自用汽電共生廠,0.0,公噸
2019,8,民國108年8月,熱能,自用發電廠,0.0,公噸
2019,8,民國108年8月,熱能,高爐工場,0.0,公噸
2019,8,民國108年8月,生質能及廢棄物,(+)自產,134394.2031926075,公噸油當量
2019,8,民國108年8月,生質能及廢棄物,(+)進口,596.4442976,公噸油當量
2019,8,民國108年8月,生質能及廢棄物,(-)出口,0.0,公噸油當量
2019,8,民國108年8月,生質能及廢棄物,(-)國際海運,0.0,公噸油當量
2019,8,民國108年8月,生質能及廢棄物,(-)國際航空,0.0,公噸油當量
2019,8,民國108年8月,生質能及廢棄物,(電子零組件製造業),0.0,公噸油當量
2019,8,民國108年8月,生質能及廢棄物,公用汽電共生廠,2794.292205,公噸油當量
2019,8,民國108年8月,生質能及廢棄物,公用發電廠,0.0,公噸油當量
2019,8,民國108年8月,生質能及廢棄物,抽水用電,0.0,公噸油當量
2019,8,民國108年8月,生質能及廢棄物,氣體燃料供應業,0.0,公噸油當量
2019,8,民國108年8月,生質能及廢棄物,汽電共生廠,0.0,公噸油當量
2019,8,民國108年8月,生質能及廢棄物,煉油廠,0.0,公噸油當量
2019,8,民國108年8月,生質能及廢棄物,煉焦工場/煤製品業,0.0,公噸油當量
2019,8,民國108年8月,生質能及廢棄物,煤礦業,0.0,公噸油當量
2019,8,民國108年8月,生質能及廢棄物,發電廠,0.0,公噸油當量
2019,8,民國108年8月,生質能及廢棄物,石油及天然氣礦業,0.0,公噸油當量
2019,8,民國108年8月,生質能及廢棄物,能源部門自用,0.0,公噸油當量
2019,8,民國108年8月,生質能及廢棄物,自用汽電共生廠,100055.49521791106,公噸油當量
2019,8,民國108年8月,生質能及廢棄物,自用發電廠,389.3745983265,公噸油當量
2019,8,民國108年8月,生質能及廢棄物,高爐工場,0.0,公噸油當量
2019,8,民國108年8月,自產天然氣,(+)自產,16126.779,千立方公尺
2019,8,民國108年8月,自產天然氣,(+)進口,0.0,千立方公尺
2019,8,民國108年8月,自產天然氣,(-)出口,0.0,千立方公尺
2019,8,民國108年8月,自產天然氣,(-)國際海運,0.0,千立方公尺
2019,8,民國108年8月,自產天然氣,(-)國際航空,0.0,千立方公尺
2019,8,民國108年8月,自產天然氣,(電子零組件製造業),10440.209,千立方公尺
2019,8,民國108年8月,自產天然氣,公用汽電共生廠,0.0,千立方公尺
2019,8,民國108年8月,自產天然氣,公用發電廠,0.0,千立方公尺
2019,8,民國108年8月,自產天然氣,抽水用電,0.0,千立方公尺
2019,8,民國108年8月,自產天然氣,氣體燃料供應業,30.306,千立方公尺
2019,8,民國108年8月,自產天然氣,汽電共生廠,0.0,千立方公尺
2019,8,民國108年8月,自產天然氣,煉油廠,2371.859,千立方公尺
2019,8,民國108年8月,自產天然氣,煉焦工場/煤製品業,0.0,千立方公尺
2019,8,民國108年8月,自產天然氣,煤礦業,0.0,千立方公尺
2019,8,民國108年8月,自產天然氣,發電廠,7.157,千立方公尺
2019,8,民國108年8月,自產天然氣,石油及天然氣礦業,0.0,千立方公尺
2019,8,民國108年8月,自產天然氣,能源部門自用,2409.322,千立方公尺
2019,8,民國108年8月,自產天然氣,自用汽電共生廠,198.82797753,千立方公尺
2019,8,民國108年8月,自產天然氣,自用發電廠,0.0,千立方公尺
2019,8,民國108年8月,自產天然氣,高爐工場,0.0,千立方公尺
2019,8,民國108年8月,進口液化天然氣,(+)自產,0.0,千立方公尺
2019,8,民國108年8月,進口液化天然氣,(+)進口,1797770.022655188,千立方公尺
2019,8,民國108年8月,進口液化天然氣,(-)出口,0.0,千立方公尺
2019,8,民國108年8月,進口液化天然氣,(-)國際海運,0.0,千立方公尺
2019,8,民國108年8月,進口液化天然氣,(-)國際航空,0.0,千立方公尺
2019,8,民國108年8月,進口液化天然氣,(電子零組件製造業),11259.971,千立方公尺
2019,8,民國108年8月,進口液化天然氣,公用汽電共生廠,0.0,千立方公尺
2019,8,民國108年8月,進口液化天然氣,公用發電廠,1478650.0,千立方公尺
2019,8,民國108年8月,進口液化天然氣,抽水用電,0.0,千立方公尺
2019,8,民國108年8月,進口液化天然氣,氣體燃料供應業,0.002,千立方公尺
2019,8,民國108年8月,進口液化天然氣,汽電共生廠,72.527,千立方公尺
2019,8,民國108年8月,進口液化天然氣,煉油廠,31165.35625806,千立方公尺
2019,8,民國108年8月,進口液化天然氣,煉焦工場/煤製品業,0.0,千立方公尺
2019,8,民國108年8月,進口液化天然氣,煤礦業,0.0,千立方公尺
2019,8,民國108年8月,進口液化天然氣,發電廠,0.0,千立方公尺
2019,8,民國108年8月,進口液化天然氣,石油及天然氣礦業,0.0,千立方公尺
2019,8,民國108年8月,進口液化天然氣,能源部門自用,31237.88525806,千立方公尺
2019,8,民國108年8月,進口液化天然氣,自用汽電共生廠,7357.59990392,千立方公尺
2019,8,民國108年8月,進口液化天然氣,自用發電廠,0.0,千立方公尺
2019,8,民國108年8月,進口液化天然氣,高爐工場,0.0,千立方公尺
2019,8,民國108年8月,電力,(+)自產,0.0,千度
2019,8,民國108年8月,電力,(+)進口,0.0,千度
2019,8,民國108年8月,電力,(-)出口,0.0,千度
2019,8,民國108年8月,電力,(-)國際海運,0.0,千度
2019,8,民國108年8月,電力,(-)國際航空,0.0,千度
2019,8,民國108年8月,電力,(電子零組件製造業),4270340.505,千度
2019,8,民國108年8月,電力,公用汽電共生廠,0.0,千度
2019,8,民國108年8月,電力,公用發電廠,0.0,千度
2019,8,民國108年8月,電力,抽水用電,362879.0,千度
2019,8,民國108年8月,電力,氣體燃料供應業,45459.295,千度
2019,8,民國108年8月,電力,汽電共生廠,228701.88,千度
2019,8,民國108年8月,電力,煉油廠,217412.409,千度
2019,8,民國108年8月,電力,煉焦工場/煤製品業,0.0,千度
2019,8,民國108年8月,電力,煤礦業,0.0,千度
2019,8,民國108年8月,電力,發電廠,954881.402,千度
2019,8,民國108年8月,電力,石油及天然氣礦業,2117.453,千度
2019,8,民國108年8月,電力,能源部門自用,1811451.439,千度
2019,8,民國108年8月,電力,自用汽電共生廠,0.0,千度
2019,8,民國108年8月,電力,自用發電廠,0.0,千度
2019,8,民國108年8月,電力,高爐工場,0.0,千度
2019,8,民國108年8月,風力,(+)自產,83568.399,千度
2019,8,民國108年8月,風力,(+)進口,0.0,千度
2019,8,民國108年8月,風力,(-)出口,0.0,千度
2019,8,民國108年8月,風力,(-)國際海運,0.0,千度
2019,8,民國108年8月,風力,(-)國際航空,0.0,千度
2019,8,民國108年8月,風力,(電子零組件製造業),0.0,千度
2019,8,民國108年8月,風力,公用汽電共生廠,0.0,千度
2019,8,民國108年8月,風力,公用發電廠,83027.767,千度
2019,8,民國108年8月,風力,抽水用電,0.0,千度
2019,8,民國108年8月,風力,氣體燃料供應業,0.0,千度
2019,8,民國108年8月,風力,汽電共生廠,0.0,千度
2019,8,民國108年8月,風力,煉油廠,0.0,千度
2019,8,民國108年8月,風力,煉焦工場/煤製品業,0.0,千度
2019,8,民國108年8月,風力,煤礦業,0.0,千度
2019,8,民國108年8月,風力,發電廠,0.0,千度
2019,8,民國108年8月,風力,石油及天然氣礦業,0.0,千度
2019,8,民國108年8月,風力,能源部門自用,0.0,千度
2019,8,民國108年8月,風力,自用汽電共生廠,0.0,千度
2019,8,民國108年8月,風力,自用發電廠,540.632,千度
2019,8,民國108年8月,風力,高爐工場,0.0,千度
2019,9,民國108年9月,原油及石油產品,(+)自產,26242.39599781108,公噸油當量
2019,9,民國108年9月,原油及石油產品,(+)進口,4017217.472547358,公噸油當量
2019,9,民國108年9月,原油及石油產品,(-)出口,1586620.5893056272,公噸油當量
2019,9,民國108年9月,原油及石油產品,(-)國際海運,96591.48152,公噸油當量
2019,9,民國108年9月,原油及石油產品,(-)國際航空,255537.1,公噸油當量
2019,9,民國108年9月,原油及石油產品,(電子零組件製造業),893.98146972,公噸油當量
2019,9,民國108年9月,原油及石油產品,公用汽電共生廠,236.1792,公噸油當量
2019,9,民國108年9月,原油及石油產品,公用發電廠,61039.2,公噸油當量
2019,9,民國108年9月,原油及石油產品,抽水用電,0.0,公噸油當量
2019,9,民國108年9月,原油及石油產品,氣體燃料供應業,1.839,公噸油當量
2019,9,民國108年9月,原油及石油產品,汽電共生廠,0.0,公噸油當量
2019,9,民國108年9月,原油及石油產品,煉油廠,248926.56086200665,公噸油當量
2019,9,民國108年9月,原油及石油產品,煉焦工場/煤製品業,0.0,公噸油當量
2019,9,民國108年9月,原油及石油產品,煤礦業,0.0,公噸油當量
2019,9,民國108年9月,原油及石油產品,發電廠,112.20768,公噸油當量
2019,9,民國108年9月,原油及石油產品,石油及天然氣礦業,0.0,公噸油當量
2019,9,民國108年9月,原油及石油產品,能源部門自用,249040.60754200665,公噸油當量
2019,9,民國108年9月,原油及石油產品,自用汽電共生廠,21114.255476950508,公噸油當量
2019,9,民國108年9月,原油及石油產品,自用發電廠,209.1054,公噸油當量
2019,9,民國108年9月,原油及石油產品,高爐工場,0.0,公噸油當量
2019,9,民國108年9月,地熱,(+)自產,100.136,千度
2019,9,民國108年9月,地熱,(+)進口,0.0,千度
2019,9,民國108年9月,地熱,(-)出口,0.0,千度
2019,9,民國108年9月,地熱,(-)國際海運,0.0,千度
2019,9,民國108年9月,地熱,(-)國際航空,0.0,千度
2019,9,民國108年9月,地熱,(電子零組件製造業),0.0,千度
2019,9,民國108年9月,地熱,公用汽電共生廠,0.0,千度
2019,9,民國108年9月,地熱,公用發電廠,0.0,千度
2019,9,民國108年9月,地熱,抽水用電,0.0,千度
2019,9,民國108年9月,地熱,氣體燃料供應業,0.0,千度
2019,9,民國108年9月,地熱,汽電共生廠,0.0,千度
2019,9,民國108年9月,地熱,煉油廠,0.0,千度
2019,9,民國108年9月,地熱,煉焦工場/煤製品業,0.0,千度
2019,9,民國108年9月,地熱,煤礦業,0.0,千度
2019,9,民國108年9月,地熱,發電廠,0.0,千度
2019,9,民國108年9月,地熱,石油及天然氣礦業,0.0,千度
2019,9,民國108年9月,地熱,能源部門自用,0.0,千度
2019,9,民國108年9月,地熱,自用汽電共生廠,0.0,千度
2019,9,民國108年9月,地熱,自用發電廠,100.136,千度
2019,9,民國108年9月,地熱,高爐工場,0.0,千度
2019,9,民國108年9月,天然氣,(+)自產,9875.79797979798,公噸
2019,9,民國108年9月,天然氣,(+)進口,1452205.4825555054,公噸
2019,9,民國108年9月,天然氣,(-)出口,0.0,公噸
2019,9,民國108年9月,天然氣,(-)國際海運,0.0,公噸
2019,9,民國108年9月,天然氣,(-)國際航空,0.0,公噸
2019,9,民國108年9月,天然氣,(電子零組件製造業),14130.782575757576,公噸
2019,9,民國108年9月,天然氣,公用汽電共生廠,0.0,公噸
2019,9,民國108年9月,天然氣,公用發電廠,1045301.5151515153,公噸
2019,9,民國108年9月,天然氣,抽水用電,0.0,公噸
2019,9,民國108年9月,天然氣,氣體燃料供應業,11.776683501683502,公噸
