西元年,月,民國年,能源種類,能源流程,數值,單位
2016,1,民國105年1月,原油及石油產品,(+)自產,7352.06566064787,公噸油當量
2016,1,民國105年1月,原油及石油產品,(+)進口,5845174.305452666,公噸油當量
2016,1,民國105年1月,原油及石油產品,(-)出口,1321655.021011514,公噸油當量
2016,1,民國105年1月,原油及石油產品,(-)國際海運,107734.08,公噸油當量
2016,1,民國105年1月,原油及石油產品,(-)國際航空,217285.6,公噸油當量
2016,1,民國105年1月,原油及石油產品,(電子零組件製造業),0.0,公噸油當量
2016,1,民國105年1月,原油及石油產品,公用汽電共生廠,137.28,公噸油當量
2016,1,民國105年1月,原油及石油產品,公用發電廠,139683.6,公噸油當量
2016,1,民國105年1月,原油及石油產品,抽水用電,0.0,公噸油當量
2016,1,民國105年1月,原油及石油產品,氣體燃料供應業,102.67943515068492,公噸油當量
2016,1,民國105年1月,原油及石油產品,汽電共生廠,0.0,公噸油當量
2016,1,民國105年1月,原油及石油產品,油氣礦業,0.0,公噸油當量
2016,1,民國105年1月,原油及石油產品,煉油廠,243956.51185488305,公噸油當量
2016,1,民國105年1月,原油及石油產品,煉焦工場/煤製品業,1099.2,公噸油當量
2016,1,民國105年1月,原油及石油產品,煤礦業,155.52,公噸油當量
2016,1,民國105年1月,原油及石油產品,發電廠,129.48,公噸油當量
2016,1,民國105年1月,原油及石油產品,能源部門自用,245443.39129003373,公噸油當量
2016,1,民國105年1月,原油及石油產品,自用汽電共生廠,29551.29984704075,公噸油當量
2016,1,民國105年1月,原油及石油產品,自用發電廠,0.0,公噸油當量
2016,1,民國105年1月,原油及石油產品,高爐工場,0.0,公噸油當量
2016,1,民國105年1月,地熱,(+)自產,0.0,千度
2016,1,民國105年1月,地熱,(+)進口,0.0,千度
2016,1,民國105年1月,地熱,(-)出口,0.0,千度
2016,1,民國105年1月,地熱,(-)國際海運,0.0,千度
2016,1,民國105年1月,地熱,(-)國際航空,0.0,千度
2016,1,民國105年1月,地熱,(電子零組件製造業),0.0,千度
2016,1,民國105年1月,地熱,公用汽電共生廠,0.0,千度
2016,1,民國105年1月,地熱,公用發電廠,0.0,千度
2016,1,民國105年1月,地熱,抽水用電,0.0,千度
2016,1,民國105年1月,地熱,氣體燃料供應業,0.0,千度
2016,1,民國105年1月,地熱,汽電共生廠,0.0,千度
2016,1,民國105年1月,地熱,油氣礦業,0.0,千度
2016,1,民國105年1月,地熱,煉油廠,0.0,千度
2016,1,民國105年1月,地熱,煉焦工場/煤製品業,0.0,千度
2016,1,民國105年1月,地熱,煤礦業,0.0,千度
2016,1,民國105年1月,地熱,發電廠,0.0,千度
2016,1,民國105年1月,地熱,能源部門自用,0.0,千度
2016,1,民國105年1月,地熱,自用汽電共生廠,0.0,千度
2016,1,民國105年1月,地熱,自用發電廠,0.0,千度
2016,1,民國105年1月,地熱,高爐工場,0.0,千度
2016,1,民國105年1月,天然氣,(+)自產,20458.58585858586,公噸
2016,1,民國105年1月,天然氣,(+)進口,1127889.4426823743,公噸
2016,1,民國105年1月,天然氣,(-)出口,0.0,公噸
2016,1,民國105年1月,天然氣,(-)國際海運,0.0,公噸
2016,1,民國105年1月,天然氣,(-)國際航空,0.0,公噸
2016,1,民國105年1月,天然氣,(電子零組件製造業),5532.443434343434,公噸
2016,1,民國105年1月,天然氣,公用汽電共生廠,0.0,公噸
2016,1,民國105年1月,天然氣,公用發電廠,850953.7878787878,公噸
2016,1,民國105年1月,天然氣,抽水用電,0.0,公噸
2016,1,民國105年1月,天然氣,氣體燃料供應業,0.0,公噸
2016,1,民國105年1月,天然氣,汽電共生廠,0.0,公噸
2016,1,民國105年1月,天然氣,油氣礦業,0.0,公噸
2016,1,民國105年1月,天然氣,煉油廠,15341.435668568181,公噸
2016,1,民國105年1月,天然氣,煉焦工場/煤製品業,0.0,公噸
2016,1,民國105年1月,天然氣,煤礦業,0.0,公噸
2016,1,民國105年1月,天然氣,發電廠,753.8599326599326,公噸
2016,1,民國105年1月,天然氣,能源部門自用,16095.295601228114,公噸
2016,1,民國105年1月,天然氣,自用汽電共生廠,4326.120344664983,公噸
2016,1,民國105年1月,天然氣,自用發電廠,0.0,公噸
2016,1,民國105年1月,天然氣,高爐工場,0.0,公噸
2016,1,民國105年1月,太陽光電,(+)自產,65185.429,千度
2016,1,民國105年1月,太陽光電,(+)進口,0.0,千度
2016,1,民國105年1月,太陽光電,(-)出口,0.0,千度
2016,1,民國105年1月,太陽光電,(-)國際海運,0.0,千度
2016,1,民國105年1月,太陽光電,(-)國際航空,0.0,千度
2016,1,民國105年1月,太陽光電,(電子零組件製造業),0.0,千度
2016,1,民國105年1月,太陽光電,公用汽電共生廠,0.0,千度
2016,1,民國105年1月,太陽光電,公用發電廠,3246.701,千度
2016,1,民國105年1月,太陽光電,抽水用電,0.0,千度
2016,1,民國105年1月,太陽光電,氣體燃料供應業,0.0,千度
2016,1,民國105年1月,太陽光電,汽電共生廠,0.0,千度
2016,1,民國105年1月,太陽光電,油氣礦業,0.0,千度
2016,1,民國105年1月,太陽光電,煉油廠,0.0,千度
2016,1,民國105年1月,太陽光電,煉焦工場/煤製品業,0.0,千度
2016,1,民國105年1月,太陽光電,煤礦業,0.0,千度
2016,1,民國105年1月,太陽光電,發電廠,0.0,千度
2016,1,民國105年1月,太陽光電,能源部門自用,0.0,千度
2016,1,民國105年1月,太陽光電,自用汽電共生廠,0.0,千度
2016,1,民國105年1月,太陽光電,自用發電廠,61938.728,千度
2016,1,民國105年1月,太陽光電,高爐工場,0.0,千度
2016,1,民國105年1月,太陽熱能,(+)自產,8235.9,公噸油當量
2016,1,民國105年1月,太陽熱能,(+)進口,0.0,公噸油當量
2016,1,民國105年1月,太陽熱能,(-)出口,0.0,公噸油當量
2016,1,民國105年1月,太陽熱能,(-)國際海運,0.0,公噸油當量
2016,1,民國105年1月,太陽熱能,(-)國際航空,0.0,公噸油當量
2016,1,民國105年1月,太陽熱能,(電子零組件製造業),0.0,公噸油當量
2016,1,民國105年1月,太陽熱能,公用汽電共生廠,0.0,公噸油當量
2016,1,民國105年1月,太陽熱能,公用發電廠,0.0,公噸油當量
2016,1,民國105年1月,太陽熱能,抽水用電,0.0,公噸油當量
2016,1,民國105年1月,太陽熱能,氣體燃料供應業,0.0,公噸油當量
2016,1,民國105年1月,太陽熱能,汽電共生廠,0.0,公噸油當量
2016,1,民國105年1月,太陽熱能,油氣礦業,0.0,公噸油當量
2016,1,民國105年1月,太陽熱能,煉油廠,0.0,公噸油當量
2016,1,民國105年1月,太陽熱能,煉焦工場/煤製品業,0.0,公噸油當量
2016,1,民國105年1月,太陽熱能,煤礦業,0.0,公噸油當量
2016,1,民國105年1月,太陽熱能,發電廠,0.0,公噸油當量
2016,1,民國105年1月,太陽熱能,能源部門自用,0.0,公噸油當量
2016,1,民國105年1月,太陽熱能,自用汽電共生廠,0.0,公噸油當量
2016,1,民國105年1月,太陽熱能,自用發電廠,0.0,公噸油當量
2016,1,民國105年1月,太陽熱能,高爐工場,0.0,公噸油當量
2016,1,民國105年1月,核能,(+)自產,0.0,千度
2016,1,民國105年1月,核能,(+)進口,3058041.6,千度
2016,1,民國105年1月,核能,(-)出口,0.0,千度
2016,1,民國105年1月,核能,(-)國際海運,0.0,千度
2016,1,民國105年1月,核能,(-)國際航空,0.0,千度
2016,1,民國105年1月,核能,(電子零組件製造業),0.0,千度
2016,1,民國105年1月,核能,公用汽電共生廠,0.0,千度
2016,1,民國105年1月,核能,公用發電廠,3058041.6,千度
2016,1,民國105年1月,核能,抽水用電,0.0,千度
2016,1,民國105年1月,核能,氣體燃料供應業,0.0,千度
2016,1,民國105年1月,核能,汽電共生廠,0.0,千度
2016,1,民國105年1月,核能,油氣礦業,0.0,千度
2016,1,民國105年1月,核能,煉油廠,0.0,千度
2016,1,民國105年1月,核能,煉焦工場/煤製品業,0.0,千度
2016,1,民國105年1月,核能,煤礦業,0.0,千度
2016,1,民國105年1月,核能,發電廠,0.0,千度
2016,1,民國105年1月,核能,能源部門自用,0.0,千度
2016,1,民國105年1月,核能,自用汽電共生廠,0.0,千度
2016,1,民國105年1月,核能,自用發電廠,0.0,千度
2016,1,民國105年1月,核能,高爐工場,0.0,千度
2016,1,民國105年1月,水力,(+)自產,464152.029,千度
2016,1,民國105年1月,水力,(+)進口,0.0,千度
2016,1,民國105年1月,水力,(-)出口,0.0,千度
2016,1,民國105年1月,水力,(-)國際海運,0.0,千度
2016,1,民國105年1月,水力,(-)國際航空,0.0,千度
2016,1,民國105年1月,水力,(電子零組件製造業),0.0,千度
2016,1,民國105年1月,水力,公用汽電共生廠,0.0,千度
2016,1,民國105年1月,水力,公用發電廠,710717.029,千度
2016,1,民國105年1月,水力,抽水用電,0.0,千度
2016,1,民國105年1月,水力,氣體燃料供應業,0.0,千度
2016,1,民國105年1月,水力,汽電共生廠,0.0,千度
2016,1,民國105年1月,水力,油氣礦業,0.0,千度
2016,1,民國105年1月,水力,煉油廠,0.0,千度
2016,1,民國105年1月,水力,煉焦工場/煤製品業,0.0,千度
2016,1,民國105年1月,水力,煤礦業,0.0,千度
2016,1,民國105年1月,水力,發電廠,0.0,千度
2016,1,民國105年1月,水力,能源部門自用,0.0,千度
2016,1,民國105年1月,水力,自用汽電共生廠,0.0,千度
2016,1,民國105年1月,水力,自用發電廠,0.0,千度
2016,1,民國105年1月,水力,高爐工場,0.0,千度
2016,1,民國105年1月,煤及煤產品,(+)自產,0.0,公噸油當量
2016,1,民國105年1月,煤及煤產品,(+)進口,2552788.975792,公噸油當量
2016,1,民國105年1月,煤及煤產品,(-)出口,53.96,公噸油當量
2016,1,民國105年1月,煤及煤產品,(-)國際海運,0.0,公噸油當量
2016,1,民國105年1月,煤及煤產品,(-)國際航空,0.0,公噸油當量
2016,1,民國105年1月,煤及煤產品,(電子零組件製造業),0.0,公噸油當量
2016,1,民國105年1月,煤及煤產品,公用汽電共生廠,43280.48,公噸油當量
2016,1,民國105年1月,煤及煤產品,公用發電廠,1372837.553475285,公噸油當量
2016,1,民國105年1月,煤及煤產品,抽水用電,0.0,公噸油當量
2016,1,民國105年1月,煤及煤產品,氣體燃料供應業,0.0,公噸油當量
2016,1,民國105年1月,煤及煤產品,汽電共生廠,0.0,公噸油當量
2016,1,民國105年1月,煤及煤產品,油氣礦業,0.0,公噸油當量
2016,1,民國105年1月,煤及煤產品,煉油廠,0.0,公噸油當量
2016,1,民國105年1月,煤及煤產品,煉焦工場/煤製品業,48130.593,公噸油當量
2016,1,民國105年1月,煤及煤產品,煤礦業,0.0,公噸油當量
2016,1,民國105年1月,煤及煤產品,發電廠,0.0,公噸油當量
2016,1,民國105年1月,煤及煤產品,能源部門自用,104642.055,公噸油當量
2016,1,民國105年1月,煤及煤產品,自用汽電共生廠,651012.3318230126,公噸油當量
2016,1,民國105年1月,煤及煤產品,自用發電廠,0.0,公噸油當量
2016,1,民國105年1月,煤及煤產品,高爐工場,56511.462,公噸油當量
2016,1,民國105年1月,熱能,(+)自產,0.0,公噸
2016,1,民國105年1月,熱能,(+)進口,0.0,公噸
2016,1,民國105年1月,熱能,(-)出口,0.0,公噸
2016,1,民國105年1月,熱能,(-)國際海運,0.0,公噸
2016,1,民國105年1月,熱能,(-)國際航空,0.0,公噸
2016,1,民國105年1月,熱能,(電子零組件製造業),19342.0,公噸
2016,1,民國105年1月,熱能,公用汽電共生廠,0.0,公噸
2016,1,民國105年1月,熱能,公用發電廠,0.0,公噸
2016,1,民國105年1月,熱能,抽水用電,0.0,公噸
2016,1,民國105年1月,熱能,氣體燃料供應業,0.0,公噸
2016,1,民國105年1月,熱能,汽電共生廠,0.0,公噸
2016,1,民國105年1月,熱能,油氣礦業,0.0,公噸
2016,1,民國105年1月,熱能,煉油廠,500980.2,公噸
2016,1,民國105年1月,熱能,煉焦工場/煤製品業,0.0,公噸
2016,1,民國105年1月,熱能,煤礦業,0.0,公噸
2016,1,民國105年1月,熱能,發電廠,0.0,公噸
2016,1,民國105年1月,熱能,能源部門自用,500980.2,公噸
2016,1,民國105年1月,熱能,自用汽電共生廠,0.0,公噸
2016,1,民國105年1月,熱能,自用發電廠,0.0,公噸
2016,1,民國105年1月,熱能,高爐工場,0.0,公噸
2016,1,民國105年1月,生質能及廢棄物,(+)自產,135949.1532094,公噸油當量
2016,1,民國105年1月,生質能及廢棄物,(+)進口,12.8139,公噸油當量
2016,1,民國105年1月,生質能及廢棄物,(-)出口,861.3042,公噸油當量
2016,1,民國105年1月,生質能及廢棄物,(-)國際海運,0.0,公噸油當量
2016,1,民國105年1月,生質能及廢棄物,(-)國際航空,0.0,公噸油當量
2016,1,民國105年1月,生質能及廢棄物,(電子零組件製造業),0.0,公噸油當量
2016,1,民國105年1月,生質能及廢棄物,公用汽電共生廠,2358.5265,公噸油當量
2016,1,民國105年1月,生質能及廢棄物,公用發電廠,0.0,公噸油當量
2016,1,民國105年1月,生質能及廢棄物,抽水用電,0.0,公噸油當量
2016,1,民國105年1月,生質能及廢棄物,氣體燃料供應業,0.0,公噸油當量
2016,1,民國105年1月,生質能及廢棄物,汽電共生廠,0.0,公噸油當量
2016,1,民國105年1月,生質能及廢棄物,油氣礦業,0.0,公噸油當量
2016,1,民國105年1月,生質能及廢棄物,煉油廠,6.97585,公噸油當量
2016,1,民國105年1月,生質能及廢棄物,煉焦工場/煤製品業,0.0,公噸油當量
2016,1,民國105年1月,生質能及廢棄物,煤礦業,0.0,公噸油當量
2016,1,民國105年1月,生質能及廢棄物,發電廠,0.0,公噸油當量
2016,1,民國105年1月,生質能及廢棄物,能源部門自用,6.97585,公噸油當量
2016,1,民國105年1月,生質能及廢棄物,自用汽電共生廠,94642.88936182648,公噸油當量
2016,1,民國105年1月,生質能及廢棄物,自用發電廠,168.1229601,公噸油當量
2016,1,民國105年1月,生質能及廢棄物,高爐工場,0.0,公噸油當量
2016,1,民國105年1月,自產天然氣,(+)自產,30381.0,千立方公尺
2016,1,民國105年1月,自產天然氣,(+)進口,0.0,千立方公尺
2016,1,民國105年1月,自產天然氣,(-)出口,0.0,千立方公尺
2016,1,民國105年1月,自產天然氣,(-)國際海運,0.0,千立方公尺
2016,1,民國105年1月,自產天然氣,(-)國際航空,0.0,千立方公尺
2016,1,民國105年1月,自產天然氣,(電子零組件製造業),1860.279,千立方公尺
2016,1,民國105年1月,自產天然氣,公用汽電共生廠,0.0,千立方公尺
2016,1,民國105年1月,自產天然氣,公用發電廠,0.0,千立方公尺
2016,1,民國105年1月,自產天然氣,抽水用電,0.0,千立方公尺
2016,1,民國105年1月,自產天然氣,氣體燃料供應業,0.0,千立方公尺
2016,1,民國105年1月,自產天然氣,汽電共生廠,0.0,千立方公尺
2016,1,民國105年1月,自產天然氣,油氣礦業,0.0,千立方公尺
2016,1,民國105年1月,自產天然氣,煉油廠,99.0,千立方公尺
2016,1,民國105年1月,自產天然氣,煉焦工場/煤製品業,0.0,千立方公尺
2016,1,民國105年1月,自產天然氣,煤礦業,0.0,千立方公尺
2016,1,民國105年1月,自產天然氣,發電廠,0.107,千立方公尺
2016,1,民國105年1月,自產天然氣,能源部門自用,99.107,千立方公尺
2016,1,民國105年1月,自產天然氣,自用汽電共生廠,188.0622191,千立方公尺
2016,1,民國105年1月,自產天然氣,自用發電廠,0.0,千立方公尺
2016,1,民國105年1月,自產天然氣,高爐工場,0.0,千立方公尺
2016,1,民國105年1月,進口液化天然氣,(+)自產,0.0,千立方公尺
2016,1,民國105年1月,進口液化天然氣,(+)進口,1488814.064340734,千立方公尺
2016,1,民國105年1月,進口液化天然氣,(-)出口,0.0,千立方公尺
2016,1,民國105年1月,進口液化天然氣,(-)國際海運,0.0,千立方公尺
2016,1,民國105年1月,進口液化天然氣,(-)國際航空,0.0,千立方公尺
2016,1,民國105年1月,進口液化天然氣,(電子零組件製造業),5649.244,千立方公尺
2016,1,民國105年1月,進口液化天然氣,公用汽電共生廠,0.0,千立方公尺
2016,1,民國105年1月,進口液化天然氣,公用發電廠,1123259.0,千立方公尺
2016,1,民國105年1月,進口液化天然氣,抽水用電,0.0,千立方公尺
2016,1,民國105年1月,進口液化天然氣,氣體燃料供應業,0.0,千立方公尺
2016,1,民國105年1月,進口液化天然氣,汽電共生廠,0.0,千立方公尺
2016,1,民國105年1月,進口液化天然氣,油氣礦業,0.0,千立方公尺
2016,1,民國105年1月,進口液化天然氣,煉油廠,20162.69508251,千立方公尺
2016,1,民國105年1月,進口液化天然氣,煉焦工場/煤製品業,0.0,千立方公尺
2016,1,民國105年1月,進口液化天然氣,煤礦業,0.0,千立方公尺
2016,1,民國105年1月,進口液化天然氣,發電廠,995.0,千立方公尺
2016,1,民國105年1月,進口液化天然氣,能源部門自用,21157.69508251,千立方公尺
2016,1,民國105年1月,進口液化天然氣,自用汽電共生廠,5543.31243798,千立方公尺
2016,1,民國105年1月,進口液化天然氣,自用發電廠,0.0,千立方公尺
2016,1,民國105年1月,進口液化天然氣,高爐工場,0.0,千立方公尺
2016,1,民國105年1月,電力,(+)自產,0.0,千度
2016,1,民國105年1月,電力,(+)進口,0.0,千度
2016,1,民國105年1月,電力,(-)出口,0.0,千度
2016,1,民國105年1月,電力,(-)國際海運,0.0,千度
2016,1,民國105年1月,電力,(-)國際航空,0.0,千度
2016,1,民國105年1月,電力,(電子零組件製造業),2480622.785,千度
2016,1,民國105年1月,電力,公用汽電共生廠,0.0,千度
2016,1,民國105年1月,電力,公用發電廠,0.0,千度
2016,1,民國105年1月,電力,抽水用電,289367.0,千度
2016,1,民國105年1月,電力,氣體燃料供應業,37304.222,千度
2016,1,民國105年1月,電力,汽電共生廠,140444.751,千度
2016,1,民國105年1月,電力,油氣礦業,1386.394,千度
2016,1,民國105年1月,電力,煉油廠,244208.273,千度
2016,1,民國105年1月,電力,煉焦工場/煤製品業,0.0,千度
2016,1,民國105年1月,電力,煤礦業,72.994,千度
2016,1,民國105年1月,電力,發電廠,721797.314,千度
2016,1,民國105年1月,電力,能源部門自用,1434580.948,千度
2016,1,民國105年1月,電力,自用汽電共生廠,0.0,千度
2016,1,民國105年1月,電力,自用發電廠,0.0,千度
2016,1,民國105年1月,電力,高爐工場,0.0,千度
2016,1,民國105年1月,風力,(+)自產,215095.555,千度
2016,1,民國105年1月,風力,(+)進口,0.0,千度
2016,1,民國105年1月,風力,(-)出口,0.0,千度
2016,1,民國105年1月,風力,(-)國際海運,0.0,千度
2016,1,民國105年1月,風力,(-)國際航空,0.0,千度
2016,1,民國105年1月,風力,(電子零組件製造業),0.0,千度
2016,1,民國105年1月,風力,公用汽電共生廠,0.0,千度
2016,1,民國105年1月,風力,公用發電廠,213596.287,千度
2016,1,民國105年1月,風力,抽水用電,0.0,千度
2016,1,民國105年1月,風力,氣體燃料供應業,0.0,千度
2016,1,民國105年1月,風力,汽電共生廠,0.0,千度
2016,1,民國105年1月,風力,油氣礦業,0.0,千度
2016,1,民國105年1月,風力,煉油廠,0.0,千度
2016,1,民國105年1月,風力,煉焦工場/煤製品業,0.0,千度
2016,1,民國105年1月,風力,煤礦業,0.0,千度
2016,1,民國105年1月,風力,發電廠,0.0,千度
2016,1,民國105年1月,風力,能源部門自用,0.0,千度
2016,1,民國105年1月,風力,自用汽電共生廠,0.0,千度
2016,1,民國105年1月,風力,自用發電廠,1499.268,千度
2016,1,民國105年1月,風力,高爐工場,0.0,千度
2016,2,民國105年2月,原油及石油產品,(+)自產,5342.80373211078,公噸油當量
2016,2,民國105年2月,原油及石油產品,(+)進口,4521971.199035967,公噸油當量
2016,2,民國105年2月,原油及石油產品,(-)出口,1762613.5130590722,公噸油當量
2016,2,民國105年2月,原油及石油產品,(-)國際海運,92189.04,公噸油當量
2016,2,民國105年2月,原油及石油產品,(-)國際航空,209708.8,公噸油當量
2016,2,民國105年2月,原油及石油產品,(電子零組件製造業),0.0,公噸油當量
2016,2,民國105年2月,原油及石油產品,公用汽電共生廠,683.52,公噸油當量
2016,2,民國105年2月,原油及石油產品,公用發電廠,109957.92,公噸油當量
2016,2,民國105年2月,原油及石油產品,抽水用電,0.0,公噸油當量
2016,2,民國105年2月,原油及石油產品,氣體燃料供應業,54.41664499726027,公噸油當量
2016,2,民國105年2月,原油及石油產品,汽電共生廠,0.0,公噸油當量
2016,2,民國105年2月,原油及石油產品,油氣礦業,0.0,公噸油當量
2016,2,民國105年2月,原油及石油產品,煉油廠,256050.42350670262,公噸油當量
2016,2,民國105年2月,原油及石油產品,煉焦工場/煤製品業,687.36,公噸油當量
2016,2,民國105年2月,原油及石油產品,煤礦業,88.32,公噸油當量
2016,2,民國105年2月,原油及石油產品,發電廠,88.14,公噸油當量
2016,2,民國105年2月,原油及石油產品,能源部門自用,256968.66015169988,公噸油當量
2016,2,民國105年2月,原油及石油產品,自用汽電共生廠,29404.84962318893,公噸油當量
2016,2,民國105年2月,原油及石油產品,自用發電廠,0.0,公噸油當量
2016,2,民國105年2月,原油及石油產品,高爐工場,0.0,公噸油當量
2016,2,民國105年2月,地熱,(+)自產,0.0,千度
2016,2,民國105年2月,地熱,(+)進口,0.0,千度
2016,2,民國105年2月,地熱,(-)出口,0.0,千度
2016,2,民國105年2月,地熱,(-)國際海運,0.0,千度
2016,2,民國105年2月,地熱,(-)國際航空,0.0,千度
2016,2,民國105年2月,地熱,(電子零組件製造業),0.0,千度
2016,2,民國105年2月,地熱,公用汽電共生廠,0.0,千度
2016,2,民國105年2月,地熱,公用發電廠,0.0,千度
2016,2,民國105年2月,地熱,抽水用電,0.0,千度
2016,2,民國105年2月,地熱,氣體燃料供應業,0.0,千度
2016,2,民國105年2月,地熱,汽電共生廠,0.0,千度
2016,2,民國105年2月,地熱,油氣礦業,0.0,千度
2016,2,民國105年2月,地熱,煉油廠,0.0,千度
2016,2,民國105年2月,地熱,煉焦工場/煤製品業,0.0,千度
2016,2,民國105年2月,地熱,煤礦業,0.0,千度
2016,2,民國105年2月,地熱,發電廠,0.0,千度
2016,2,民國105年2月,地熱,能源部門自用,0.0,千度
2016,2,民國105年2月,地熱,自用汽電共生廠,0.0,千度
2016,2,民國105年2月,地熱,自用發電廠,0.0,千度
2016,2,民國105年2月,地熱,高爐工場,0.0,千度
2016,2,民國105年2月,天然氣,(+)自產,19786.531986531987,公噸
2016,2,民國105年2月,天然氣,(+)進口,880614.4086995922,公噸
2016,2,民國105年2月,天然氣,(-)出口,0.0,公噸
2016,2,民國105年2月,天然氣,(-)國際海運,0.0,公噸
2016,2,民國105年2月,天然氣,(-)國際航空,0.0,公噸
2016,2,民國105年2月,天然氣,(電子零組件製造業),5147.437878787879,公噸
2016,2,民國105年2月,天然氣,公用汽電共生廠,0.0,公噸
2016,2,民國105年2月,天然氣,公用發電廠,647673.4848484849,公噸
2016,2,民國105年2月,天然氣,抽水用電,0.0,公噸
2016,2,民國105年2月,天然氣,氣體燃料供應業,0.0,公噸
2016,2,民國105年2月,天然氣,汽電共生廠,0.0,公噸
2016,2,民國105年2月,天然氣,油氣礦業,0.0,公噸
2016,2,民國105年2月,天然氣,煉油廠,12931.218792475589,公噸
2016,2,民國105年2月,天然氣,煉焦工場/煤製品業,0.0,公噸
2016,2,民國105年2月,天然氣,煤礦業,0.0,公噸
2016,2,民國105年2月,天然氣,發電廠,658.3333333333334,公噸
2016,2,民國105年2月,天然氣,能源部門自用,13589.552125808923,公噸
2016,2,民國105年2月,天然氣,自用汽電共生廠,3259.9855254217173,公噸
2016,2,民國105年2月,天然氣,自用發電廠,0.0,公噸
2016,2,民國105年2月,天然氣,高爐工場,0.0,公噸
2016,2,民國105年2月,太陽光電,(+)自產,47784.611,千度
2016,2,民國105年2月,太陽光電,(+)進口,0.0,千度
2016,2,民國105年2月,太陽光電,(-)出口,0.0,千度
2016,2,民國105年2月,太陽光電,(-)國際海運,0.0,千度
2016,2,民國105年2月,太陽光電,(-)國際航空,0.0,千度
2016,2,民國105年2月,太陽光電,(電子零組件製造業),0.0,千度
2016,2,民國105年2月,太陽光電,公用汽電共生廠,0.0,千度
2016,2,民國105年2月,太陽光電,公用發電廠,4280.235,千度
2016,2,民國105年2月,太陽光電,抽水用電,0.0,千度
2016,2,民國105年2月,太陽光電,氣體燃料供應業,0.0,千度
2016,2,民國105年2月,太陽光電,汽電共生廠,0.0,千度
2016,2,民國105年2月,太陽光電,油氣礦業,0.0,千度
2016,2,民國105年2月,太陽光電,煉油廠,0.0,千度
2016,2,民國105年2月,太陽光電,煉焦工場/煤製品業,0.0,千度
2016,2,民國105年2月,太陽光電,煤礦業,0.0,千度
2016,2,民國105年2月,太陽光電,發電廠,0.0,千度
2016,2,民國105年2月,太陽光電,能源部門自用,0.0,千度
2016,2,民國105年2月,太陽光電,自用汽電共生廠,0.0,千度
2016,2,民國105年2月,太陽光電,自用發電廠,43504.376,千度
2016,2,民國105年2月,太陽光電,高爐工場,0.0,千度
2016,2,民國105年2月,太陽熱能,(+)自產,8237.7,公噸油當量
2016,2,民國105年2月,太陽熱能,(+)進口,0.0,公噸油當量
2016,2,民國105年2月,太陽熱能,(-)出口,0.0,公噸油當量
2016,2,民國105年2月,太陽熱能,(-)國際海運,0.0,公噸油當量
2016,2,民國105年2月,太陽熱能,(-)國際航空,0.0,公噸油當量
2016,2,民國105年2月,太陽熱能,(電子零組件製造業),0.0,公噸油當量
2016,2,民國105年2月,太陽熱能,公用汽電共生廠,0.0,公噸油當量
2016,2,民國105年2月,太陽熱能,公用發電廠,0.0,公噸油當量
2016,2,民國105年2月,太陽熱能,抽水用電,0.0,公噸油當量
2016,2,民國105年2月,太陽熱能,氣體燃料供應業,0.0,公噸油當量
2016,2,民國105年2月,太陽熱能,汽電共生廠,0.0,公噸油當量
2016,2,民國105年2月,太陽熱能,油氣礦業,0.0,公噸油當量
2016,2,民國105年2月,太陽熱能,煉油廠,0.0,公噸油當量
2016,2,民國105年2月,太陽熱能,煉焦工場/煤製品業,0.0,公噸油當量
2016,2,民國105年2月,太陽熱能,煤礦業,0.0,公噸油當量
2016,2,民國105年2月,太陽熱能,發電廠,0.0,公噸油當量
2016,2,民國105年2月,太陽熱能,能源部門自用,0.0,公噸油當量
2016,2,民國105年2月,太陽熱能,自用汽電共生廠,0.0,公噸油當量
2016,2,民國105年2月,太陽熱能,自用發電廠,0.0,公噸油當量
2016,2,民國105年2月,太陽熱能,高爐工場,0.0,公噸油當量
2016,2,民國105年2月,核能,(+)自產,0.0,千度
2016,2,民國105年2月,核能,(+)進口,3241737.2,千度
2016,2,民國105年2月,核能,(-)出口,0.0,千度
2016,2,民國105年2月,核能,(-)國際海運,0.0,千度
2016,2,民國105年2月,核能,(-)國際航空,0.0,千度
2016,2,民國105年2月,核能,(電子零組件製造業),0.0,千度
2016,2,民國105年2月,核能,公用汽電共生廠,0.0,千度
2016,2,民國105年2月,核能,公用發電廠,3241737.2,千度
2016,2,民國105年2月,核能,抽水用電,0.0,千度
2016,2,民國105年2月,核能,氣體燃料供應業,0.0,千度
2016,2,民國105年2月,核能,汽電共生廠,0.0,千度
2016,2,民國105年2月,核能,油氣礦業,0.0,千度
2016,2,民國105年2月,核能,煉油廠,0.0,千度
2016,2,民國105年2月,核能,煉焦工場/煤製品業,0.0,千度
2016,2,民國105年2月,核能,煤礦業,0.0,千度
2016,2,民國105年2月,核能,發電廠,0.0,千度
2016,2,民國105年2月,核能,能源部門自用,0.0,千度
2016,2,民國105年2月,核能,自用汽電共生廠,0.0,千度
2016,2,民國105年2月,核能,自用發電廠,0.0,千度
2016,2,民國105年2月,核能,高爐工場,0.0,千度
2016,2,民國105年2月,水力,(+)自產,554475.144,千度
2016,2,民國105年2月,水力,(+)進口,0.0,千度
2016,2,民國105年2月,水力,(-)出口,0.0,千度
2016,2,民國105年2月,水力,(-)國際海運,0.0,千度
2016,2,民國105年2月,水力,(-)國際航空,0.0,千度
