01/01,2532.8,543.1,21.44
01/02,2870.3,409.7,14.27
01/03,2899.6,521.2,17.97
01/04,2933.7,425.9,14.52
01/05,2894.6,498.4,17.22
01/06,2667.9,483.8,18.13
01/07,2601.3,553.3,21.27
01/08,2896.7,509.6,17.59
01/09,2945.3,414.5,14.07
01/10,2881.5,456.9,15.86
01/11,2906.6,498.3,17.14
01/12,2876.6,767.3,26.67
01/13,2630.2,631.7,24.02
01/14,2611.7,471.0,18.03
01/15,2898.7,703.4,24.27
01/16,2919.5,474.2,16.24
01/17,2975.5,297.6,10.00
01/18,2974.6,496.1,16.68
01/19,2967.6,905.5,30.51
01/20,2709.2,496.1,18.31
01/21,2594.0,609.7,23.50
01/22,2932.9,380.4,12.97
01/23,3007.3,306.6,10.20
01/24,3007.5,291.4,9.69
01/25,3031.6,313.9,10.35
01/26,2904.8,504.4,17.36
01/27,2757.3,423.0,15.34
01/28,2718.2,400.4,14.73
01/29,2900.9,355.0,12.24
01/30,2951.1,528.2,17.90
01/31,2983.1,437.4,14.66
02/01,2975.3,523.6,17.60
02/02,2941.3,670.5,22.80
02/03,2729.9,438.6,16.07
02/04,2685.2,326.9,12.17
02/05,2897.4,672.4,23.21
02/06,2832.2,839.1,29.63
02/07,2686.5,957.3,35.63
02/08,2421.4,489.5,20.22
02/09,2305.5,430.6,18.68
02/10,2276.0,366.2,16.09
02/11,2234.6,557.6,24.95
02/12,2291.2,345.1,15.06
02/13,2364.9,393.0,16.62
02/14,2464.8,421.7,17.11
02/15,2826.4,836.1,29.58
02/16,2802.4,646.2,23.06
02/17,2771.4,260.4,9.40
02/18,2635.4,400.1,15.18
02/19,3057.0,740.7,24.23
02/20,3129.2,553.8,17.70
02/21,3144.4,645.9,20.54
02/22,3096.1,703.7,22.73
02/23,2970.1,520.0,17.51
02/24,2664.1,398.3,14.95
02/25,2614.4,463.7,17.74
02/26,2928.9,396.2,13.53
02/27,2934.2,723.7,24.66
02/28,2780.0,460.4,16.56
02/29,2969.4,695.8,23.43
03/01,2916.9,664.8,22.79
03/02,2753.1,354.8,12.89
03/03,2686.5,282.8,10.53
03/04,3001.0,562.2,18.73
03/05,3112.8,615.1,19.76
03/06,3056.7,858.4,28.08
03/07,2960.9,743.4,25.11
03/08,2919.1,841.9,28.84
03/09,2695.8,510.0,18.92
03/10,2672.7,347.7,13.01
03/11,3012.4,245.1,8.14
03/12,2965.1,733.7,24.74
03/13,2980.4,749.2,25.14
03/14,3012.1,562.3,18.67
03/15,3025.9,560.8,18.53
03/16,2741.0,378.9,13.82
03/17,2702.0,407.4,15.08
03/18,3022.7,675.5,22.35
03/19,2991.4,644.2,21.54
03/20,2944.5,730.0,24.79
03/21,2985.2,480.1,16.08
03/22,3062.2,439.6,14.36
03/23,2836.7,315.0,11.10
03/24,2816.9,262.4,9.32
03/25,3322.9,488.8,14.71
03/26,3217.7,898.4,27.92
03/27,3140.3,828.5,26.38
03/28,3278.2,433.7,13.23
03/29,3224.8,686.2,21.28
03/30,2864.7,298.8,10.43
03/31,2827.9,455.0,16.09
04/01,3252.2,641.8,19.73
04/02,3414.4,821.9,24.07
04/03,3336.9,738.5,22.13
04/04,2862.3,321.1,11.22
04/05,2673.0,427.1,15.98
04/06,2761.4,229.2,8.30
04/07,2770.3,411.4,14.85
04/08,3282.3,568.0,17.30
04/09,3113.5,746.5,23.98
04/10,3193.8,721.7,22.60
04/11,3259.4,738.4,22.65
04/12,3346.7,543.1,16.23
04/13,2966.0,589.3,19.87
04/14,2937.0,247.3,8.42
04/15,3527.5,569.4,16.14
04/16,3567.1,497.6,13.95
04/17,3547.1,627.9,17.70
04/18,3410.4,916.5,26.87
04/19,3484.3,693.3,19.90
04/20,3077.4,1098.8,35.71
04/21,2950.1,366.0,12.41
04/22,3529.9,410.3,11.62
04/23,3407.9,417.7,12.26
04/24,3317.1,527.1,15.89
04/25,3301.8,635.0,19.23
04/26,3258.8,410.9,12.61
04/27,2899.5,454.7,15.68
04/28,2840.1,477.9,16.83
04/29,3439.1,821.2,23.88
04/30,3613.2,568.5,15.73
05/01,2947.1,765.9,25.99
05/02,3231.8,1173.9,36.32
05/03,3306.9,935.7,28.30
05/04,3028.3,1025.7,33.87
05/05,2975.2,383.9,12.90
05/06,3553.2,713.3,20.07
05/07,3573.6,818.0,22.89
05/08,3521.9,833.5,23.67
05/09,3305.6,1193.6,36.11
05/10,3429.1,829.2,24.18
05/11,3030.4,1067.8,35.24
05/12,2976.2,329.4,11.07
05/13,3225.0,1112.1,34.48
05/14,3172.6,1018.1,32.09
05/15,3292.5,999.7,30.36
05/16,3250.3,970.5,29.86
05/17,3326.5,827.5,24.88
05/18,2949.7,835.2,28.31
05/19,2890.5,444.7,15.38
05/20,3393.0,519.6,15.31
05/21,3489.1,568.4,16.29
05/22,3485.3,603.6,17.32
05/23,3498.3,608.4,17.39
05/24,3459.5,477.1,13.79
05/25,3120.0,818.9,26.25
05/26,2974.2,423.7,14.25
05/27,3488.6,641.6,18.39
05/28,3299.6,740.3,22.44
05/29,3362.8,1042.3,31.00
05/30,3564.1,597.6,16.77
05/31,3652.4,648.5,17.76
06/01,3253.9,538.1,16.54
06/02,2905.7,506.4,17.43
06/03,3256.6,855.6,26.27
06/04,3337.7,616.1,18.46
06/05,3306.6,604.9,18.29
06/06,3369.6,501.1,14.87
06/07,3465.6,810.3,23.38
06/08,3127.5,956.9,30.60
06/09,2998.4,284.5,9.49
06/10,3102.4,356.4,11.49
06/11,3686.2,663.4,18.00
06/12,3761.9,705.5,18.75
06/13,3779.3,630.1,16.67
06/14,3723.4,507.1,13.62
06/15,3453.7,1004.8,29.09
06/16,3259.5,420.8,12.91
06/17,3842.4,780.8,20.32
06/18,3840.6,756.5,19.70
06/19,3886.1,746.4,19.21
06/20,3965.0,666.4,16.81
06/21,4063.3,625.8,15.40
06/22,3644.4,895.7,24.58
06/23,3438.7,1202.2,34.96
06/24,4054.8,675.2,16.65
06/25,4047.5,515.5,12.74
06/26,4028.7,595.3,14.78
06/27,4041.3,634.2,15.69
