06/13,3155.2,376.4,11.93
06/14,2982.1,457.2,15.33
06/15,3509.6,503.3,14.34
06/16,3567.4,402.2,11.27
06/17,3616.0,397.5,10.99
06/18,3596.4,419.1,11.65
06/19,3634.0,386.2,10.63
06/20,3531.3,367.5,10.41
06/21,3162.4,348.4,11.02
06/22,3662.7,384.9,10.51
06/23,3684.7,376.8,10.23
06/24,3717.0,408.6,10.99
06/25,3185.2,337.9,10.61
06/26,3035.2,390.7,12.87
06/27,3046.6,362.0,11.88
06/28,3110.7,341.2,10.97
06/29,3635.1,401.3,11.04
06/30,3668.2,464.7,12.67
07/01,3633.1,402.9,11.09
07/02,3584.7,445.8,12.44
07/03,3579.8,413.1,11.54
07/04,3192.4,428.7,13.43
07/05,3121.9,347.5,11.13
07/06,3588.8,501.6,13.98
07/07,3632.6,461.0,12.69
07/08,3710.6,431.5,11.63
07/09,3668.6,436.7,11.90
07/10,3683.0,437.9,11.89
07/11,3293.5,367.1,11.15
07/12,3222.3,351.8,10.92
07/13,3752.8,397.4,10.59
07/14,3779.0,392.4,10.38
07/15,3675.5,421.0,11.45
07/16,3590.3,508.5,14.16
07/17,3688.2,425.6,11.54
07/18,3319.3,432.1,13.02
07/19,3183.1,412.8,12.97
07/20,3752.1,426.9,11.38
07/21,3682.5,513.3,13.94
07/22,3736.7,426.6,11.42
07/23,3802.0,384.8,10.12
07/24,3755.7,412.9,10.99
07/25,3283.8,469.7,14.30
07/26,3054.8,471.8,15.44
07/27,3676.0,456.5,12.42
07/28,3633.3,453.1,12.47
07/29,3635.3,484.5,13.33
07/30,3559.2,546.0,15.34
07/31,3630.0,413.8,11.40
08/01,3268.2,412.1,12.61
08/02,3075.4,381.0,12.39
08/03,3371.8,489.8,14.53
08/04,3403.6,435.3,12.79
08/05,3537.4,438.7,12.40
08/06,3659.3,385.3,10.53
08/07,3668.2,386.0,10.52
08/08,3236.1,387.1,11.96
08/09,3116.6,318.7,10.23
08/10,3641.1,372.6,10.23
08/11,3516.7,438.4,12.47
08/12,3653.7,427.0,11.69
08/13,3630.1,465.1,12.81
08/14,3594.1,502.2,13.97
08/15,3120.4,494.1,15.83
08/16,2972.1,462.2,15.55
08/17,3553.8,458.5,12.90
08/18,3627.9,423.6,11.68
08/19,3699.6,386.9,10.46
08/20,3681.8,438.4,11.91
08/21,3682.3,386.2,10.49
08/22,3098.5,339.8,10.97
08/23,3024.5,329.7,10.90
08/24,3648.3,369.4,10.13
08/25,3707.3,381.2,10.28
08/26,3582.7,379.6,10.60
08/27,3510.7,454.5,12.95
08/28,3512.2,427.2,12.16
08/29,3113.8,417.4,13.40
08/30,3067.7,408.6,13.32
08/31,3519.7,471.9,13.41
09/01,3542.0,447.8,12.64
09/02,3649.2,386.9,10.60
09/03,3547.4,481.1,13.56
09/04,3598.0,487.0,13.54
09/05,3075.8,392.3,12.75
09/06,2792.1,387.3,13.87
09/07,3393.7,436.2,12.85
09/08,3513.4,415.5,11.83
09/09,3537.0,417.7,11.81
09/10,3543.8,425.5,12.01
09/11,3559.8,408.4,11.47
09/12,3131.1,338.3,10.80
09/13,3003.0,302.4,10.07
09/14,3564.0,371.8,10.43
09/15,3631.2,372.5,10.26
09/16,3652.1,373.3,10.22
09/17,3684.6,372.4,10.11
09/18,3689.3,372.9,10.11
09/19,3248.6,331.7,10.21
09/20,2951.7,388.5,13.16
09/21,3439.7,456.2,13.26
09/22,3423.7,512.5,14.97
09/23,3468.9,477.2,13.76
09/24,3352.5,543.4,16.21
09/25,3201.2,527.4,16.48
09/26,3109.5,454.7,14.62
09/27,2680.8,448.9,16.75
09/28,3111.3,455.5,14.64
09/29,3174.6,425.9,13.42
09/30,3072.3,528.5,17.20
10/01,2639.8,464.5,17.60
10/02,2707.5,346.0,12.78
10/03,2754.8,341.8,12.41
10/04,2828.1,359.2,12.70
10/05,3250.8,453.9,13.96
10/06,3190.0,423.9,13.29
10/07,3130.7,410.0,13.10
10/08,3081.3,471.8,15.31
10/09,2748.3,431.0,15.68
10/10,2738.7,329.5,12.03
10/11,2743.1,308.8,11.26
10/12,3306.3,336.1,10.17
10/13,3338.9,346.5,10.38
10/14,3279.8,399.2,12.17
10/15,3268.2,392.6,12.01
10/16,3287.8,380.1,11.56
10/17,2802.1,408.7,14.59
10/18,2657.0,394.6,14.85
10/19,3104.6,450.5,14.51
10/20,3163.2,424.4,13.42
10/21,3236.7,330.9,10.22
10/22,3120.2,434.1,13.91
10/23,2969.8,400.3,13.48
10/24,2679.1,389.2,14.53
10/25,2612.6,402.5,15.41
10/26,3109.2,350.3,11.27
10/27,3166.9,340.1,10.74
10/28,3195.9,347.0,10.86
10/29,3127.1,370.8,11.86
10/30,3026.4,421.5,13.93
10/31,2676.3,371.9,13.90
11/01,2612.7,356.9,13.66
11/02,3043.0,352.3,11.58
11/03,2997.4,318.9,10.64
11/04,2978.8,355.1,11.92
11/05,3034.4,331.9,10.94
11/06,3179.2,326.3,10.26
11/07,2820.6,319.9,11.34
11/08,2561.9,392.8,15.33
11/09,2936.8,408.0,13.89
11/10,2981.2,359.0,12.04
11/11,2961.2,370.8,12.52
11/12,3040.3,319.1,10.50
11/13,3018.6,337.3,11.17
11/14,2714.6,336.4,12.39
11/15,2610.2,346.3,13.27
11/16,3096.4,314.7,10.16
11/17,3140.5,320.2,10.20
11/18,3181.6,336.1,10.56
11/19,3206.9,331.4,10.33
11/20,3202.3,364.3,11.38
11/21,2867.5,292.8,10.21
11/22,2688.5,276.5,10.28
11/23,3083.2,314.5,10.20
11/24,3095.0,313.4,10.13
11/25,3149.1,330.6,10.50
11/26,3142.9,314.5,10.01
11/27,3017.4,349.5,11.58
11/28,2683.7,297.7,11.09
11/29,2524.2,328.7,13.02
11/30,2911.7,332.0,11.40
12/01,2957.7,323.7,10.94
12/02,2953.2,305.0,10.33
12/03,2931.0,316.8,10.81
12/04,2938.2,308.4,10.50
12/05,2664.4,361.8,13.58
12/06,2560.6,269.1,10.51
12/07,2972.6,310.6,10.45
12/08,2986.4,316.4,10.59
12/09,3013.5,309.4,10.27
12/10,3019.7,308.6,10.22
12/11,2992.1,312.9,10.46
12/12,2666.4,328.2,12.31
12/13,2545.9,283.0,11.12
12/14,2961.7,302.1,10.20
12/15,2970.2,301.2,10.14
12/16,2979.8,302.1,10.14
12/17,2987.8,300.0,10.04
12/18,2980.2,304.7,10.22
12/19,2674.3,304.7,11.39
12/20,2565.8,361.6,14.09
12/21,2965.0,307.2,10.36
12/22,2990.8,319.9,10.70
12/23,3031.2,307.6,10.15
12/24,2985.7,354.5,11.87
12/25,2929.9,341.8,11.67
12/26,2673.2,306.6,11.47
12/27,2597.7,286.9,11.04
12/28,2949.1,313.5,10.63
12/29,3002.0,309.3,10.30
12/30,2909.3,311.8,10.72
12/31,2844.4,315.4,11.09
