06/13,3403.4,211.1,6.20
06/14,3373.7,219.1,6.49
06/15,3161.4,211.6,6.69
06/16,2861.9,191.0,6.67
06/17,2726.2,189.7,6.96
06/18,2794.8,194.3,6.95
06/19,3206.3,255.0,7.95
06/20,3224.4,224.6,6.97
06/21,3317.6,217.5,6.56
06/22,3374.8,232.2,6.88
06/23,3017.5,206.8,6.85
06/24,2917.4,193.0,6.62
06/25,3510.8,228.2,6.50
06/26,3525.9,244.5,6.93
06/27,3512.2,241.5,6.88
06/28,3544.8,234.4,6.61
06/29,3496.6,242.9,6.95
06/30,3048.4,204.5,6.71
07/01,2901.6,198.6,6.85
07/02,3315.1,238.5,7.19
07/03,3413.8,221.7,6.49
07/04,3374.4,229.5,6.80
07/05,3315.7,229.7,6.93
07/06,3430.6,226.1,6.59
07/07,3039.9,208.4,6.86
07/08,2891.6,193.6,6.69
07/09,3495.1,229.2,6.56
07/10,3475.3,225.9,6.50
07/11,3120.3,214.6,6.88
07/12,3440.8,220.9,6.42
07/13,3499.0,221.7,6.34
07/14,3127.9,229.2,7.33
07/15,2929.6,298.7,10.19
07/16,3517.8,276.9,7.87
07/17,3620.0,251.4,6.94
07/18,3646.0,236.0,6.47
07/19,3670.5,234.7,6.39
07/20,3574.0,234.2,6.55
07/21,3132.7,293.1,9.36
07/22,2933.3,267.2,9.11
07/23,3423.9,294.8,8.61
07/24,3597.6,229.2,6.37
07/25,3590.1,239.9,6.68
07/26,3580.6,229.6,6.41
07/27,3567.5,244.3,6.85
07/28,3137.6,250.4,7.98
07/29,3062.3,207.3,6.77
07/30,3631.8,238.6,6.57
07/31,3690.6,235.6,6.38
08/01,3735.1,230.5,6.17
08/02,3612.2,245.7,6.80
08/03,3611.6,242.9,6.73
08/04,3190.5,308.8,9.68
08/05,2966.0,355.6,11.99
08/06,3608.9,241.3,6.69
08/07,3613.2,247.4,6.85
08/08,3619.1,249.2,6.89
08/09,3587.2,247.2,6.89
08/10,3602.0,235.6,6.54
08/11,3172.1,332.8,10.49
08/12,3009.5,257.4,8.55
08/13,3473.9,239.8,6.90
08/14,3482.7,235.2,6.75
08/15,3395.4,247.4,7.29
08/16,3436.8,227.5,6.62
08/17,3518.2,226.6,6.44
08/18,3008.7,367.6,12.22
08/19,2865.4,303.6,10.59
08/20,3437.5,237.2,6.90
08/21,3467.5,222.2,6.41
08/22,3478.4,236.5,6.80
08/23,3474.6,216.0,6.22
08/24,3015.8,384.6,12.75
08/25,2917.4,328.1,11.24
08/26,2809.7,299.8,10.67
08/27,3232.9,384.2,11.88
08/28,3192.2,406.8,12.74
08/29,3210.9,352.7,10.98
08/30,3188.6,439.8,13.79
08/31,3226.4,407.6,12.63
09/01,2892.8,421.0,14.55
09/02,2817.6,306.2,10.87
09/03,3384.3,282.8,8.36
09/04,3516.3,228.5,6.50
09/05,3523.8,227.5,6.45
09/06,3489.0,238.3,6.83
09/07,3452.4,238.1,6.90
09/08,2966.1,297.2,10.02
09/09,2681.0,371.3,13.85
09/10,3164.5,356.7,11.27
09/11,3327.6,311.1,9.35
09/12,3411.7,231.5,6.78
09/13,3452.1,238.1,6.90
09/14,3463.1,230.8,6.66
09/15,2928.1,314.8,10.75
09/16,2894.7,300.9,10.40
09/17,3509.8,235.0,6.70
09/18,3532.7,240.4,6.80
09/19,3499.1,240.3,6.87
09/20,3501.9,225.6,6.44
09/21,3489.2,240.4,6.89
09/22,3027.2,256.9,8.49
09/23,2787.6,271.8,9.75
09/24,2722.3,336.9,12.38
09/25,3274.9,393.7,12.02
09/26,3194.9,388.5,12.16
09/27,3194.6,423.0,13.24
09/28,3151.0,405.8,12.88
09/29,2681.2,417.5,15.57
09/30,2550.5,406.6,15.94
10/01,3070.7,309.8,10.09
10/02,3099.2,311.6,10.05
10/03,3057.9,300.0,9.81
10/04,2985.2,328.2,10.99
10/05,3037.5,239.6,7.89
10/06,2709.7,270.5,9.98
10/07,2587.1,271.0,10.47
10/08,3087.3,297.5,9.64
10/09,3128.8,294.8,9.42
10/10,2756.2,244.3,8.86
10/11,2987.5,313.8,10.50
10/12,2917.2,375.6,12.88
10/13,2616.2,330.0,12.62
10/14,2568.7,250.0,9.73
10/15,3053.8,308.3,10.09
10/16,3146.2,239.3,7.60
10/17,3007.9,266.9,8.87
10/18,3009.7,277.4,9.22
10/19,2995.2,288.9,9.64
10/20,2620.6,314.8,12.01
10/21,2537.7,276.6,10.90
10/22,3024.0,234.8,7.77
10/23,3045.0,208.0,6.83
10/24,3054.9,225.1,7.37
10/25,3102.9,211.6,6.82
10/26,3101.4,215.2,6.94
10/27,2558.6,325.8,12.73
10/28,2428.9,311.5,12.83
10/29,2843.9,311.2,10.94
10/30,2907.3,255.7,8.80
10/31,2906.0,276.2,9.51
11/01,2860.5,253.6,8.87
11/02,2890.5,234.1,8.10
11/03,2648.6,192.5,7.27
11/04,2539.1,212.8,8.38
11/05,2986.6,211.1,7.07
11/06,3077.2,212.2,6.90
11/07,3094.1,197.1,6.37
11/08,3141.9,191.3,6.09
11/09,3029.5,210.7,6.96
11/10,2692.7,189.3,7.03
11/11,2555.6,254.4,9.95
11/12,2996.3,209.0,6.98
11/13,2951.2,204.0,6.91
11/14,2943.7,200.9,6.83
11/15,2992.0,197.9,6.61
11/16,2996.9,209.4,6.99
11/17,2663.0,186.9,7.02
11/18,2568.2,180.6,7.03
11/19,2918.4,193.7,6.64
11/20,2973.1,192.0,6.46
11/21,3001.9,193.9,6.46
11/22,2881.7,251.8,8.74
11/23,2841.6,269.3,9.48
11/24,2481.2,336.6,13.57
11/25,2482.1,307.7,12.40
11/26,2888.4,191.6,6.63
11/27,2901.7,182.9,6.30
11/28,2895.6,190.3,6.57
11/29,2869.1,204.0,7.11
11/30,2856.2,218.3,7.64
12/01,2563.6,267.7,10.44
12/02,2498.1,245.2,9.82
12/03,2896.3,189.4,6.54
12/04,2986.8,185.2,6.20
12/05,2940.6,194.1,6.60
12/06,3001.9,186.6,6.22
12/07,2835.5,186.8,6.59
12/08,2518.8,265.0,10.52
12/09,2403.8,265.7,11.05
12/10,2863.1,191.0,6.67
12/11,2868.3,183.4,6.39
12/12,2823.6,193.5,6.85
12/13,2818.0,189.5,6.72
12/14,2818.4,195.4,6.93
12/15,2540.1,255.0,10.04
12/16,2454.4,214.3,8.73
12/17,2783.5,177.3,6.37
12/18,2811.1,178.4,6.35
12/19,2837.1,180.6,6.36
12/20,2852.0,179.6,6.30
12/21,2864.7,199.4,6.96
12/22,2717.8,187.3,6.89
12/23,2450.9,245.6,10.02
12/24,2792.8,234.0,8.38
12/25,2858.5,195.9,6.85
12/26,2846.3,178.0,6.25
12/27,2772.6,193.6,6.98
12/28,2684.4,206.3,7.68
12/29,2430.9,327.7,13.48
12/30,2332.6,176.2,7.55
12/31,2339.9,310.6,13.27
